@relation data/M_multi_metrics_PDE.csv-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Remove-R41-weka.filters.unsupervised.attribute.Remove-R15-weka.filters.unsupervised.attribute.Remove-R47-weka.filters.unsupervised.attribute.Remove-R47-weka.filters.unsupervised.attribute.Remove-R5-weka.filters.unsupervised.attribute.Remove-R39-weka.filters.unsupervised.attribute.Remove-R2-weka.filters.unsupervised.attribute.Remove-R45-weka.filters.unsupervised.attribute.Remove-R51-weka.filters.unsupervised.attribute.Remove-R50-weka.filters.unsupervised.attribute.Remove-R12-weka.filters.unsupervised.attribute.Remove-R31-weka.filters.unsupervised.attribute.Remove-R4-weka.filters.unsupervised.attribute.Remove-R21-weka.filters.unsupervised.attribute.Remove-R29-weka.filters.unsupervised.attribute.Remove-R32-weka.filters.unsupervised.attribute.Remove-R22-weka.filters.unsupervised.attribute.Remove-R6-weka.filters.unsupervised.attribute.Remove-R18-weka.filters.unsupervised.attribute.Remove-R37-weka.filters.unsupervised.attribute.Remove-R37-weka.filters.unsupervised.attribute.Remove-R3

@attribute ck_oo_numberOfPrivateMethods numeric
@attribute LDHH_fanIn numeric
@attribute CvsWEntropy numeric
@attribute LDHH_numberOfPublicMethods numeric
@attribute LDHH_numberOfPrivateAttributes numeric
@attribute CvsEntropy numeric
@attribute LDHH_numberOfPublicAttributes numeric
@attribute WCHU_numberOfPrivateMethods numeric
@attribute ck_oo_noc numeric
@attribute numberOfCriticalBugsFoundUntil: numeric
@attribute ck_oo_wmc numeric
@attribute LDHH_numberOfPrivateMethods numeric
@attribute WCHU_numberOfPrivateAttributes numeric
@attribute CvsLogEntropy numeric
@attribute WCHU_noc numeric
@attribute LDHH_numberOfAttributesInherited numeric
@attribute ck_oo_fanOut numeric
@attribute ck_oo_numberOfAttributesInherited numeric
@attribute ck_oo_dit numeric
@attribute ck_oo_fanIn numeric
@attribute LDHH_noc numeric
@attribute WCHU_dit numeric
@attribute ck_oo_lcom numeric
@attribute WCHU_numberOfAttributesInherited numeric
@attribute LDHH_numberOfAttributes numeric
@attribute LDHH_numberOfLinesOfCode numeric
@attribute WCHU_fanOut numeric
@attribute ck_oo_numberOfAttributes numeric
@attribute numberOfHighPriorityBugsFoundUntil: numeric
@attribute ck_oo_numberOfPrivateAttributes numeric
@attribute numberOfMajorBugsFoundUntil: numeric
@attribute WCHU_numberOfPublicMethods numeric
@attribute LDHH_dit numeric
@attribute WCHU_numberOfMethodsInherited numeric
@attribute LDHH_fanOut numeric
@attribute ck_oo_numberOfMethodsInherited numeric
@attribute ck_oo_numberOfPublicMethods numeric
@attribute CvsExpEntropy numeric
@attribute LDHH_numberOfMethods numeric
@attribute class {buggy,clean}

@data
20,0.004231,0.303933,0.003214,0.003973,22.6033,0,4.16,0,0,68,0.004533,5.21,0.566813,0,0.001986,22,0,3,1,0,0,378,1.01,0.004369,0.015015,6.18,17,0,15,0,3.07,0,3.04,0.007705,21,8,0.049364,0.004973,clean
10,0.047092,0.169126,0.01157,0.004857,29.2299,0,3.04,2,0,167,0.003837,5.05,0.769653,6.07,0,26,0,1,133,0.00788,0,2775,0,0.004388,0.031189,9.1,10,1,9,2,11.12,0,0,0.009353,4,39,0.095919,0.017964,clean
0,0,0.022374,0,0,5.82803,0,0,0,0,2,0,0,0.203738,0,0,2,0,1,1,0,0,1,0,0,0.006958,0,0,0,0,0,0,0,0,0,7,2,0.111609,0,clean
0,0.008959,0.004124,0,0,6.41569,0,0,0,0,3,0,0,0.169334,0,0,1,0,1,11,0,0,1,0,0,0.004997,0,0,0,0,0,0,0,1.01,0,6,2,0.034357,0,clean
0,0,0.006953,0,0.000775,7.34429,0,0,0,0,10,0,1.01,0.203375,0,0,5,0,1,1,0,0,15,0,0.000565,0.001954,3.03,1,0,1,0,0,0,0,0.003596,0,2,0.041726,0.001751,clean
2,0,0.027621,0,0,5.02919,0,0,0,0,9,0,0,0.157739,0,0,4,0,1,1,0,0,10,0,0,0.002222,0,2,0,2,0,0,0,0,0,0,1,0.052183,0,clean
0,0.001037,0.082586,0.001652,0.001148,7.53288,0,2.02,9,0,5,0.001211,2.02,0.199282,5.07,0,1,0,1,1,0.003122,0,15,0,0.000438,0.003479,3.15,5,0,0,0,2.03,0,1.01,0.002472,6,5,0.034896,0.002258,clean
9,0,0.008913,0,0.000835,8.78554,0,0,4,0,40,0,1.07,0.223539,0,0,2,0,1,4,0,0,231,0,0.000904,0.004997,1.01,7,0,7,0,0,0,1.01,0.000877,16,11,0.034545,0,clean
0,0,0.004118,0,0,6.41569,0,0,0,0,14,0,0,0.169334,0,0,6,0,1,0,0,0,45,0,0,0.004997,0,3,0,3,0,0,0,1.01,0,6,10,0.034357,0,clean
9,0,0.063676,0,0,10.0211,0,0,0,0,30,0,0,0.272807,0,0,14,0,1,0,0,0,45,0,0,0.004532,1.01,0,0,0,0,0,0,0,0.002006,0,0,0.041527,0,buggy
0,0.00433,0.005532,0,0,7.80551,0,0,0,0,12,0,0,0.200341,0,0,2,0,1,5,0,0,15,0,0,0,0,5,0,5,0,0,0,1.01,0,11,6,0.031454,0,clean
0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,5,2,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,12,2,0,0,clean
2,0.082079,0.127705,0.001908,0.00387,22.1695,0,1.01,0,0,39,0.006726,4.04,0.608177,0,0.015217,11,32,1,355,0,0,253,14.19,0.004612,0.022934,7.09,10,0,10,1,3.05,0,0,0.009161,0,21,0.142486,0.008892,buggy
0,0,0.00005,0,0,1.76682,0,0,3,0,2,0,0,0.061715,1.01,0,0,0,4,0,0.000873,0,1,0,0,0,0,0,0,0,0,0,0,3.05,0,32,2,0.033928,0,clean
34,0,0.078306,0,0.001855,5.38037,0,1.04,0,0,80,0.001242,1.01,0.167073,0,0,15,0,3,1,0,0,780,0,0.001703,0.008234,0,13,0,13,0,0,0,1.02,0,21,5,0.052793,0.001267,buggy
0,0,0.012827,0.004276,0,11.4216,0,0,0,0,12,0,0,0.28814,0,0,11,0,1,1,0,0,66,0,0,0.00522,6.09,1,0,1,0,6.09,0,7.1,0.005468,17,12,0.034665,0.005044,buggy
0,0.00188,0.002763,0,0,9.16954,0,0,0,0,2,0,0,0.250493,0,0.00164,2,4,8,3,0,0,3,2.02,0,0,0,1,0,1,0,0,0,8.13,0,160,3,0.049098,0,clean
0,0,0.016626,0.000909,0.000997,8.70673,0,0,0,0,9,0,1.01,0.250397,0,0,4,2,3,1,0,0,6,0,0.000679,0.003001,1.02,3,0,3,0,1.01,0,4.07,0.001352,25,4,0.05252,0,clean
2,0,0.012684,0,0,9.56428,0,0,0,0,34,0,0,0.240212,0,0.034517,5,11,1,1,0,0,190,9.16,0,0,0,8,0,8,0,0,0,0,0,0,18,0.034511,0,clean
6,0.000807,0.040315,0.001796,0.000752,15.4609,0,2.04,0,0,39,0.001537,1.03,0.398501,0,0,10,4,3,3,0,0,55,0,0.000755,0.008846,2.02,1,0,1,0,2.03,0,3.03,0.00135,21,5,0.053312,0.002,clean
0,0,0.002796,0,0,4.47111,0,0,0,0,5,0,0,0.129062,0,0.001175,1,5,3,1,0,0,6,1.01,0,0,0,1,0,1,0,0,0,3.1,0,14,3,0.035411,0,clean
1,0,0.142096,0.000811,0.002062,18.9709,0,2.03,0,0,5,0.00206,2.02,0.496521,0,0,8,0,1,1,0,0,3,0,0.002086,0.006447,4.17,3,0,2,1,1.03,0,0,0.004471,0,2,0.061955,0.002273,clean
7,0,0.010933,0,0,3.18918,0,0,0,0,107,0,0,0.100676,0,0,16,0,1,1,0,0,120,0,0,0.006546,3.03,11,0,6,0,0,0,0,0.007321,7,5,0.037278,0,clean
4,0,0.029797,0,0,10.1212,0,0,0,0,35,0,0,0.267058,0,0,8,0,1,4,0,0,55,0,0,0.000658,6.07,1,0,1,0,0,0,1.01,0.00633,6,7,0.039742,0,buggy
3,0.00243,0.038878,0.002932,0.001922,17.2555,0,1.03,0,0,32,0.00236,1.01,0.44291,0,0,26,1,3,1,0,0,210,0,0.001995,0.012451,1.12,1,0,1,2,2.02,0,12.22,0.002203,72,5,0.054363,0.005409,buggy
0,0,0.018395,0,0,4.33338,0,0,0,0,9,0,0,0.13686,0,0,2,0,2,2,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,9,5,0.047507,0,clean
1,0,0.011331,0,0,7.26436,0,0,0,0,11,0,0,0.19472,0,0,1,0,2,1,0,0,15,0,0,0,1.01,2,0,1,0,0,0,3.05,0.000989,18,5,0.037348,0,clean
0,0,0.012017,0.000845,0,3.82133,0,0,0,0,8,0,0,0.110934,0,0.001175,7,6,3,1,0,0,3,1.01,0,0.000751,0,0,0,0,0,1.01,0,2.04,0,17,2,0.034271,0.000828,clean
1,0.001402,0.007312,0,0.000835,9.33423,0,0,0,0,7,0,1.03,0.238731,0,0,7,0,1,2,0,0,21,0,0.000904,0,1.01,4,0,4,0,0,0,0,0.00133,0,6,0.035366,0,clean
0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,6,4,3,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,21,2,0,0,clean
0,0,0.000195,0,0,1.77712,0,0,2,0,9,0,0,0.06092,0,0,2,110,6,0,0,0,36,0,0,0,0,1,0,1,0,0,0,1.01,0,415,9,0.030953,0,clean
0,0,0.000078,0,0,1.77712,0,0,0,0,2,0,0,0.06092,0,0,1,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1.01,0,14,2,0.030953,0,clean
0,0,0.01532,0.001513,0.000754,9.33201,0,0,0,0,9,0,1.01,0.239563,0,0.001644,4,3,3,0,0,1.01,21,2.08,0.000366,0.002256,2.04,1,0,1,0,2.05,0.000742,5.13,0.001619,33,6,0.034965,0.001611,clean
7,0,0.086154,0.000828,0.003627,19.2402,0,2.07,0,0,24,0.003314,3.05,0.513978,0,0,12,0,2,1,0,0,78,0,0.0045,0.013766,5.09,6,0,5,0,1.01,0,8.18,0.007578,29,4,0.081061,0.004422,buggy
0,0.003215,0.011226,0,0,5.36088,0,0,0,0,3,0,0,0.153661,0,0,0,6,5,3,0,0,3,0,0,0,1.01,1,0,1,0,0,0,4.11,0.002497,71,3,0.041052,0,clean
1,0.046242,0.087613,0.00129,0.002148,8.84204,0,0,0,1,23,0,2.02,0.325697,0,0,5,0,1,46,0,0,78,0,0.002117,0.018194,1.01,5,0,5,1,1.01,0,0,0.001815,6,12,0.158513,0.001591,buggy
0,0.004456,0.148072,0.000811,0,10.5179,0,0,0,0,38,0,0,0.327386,0,0,19,0,1,5,0,0,36,0,0,0.015887,3.12,0,0,0,1,1.05,0,1.01,0.002307,6,9,0.118382,0.000789,clean
0,0.001037,0,0,0.009864,0,0,0,0,0,57,0,4.12,0,0,0,10,0,1,1,0,0,6,0,0.010266,0.020214,4.07,20,0,20,0,0,0,0,0.011379,0,4,0,0,clean
3,0.001994,0.03079,0.00117,0,6.84217,0,0,4,0,23,0,0,0.186014,5.08,0,2,0,1,2,0.003887,0,55,0,0,0.001142,0,5,0,5,0,1.01,0,1.01,0,6,2,0.035558,0.001227,clean
0,0,0.006282,0.000702,0,6.17907,0.000138,0,0,0,5,0,0,0.163964,0,0,1,0,1,4,0,0,6,0,0.000366,0.005723,1.01,8,0,0,0,1.01,0,1.01,0.00063,6,4,0.034362,0.000822,clean
14,0.001237,0.147613,0.002696,0.001096,17.0216,0,1.01,0,0,57,0.000842,2.05,0.445294,0,0,19,0,1,2,0,0,171,0,0.000903,0.012179,4.09,27,0,23,1,2.02,0,0,0.0051,0,4,0.055433,0.004126,clean
1,0,0.023859,0,0,4.33338,0,0,0,0,13,0,0,0.13686,0,0,2,0,1,1,0,0,10,0,0,0.004997,0,2,0,2,0,0,0,0,0,0,4,0.047507,0,clean
0,0.003779,0.01111,0,0,7.56276,0,0,0,0,24,0,0,0.209902,0,0,7,4,3,7,0,0,36,0,0,0.006818,5.05,1,0,1,0,0,0,4.1,0.010002,44,9,0.039355,0,clean
0,0,0.000249,0,0,1.76682,0,0,2,0,6,0,0,0.061715,0,0,0,0,1,5,0,0,36,0,0,0,0,3,0,2,0,0,0,0,0,6,9,0.033928,0,clean
0,0,0.016804,0,0.000835,11.602,0,0,0,0,3,0,1.01,0.301471,0,0,4,0,2,1,0,0,3,0,0.000904,0.007274,2.03,4,0,3,0,0,0,8.18,0.002692,28,1,0.04327,0.001591,clean
9,0.001941,0.037003,0,0,10.2788,0,0,0,0,29,0,0,0.370556,0,0,10,0,1,0,0,0,105,0,0,0.005595,0,6,0,6,1,0,0,0,0,0,2,0.139066,0,clean
3,0,0.024371,0,0,7.61847,0,0,0,0,19,0,0,0.211703,0,0,4,0,1,0,0,0,3,0,0,0.004532,1.02,0,0,0,0,0,0,1.01,0.002006,6,0,0.039724,0,clean
0,0.015213,0.030922,0.002124,0,10.2527,0,0,0,0,29,0,0,0.259914,0,0,10,0,1,9,0,0,55,0,0.000679,0.007367,1.02,11,0,0,0,3.03,0,1.01,0.000671,6,11,0.032558,0.00246,clean
0,0,0.023639,0,0,5.85726,0,0,0,0,5,0,0,0.184515,0,0,4,6,2,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,11,2,0.061849,0,clean
1,0.001747,0.097614,0.001402,0.002213,17.575,0,1.05,0,0,9,0.000691,3.09,0.435284,0,0.000816,6,6,3,2,0,1.01,21,1.06,0.002677,0.01121,5.3,2,1,2,0,2.05,0.000222,1.07,0.005995,15,4,0.041236,0.001601,clean
17,0.001632,0.185011,0.000549,0.001283,18.208,0,2.05,0,0,172,0.001419,2.02,0.458825,0,0.001986,28,0,3,2,0,0,528,1.01,0.002087,0.011039,3.03,8,0,4,1,1.04,0,3.04,0.003533,22,6,0.04733,0.00137,clean
1,0.002993,0.010854,0.000828,0,8.27328,0,0,1,0,14,0,0,0.209368,0,0.001986,8,1,4,4,0,0,45,1.01,0,0.006816,2.02,3,0,3,0,1.02,0,4.08,0.001601,63,8,0.031443,0.000845,clean
1,0.002898,0.18421,0.002611,0.000788,16.4861,0,1.08,3,0,7,0.000763,1.04,0.426508,0,0.002762,3,0,1,2,0,0,15,3.11,0.000706,0.008029,4.37,1,0,0,1,2.03,0,0,0.003502,0,1,0.04819,0.000828,clean
4,0.002703,0.318937,0.001047,0.008392,24.0899,0,4.08,2,0,83,0.004429,6.12,0.701512,1.01,0,19,0,1,5,0.000763,0,528,0,0.008553,0.040104,11.21,24,0,15,0,1.01,0,1.01,0.020706,6,8,0.193329,0.016537,buggy
1,0,0.003156,0,0.000835,7.72196,0,0,0,0,5,0,1.01,0.198359,0,0,4,0,1,1,0,0,10,0,0.000904,0.004997,0,6,0,5,0,0,0,0,0,0,4,0.034375,0,clean
9,0.000941,0.147213,0.002434,0.002243,14.3803,0,2.06,0,1,44,0.003172,1.05,0.44699,0,0,5,0,1,3,0,0,171,0,0.002124,0.010436,2.02,11,0,11,1,1.01,0,1.01,0.007046,6,6,0.167895,0.003324,clean
0,0,0.010267,0,0,2.56656,0,0,0,0,3,0,0,0.075144,0,0,1,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,29,2,0.013579,0,clean
0,0,0.000531,0,0,3.18664,0,0,0,0,2,0,0,0.095785,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.034176,0,clean
0,0,0.000234,0,0,1.77712,0,0,0,0,3,0,0,0.06092,0,0,2,4,9,2,0,0,3,0,0,0,0,1,0,1,0,0,0,3.06,0,228,3,0.030953,0,clean
0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,3,0,4,1,0,0,28,0,0,0,0,2,0,2,0,0,0,0,0,34,6,0,0,clean
3,0,0.013786,0,0,7.38057,0,0,0,0,8,0,0,0.21865,0,0,1,0,1,1,0,0,10,0,0,0.007219,1.02,0,0,0,0,0,0,0,0.002203,6,2,0.053385,0,clean
4,0,0.29679,0,0.006629,17.3217,0.000461,3.03,0,0,71,0.006104,3.03,0.520802,0,0,21,0,1,0,0,0,276,0,0.008375,0.024474,4.04,3,0,2,2,0,0,0,0.006722,0,8,0.145362,0.006505,buggy
10,0,0.007602,0,0,6.41569,0,0,0,0,41,0,0,0.169334,0,0.001986,4,0,3,1,0,0,190,1.01,0,0.004997,0,8,0,8,0,0,0,3.04,0,21,8,0.034357,0,clean
0,0,0.013328,0,0.001571,10.9671,0,0,0,0,10,0,1.01,0.298623,0,0,3,0,1,1,0,0,21,0,0.001292,0.004781,1.02,4,0,4,1,0,0,1.01,0.000989,6,3,0.048997,0.000699,buggy
0,0,0.006721,0,0,3.18664,0,0,23,0,4,0,0,0.095785,7.1,0,1,5,2,0,0.012079,0,1,0,0,0,0,0,0,0,0,0,0,1.01,0,12,1,0.034176,0,clean
1,0,0.013579,0,0,3.79659,0,0,0,0,5,0,0,0.122015,0,0,2,0,3,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,16,1,0.046344,0,clean
0,0,0.012896,0,0,5.05758,0,0,0,0,5,0,0,0.180782,0,0,3,0,1,1,0,0,1,0,0,0.006958,0,0,0,0,0,0,0,0,0,7,2,0.10687,0,clean
0,0,0.004754,0,0,2.59113,0,0,0,0,5,0,0,0.098855,0,0,1,0,1,3,0,0,3,0,0,0,0,1,0,1,0,0,0,0,0,6,2,0.071757,0,clean
3,0,0.011118,0,0,1.84469,0,0,0,0,25,0,0,0.070979,0,0,11,0,1,3,0,0,10,0,0,0.002924,1.01,0,0,0,0,0,0,0,0,6,2,0.053061,0,buggy
4,0,0.01178,0,0,8.62288,0,0,0,0,24,0,0,0.226977,0,0,7,0,2,1,0,0,45,0,0,0.005439,5.05,2,0,1,0,0,0,3.05,0.007272,18,5,0.037588,0,clean
0,0,0.000374,0,0,1.76682,0,0,0,0,8,0,0,0.061715,0,0,1,0,1,2,0,0,21,0,0,0,0,4,0,4,0,0,0,0,0,6,7,0.033928,0,clean
10,0,0.072387,0.001076,0.003002,7.28484,0,1.03,2,0,79,0.001272,2.08,0.21678,0,0,12,0,1,3,0,0,300,0,0.004298,0.009475,4.05,13,0,9,0,1.01,0,0,0.006298,0,9,0.055587,0.004483,clean
0,0,0.003156,0,0,2.8819,0,0,0,0,8,0,0,0.088687,0,0,4,5,3,1,0,0,3,0,0,0,0,0,0,0,0,0,0,1.01,0,14,2,0.034168,0,clean
0,0,0.014074,0,0,4.41258,0,0,0,0,3,0,0,0.138856,0,0.007109,2,2,3,1,0,0,3,1.01,0,0,0,1,0,1,0,0,0,1.01,0,54,1,0.046384,0,clean
9,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,27,0,1,1,0,0,55,0,0,0,0,8,0,4,0,0,0,0,0,0,1,0,0,clean
4,0.001037,0.043682,0,0,18.2366,0,2.04,0,0,47,0.001485,0,0.508446,0,0,30,0,1,1,0,0,15,0,0,0.023586,13.39,1,0,1,0,0,0,1.01,0.021739,6,2,0.109583,0.001523,clean
0,0,0.00885,0,0,6.30121,0,0,0,0,9,0,0,0.168658,0,0,2,0,1,1,0,0,6,0,0,0,0,1,0,1,0,0,0,0,0,0,4,0.034507,0,clean
0,0,0.002766,0,0,5.98276,0,0,1,0,4,0,0,0.159804,2.02,0,0,0,1,0,0.001065,0,6,0,0,0,0,0,0,0,0,0,0,1.01,0,10,4,0.034432,0,clean
0,0.007634,0.004795,0,0,7.47927,0,0,1,0,6,0,0,0.194515,1.01,0.001237,1,1,4,12,0.000201,0,15,1.01,0,0.004997,0,0,0,0,0,0,0,3.03,0,31,2,0.034528,0,clean
1,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,3,0,1,2,0,0,15,0,0,0,0,2,0,0,0,0,0,0,0,6,5,0,0,clean
7,0.001897,0.021139,0.001764,0,9.94289,0,1.01,0,0,38,0.0006,0,0.2527,0,0,13,0,1,3,0,0,136,0,0,0.006519,4.05,4,0,4,0,3.04,0,1.01,0.003179,6,10,0.032576,0.002081,buggy
0,0,0.000125,0,0,1.76682,0,0,0,0,2,0,0,0.061715,0,0,1,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0.033928,0,clean
0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0.007109,2,2,3,1,0,0,3,1.01,0,0,0,1,0,1,0,0,0,0,0,54,1,0,0,clean
3,0,0.019649,0,0.000706,13.2632,0,1.01,0,0,34,0.00068,1.01,0.36862,0,0,21,0,1,0,0,0,28,0,0.000743,0.007606,4.06,4,0,4,0,0,0,0,0.005207,0,5,0.058068,0.000715,clean
0,0.001075,0.021594,0,0.000788,8.66479,0,1.02,0,0,2,0.000763,1.01,0.237853,0,0.003937,1,1,2,1,0,0,1,4.15,0.000706,0.001378,1.06,0,0,0,0,0,0,1.16,0.000841,5,1,0.045138,0.001527,clean
0,0.000833,0.003501,0,0,3.30831,0,0,0,0,3,0,0,0.096281,0,0,1,4,5,3,0,0,3,0,0,0,0,1,0,1,0,0,0,3.07,0,64,3,0.031038,0,clean
1,0,0.057229,0,0.002119,2.34667,0,0,0,0,25,0,1.03,0.100815,0,0,15,0,1,3,0,0,91,0,0.003316,0.011795,1.02,6,0,6,0,0,0,0,0.003322,0,3,0.090605,0.011908,clean
0,0,0.024412,0,0,5.7361,0,0,0,0,16,0,0,0.186302,0,0,5,1,4,1,0,0,15,0,0,0.002171,1.01,2,0,2,0,0,0,1.01,0.002679,34,2,0.089645,0.00192,clean
0,0,0.020661,0.002795,0,13.8167,0,0,0,0,5,0,0,0.355037,0,0,0,0,1,0,0,0,3,0,0,0.007886,3.06,0,0,0,0,3.03,0,0,0.004657,0,3,0.040751,0.003008,clean
0,0,0.002511,0,0,4.59691,0,0,2,0,7,0,0,0.123336,0,0,3,1,3,2,0,0,10,0,0,0,1.01,1,0,0,0,0,0,3.05,0.000989,30,3,0.030986,0,clean
1,0,0.006385,0,0,4.68802,0,0,0,0,12,0,0,0.13759,0,0,2,2,4,1,0,0,21,0,0,0,0,1,0,0,0,0,0,3.05,0,35,3,0.037315,0,clean
0,0,0.018729,0,0.001799,11.6447,0,0,0,0,1,0,1.01,0.31008,0,0,0,0,1,0,0,0,0,0,0.001649,0,0,5,0,1,0,0,0,1.01,0,6,1,0.045161,0,clean
10,0,0.062796,0,0.001053,13.4531,0,1.01,0,0,66,0.000825,1.05,0.361356,0,0,20,0,1,0,0,0,91,0,0.001096,0.007871,3.1,13,0,13,0,0,0,1.01,0.004023,6,4,0.052727,0.001227,buggy
0,0,0.000773,0,0,1.76682,0,0,0,0,6,0,0,0.061715,0,0,4,0,1,3,0,0,6,0,0,0.004997,0,2,0,2,0,0,0,0,0,0,4,0.033928,0,clean
0,0,0.005431,0.001574,0,3.19948,0,0,0,0,11,0,0,0.099881,0,0,1,0,1,1,0,0,10,0,0,0.006081,1.01,4,0,4,0,1.01,0,0,0.001534,6,5,0.034302,0.00162,clean
6,0,0.031842,0,0.001283,15.1891,0,0,0,0,16,0,2.02,0.383475,0,0,14,0,2,3,0,0,45,0,0.002087,0.007926,4.05,6,0,5,0,0,0,8.18,0.00441,28,2,0.042994,0.001394,clean
1,0.006354,0.075962,0.00625,0.004805,12.5527,0,2.02,4,1,11,0.002096,2.02,0.365311,3.03,0,7,5,5,1,0.010151,0,45,0,0.006921,0.009066,3.06,1,0,1,2,3.05,0,3.04,0.009215,66,7,0.107408,0.010972,clean
0,0.00243,0.024918,0,0,4.41258,0,0,10,0,9,0,0,0.138856,1.01,0.00428,4,62,4,1,0.000709,0,55,2.17,0.001097,0.002222,1.01,1,0,1,0,0,0,5.21,0.002203,312,10,0.046384,0.002453,clean
1,0,0.019338,0.0009,0.000997,3.88096,0,1.01,0,0,11,0.001086,1.01,0.115222,0,0,3,0,1,1,0,0,10,0,0.001042,0.007113,1.02,2,0,2,0,1.01,0,0,0.00133,0,4,0.035222,0.000893,clean
0,0,0.05088,0.000828,0,20.9156,0,0,0,0,12,0,0,0.533881,0,0,9,0,2,1,0,0,6,0,0,0.009099,3.06,3,0,2,0,1.01,0,8.18,0.003824,28,2,0.05499,0.002353,clean
2,0.002749,0.032386,0.001076,0.00226,4.63681,0,1.01,2,0,20,0.001176,1.01,0.13874,0,0,8,0,2,1,0,0,28,0,0.00139,0.007868,1.03,2,0,2,0,1.02,0,0,0.001563,10,6,0.038993,0.003874,clean
0,0,0.024678,0,0,15.1351,0,1.01,0,0,9,0.000819,0,0.417368,0,0,11,0,2,1,0,0,1,0,0,0.005321,3.04,1,0,1,0,0,0,0,0.003888,6,1,0.101606,0.000814,clean
10,0.001402,0.08281,0.002642,0,18.1407,0,2.03,0,0,129,0.002472,0,0.508653,0,0.005881,44,14,1,4,0,0,171,4.06,0,0.014297,4.07,2,0,2,0,1.01,0,1.01,0.005338,6,8,0.097592,0.005969,clean
14,0.000933,0.562202,0.015773,0.004557,28.6537,0,5.08,0,1,197,0.005095,5.07,0.884783,0,0.001237,42,1,3,4,0,1.02,561,1.01,0.003653,0.047328,12.27,14,1,14,1,1.01,0,4.19,0.019653,24,8,0.208569,0.024355,buggy
3,0,0.103651,0.002275,0.001922,22.3051,0,5.13,0,0,16,0.006177,1.01,0.565657,0,0,12,0,3,1,0,1.01,36,0,0.001995,0.011737,5.16,2,0,1,0,2.05,0.000693,9.27,0.006884,37,2,0.057772,0.006993,buggy
1,0.024848,0.028826,0,0,12.5353,0,0,1,0,27,0,0,0.336625,0,0.000539,8,7,2,26,0,0,105,1.01,0,0.005881,3.03,1,0,1,0,0,0,3.05,0.00427,41,9,0.05658,0.002222,clean
1,0.005081,0.056409,0.004368,0.000775,11.9472,0,1.01,0,0,37,0.000747,1.01,0.324418,0,0.000311,10,7,2,11,0,0,190,1.01,0.000565,0.010079,1.04,6,0,6,0,3.05,0,1.01,0.001011,23,19,0.052581,0.00381,clean
1,0,0.002845,0,0,4.57426,0,0,2,0,4,0,0,0.133715,0,0,1,0,1,1,0,0,28,0,0,0,0,4,0,0,0,0,0,0,0,6,0,0.03623,0,clean
0,0.002119,0.036407,0.00117,0,12.4285,0,0,7,0,4,0,0,0.314288,3.03,0.004977,4,0,3,0,0.010111,1.01,3,2.02,0.001999,0.006706,2.07,0,0,0,0,1.01,0.00091,11.41,0.001922,67,2,0.040878,0.001227,buggy
0,0,0.00403,0,0.000835,7.72196,0,0,0,0,3,0,1.01,0.198359,0,0,2,0,1,1,0,0,3,0,0.000904,0,0,2,0,2,0,0,0,0,0,0,3,0.034375,0,clean
0,0,0.010355,0,0,3.23696,0,0,0,0,10,0,0,0.101805,0,0.008453,5,8,3,2,0,0,6,2.02,0,0.006418,2.04,0,0,0,0,0,0,4.06,0.003403,36,1,0.035577,0.00182,clean
1,0,0.000474,0,0,1.76682,0,0,0,0,9,0,0,0.061715,0,0,2,0,1,1,0,0,10,0,0,0,0,2,0,2,0,0,0,0,0,0,4,0.033928,0,clean
2,0.001974,0.090947,0.000702,0.001686,14.2974,0,0,0,0,8,0,2.02,0.365666,0,0,5,0,1,0,0,0,15,0,0.00164,0.006724,2.03,2,0,2,0,1.01,0,0,0.001836,0,4,0.043339,0.000707,clean
0,0,0.003873,0,0,6.41569,0,0,0,0,3,0,0,0.169334,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0.034357,0,clean
1,0,0.002368,0,0,3.19695,0,0,0,0,48,0,0,0.09499,0,0,4,4,3,1,0,0,120,0,0,0.004532,1.01,5,0,5,0,0,0,1.02,0.002143,42,15,0.0312,0,clean
0,0.016566,0.02007,0,0.004076,15.3538,0,0,3,2,24,0,3.03,0.406026,1.01,0.00164,8,4,7,6,0.001423,0,153,2.02,0.003012,0.002348,2.02,5,1,5,2,0,0,8.13,0.002215,120,16,0.067676,0,buggy
