@relation 'bugzilla-weka.filters.unsupervised.attribute.Remove-R1,2-weka.filters.unsupervised.attribute.Remove-R1-3,12-14'

@attribute entropy numeric
@attribute la numeric
@attribute ld numeric
@attribute lt numeric
@attribute fix numeric
@attribute ndev numeric
@attribute pd numeric
@attribute npt numeric
@attribute bug {1,0}

@data
0.996995,0.028522,0.025065,578.5,1,33,1,1,1
0.757878,0.007519,0.016541,665,1,32,0,1,1
0,0.002778,0.002778,720,1,32,6,1,1
0.147354,0.204352,0.220541,628,1,36,16,1,1
0,0.002774,0.001387,721,1,32,0,1,1
0,0,0.018056,720,1,32,1,1,0
0,0.004115,0.004115,729,1,32,1,1,0
0.552962,0.043885,0.046173,1202,1,35,18,1,1
0.941795,0.005241,0.003245,728.454545,1,37,131,0.545455,1
0.970951,0.026432,0.013216,567.5,1,33,8,1,1
1,0,0.001107,903,1,33,15,1,0
0,0,0.015464,776,1,31,1,1,0
0.738209,0.012306,0.015041,731.333333,1,32,2,0.666667,1
0.733807,0.015267,0.01392,742.333333,1,32,15,0.666667,1
0.815638,0.018356,0.011971,417.666667,1,32,194,1,1
0,0.00348,0.00232,862,1,31,2,1,1
0.700596,0.017465,0.014216,615.5,1,33,24,1,1
0.875165,0.018531,0.02527,329.777778,1,34,854,0.888889,1
0,0.015748,0.013498,889,1,30,1,1,0
0,0.001126,0.001126,888,1,30,4,1,1
0.823328,0.017895,0.011579,345.454545,1,34,271,0.818182,1
0,0.003472,0.003472,864,1,30,13,1,1
0,0.001166,0.001166,858,1,29,37,1,1
0,0.005828,0.005828,858,1,29,1,1,1
0,0.013986,0.013986,858,1,28,0,1,1
0,0.005828,0.003497,858,1,28,0,1,0
0,0.001168,0.001168,856,1,28,20,1,0
0,0.002336,0.025701,856,1,28,25,1,1
0,0.001159,0.001159,863,1,28,1,1,0
0,0.004635,0,863,1,28,1,1,0
0.616405,0.065488,0.038241,348.666667,1,29,151,1,1
0,0.001153,0.001153,867,1,28,4,1,0
0.970951,0.001951,0.002927,512.5,1,29,135,1,0
0,0.00235,0.001175,851,1,28,14,1,1
0,0.001176,0.001176,850,1,28,54,1,0
0,0.001176,0.001176,850,1,28,7,1,0
0,0.004706,0.002353,850,1,28,1,1,1
0,0.001176,0.001176,850,1,26,63,1,1
0,0.001176,0.001176,850,1,26,19,1,1
0,0.012941,0.008235,850,1,26,6,1,0
0,0.068235,0.002353,850,1,25,15,1,1
0,0.001217,0.001217,822,1,24,18,1,1
0.822824,0.022222,0.012037,360,1,25,94,0.666667,1
0,0.027412,0.027412,912,1,24,0,1,1
0,0.020833,0.001096,912,1,24,26,1,1
0,0.008811,0.005507,908,1,23,9,1,0
0,0.001104,0.205298,906,1,22,25,1,1
0.569961,0.039294,0.002406,623.5,1,22,8,1,1
0,0.001014,0.001014,986,1,22,2,1,1
0,0.003125,0.001042,960,1,22,6,1,0
0,0.003128,0.006257,959,1,22,16,1,1
0.665495,0.176236,0.19697,418,1,22,79,1,1
0.918296,0.001513,0.000756,661,1,24,10,1,0
0,0.001049,0.001049,953,1,22,0,1,1
0.591673,0.006519,0.002608,767,1,24,4,1,1
0,0.001222,0.017115,818,1,22,2,1,1
0.45447,0.018013,0.065363,323.833333,1,26,68,0.833333,1
0,0.001167,0.002334,857,1,22,3,1,0
0,0.007642,0.001092,916,1,21,0,1,1
0,0.001092,0,916,1,21,0,1,0
0,0.001124,0.001124,890,0,21,0,1,0
0,0.001124,0.001124,890,1,21,0,1,0
0.157906,0.058361,0.055738,762.5,1,22,7,1,1
0,0.006593,0.002198,910,1,20,10,1,0
0.954434,0.005652,0.000807,1238.5,1,21,2,1,1
0,0.004415,0,906,1,20,5,1,0
0,0.025499,0.02439,902,1,20,19,1,0
0,0.001109,0.001109,902,1,19,1,1,0
0,0.001109,0.001109,902,0,19,1,1,1
0.272971,0.057631,0.010672,468.5,1,19,21,1,1
0,0.001111,0.001111,900,1,19,1,1,1
0,0.001111,0.001111,900,1,19,1,1,0
0.503258,0.020463,0.003559,562,1,21,4,1,1
1,0.000848,0.000848,1179.5,1,20,1,1,1
0,0,0.050111,898,1,19,0,1,0
0,0.006486,0.021622,925,1,19,0,1,1
0,0.00107,0.00107,935,1,19,5,1,1
0.89032,0.007909,0.007909,505.75,1,19,105,0.75,1
0,0.003161,0,949,1,19,3,1,1
1,0.006689,0,897,1,20,12,1,0
0,0.005297,0,944,1,19,10,1,0
0,0,0.003337,899,1,19,0,1,0
0,0.00333,0,901,1,19,0,1,0
0,0.006667,0.002222,900,1,19,10,1,1
0.811278,0.116303,0.116303,481.5,1,19,8,1,1
0.983794,0.094845,0.297938,485,1,19,0,1,1
0,0.002395,0.001198,835,1,19,3,1,0
0,0.004819,0.004819,830,1,18,29,1,0
0.993234,0.026824,0.006438,466,1,18,170,1,0
0,0.00122,0.00122,820,1,18,0,1,0
0,0.00122,0.002439,820,1,18,5,1,1
0,0.063337,0.040195,821,1,17,19,1,1
0,0.001232,0,812,1,17,1,1,1
0,0.00915,0,765,1,16,6,1,0
0,0.002635,0.002635,759,1,16,1,1,0
0,0.009223,0.002635,759,1,16,8,1,1
0,0.001323,0.001323,756,1,16,19,1,0
0.965636,0.012987,0.001237,808.5,1,16,33,1,1
0,0.001326,0.001326,754,0,16,0,1,0
0,0.001326,0.001326,754,0,16,3,1,0
0,0.001326,0.001326,754,1,16,2,1,0
0.981941,0.009314,0.009314,1020,1,16,11,1,1
0,0.047106,0.009421,743,1,15,1,1,1
0,0.001368,0.001368,731,1,15,1,1,0
0.453716,0.146015,0.022773,746.5,1,15,41,1,1
0,0.010558,0.010558,663,1,14,0,1,0
1,0.00209,0.00209,478.5,1,15,22,1,0
0,0.007645,0.006116,654,1,14,3,1,0
0,0.004587,0,654,1,14,1,1,1
0.878347,0.019002,0.002375,280.666667,1,14,98,0.666667,1
0,0.00157,0,637,1,13,13,1,0
0,0.001572,0.001572,636,0,13,2,1,1
0,0.001572,0.001572,636,0,12,37,1,0
0,0.012579,0,636,1,12,7,1,1
0,0.004785,0.001595,627,1,12,15,1,0
0,0.0128,0,625,1,11,19,1,1
0,0.001616,0.001616,619,1,11,8,1,1
0.893231,0.018248,0.009489,456.666667,0,11,172,1,1
0,0.067323,0.001642,609,1,10,5,1,1
0,0.011925,0.011925,587,0,10,45,1,1
0.413817,0.025893,0.016964,560,1,11,2,1,0
0,0.003413,0.001706,586,1,9,1,1,1
0,0.008547,0.001709,585,1,9,60,1,1
0,0.001718,0.001718,582,0,9,1,1,0
0,0.001745,0.001745,573,1,8,38,1,1
0,0.010471,0.008726,573,1,8,11,1,0
0,0.001748,0.001748,572,0,8,0,1,0
0,0.001748,0.001748,572,0,8,0,1,0
0,0.003497,0.003497,572,1,8,13,1,0
0.970951,0.014085,0.013001,461.5,1,10,8,0.5,1
0,0,0.01426,561,0,7,0,1,0
0,0.008757,0.001751,571,0,6,2,1,0
0,0.005435,0.005435,552,0,6,10,1,0
0,0.005435,0.005435,552,0,6,0,1,1
0,0.002123,0.002123,471,0,6,1,1,0
0,0.006424,0.006424,467,1,6,0,1,1
0,0.008969,0.006726,446,1,6,0,1,1
0,0.03271,0.002336,428,1,6,3,1,1
0,0.045024,0,422,0,6,1,1,0
0,0.005195,0,385,1,6,0,1,0
0,0.010899,0.00545,367,0,6,7,1,0
0,0,0.005479,365,0,6,0,1,0
0,0.002793,0.002793,358,0,6,0,1,0
0,0.002793,0.002793,358,0,6,18,1,0
0.864974,0.009346,0.009346,178.333333,1,5,3,0.333333,0
0,0.003106,0.003106,322,0,5,0,1,0
0,0.003106,0.003106,322,0,5,12,1,0
1,0.005348,0.005348,187,0,4,145,1,0
0,0,0.015625,320,1,4,24,1,0
0,0.003077,0.003077,325,0,4,0,1,0
0,0.003077,0.003077,325,0,4,9,1,0
0.996792,0.032828,0.005051,198,1,3,106,1,1
0,0.003333,0.003333,300,0,2,0,1,0
0,0.003333,0.003333,300,0,2,8,1,0
0,0.00678,0.00678,295,0,2,2,1,1
0,0.020979,0,286,0,1,0,1,1
0,0.003521,0.003521,284,0,1,0,1,0
0,0.003521,0.003521,284,0,1,0,1,0
0,0.003521,0.003521,284,0,1,0,1,0
0,0.003534,0.003534,283,1,1,1,1,1
0,0.003534,0.003534,283,0,1,0,1,1
0,0.008951,0.008951,782,1,8,72,1,0
0,0.001751,0,571,1,7,6,1,0
0,0.001295,0.001295,772,0,22,474,1,0
0,0.001295,0.001295,772,0,22,398,1,0
0,0.001295,0.001295,772,0,21,335,1,0
0,0.007772,0,772,1,20,281,1,0
0,0.001305,0.001305,766,0,20,280,1,0
1,0.001689,0.001689,592,1,21,564,1,0
0,0.003916,0,766,1,20,273,1,0
0,0.009235,0,758,1,18,130,1,0
0,0.001326,0.001326,754,0,18,83,1,0
0.666975,0.051817,0.014489,581.714286,0,18,486,1,0
0.738285,0.008122,0.004061,985,1,19,96,0.5,0
0,0.08149,0.052386,859,0,17,20,1,0
0,0.026699,0.014563,824,0,17,16,1,0
0,0.014724,0.019632,815,0,17,16,1,0
0,0.012151,0.006075,823,0,17,16,1,0
0,0.001057,0.001057,946,0,34,1385,1,0
0,0.004246,0.004246,942,1,33,1135,1,0
0,0.007431,0.001062,942,1,33,1106,1,0
0,0.001066,0.001066,938,0,33,1099,1,0
0,0.001099,0.001099,910,0,31,982,1,0
0,0.001099,0.001099,910,0,30,794,1,0
0,0.001099,0.001099,910,1,30,794,1,0
0,0.001099,0.001099,910,0,28,665,1,0
0.811278,0.00177,0.00531,565,1,29,1344,1,0
0,0.001099,0.001099,910,0,28,543,1,0
0,0.001099,0.001099,910,1,28,540,1,0
0,0.004396,0.002198,910,1,28,540,1,0
0,0.0011,0.0011,909,1,26,505,1,0
0,0.0011,0.0011,909,0,24,351,1,0
0,0.001101,0.001101,908,0,22,219,1,0
0,0.001101,0.001101,908,0,22,143,1,0
0,0.001101,0.002203,908,1,22,140,1,0
0,0.001101,0.001101,908,0,21,80,1,0
0,0.006593,0.002198,910,1,20,37,1,0
0,0.001103,0.001103,907,0,20,30,1,0
0.954434,0.005652,0.000807,1238.5,1,21,54,1,0
0,0.004415,0,906,1,20,26,1,0
0,0.025499,0.02439,902,1,20,22,1,0
1,0.001311,0.001311,763,1,22,107,1,0
0,0.007246,0.013458,966,1,22,71,1,0
0,0.001032,0,969,1,21,22,1,0
0.898059,0.00987,0.008312,962.5,1,21,55,1,0
0.655125,0.112818,0.112288,171.636364,0,26,780,0.909091,0
0,0.005656,0.002262,884,1,33,327,1,0
0.72681,0.030233,0.017222,522.6,1,37,1859,1,0
0.801709,0.024078,0.01068,735.714286,1,34,1603,1,0
0,0.016185,0.013873,865,1,30,174,1,0
0,0.001157,0.001157,864,1,30,173,1,0
0,0.003472,0.003472,864,1,30,34,1,0
0.977418,0.015837,0.003394,442,1,37,489,1,0
0,0.012012,0.004505,666,1,34,87,1,0
0,0.003021,0.009063,662,1,34,33,1,0
0.49409,0.002153,0.003499,928.75,1,36,204,1,0
0,0.002999,0.001499,667,1,33,28,1,0
0.749595,0.004159,0.00032,1563,1,42,626,1,0
0,0.002188,0.002188,457,1,35,232,1,0
0.829244,0.036697,0.022936,72.666667,1,1,15,1,0
0,0,0,0,0,1,0,1,0
0,1.688889,0,45,0,1,0,1,0
0,0,0,0,0,1,0,1,0
0,2.030303,0,33,0,1,0,1,0
0.590755,0.030031,0.02743,469.888889,1,40,163,1,1
0,0.004866,0.004866,822,1,20,9,1,0
0,0.026764,0.009732,822,1,20,10,1,0
0.952054,0.003873,0.002324,573.777778,1,37,185,0.666667,1
0,0.002398,0.002398,834,1,19,0,1,0
0,0.001199,0.001199,834,1,19,17,1,0
0,0.013205,0.003601,833,1,18,0,1,0
0,0.003623,0.001208,828,1,18,5,1,1
0.946395,0.002541,0.002541,524.666667,1,25,45,1,0
0.92538,0.005259,0.007012,646.466667,1,36,15,0.066667,1
0,0.004587,0.004587,436,1,11,75,1,0
0,0.013793,0.013793,435,1,11,30,1,0
0,0.002304,0.002304,434,1,9,115,1,0
0,0.002299,0.002299,435,1,9,0,1,1
0,0.05977,0.032184,435,1,9,7,1,0
0,0.00232,0.00232,431,1,9,6,1,0
0,0.006928,0,433,1,3,71,1,0
0,0.00463,0.002315,432,1,2,21,1,0
0,0.00232,0,431,0,2,33,1,0
0,0.02093,0.009302,430,1,2,1,1,1
0,0.002331,0.002331,429,1,2,0,1,1
0.946395,0.009772,0.003257,204.666667,1,9,617,1,1
0,0.03856,0,389,0,1,0,1,0
0,0.002571,0.002571,389,0,1,0,1,0
0,0.020566,0.020566,389,0,1,0,1,1
0,0.017949,0,390,1,1,0,1,1
0,0.026042,0.002604,384,0,1,0,1,1
0,0.015789,0.002632,380,0,1,1,1,0
0,0.010667,0.010667,375,1,1,0,1,0
0,0.258667,0.074667,375,0,1,1,1,1
0,0.074534,0.006211,322,0,1,13,1,0
0.918296,0,0.005803,258.5,0,1,0,1,0
0.315312,0.176817,0.198428,169.666667,0,21,787,1,0
0,0.025463,0.023148,432,1,9,182,1,0
0,0.00232,0.00232,431,1,9,182,1,0
0,0.025581,0.025581,430,1,16,1124,1,0
0,0.009302,0.009302,430,1,12,774,1,0
0,0.013953,0.013953,430,1,11,432,1,0
0,0.002326,0.002326,430,1,9,189,1,0
0.6699,0.015854,0.023171,410,1,33,1165,0.75,0
0,0,0.084135,416,1,17,140,1,0
0,0.026036,0.009467,845,1,20,338,1,0
0,0.002398,0.002398,834,1,19,314,1,0
0,0.001199,0.001199,834,1,19,314,1,0
0,0.013189,0.003597,834,1,18,253,1,0
0,0.003619,0.001206,829,1,18,253,1,0
0,0.333333,0,21,1,14,49,1,0
0.768346,0.011152,0.008178,192.142857,1,42,918,0.785714,1
0,0.461538,0,13,1,13,12,1,1
0,0.076923,0.538462,13,1,11,286,1,0
0,0,0.066667,15,1,6,60,1,0
0,0,0,0,0,1,0,1,0
0,2.304348,0,23,0,1,0,1,0
0,0,0.066667,15,1,6,131,1,0
0,0.4,0,15,1,13,554,1,0
0,0.0025,0,200,1,2,4,1,1
0,0,0,0,0,10,127,1,0
0,0.25,0.625,8,1,22,77,1,0
0.222726,0.008073,0.103935,330.333333,1,31,8,0.666667,1
0.13403,0.17069,0.013793,290,1,30,0,0.5,1
0.13403,0.015595,0.192982,256.5,1,30,14,1,1
0,0.027778,0.013889,72,1,18,92,1,1
0,0.042857,0.028571,70,1,17,48,1,1
0,0.015625,0,64,1,13,0,1,1
0.983129,0.27853,0.088975,517,1,19,26,1,1
0,0.012048,0.012048,83,1,12,0,1,1
0,0.012048,0,83,1,12,20,1,1
0,0.024691,0.024691,81,1,10,429,1,0
0,0.1125,0.025,80,0,6,86,1,0
0,0.013333,0,75,1,5,2,1,0
0,0.028169,0.014085,71,0,4,62,1,1
0,0,0.021739,46,0,1,2,1,0
0,0.042553,0.085106,47,1,1,0,1,0
0,0.777778,0.333333,81,0,2,74,1,0
0,0.012195,0,82,1,12,486,1,0
0.888033,0.020166,0.011072,229.909091,1,20,1891,0.909091,0
0.832885,0.013711,0.02921,419.375,0,25,2108,1,0
0,0.25,0.625,8,1,22,274,1,0
0.684038,0.021786,0.002179,459,1,5,15,1,0
0,0,0,44.666667,1,1,0,0.333333,1
0.976021,0.034615,0.007692,260,0,2,10,1,1
0.141441,0.156522,0.06087,230,0,5,175,1,1
0,0.006494,0.006494,154,0,1,1,1,0
0,0.019608,0,51,1,1,10,1,0
0,0,0,20,1,1,0,1,1
0,0,0,39,0,1,7,1,1
0,0.013699,0.013699,73,1,1,0,1,0
0,0.013699,0.013699,73,1,1,0,1,0
0,0,0,73,0,1,0,1,1
0,0.095455,0.008182,550,1,31,13,1,1
0.999857,0,0.140873,252,1,18,58,1,0
0.89505,0.008193,0.006119,642.8,1,36,67,0.266667,1
0,0.060345,0.060345,116,1,12,11,1,0
0,0.008696,0.008696,115,0,11,165,1,0
0,0.097345,0.00885,113,1,9,10,1,1
0,0.045455,0.009091,110,1,5,0,1,0
0,0.009434,0.009434,106,1,2,300,1,0
0,0.012821,0.012821,78,0,1,6,1,0
0.403876,0.172956,0.429245,363.428571,0,21,1782,1,0
0.879714,0.005296,0.006178,323.714286,1,35,2524,0.857143,0
0,0,0.409091,88,1,18,187,1,0
0,0,0,0,1,1,0,1,0
0,0,0,0,0,1,0,1,0
0.896435,1.325926,0,135,0,1,0,0.5,0
0,0,0,17,1,2,121,1,1
0,0,0,34,0,1,0,1,0
0,0,0,0,0,9,6,1,0
0,0.235294,0.117647,34,1,7,7,1,0
1,0.055556,0.027778,24,1,10,1159,1,0
0,0.225806,0,31,0,6,90,1,1
0,0.44,0.04,25,1,5,179,1,1
0,0.153846,0,13,0,2,154,1,0
0.594695,0.761748,0.596043,80.866667,0,3,861,0.533333,0
0.850208,0.522727,0.670455,44,0,8,710,1,0
0.630291,0.323626,0.523887,305.6,0,24,4008,1,0
0,0,0,0,0,1,0,1,0
0,2.268293,0,41,0,1,0,1,0
0,0,0,0,0,1,0,1,0
0,1.790698,0,43,1,1,0,1,0
0,0,0,0,0,1,0,1,0
0,0.264175,0.194588,776,0,1,0,1,0
0,0.047749,0.061392,733,1,1,0,1,0
0,2.25452,0,719,1,1,0,1,0
0,0.45,0.2,20,1,7,2,1,0
0,0.45,0.2,20,1,7,16,1,1
0,0.111111,0.111111,18,1,6,112,1,1
0.726958,0.004634,0.00309,388.4,1,24,60,0.8,1
0,0.066667,0.066667,15,0,4,0,1,0
0.826713,0.00936,0.014041,641,1,20,34,1,1
0.918296,0.003401,0.017007,294,1,21,16,1,1
0.569341,0.02381,0.04329,154,1,21,47,1,1
0,0.006169,0.000617,810.5,1,19,3,1,1
0,0,0,18,0,2,0,1,0
0,0,0,0,1,1,0,1,0
0,0.00149,0.000745,1342,0,1,0,1,0
0,0.013393,0.011905,1344,1,1,0,1,0
0,0.002242,0,1338,0,1,0,1,0
0,1.957303,0,1335,1,1,0,1,0
0,0.027211,0.006803,147,1,33,3,1,0
0.991703,0.024727,0.016,687.5,1,36,4,0.5,1
0.946819,0.039416,0.052555,685,1,36,2,0.5,1
0.889836,0.151207,0.095934,524.666667,1,36,32,1,1
0.943602,0.01542,0.012336,648.5,1,36,0,0.5,1
0.983306,0.103744,0.045242,641,1,36,0,1,1
0,0.002857,0,350,1,32,10,1,0
0.958042,0.047319,0.031546,317,1,35,13,1,1
0,0.002985,0,335,1,32,9,1,0
0,0.02994,0.083832,334,1,32,1,1,1
0,0.00578,0.00289,346,1,31,13,1,0
0,0.002849,0.002849,351,1,31,2,1,0
0.405977,0.055723,0,332,1,33,71,1,1
0,0.003067,0.003067,326,1,30,2,1,0
0,0.285276,0.184049,326,1,30,4,1,1
0.829065,0.032154,0.071383,222.142857,1,37,131,0.714286,1
0.977418,0.031496,0.022047,317.5,1,36,5,1,0
0,0.076655,0,287,1,29,20,1,1
0,0.00369,0,271,1,28,11,1,0
0,0.01476,0.02952,271,1,28,12,1,0
0.74494,0.005018,0.002174,1195.8,1,36,22,0.6,1
0.99983,0.044155,0.06573,664.333333,1,33,79,1,1
0.833107,0.008333,0.007197,660,1,35,58,1,1
0.93452,0.002683,0.011402,596.4,1,35,11,1,1
0,0.207237,0.236842,304,1,28,0,1,1
0.974054,0.031056,0.026708,536.666667,1,33,3,0.666667,1
0,0.003247,0.003247,308,1,27,0,1,0
1,0.001457,0.001457,686.5,1,31,9,1,1
0,0.003247,0.003247,308,1,27,3,1,0
0.934068,0.044164,0.018927,317,1,30,1,1,0
0,0.016393,0.02623,305,1,27,6,1,1
0.300888,0.093251,0.070067,485.25,1,32,25,0.75,1
0.750136,0.007837,0.001567,478.5,1,33,0,0.75,1
0.591673,0.019264,0.005254,285.5,1,28,44,1,0
0,0.023411,0.013378,299,1,24,133,1,0
0.936417,0.008621,0.0117,541.333333,1,29,20,1,1
0,0.013289,0.016611,301,1,24,116,1,0
0,0.003322,0.003322,301,1,23,23,1,1
0,0.003472,0.003472,288,1,19,0,1,1
0,0.041667,0,288,1,19,10,1,1
0,0.010753,0.003584,279,1,19,16,1,1
0,0.149733,0,187,1,19,1,1,1
0,0.02924,0.070175,171,1,19,4,1,1
0,0.012048,0.012048,166,1,19,35,1,0
0,0.126506,0.096386,166,1,18,9,1,0
0,0.006024,0.006024,166,1,18,0,1,0
0.77935,0.020305,0.01269,197,1,19,63,1,0
0,0.011905,0.011905,168,1,18,7,1,0
0,0.030488,0.006098,164,1,18,2,1,1
0.823812,0.010033,0.024526,448.5,1,20,3,1,1
0,0.04321,0,162,1,18,8,1,1
0,0.0625,0.0125,160,1,18,1,1,1
0,0.734694,0.755102,147,1,18,25,1,1
0,0.006494,0.006494,154,1,17,1,1,1
0,0.006494,0.006494,154,1,16,3,1,0
0,0.071429,0.019481,154,1,16,25,1,1
0,0.006579,0.006579,152,1,15,12,1,0
0,0.085526,0.111842,152,1,14,24,1,0
0,0.020548,0,146,1,13,46,1,0
0,0.013793,0.013793,145,1,12,0,1,1
0.503258,0.036036,0.004505,222,1,11,107,1,1
0,0,0.043165,139,1,8,8,1,0
0,0.021277,0.014184,141,1,6,5,1,1
0,0.007092,0,141,1,6,0,1,0
0,0.147826,0.147826,115,0,6,0,1,0
0,0.084337,0,83,1,6,18,1,0
0.998001,0.084967,0.039216,76.5,1,5,128,1,0
0,0.12987,0.051948,77,1,5,56,1,1
0,0.041667,0,72,1,4,14,1,1
0,0.211765,0.176471,85,0,2,154,1,0
0.927339,0.322148,0.157718,149,0,2,132,1,0
0,0.086093,0.112583,151,1,15,144,1,0
0,0.023952,0,167,1,22,487,1,0
0,0.012048,0.012048,166,1,19,92,1,0
0,0.126506,0.096386,166,1,18,56,1,0
0,0.006024,0.006024,166,1,18,47,1,0
0.77935,0.020305,0.01269,197,1,19,89,1,0
0.783742,0.008171,0.000481,1040.25,1,38,2700,1,0
0,0.045752,0.026144,306,1,28,469,1,0
0,0.0033,0.0033,303,1,27,355,1,0
0,0.016502,0.026403,303,1,27,344,1,0
0.540265,0.010825,0.019396,554.25,1,32,992,1,0
0,0.023179,0.013245,302,1,24,260,1,0
0,0.00369,0,271,1,28,126,1,0
0,0.014815,0.02963,270,1,28,26,1,0
0,0.060811,0.027027,296,1,33,302,1,0
0,0.034483,0.034483,290,1,32,183,1,0
0,0.003472,0.003472,288,1,31,182,1,0
0,0.003472,0.003472,288,1,31,168,1,0
0.782314,0.01372,0.00951,1069,1,41,36,0.833333,1
0,0.003089,0.002317,1295,1,35,10,1,0
0.998266,0.109649,0.01817,798,1,34,27,1,0
0.772228,0.028571,0.00225,889,1,37,110,0.8,1
0.852543,0.007794,0.003728,590.2,1,39,52,0.6,1
0,0.001581,0,1265,1,34,1,1,0
0,0.007109,0.00158,1266,1,34,7,1,0
0,0.001603,0.001603,1248,1,34,2,1,0
0.963763,0.076634,0.085567,1063.5,1,35,15,1,1
0.905364,0.008275,0.009248,684.833333,1,42,16,0.833333,0
0,0.000764,0.000764,1309,1,33,1,1,0
0.806186,0.021847,0.032333,429.125,1,43,116,0.75,1
0,0.000762,0.000762,1312,1,32,3,1,0
0.917617,0.030233,0.04593,491.428571,1,41,153,0.857143,1
0,0.017611,0,1306,1,32,0,1,1
0.879818,0.011468,0.009383,523.181818,1,41,582,0.818182,1
0,0.003879,0.003103,1289,1,32,11,1,0
0,0.143634,0.107919,1288,1,32,4,1,1
0,0.013699,0.020951,1241,1,32,19,1,0
0.918796,0.042442,0.05,573.333333,1,34,62,1,1
0,0.013147,0.004108,1217,1,32,30,1,0
0.724834,0.002495,0.002495,935.333333,1,32,99,1,0
0.31903,0.064948,0.029251,1008.5,1,32,12,0.5,1
0.850864,0.003657,0.005282,820.333333,1,33,53,1,1
0,0.001738,0.000869,1151,1,31,3,1,1
0,0.002609,0.00087,1150,1,31,9,1,0
0,0.026087,0.023478,1150,1,31,2,1,0
0,0.006092,0,1149,1,31,4,1,1
0.543564,0.018401,0.004246,706.5,1,32,8,1,1
0.826168,0.019839,0.006141,705.666667,1,35,69,0.666667,1
0,0.002708,0.002708,1108,1,31,23,1,0
0,0.00722,0.005415,1108,1,31,7,1,0
0.977554,0.009155,0.009155,846.5,1,34,21,1,1
0,0.028777,0.007194,1112,1,31,0,1,1
0,0.000909,0.000909,1100,1,31,0,1,0
0.819448,0.004665,0.005513,786,1,34,12,0.666667,1
0,0.000964,0,1037,1,31,6,1,0
0,0.005792,0.000965,1036,1,31,1,1,0
1,0.001181,0.001181,846.5,1,35,11,1,1
0.986582,0.026217,0.059176,445,1,33,22,1,1
0.530973,0.012928,0.008872,1315,1,35,7,1,1
0,0.002812,0.003749,1067,1,31,0,1,1
0,0.009363,0,1068,1,31,2,1,0
0,0.018832,0.013183,1062,1,31,17,1,0
0,0.000943,0,1061,1,31,11,1,0
0.789271,0.037599,0.029646,691.5,1,31,11,1,0
0,0.002836,0.003781,1058,1,31,3,1,1
0.934691,0.022967,0.015518,537,1,33,65,1,1
0.940044,0.005294,0.000756,1322.333333,1,35,7,1,1
0,0.222936,0.188073,1090,1,31,0,1,1
1,0.001122,0.001122,891,1,33,35,1,0
0,0.008435,0.013121,1067,1,31,3,1,1
0,0.048826,0.028169,1065,1,30,4,1,0
0.932872,0.011533,0.00865,520.25,1,33,1,1,1
0,0.019029,0.013321,1051,1,30,5,1,1
0,0.030593,0.024857,1046,1,29,3,1,0
0,0.00767,0.004794,1043,1,29,4,1,0
0.86487,0.01268,0.002093,624.846154,1,35,391,0.769231,1
0,0.001967,0.001967,1017,1,29,24,1,0
0.540265,0.010762,0.019283,557.5,1,32,136,1,1
1,0.00149,0.00149,671,1,29,8,1,0
0,0.020428,0.025292,1028,1,28,3,1,1
0.970951,0.001747,0.00262,572.5,1,28,260,1,0
0,0.000971,0,1030,1,28,15,1,0
0,0,0.000972,1029,1,28,11,1,0
0,0.020388,0.000971,1030,1,28,0,1,0
0,0.035363,0.031434,1018,1,28,82,1,1
0,0.009852,0.00197,1015,1,27,3,1,0
0,0.007905,0.000988,1012,1,27,0,1,1
0,0.022772,0.015842,1010,1,27,6,1,1
0,0.006897,0.008867,1015,1,27,3,1,1
0,0.007874,0.005906,1016,1,27,46,1,0
0,0.007882,0,1015,1,27,35,1,0
0,0.000988,0,1012,1,27,5,1,0
0,0.002967,0.003956,1011,1,27,27,1,0
0.724834,0.004376,0.001751,761.666667,1,31,115,1,1
0,0.000997,0.000997,1003,1,26,10,1,0
0,0.000997,0,1003,1,26,9,1,0
0,0.001996,0.002994,1002,1,26,3,1,0
0,0.004985,0.004985,1003,0,26,0,1,0
0,0.002991,0,1003,1,26,6,1,0
0,0.005988,0.003992,1002,1,25,23,1,0
0,0.000997,0.000997,1003,1,24,20,1,1
0,0.000997,0,1003,1,24,6,1,0
0,0.000998,0.000998,1002,1,24,0,1,0
0,0.003992,0,1002,1,24,44,1,1
0,0.002012,0.001006,994,1,24,22,1,0
0.982141,0.008906,0.008906,524,1,24,49,0.666667,0
0,0.00303,0.006061,990,1,24,5,1,1
0,0.000995,0,1005,1,24,2,1,1
0,0.000996,0.000996,1004,1,23,69,1,1
0.380003,0.014493,0.01705,391,1,22,6,0.333333,1
0.380003,0.017021,0.014468,391.666667,1,22,62,1,1
0,0.028571,0.003297,910,1,22,6,1,1
0.6348,0.031909,0.011966,438.75,1,22,12,0.75,1
0,0.002227,0.001114,898,1,21,2,1,0
0,0.033445,0.017837,897,1,21,1,1,1
0.682697,0.024404,0.036026,430.25,1,22,62,1,1
0,0.009009,0.005631,888,1,21,1,1,0
0,0.00451,0.002255,887,1,21,5,1,0
0,0.00224,0.00224,893,1,21,3,1,0
0.67839,0.006258,0.01043,599.25,1,25,19,0.75,1
0,0.001149,0.001149,870,1,21,0,1,0
0,0.002283,0.001142,876,1,21,1,1,0
0,0.001142,0,876,1,21,1,1,0
