@relation data/M_multi_metrics_PDE.csv-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Remove-R41-weka.filters.unsupervised.attribute.Remove-R15-weka.filters.unsupervised.attribute.Remove-R47-weka.filters.unsupervised.attribute.Remove-R47-weka.filters.unsupervised.attribute.Remove-R5-weka.filters.unsupervised.attribute.Remove-R39-weka.filters.unsupervised.attribute.Remove-R2-weka.filters.unsupervised.attribute.Remove-R45-weka.filters.unsupervised.attribute.Remove-R51-weka.filters.unsupervised.attribute.Remove-R50-weka.filters.unsupervised.attribute.Remove-R12-weka.filters.unsupervised.attribute.Remove-R31-weka.filters.unsupervised.attribute.Remove-R4-weka.filters.unsupervised.attribute.Remove-R21-weka.filters.unsupervised.attribute.Remove-R29-weka.filters.unsupervised.attribute.Remove-R32-weka.filters.unsupervised.attribute.Remove-R22-weka.filters.unsupervised.attribute.Remove-R6-weka.filters.unsupervised.attribute.Remove-R18-weka.filters.unsupervised.attribute.Remove-R37-weka.filters.unsupervised.attribute.Remove-R37-weka.filters.unsupervised.attribute.Remove-R3-weka.filters.unsupervised.attribute.Remove-R25-weka.filters.unsupervised.attribute.Remove-R26-weka.filters.unsupervised.attribute.Remove-R15-weka.filters.unsupervised.attribute.Remove-R11-weka.filters.unsupervised.attribute.Remove-R8-weka.filters.unsupervised.attribute.Remove-R22-weka.filters.unsupervised.attribute.Remove-R26-weka.filters.unsupervised.attribute.Remove-R29-weka.filters.unsupervised.attribute.Remove-R31-weka.filters.unsupervised.attribute.Remove-R21-weka.filters.unsupervised.attribute.Remove-R20

@attribute ck_oo_numberOfPrivateMethods numeric
@attribute LDHH_fanIn numeric
@attribute CvsWEntropy numeric
@attribute LDHH_numberOfPublicMethods numeric
@attribute LDHH_numberOfPrivateAttributes numeric
@attribute CvsEntropy numeric
@attribute LDHH_numberOfPublicAttributes numeric
@attribute ck_oo_noc numeric
@attribute numberOfCriticalBugsFoundUntil: numeric
@attribute LDHH_numberOfPrivateMethods numeric
@attribute WCHU_numberOfPrivateAttributes numeric
@attribute CvsLogEntropy numeric
@attribute LDHH_numberOfAttributesInherited numeric
@attribute ck_oo_fanOut numeric
@attribute ck_oo_numberOfAttributesInherited numeric
@attribute ck_oo_dit numeric
@attribute ck_oo_fanIn numeric
@attribute LDHH_noc numeric
@attribute WCHU_dit numeric
@attribute ck_oo_numberOfAttributes numeric
@attribute numberOfHighPriorityBugsFoundUntil: numeric
@attribute ck_oo_numberOfPrivateAttributes numeric
@attribute numberOfMajorBugsFoundUntil: numeric
@attribute LDHH_dit numeric
@attribute WCHU_numberOfMethodsInherited numeric
@attribute LDHH_fanOut numeric
@attribute ck_oo_numberOfPublicMethods numeric
@attribute CvsExpEntropy numeric
@attribute class {buggy,clean}

@data
0,0.004086,0.080818,0.004887,0.004435,15.7601,0,0,0,0,1.02,0.420319,0,2,0,1,0,0,0,4,0,3,0,0,0,0.006509,6,0.088106,clean
1,0.002077,0.012715,0.000558,0,14.4321,0,0,0,0,0,0.364765,0,6,26,6,3,0,0,1,0,1,0,0,11.51,0.000761,4,0.039515,clean
0,0,0.004601,0,0,3.05459,0,0,0,0,0,0.103073,0,2,1,2,3,0,0,1,0,1,0,0,0,0,5,0.048942,clean
3,0,0.013772,0,0,4.22329,0,0,0,0,0,0.11579,0,6,0,2,1,0,0,0,0,0,0,0,1.01,0,2,0.033951,clean
9,0,0.261921,0.001766,0.001799,21.3635,0,0,1,0.007477,1.01,0.574178,0,7,0,1,2,0,0,17,1,16,2,0,0,0.007302,10,0.12329,buggy
0,0,0.033219,0.001371,0,11.6615,0,0,0,0,0,0.318039,0,8,4,3,1,0,0,2,0,2,0,0,2.02,0,3,0.048696,clean
1,0.00441,0.147133,0,0.002596,7.03016,0,0,0,0.00408,1.06,0.266561,0,17,0,1,2,0,0,16,0,16,0,0,0,0.003995,3,0.185238,clean
11,0,0.465812,0,0.001697,12.9364,0,0,0,0.010766,2.07,0.367558,0.000331,21,0,2,1,0,0,21,0,10,0,0,2.03,0.007808,6,0.076078,buggy
5,0,0.019203,0.001685,0,8.98492,0,0,0,0.001697,0,0.249354,0.001986,12,0,3,1,0,0,5,0,5,0,0,3.04,0.003268,7,0.045159,clean
9,0,0.020726,0.00117,0,13.1509,0,0,0,0,0,0.342488,0,13,0,1,2,0,0,2,0,2,0,0,1.01,0.002006,5,0.041558,clean
0,0,0.005899,0,0,2.53244,0,0,0,0,0,0.14333,0,3,0,1,1,0,0,0,0,0,0,0,0,0,2,0.118851,clean
4,0,0.007102,0,0,3.05459,0,0,0,0,0,0.103073,0,8,0,1,1,0,0,1,0,0,0,0,0,0,9,0.048942,clean
0,0,0.006435,0,0,3.36633,0,6,0,0,0,0.107253,0,0,0,1,0,0,0,2,0,1,0,0,1.01,0,4,0.040121,clean
0,0,0.005479,0,0,6.12275,0,0,0,0,0,0.179163,0,4,62,4,1,0,0,2,0,2,0,0,1.01,0,8,0.04143,clean
7,0,0.058272,0,0,5.02919,0,0,0,0.00236,0,0.157739,0,6,0,4,1,0,0,3,0,3,0,0,1.07,0.002203,7,0.052183,clean
0,0,0.016234,0.001446,0,5.88694,0,2,1,0,0,0.16399,0,1,0,1,1,0,0,6,0,0,1,0,0,0,9,0.033463,clean
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,2,0,0,0,0,3,0,clean
0,0,0.000848,0,0,1.76682,0,0,0,0,0,0.061715,0,1,0,1,1,0,0,2,0,2,0,0,0,0,2,0.033928,clean
21,0,0.491876,0,0.00085,31.2057,0,0,0,0.005772,1.01,0.842852,0.001986,40,2,5,2,0,0,9,0,9,2,0,5.37,0.012987,5,0.153551,clean
0,0.005917,0.004761,0,0,2.98374,0,1,0,0,0,0.110513,0,1,1,2,2,0,0,1,0,1,0,0,0,0.005632,3,0.073642,clean
0,0,0.003188,0,0,6.42599,0,0,0,0,0,0.168539,0,2,0,1,1,0,0,1,0,1,0,0,1.01,0,2,0.031381,clean
4,0.011308,0.075287,0.00417,0.000264,18.222,0,0,0,0,1.01,0.472256,0,15,0,1,29,0,0,7,0,7,0,0,1.01,0.003119,12,0.053648,clean
2,0,0.055086,0.001423,0.000624,5.95086,0,0,0,0,1.01,4.05042,0,16,13,5,1,0,0,2,0,2,0,0,2.04,0.001516,10,0.091954,clean
0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,2,0,2,0,0,0,0,3,0,clean
0,0.009559,0.002466,0,0,5.98276,0,5,0,0,0,0.159804,0,3,0,2,14,0.000725,0,4,0,4,0,0,1.01,0,11,0.034432,clean
0,0,0.022324,0,0,14.6314,0,0,0,0,0,0.388401,0,1,0,1,0,0,0,0,0,0,0,0,1.01,0.002051,1,0.061266,clean
2,0,0.188985,0.015671,0.010194,23.6105,0,0,0,0.000784,9.17,0.619785,0.009044,11,7,3,1,0,0,16,0,16,0,0,14.43,0.016539,40,0.114436,buggy
0,0.011941,0.005187,0,0,1.42715,0,0,0,0,0,0.060711,0,0,0,1,6,0,0,0,0,0,0,0,0,0.006834,17,0.055234,buggy
0,0,0.00243,0,0,3.70646,0,0,0,0,0,0.118772,0,5,0,1,1,0,0,1,0,1,0,0,0,0.002417,2,0.044683,clean
0,0,0.000673,0,0,1.76682,0,0,0,0,0,0.061715,0,3,0,1,1,0,0,2,0,2,0,0,0,0,2,0.033928,clean
20,0,0.23486,0.003192,0.005603,17.1691,0,0,0,0.010041,3.03,0.48637,0.001986,31,2,5,1,0,0,17,0,17,0,0,4.35,0.007723,11,0.07927,clean
0,0,0.030958,0.002033,0.002713,12.0774,0,3,0,0,1.01,0.329447,0,3,4,3,3,0,0,2,0,1,0,0,4.06,0,5,0.05503,clean
0,0,0.003447,0,0,7.22187,0,0,0,0,0,0.187374,0,3,0,1,1,0,0,3,0,3,0,0,0,0,3,0.034449,clean
0,0,0.001833,0,0.001053,2.80367,0,0,0,0,1.01,0.08713,0,2,0,1,1,0,0,3,0,3,0,0,0,0,2,0.03424,clean
0,0.008933,0.127542,0.00402,0.001962,17.039,0,0,1,0.002408,2.04,0.436048,0,8,0,2,2,0,1.01,1,3,1,1,0.000983,2.06,0.0055,2,0.045397,buggy
9,0,0.007039,0,0,6.41569,0,0,0,0,0,0.169334,0,10,0,2,1,0,0,1,0,1,0,0,2.02,0,3,0.034357,clean
0,0.008003,0.014835,0,0,8.1934,0,0,0,0,0,0.209779,0,0,0,1,7,0,0,1,0,1,1,0,0,0,2,0.03526,clean
0,0.001037,0.019593,0.000807,0,6.19566,0,0,0,0,0,0.165168,0,11,0,2,6,0,0,2,0,2,0,0,1.01,0,9,0.031474,clean
0,0,0.002038,0,0,3.19189,0,0,0,0,0,0.097192,0,1,0,2,0,0,0,5,0,5,0,0,0,0,5,0.03454,clean
0,0,0.002332,0,0,1.27443,0,0,0,0,0,0.030363,0,0,1,3,1,0,0,0,0,0,0,0,0,0,1,0.000182,clean
3,0,0.020286,0,0,1.56044,0,0,0,0,0,0.052586,0,11,13,5,1,0,0,16,0,8,0,0,2.04,0,7,0.024708,clean
1,0,0.005385,0,0,7.7645,0,0,0,0.00064,0,0.199447,0,4,0,1,1,0,0,1,0,1,0,0,0,0.000638,3,0.034457,clean
1,0,0.026911,0,0.000549,17.1566,0,0,0,0.000511,1.03,0.434798,0,10,0,2,1,0,0,1,0,0,0,0,8.18,0.004351,1,0.047279,clean
6,0,0.045229,0.0007,0.001588,8.67717,0,0,0,0.000784,2.06,0.231637,0.001986,22,2,5,1,0,0,4,1,4,1,0,6.38,0.002601,10,0.042604,clean
0,0,0.000175,0,0,1.76682,0,0,0,0,0,0.061715,0,2,5,3,1,0,0,1,0,0,0,0,0,0,3,0.033928,clean
0,0,0.000665,0,0,1.56044,0,0,0,0,0,0.052586,0,2,0,6,0,0,0,0,0,0,0,0,0,0,2,0.024708,clean
3,0,0.162209,0,0.002369,21.0216,0,0,1,0.00399,2.03,0.604907,0,17,1,2,0,0,0,2,0,1,4,0,1.06,0.010077,1,0.1722,buggy
0,0.00113,0.007966,0.00129,0,4.31805,0,0,0,0,0,0.191213,0,4,0,2,0,0,0,0,0,0,0,0,0,0,1,0.124527,buggy
0,0,0.002773,0,0,5.61911,0,0,0,0,0,0.131568,0.001644,0,3,3,0,0,1.01,0,0,0,0,0.000742,5.13,0,1,0.000771,clean
3,0,0.034433,0,0,5.02919,0,0,0,0,0,0.157739,0,3,0,4,1,0,0,2,0,2,0,0,1.07,0,7,0.052183,clean
0,0,0.008811,0.0007,0.000752,6.79305,0,0,0,0,1.01,0.185277,0.001644,4,3,3,0,0,1.01,3,0,3,0,0.000742,5.13,0.000787,6,0.040487,clean
0,0,0.00346,0,0,7.95718,0,0,0,0,0,0.203899,0,0,4,2,2,0,0,2,0,1,0,0,1.01,0,2,0.031467,clean
1,0,0.002705,0,0,7.05038,0,0,0,0,0,0.184482,0,6,0,1,1,0,0,1,0,1,0,0,0,0,2,0.034452,clean
0,0,0.000857,0,0,1.77712,0,0,0,0,0,0.06092,0,0,0,1,2,0,0,4,0,4,0,0,0,0,5,0.030953,clean
1,0,0.006809,0,0,4.83647,0,0,0,0,0,0.147342,0,4,0,1,1,0,0,2,1,2,0,0,0,0,6,0.041769,clean
0,0.003866,0.052834,0.002033,0,17.3119,0,0,0,0,0,0.442344,0,15,23,4,4,0,0,5,0,5,1,0,4.08,0.003131,15,0.047384,clean
0,0,0.01252,0,0,5.82803,0,0,0,0,0,0.203738,0,2,0,1,1,0,0,0,0,0,0,0,0,0,2,0.111609,clean
11,0,0.021645,0.001113,0.000549,6.94415,0,0,0,0.001212,1.01,0.176464,0,24,0,2,2,0,1.01,7,0,7,0,0.000259,2.08,0.000989,15,0.031057,clean
0,0,0.022347,0,0,3.71677,0,0,0,0,0,0.117977,0.005456,2,28,6,2,0,0,1,0,1,0,0,4.49,0,7,0.041707,clean
2,0.008872,0.153476,0.003872,0,14.0182,0,0,0,0.003014,0,0.396183,0,12,4,4,10,0,0,4,0,4,0,0,4.11,0.020055,13,0.085141,clean
0,0,0.005368,0,0,6.01575,0,0,0,0,0,0.167057,0,2,0,2,1,0,0,2,0,1,0,0,3.05,0.000989,5,0.037333,clean
6,0,0.208845,0.00074,0.011762,27.2665,0,0,0,0.007358,8.15,4.65711,0,5,0,1,4,0,0,14,0,12,0,0,0,0.012714,3,0.198858,buggy
1,0,0.019552,0,0,2.84822,0,0,0,0,0,0.093944,0,13,13,5,0,0,0,6,0,1,0,0,2.04,0,9,0.039721,clean
1,0,0.009209,0,0.00149,12.0117,0,0,0,0,1.01,0.326155,0,7,0,2,1,0,2.02,2,0,1,0,0.003282,8.17,0.002995,1,0.051569,clean
0,0.004361,0.000662,0,0,1.77712,0,0,0,0,0,0.06092,0,1,4,9,0,0,0,2,0,2,0,0,2.05,0,2,0.030953,clean
0,0.006045,0.031643,0.002861,0.000549,17.2759,0,4,0,0,1.01,0.439795,0,3,0,1,11,0.000498,0,2,0,2,0,0,4.09,0.006256,6,0.044711,clean
23,0,0.042076,0,0,5.45209,0,0,0,0.000572,0,0.143516,0,14,0,1,11,0,0,1,0,1,0,0,1.01,0,13,0.031042,clean
2,0.005917,0.097936,0,0,3.17095,0,0,0,0,0,0.098286,0,4,0,1,1,0,0,8,0,7,0,0,0,0,2,0.035415,buggy
23,0,0.354262,0.001371,0.001985,17.9211,0,0,0,0.004133,2.02,0.516434,0.000331,28,0,2,2,0,0,27,0,14,0,0,2.03,0.008288,8,0.115377,clean
1,0,0.061208,0,0.000997,10.3419,0,0,0,0,1.02,0.282827,0,6,0,1,1,0,0,1,0,1,0,0,1.01,0.003358,5,0.042255,clean
0,0,0.004446,0,0.000835,7.72196,0,0,0,0,1.02,0.198359,0.001986,3,8,6,1,0,0,0,0,0,0,0,5.37,0.000877,1,0.034375,clean
0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,0,0,2,0,2,0,0,0,0,3,0,clean
1,0.001792,0.001532,0,0,3.54759,0,1,0,0,0,0.10365,0.001986,8,1,4,4,0,0,3,0,3,0,0,3.06,0.001011,8,0.031313,buggy
0,0.000727,0.002586,0,0,6.41569,0,0,0,0,0,0.169334,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,0.034357,clean
0,0,0.10999,0,0,4.41258,0,0,0,0,0,0.138856,0.00651,2,110,5,1,0,0,1,0,1,0,0,5.9,0,19,0.046384,clean
0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,3,4,0,0,4,0,4,0,0,0,0,14,0,clean
0,0.007111,0.008043,0.002009,0,4.53091,0,2,0,0,0,0.134411,0,3,3,3,4,0,0,1,0,0,0,0,2.02,0,3,0.038939,clean
0,0,0.041973,0.004823,0.002294,14.5398,0,0,0,0,2.02,0.402685,0.000669,7,0,4,1,0,0,3,0,3,0,0,7.21,0.00659,7,0.057045,clean
8,0.008163,0.090499,0,0.002328,23.0656,0,0,0,0.002622,2.02,0.603103,0,11,0,1,7,0,0,5,0,5,1,0,0,0.008628,4,0.07708,clean
0,0,0.001749,0,0,3.17013,0,0,0,0,0,0.097144,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0.034743,buggy
0,0.014568,0.089864,0.008303,0.009629,25.6709,0,2,0,0,8.08,0.667679,0.00239,11,17,4,7,0,0,9,2,9,1,0,9.14,0.00313,20,0.089296,clean
1,0.00112,0.001318,0,0,3.0616,0,1,0,0,0,0.094197,0.001986,7,1,4,3,0,0,3,0,3,0,0,2.05,0,7,0.032188,clean
0,0,0.009855,0,0,7.94205,0.016344,0,0,0,0,0.277405,0,0,0,1,0,0,0,81,0,1,0,0,0,0,0,0.152188,clean
1,0,0.003393,0,0,4.57426,0,0,0,0,0,0.133715,0,2,4,2,0,0,0,4,0,4,0,0,0,0,1,0.03623,clean
1,0,0.000624,0,0,1.76682,0,1,0,0,0,0.061715,0,2,0,1,1,0,0,1,0,0,0,0,0,0,4,0.033928,clean
0,0.000921,0.002954,0,0,5.33086,0,0,0,0,0,0.146586,0.001175,2,5,3,0,0,0,1,0,1,0,0,3.1,0,3,0.034438,clean
0,0.00094,0.002763,0,0,9.16954,0,0,0,0,0,0.250493,0.00164,2,4,8,2,0,0,1,0,1,0,0,8.13,0,4,0.049098,clean
1,0.00243,0.012891,0.002103,0,3.15241,0,0,0,0,0,0.103077,0,15,0,2,1,0,1.01,2,0,1,0,0.0023,1.04,0,6,0.042799,clean
1,0.003779,0.026894,0,0,5.36088,0,0,0,0.002409,0,0.153661,0,10,6,5,7,0,0,1,0,1,0,0,4.11,0,5,0.041052,clean
0,0,0.002137,0,0,4.88727,0,0,0,0,0,0.146501,0,1,0,1,0,0,0,0,0,0,0,0,1.01,0,1,0.039307,clean
0,0,0.038139,0.002033,0,8.00679,0,0,1,0,0,0.225817,0,4,4,2,1,0,0,2,0,2,1,0,2.02,0,6,0.060089,buggy
0,0.003668,0.004398,0,0,6.42599,0,0,0,0,0,0.168539,0.000295,0,4,1,5,0,0,5,0,5,1,0,1.01,0,6,0.031381,clean
2,0.012406,0.033736,0.007043,0.002686,16.617,0,1,0,0,4.06,0.450625,0.001237,10,2,2,5,0.001244,0,7,0,7,0,0,3.07,0.003721,11,0.065873,clean
6,0,0.175564,0,0.00149,13.0943,0,0,0,0.001704,1.01,0.400439,0,25,0,1,0,0,0,4,1,4,0,0,1.01,0.015767,4,0.12469,buggy
4,0.028223,0.318076,0.021797,0.006654,17.978,0,0,1,0.001617,3.04,0.682371,0,25,0,1,52,0,0,5,1,1,3,0,0,0.010331,22,0.312836,buggy
4,0.031814,0.223226,0.002434,0.003431,42.0495,0,2,0,0.007169,2.02,1.10863,0.001406,14,14,2,22,0.002354,0,1,1,1,2,0,1.01,0.009193,7,0.153951,buggy
45,0,0.782287,0.000619,0.0006,30.4541,0.000545,0,0,0.016338,1.11,4.84923,0,21,6,3,1,0,0,3,0,3,2,0,3.04,0.019423,3,0.374889,clean
0,0.008906,0.008566,0,0,8.74592,0,1,0,0,0,0.225924,0.001237,1,1,4,7,0,0,0,0,0,0,0,3.03,0,2,0.035025,clean
0,0,0.050123,0,0,6.4348,0,0,0,0,0,0.232775,0,6,0,2,1,0,0,5,0,5,0,0,0,0,6,0.142203,clean
7,0.00135,0.169755,0.000909,0.001799,14.2492,0,2,0,0,1.01,0.449008,0,37,0,1,9,0,0,9,0,2,0,0,1.01,0.016081,6,0.183001,buggy
0,0,0.007863,0,0,11.7532,0,0,0,0,0,0.292636,0.001644,2,3,3,1,0,1.01,1,0,1,0,0.000742,5.13,0.000877,3,0.034871,clean
1,0,0.058523,0.004397,0.004169,10.571,0,0,0,0,3.03,0.307588,0,22,0,1,1,0,0,16,0,15,0,0,1.01,0.009137,11,0.070237,clean
9,0,0.210853,0,0,21.8404,0,0,0,0.005726,0,0.563558,0,25,0,2,1,0,0,1,0,1,0,0,2.02,0.011408,1,0.068871,buggy
1,0.007022,0.01223,0.002033,0,13.3046,0,6,0,0,0,0.346805,0.001237,3,1,5,18,0.005002,0,5,0,5,0,0,3.03,0.000877,9,0.045982,clean
0,0.002382,0.003861,0,0,5.99307,0,0,0,0,0,0.159009,0,0,0,1,8,0,0,11,0,5,0,0,1.01,0,11,0.031456,clean
0,0,0.024161,0.001089,0.001799,6.05686,0,0,0,0,1.02,0.179677,0,5,0,2,1,0,0,4,0,4,0,0,2.02,0,6,0.04571,clean
0,0,0.00133,0,0,1.56044,0,0,0,0,0,0.052586,0,0,0,1,1,0,0,1,0,1,0,0,0,0,5,0.024708,clean
21,0.000755,0.271202,0.002965,0.001384,26.5914,0,0,0,0.00529,2.25,0.705493,0.001986,35,2,5,1,0,0,9,0,9,1,0,5.37,0.00798,11,0.130538,clean
0,0,0.000156,0,0,1.77712,0,1,0,0,0,0.06092,0,1,0,2,2,0,0,0,0,0,0,0,1.01,0,2,0.030953,clean
5,0,0.274109,0.00307,0.004034,23.6268,0,0,1,0.001226,2.02,0.665848,0.000726,16,1,2,0,0,1.01,1,0,1,2,0,2.19,0.009749,2,0.164834,clean
0,0,0.005954,0,0,4.68802,0,0,0,0,0,0.13759,0,1,0,1,1,0,0,2,0,2,0,0,0,0,3,0.037315,clean
0,0,0.003116,0,0,1.77712,0,0,0,0,0,0.06092,0,5,0,2,1,0,0,0,0,0,0,0,1.01,0,4,0.030953,clean
0,0,0.001878,0,0,5.89435,0,0,0,0,0,0.169543,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0.039035,clean
0,0,0.000831,0,0,1.56044,0,0,0,0,0,0.052586,0,3,0,6,0,0,0,0,0,0,0,0,0,0,3,0.024708,clean
1,0,0.003741,0,0,3.17095,0,0,0,0,0,0.098286,0,0,0,1,1,0,0,5,0,1,0,0,0,0,6,0.035415,clean
0,0.001823,0.026885,0,0,12.4057,0,0,0,0,0,0.350401,0,0,0,1,2,0,0,42,0,0,0,0,1.01,0,2,0.076616,buggy
1,0,0.078337,0.000954,0,5.51129,0,3,0,0,0,0.153718,0,2,0,2,0,0.002902,1.01,2,0,2,0,0.000752,2.02,0.002614,6,0.035146,clean
1,0,0.00715,0,0,1.56044,0,0,0,0,0,0.052586,0,11,13,5,1,0,0,3,0,0,0,0,1.03,0,8,0.024708,clean
1,0.003629,0.01341,0,0,8.51529,0,25,0,0,0,0.240457,0,8,7,4,19,0.002747,0,6,0,0,0,0,2.04,0.022649,2,0.039327,clean
7,0,0.005187,0,0.000835,4.75414,0,0,0,0,1.05,0.127787,0.001986,12,0,3,1,0,0,3,0,3,0,0,3.04,0,11,0.033962,clean
0,0.001644,0.009821,0.000687,0,5.35698,0,0,0,0,0,0.144873,0,2,0,1,2,0,0,1,0,0,0,0,0,0.000761,5,0.03415,clean
0,0,0.002532,0,0,3.18664,0,0,0,0,0,0.095785,0,1,0,1,1,0,0,2,0,2,0,0,0,0,2,0.034176,clean
1,0.002157,0.051409,0.00053,0.000549,20.3477,0,0,0,0.001704,1.01,0.515244,0.001986,7,0,3,1,0,0,1,0,1,0,0,3.04,0.005307,1,0.049813,buggy
0,0,0.002465,0,0,3.18664,0,0,0,0,0,0.095785,0.001175,2,5,3,1,0,0,1,0,0,0,0,3.1,0,3,0.034176,clean
0,0,0.004542,0,0.000835,8.69863,0,0,0,0,1.01,0.231362,0,2,0,1,1,0,0,2,0,2,0,0,0,0,2,0.044427,clean
0,0,0.058001,0.002033,0,12.6078,0,0,0,0,0,0.348779,0.0074,11,18,5,4,0,0,2,0,2,0,0,9.7,0.002143,14,0.056454,clean
0,0.011112,0.006019,0,0,7.47927,0,4,0,0,0,0.194515,0.001237,1,1,4,26,0,0,0,0,0,0,0,3.03,0,2,0.034528,clean
1,0,0.00187,0,0,5.36933,0,0,0,0,0,0.147436,0,2,0,1,1,0,0,2,0,2,0,0,0,0,3,0.034436,clean
1,0.001823,0.005459,0.001766,0,6.21176,0,2,0,0,0,0.189499,0,2,0,1,3,0,0,1,0,0,0,0,0,0.00184,2,0.053616,clean
1,0.000727,0.095371,0,0,17.5178,0,0,0,0.001498,0,0.421899,0,4,0,1,1,0,0,2,0,2,0,0,0,0.003256,1,0.034828,clean
1,0.002055,0.019143,0.000954,0.0007,6.15544,0,0,0,0,1.01,0.177006,0,7,1,2,4,0,0,2,0,2,0,0,1.01,0,4,0.04145,clean
0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,6,1,0,0,1,0,1,0,0,0,0,4,0,clean
0,0,0.002543,0,0,6.41569,0,1,0,0,0,0.169334,0,0,0,1,1,0,0,2,0,2,0,0,1.01,0,4,0.034357,clean
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,1,0,1,0,0,1.01,0,2,0,clean
4,0,0.00207,0,0,1.76682,0,0,0,0,0,0.061715,0,4,0,2,2,0,0,6,0,5,0,0,0,0,3,0.033928,clean
6,0.002966,0.205914,0.004984,0.002226,27.2338,0,0,1,0.00373,2.02,0.724685,0,24,0,1,9,0,0,6,0,5,3,0,2.02,0.007724,16,0.124462,clean
5,0.004104,0.066654,0,0,16.6715,0,0,0,0.002497,0,0.460028,0,15,0,1,7,0,0,0,0,0,0,0,0,0.005384,3,0.113029,clean
0,0,0.001023,0,0,1.76682,0,0,0,0,0,0.061715,0,1,0,1,1,0,0,6,0,3,0,0,0,0,7,0.033928,clean
1,0,0.048193,0,0,6.45747,0,0,0,0.003473,0,0.204077,0.00374,5,0,3,1,0,0,9,0,9,1,0,1.01,0.002771,6,0.078402,clean
0,0,0.000117,0,0,1.77712,0,0,0,0,0,0.06092,0,2,4,9,1,0,0,1,0,1,0,0,3.06,0,3,0.030953,clean
2,0,0.04909,0,0,7.22788,0,0,0,0,0,0.298961,0,9,0,1,1,0,0,9,0,9,2,0,1.01,0,6,0.138708,buggy
0,0.00478,0.004494,0,0,7.47927,0,0,0,0,0,0.194515,0,4,0,1,11,0,0,4,0,3,0,0,0,0.000729,2,0.034528,clean
3,0.000638,0.057181,0,0.000528,18.2028,0,0,0,0.000399,1.02,0.469285,0,3,0,1,0,0,0,7,0,7,0,0,0,0.005369,6,0.068509,clean
0,0,0.000117,0,0,1.77712,0,0,0,0,0,0.06092,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0.030953,clean
2,0,0.019468,0,0,6.20292,0,0,0,0.00132,0,0.18202,0,3,0,1,3,0,0,0,0,0,0,0,0,0.006157,3,0.043827,clean
1,0.000755,0.046118,0.001086,0.0006,13.5092,0,0,0,0,1.01,0.362505,0,3,0,1,2,0,0,7,0,7,0,0,0,0,8,0.100537,clean
0,0,0.007935,0.002009,0,7.63517,0,0,0,0,0,0.208079,0,1,0,1,1,0,0,2,0,2,0,0,0,0.002417,1,0.042246,clean
0,0,0.005064,0,0,4.72501,0,0,0,0,0,0.141992,0,0,0,1,1,0,0,2,0,2,0,0,0,0.001815,9,0.038895,clean
0,0,0.042388,0,0,11.2502,0,0,0,0,0,0.312778,0,3,0,1,1,0,0,5,0,5,0,0,0,0.000877,3,0.100516,clean
1,0,0.043657,0,0.001571,6.94439,0,2,0,0.001272,1.01,0.203728,0,1,0,3,2,0,0,1,0,1,0,0,2.03,0.006843,1,0.046788,clean
1,0,0.005432,0,0,3.12618,0,0,0,0,0,0.098696,0,4,0,1,1,0,0,0,0,0,0,0,0,0,2,0.036832,clean
0,0.000722,0.020346,0,0.001855,8.81525,0,0,0,0.000617,1.01,0.235264,0,2,0,2,1,0,1.01,2,0,2,0,0.000295,1.09,0.003299,2,0.044937,clean
0,0.000612,0.003562,0,0,7.23217,0,2,0,0,0,0.186578,0.000762,4,9,4,3,0,0,2,0,1,0,0,3.07,0,3,0.031474,clean
9,0.006631,0.243135,0.000199,0,15.8933,0,0,0,0.003971,0,0.421662,0,14,0,1,6,0,0,0,0,0,0,0,1.01,0.005898,4,0.070749,buggy
0,0,0.027253,0,0,2.9034,0,0,0,0,0,0.11519,0,12,7,5,0,0,0,0,0,0,1,0,0,0,1,0.091562,buggy
7,0.000807,0.026566,0,0,11.7472,0,0,0,0,0,0.304492,0.001986,14,0,3,0,0,0,7,0,7,0,0,3.04,0.002692,10,0.043268,clean
0,0,0.014336,0,0,4.69981,0,0,0,0,0,0.140719,0,2,0,4,1,0,0,0,0,0,0,0,2.03,0.002006,5,0.039439,clean
0,0,0.001115,0,0,3.19311,0,0,0,0,0,0.093871,0,4,0,3,1,0,0,3,0,2,0,0,2.05,0.000989,5,0.031054,clean
2,0,0.013726,0,0,9.5467,0,0,0,0,0,0.251988,0.001986,7,0,3,1,0,0,1,0,1,0,0,3.04,0.002692,10,0.04265,clean
7,0.023612,0.140377,0,0.000835,21.4383,0,1,0,0.003265,1.01,0.574608,0,23,0,1,29,0,0,8,0,1,0,0,1.01,0.014029,10,0.104791,clean
