@relation 'data/M_multi_metrics_ML.csv-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Remove-R2-4,6,9-11,14,18,20-21,24-26,28,30,35-42,44,47,49-50,52-53,55,57-61'

@attribute ck_oo_numberOfPrivateMethods numeric
@attribute WCHU_numberOfPublicAttributes numeric
@attribute CvsWEntropy numeric
@attribute LDHH_numberOfPublicMethods numeric
@attribute LDHH_numberOfPublicAttributes numeric
@attribute WCHU_numberOfPrivateMethods numeric
@attribute ck_oo_numberOfPublicAttributes numeric
@attribute ck_oo_noc numeric
@attribute numberOfCriticalBugsFoundUntil: numeric
@attribute LDHH_numberOfPrivateMethods numeric
@attribute WCHU_noc numeric
@attribute LDHH_numberOfAttributesInherited numeric
@attribute ck_oo_numberOfAttributesInherited numeric
@attribute ck_oo_dit numeric
@attribute LDHH_noc numeric
@attribute WCHU_dit numeric
@attribute ck_oo_lcom numeric
@attribute WCHU_numberOfAttributesInherited numeric
@attribute ck_oo_numberOfAttributes numeric
@attribute ck_oo_numberOfPrivateAttributes numeric
@attribute numberOfMajorBugsFoundUntil: numeric
@attribute LDHH_dit numeric
@attribute WCHU_numberOfMethodsInherited numeric
@attribute LDHH_numberOfMethodsInherited numeric
@attribute ck_oo_numberOfMethodsInherited numeric
@attribute class {buggy,clean}

@data
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,120,0,8,8,0,0,0,0,9,clean
0,0,0.001501,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,3.05,0.037515,25,clean
5,0,0.001985,0.006379,0,1.02,0,0,0,0.005394,0,0,0,1,0,0,105,0,11,11,1,0,0,0,9,buggy
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,1,1,0,0,0,0,0,clean
2,0,0,0.004374,0,1.02,0,0,0,0.004366,0,0,0,2,0,1.01,3,0,1,1,0,0.002266,1.04,0.002778,4,clean
0,0,0.027017,0.002616,0,0,0,0,0,0,0,0,0,1,0,0,6,0,4,4,0,0,0,0,0,clean
0,0,0.010156,0,0,0,0,0,1,0,0,0,0,4,0,0,28,0,4,4,1,0,2.1,0.009791,71,clean
0,0,0.007004,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,3.05,0.037515,26,clean
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,9,clean
0,0,0.003644,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,1,0,0,0,0,0,clean
0,0,0.001694,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,2.04,0.009791,23,clean
0,0,0.019934,0.047,0,0,0,0,0,0,0,0,0,1,0,0,10,0,3,3,0,0,0,0,0,clean
0,0,0.001138,0,0,0,0,0,0,0,0,0,0,2,0,0,10,0,2,2,0,0,2.02,0.031562,32,clean
14,0,0.002633,0,0,0,0,0,0,0,0,0,0,1,0,0,210,0,19,19,0,0,0,0,0,clean
0,0,0.002331,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,3,3,0,0,2.04,0.009791,18,clean
1,0,0.005617,0,0,0,0,0,0,0,0,0,0,1,0,0,10,0,6,6,0,0,0,0,0,clean
0,0,0.001763,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,2.04,0.009791,23,clean
0,0,0.003358,0.029128,0,0,0,15,0,0,4.07,0,0,1,0.013496,0,253,0,7,7,0,0,1.01,0.005924,9,clean
0,0,0.003975,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,5,5,0,0,0,0,0,clean
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,9,clean
0,0,0.002323,0,0,0,0,0,1,0,0,0,0,1,0,0,6,0,1,1,1,0,2.02,0.009791,9,clean
0,0,0.006527,0,0,0,0,0,1,0,0,0,0,1,0,0,15,0,1,1,1,0,0,0,0,clean
1,0,0.001328,0,0,0,0,0,0,0,0,0,0,1,0,0,15,0,2,2,0,0,0,0,9,clean
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15,0,3,3,0,0,0,0,9,clean
0,0,0.001019,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,1,1,0,0,1.01,0.005924,9,clean
0,0,0.005085,0,0,0,0,2,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1.01,0.002667,7,clean
0,0,0.001708,0,0,0,0,0,0,0,0,0,2,4,0,0,36,0,2,2,0,0,1.04,0.005924,170,clean
0,0,0.004933,0,0,0,0,0,0,0,0,0,0,1,0,0,15,0,2,2,0,0,1.01,0.005924,9,clean
0,0,0.0021,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.02,0.009791,9,clean
0,0,0.001763,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,2.04,0.009791,23,clean
1,0,0.040692,0,0,1.01,0,0,0,0.001095,0,0,0,1,0,0,10,0,0,0,2,0,2.02,0.009791,10,clean
2,0,0.00233,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,4,1,0,0,2.02,0.009791,9,clean
4,0,0.040041,0,0,0,2,0,0,0,0,0,0,1,0,0,36,0,12,10,1,0,0,0,0,buggy
0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,3,1,0,0,0,0,0,clean
7,0,0.342944,0.013692,0,6.13,0,0,2,0.011968,0,0.0068,0,1,0,0,1830,4.42,40,18,6,0,4.64,0.015189,27,buggy
0,0,0.036482,0.004374,0,0,0,0,0,0,0,0,0,2,0,1.01,1,0,0,0,2,0.002266,1.04,0.002778,4,clean
7,0,0.005062,0,0,0,6,0,0,0,0,0,0,1,0,0,210,0,15,9,0,0,0,0,0,clean
0,0,0,0,0,0,12,0,0,0,0,0,0,1,0,0,0,0,13,1,0,0,0,0,0,clean
0,0,0.000271,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2.02,0.009791,10,clean
0,0,0,0,0,0,12,0,0,0,0,0,0,1,0,0,0,0,13,1,0,0,0,0,0,clean
0,0,0.055476,0.002241,0,0,0,0,0,0,0,0.004993,0,2,0,0,10,3.09,1,1,1,0,5.14,0.014287,13,clean
0,0,0.001981,0,0,0,0,0,0,0,0,0,4,2,0,0,10,0,0,0,0,0,1.01,0.005924,17,clean
10,0,0,0.025519,0,3.04,0,0,0,0.039933,0,0,0,1,0,0,496,0,14,14,0,0,1.01,0.005924,9,clean
0,0,0.001328,0,0,0,0,1,0,0,0,0,0,1,0,0,10,0,0,0,0,0,1.01,0.005924,9,clean
0,0,0.010938,0,0,0,0,2,0,0,0,0,0,1,0,0,6,0,1,0,1,0,0,0,0,buggy
0,0,0.000949,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,clean
4,0,0,0.018908,0,0,0,0,0,0,0,0,0,3,0,0,136,0,5,5,0,0,0,0,14,clean
0,0,0.00362,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,3,3,0,0,0,0,0,clean
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,153,0,7,7,0,0,0,0,18,clean
2,0,0.008748,0,0,0,0,0,0,0,0,0,0,1,0,0,105,0,16,16,0,0,0,0,0,clean
0,0,0.004904,0,0,0,0,0,0,0,0,0,0,1,0,0,28,0,7,7,0,0,2.04,0.009791,18,clean
1,0,0.016339,0,0,1.01,0,0,0,0.002596,0,0,0,1,0,0,15,0,2,2,2,0,2.02,0.009791,9,clean
5,0,0.113054,0,0,2.03,0,0,0,0.003545,0,0,0,1,0,0,66,0,10,9,5,0,2.02,0.009791,9,buggy
0,0,0.007665,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,1,1,0,0,2.02,0.009791,9,clean
2,0,0.005114,0.028263,0,0,0,1,0,0,0,0,0,1,0,0,435,0,14,14,0,0,0,0,9,buggy
0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,3,1,0,0,0,0,0,clean
0,0,0.047937,0.003194,0,1.01,0,0,0,0.000299,0,0,0,2,0,1.01,6,0,1,1,0,0.001571,2.09,0.004479,7,clean
0,0,0.001023,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,1,1,0,0,0,0,12,clean
0,0,0,0.012529,0,0,0,0,0,0,0,0,0,2,0,0,21,0,5,5,0,0,1.01,0.010786,26,buggy
0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,28,0,4,4,0,0,0,0,52,clean
3,0,0.003625,0,0,0,0,0,0,0,0,0,0,2,0,0,21,0,0,0,0,0,2.02,0.009791,45,clean
0,0,0.041098,0.004842,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2.02,0.009791,9,buggy
0,0,0.016998,0,0,2.05,0,1,0,0.043693,1.01,0,0,1,0.0262,0,6,0,5,5,0,0,1.01,0.005924,9,clean
1,0,0.75359,0.002991,0,0,0,0,0,0,0,0,0,2,0,1.01,36,0,5,5,0,0.002921,4.04,0.014863,17,buggy
0,0,0.000136,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,2.02,0.009791,9,clean
0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,4,1,0,0,0,0,0,clean
2,0,0.019077,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,3,2,0,0,0,0,0,clean
0,0,0.014822,0,0,0,0,0,1,0,0,0,0,1,0,0,66,0,6,6,1,0,2.04,0.009791,18,clean
0,0,0.002557,0,0,0,0,0,0,0,0,0,4,3,0,0,6,0,5,4,0,0,1.1,0.027723,43,clean
0,0,0.001534,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,13,clean
0,0,0.007162,0,0,0,0,2,1,0,0,0,0,1,0,0,15,0,3,3,1,0,2.04,0.009791,18,clean
0,0,0.003839,0,0,0,0,0,0,0,0,0.003609,3,2,0,0,10,1.01,3,3,0,0,1.01,0.005924,14,clean
0,1.01,0,0,0.014053,1.01,1,0,0,0.011131,0,0,0,1,0,0,0,0,2,1,0,0,0,0,9,clean
1,0,0.01239,0.045144,0,0,0,1,1,0,0,0,0,1,0,0,105,0,7,7,2,0,0,0,0,clean
0,0,0.002898,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,1,0,0,1.01,0.003931,11,clean
0,0,0.002046,0.005405,0,0,0,5,0,0,2.04,0,0,1,0.007875,0,1,0,0,0,0,0,0,0,9,clean
0,0,0.013842,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,2.02,0.009791,9,clean
0,0,0.013471,0,0,0,0,0,0,0,0,0,0,1,0,0,21,0,1,1,0,0,2.02,0.009791,9,clean
3,0,0.007494,0,0,0,0,0,0,0,0,0,0,1,0,0,28,0,13,13,0,0,1.01,0.005924,9,clean
2,3.04,0.011815,0,0.005528,2.02,5,0,1,0.007238,0,0,0,1,0,0,3,0,5,0,1,0,1.01,0.005924,9,clean
0,0,0.010472,0.003194,0,0,0,3,0,0,1.02,0,0,1,0.003261,0,21,0,6,3,0,0,0,0,0,clean
0,0,0.012393,0.001852,0,1.02,0,0,0,0.000594,0,0.001023,1,1,0,0,10,1.01,8,6,0,0,3.65,0.010674,65,clean
0,0,0.000682,0,0,0,0,0,0,0,0,0,7,3,0,0,1,0,1,1,0,0,1.1,0.027723,39,clean
1,0,0.005895,0,0,0,1,0,0,0,0,0,0,2,0,0,10,0,1,0,0,0,2.02,0.009791,45,clean
0,0,0.001614,0.000846,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,2,0,0,0,0,0,clean
0,0,0.015513,0.003006,0,0,0,0,0,0,0,0.002607,5,5,0,1.02,10,1.01,0,0,0,0.001232,2.2,0.029762,53,clean
0,0,0.006348,0.002722,0,0,0,0,0,0,0,0,0,1,0,0,6,0,1,1,0,0,0,0,0,clean
0,0,0.098357,0.000774,0,0,0,0,0,0,0,0,0,1,0,0,21,0,2,2,0,0,0,0,0,buggy
0,0,0.010582,0.002722,0,0,0,3,0,0,0,0,0,1,0,0,78,0,9,1,0,0,2.02,0.009791,9,clean
0,0,0.001328,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,2.03,0.033647,26,clean
0,0,0.004205,0.003194,0,0,0,17,0,0,3.03,0,0,1,0.020036,0,28,0,0,0,0,0,1.01,0.005924,9,clean
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,9,clean
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,3,3,0,0,0,0,0,clean
0,0,0.001183,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,2.02,0.009791,9,clean
0,0,0.001323,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,9,clean
0,0,0.001708,0,0,0,0,0,0,0,0,0,0,1,0,0,21,0,4,3,0,0,0,0,0,clean
0,0,0.002216,0.018552,0,0,0,2,0,0,0,0,0,1,0,0,36,0,4,0,0,0,1.09,0.027723,18,clean
0,0,0.01301,0,0,0,0,0,0,0,0,0,0,1,0,0,21,0,1,1,0,0,1.02,0.005924,19,clean
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,clean
0,0,0.003409,0,0,0,0,0,0,0,0,0,0,1,0,0,28,0,1,1,0,0,0,0,9,clean
0,0,0.03912,0.006675,0,2.02,0,0,0,0.011529,0,0,0,1,0,0,21,0,2,2,2,0,2.02,0.009791,9,clean
4,0,0.137177,0.001439,0,2.02,0,0,1,0.003559,0,0,0,1,0,0,28,0,2,2,1,0,2.02,0.009791,10,clean
0,0,0.002046,0,0,0,0,0,0,0,0,0,4,3,0,0,3,0,3,3,0,0,1.1,0.027723,43,clean
0,0,0.001884,0,0,0,0,0,0,0,0,0,0,3,0,0,21,0,1,0,0,0,2.02,0.009791,24,clean
0,0,0.014633,0,0,0,0,0,0,0,0,0,0,1,0,0,105,0,7,7,0,0,2.02,0.009791,9,clean
0,0,0.003829,0,0,0,0,0,0,0,0,0,0,1,0,0,36,0,2,1,0,0,0,0,0,clean
0,0,0.009826,0,0,0,0,2,0,0,1.01,0,0,2,0.002601,0,28,0,1,1,0,0,0,0,2,clean
1,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,6,0,3,2,0,0,1.1,0.027723,43,clean
2,0,0.138546,0.007108,0,0,0,0,1,0,0,0,0,2,0,1.01,120,0,6,4,3,0.000467,6.11,0.015713,17,buggy
0,0,0.007694,0,0,0,0,1,0,0,0,0,0,1,0,0,10,0,3,0,1,0,2.02,0.009791,9,clean
0,0,0.002619,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,clean
3,0,0.022884,0.00416,0,0,0,0,1,0,0,0,0,1,0,0,21,0,12,4,1,0,2.02,0.009791,9,clean
0,0,0.000949,0,0,0,0,0,0,0,0,0,0,1,0,0,10,0,3,3,0,0,0,0,0,clean
1,0,0.051041,0,0,1.01,0,0,0,0.002198,0,0,0,1,0,0,10,0,2,2,0,0,0,0,0,clean
0,0,0.000949,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,2,2,0,0,0,0,0,buggy
2,0,0.033607,0,0,0,0,0,1,0,0,0,0,2,0,0,36,0,0,0,1,0,2.02,0.009791,16,clean
0,0,0.037862,0,0,0,0,0,0,0,0,0,0,2,0,0,120,0,8,8,0,0,2.06,0.009791,37,clean
2,0,0.001328,0,0,0,0,2,0,0,1.01,0,0,1,0.000954,0,21,0,1,0,0,0,1.01,0.005924,10,clean
0,0,0.001708,0.007824,0,0,0,0,0,0,0,0,0,1,0,0,3160,0,38,38,0,0,2.04,0.009791,18,clean
0,0,0.002728,0,0,0,0,1,0,0,1.01,0,1,3,0.017524,0,0,0,0,0,0,0,1.1,0.027723,28,clean
4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,78,0,3,3,0,0,0,0,9,buggy
1,0,0.045836,0,0,0,0,0,0,0,0,0,0,1,0,1.01,3,0,3,3,0,0.000467,1.01,0.001058,0,clean
0,0,0.07716,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,3,3,2,0,0,0,0,buggy
2,0,0.002329,0,0,0,0,0,0,0,0,0,0,1,0,0,28,0,6,6,0,0,0,0,0,clean
0,0,0.004412,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,1.01,0.002667,9,clean
0,0,0.000949,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,clean
2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,36,0,7,2,0,0,2.02,0.009791,9,clean
3,0,0.088395,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,16,2,0,0,2.02,0.009791,9,clean
0,0,0.042999,0.0039,0,0,0,2,0,0,0,0,0,2,0,0,105,0,5,3,0,0,4.13,0.014101,27,clean
0,0,0.011133,0,0,0,0,12,0,0,1.03,0,0,1,0.013005,0,91,0,1,0,0,0,2.02,0.009791,9,clean
1,0,0.006961,0.049407,0,1.01,0,0,0,0.029667,0,0,0,1,0,0,3,0,0,0,2,0,0,0,0,clean
2,0,0.010046,0,0,0,0,0,0,0,0,0,0,1,0,0,21,0,8,8,0,0,0,0,0,clean
0,0,0.007853,0.003672,0,0,0,0,0,0,0,0,0,1,0,0,10,0,0,0,0,0,2.09,0.006534,0,clean
0,0,0.011971,0.002991,0,1.01,0,0,0,0.002774,0,0,0,1,0,0,3,0,1,1,0,0,0,0,0,clean
0,0,0.003279,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,1,0,0,0,0,0,0,clean
0,0,0.004412,0,0,0,0,0,0,0,0,0,0,2,0,0,15,0,0,0,0,0,8.12,0.022649,31,clean
0,0,0,0,0,0,0,0,0,0,0,0.001679,0,1,0,1.01,3,1.04,1,0,0,0.001864,1.05,0.003867,0,clean
0,0,0.002321,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,clean
0,0,0.002387,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,1,1,0,0,0,0,0,clean
0,0,0.000682,0,0,0,0,1,0,0,0,0.025198,1,3,0,1.01,0,1.01,0,0,0,0.021023,4.09,0.083371,15,clean
0,0,0.000949,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,1,1,0,0,0,0,9,clean
0,0,0.003119,0,0,0,0,1,0,0,0,0,0,1,0,0,10,0,2,0,0,0,2.02,0.009791,9,clean
0,0,0.001476,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,4.16,0.010674,9,clean
0,0,0.018201,0,0,0,0,0,0,0,0,0,0,1,0,0,190,0,10,10,0,0,2.02,0.009791,9,clean
0,0,0.001313,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,clean
15,1.01,1.90771,0.013225,0,7.14,1,0,2,0.017267,0,0.002308,0,3,0,1.01,595,1.03,75,50,5,0.002921,1.05,0.002341,14,buggy
0,0,0,0,0,0,9,0,0,0,0,0,0,1,0,0,0,0,10,1,0,0,0,0,0,clean
0,0,0.001364,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1.1,0.027723,26,clean
2,0,0.426385,0.019928,0,5.06,0,0,3,0.016428,0,0,0,2,0,1.01,153,0,2,2,5,0.000467,6.11,0.016695,17,buggy
0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,1,0,0,0,12,clean
0,0,0.001518,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,clean
6,0,0.066894,0.008127,0,1.04,0,0,0,0.023845,0,0,0,1,0,0,91,0,15,6,0,0,0,0,9,clean
0,0,0.050768,0,0,0,0,0,0,0,0,0,17,2,0,0,0,0,1,1,0,0,0,0,12,clean
0,0,0.001873,0,0,0,0,0,0,0,0,0,0,2,0,0,10,0,3,3,0,0,2.04,0.009791,22,clean
1,0,0.006911,0,0,0,1,0,0,0,0,0,0,2,0,0,10,0,1,0,0,0,2.02,0.009791,45,clean
0,0,0.001694,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,2.04,0.009791,23,clean
5,0,0.005458,0,0,0,0,0,0,0,0,0,0,1,0,0,45,0,13,12,0,0,0,0,0,clean
0,0,0.014401,0,0,0,0,0,1,0,0,0,0,2,0,0,66,0,6,6,1,0,2.06,0.009791,33,clean
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,9,buggy
0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,9,clean
1,0,0.078553,0.004487,0,1.01,0,0,0,0.002324,0,0,0,1,0,0,66,0,4,4,0,0,4.04,0.014799,13,clean
0,0,0.003069,0.018552,0,0,0,49,0,0,3.15,0,0,1,0.048697,0,6,0,0,0,0,0,1.09,0.027723,18,clean
0,0,0.004432,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,9,clean
0,0,0.006545,0,0,0,0,0,0,0,0,0,0,1,0,0,15,0,0,0,0,0,2.02,0.009791,9,clean
0,0,0.000271,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,4,1,0,0,3.05,0.037515,26,clean
0,0,0.018516,0.002616,0,0,0,0,1,0,0,0.001679,0,1,0,1.01,15,1.04,4,3,1,0.001864,1.09,0.003867,0,clean
0,0,0.008156,0,0,0,0,0,0,0,0,0,0,2,0,0,21,0,0,0,0,0,2.02,0.009791,16,clean
10,0,0.065991,0.010713,0,1.05,0,0,3,0.002774,0,0,0,1,0,0,276,0,54,6,4,0,1.01,0.005924,9,buggy
1,0,0.015814,0.002616,0,1.01,0,0,0,0.002596,0,0,0,1,0,3.04,10,0,3,2,0,0.004202,3.48,0.007549,0,clean
0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,2,2,1,0,2.02,0.009791,9,clean
0,0,0.007767,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,2,0,2,0,2.02,0.009791,9,clean
0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,clean
1,0,0.001661,0.001496,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,2.02,0.009791,9,clean
5,0,0.027572,0.005667,0,2.03,0,1,1,0.005504,1.01,0,0,1,0.006499,0,55,0,11,11,1,0,0,0,0,clean
0,2.05,0,0,0.026356,0,114,0,0,0,0,0,0,1,0,0,0,0,115,1,0,0,0,0,0,clean
0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6,0,0,0,0,0,1.1,0.027723,22,clean
0,0,0.009468,0.003194,0,0,0,4,0,0,3.03,0,0,1,0.010534,0,28,0,0,0,0,0,1.01,0.005924,9,clean
0,0,0.008289,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,clean
0,0,0.00213,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,8,8,0,0,0,0,10,buggy
0,0,0.018039,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,2,2,0,0,0,0,0,clean
1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6,0,4,4,0,0,0,0,6,clean
0,0,0.001518,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,2,0,0,2.02,0.009791,9,clean
0,0,0.006285,0.000846,0,0,0,0,0,0,0,0,0,1,0,0,28,0,3,3,0,0,2.02,0.009791,9,clean
0,0,0.000682,0,0,0,0,0,0,0,0,0,0,2,0,0,6,0,0,0,0,0,1.1,0.027723,22,clean
0,0,0.016704,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,2,1,0,0,0,0,clean
0,0,0.006478,0,0,0,0,1,0,0,0,0,0,1,0,0,210,0,10,10,0,0,0,0,15,clean
0,0,0.010268,0,0,0,0,2,0,0,3.03,0,0,1,0.007846,0,10,0,1,1,0,0,0,0,0,clean
0,0,0.003031,0,0,0,0,0,0,0,0,0,0,2,0,0,6,0,3,3,0,0,2.04,0.009791,19,clean
0,0,0.006577,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,1,1,0,0,1.01,0.005924,9,buggy
0,0,0.065169,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,8,6,1,0,4.13,0.014188,51,buggy
0,0,0.085444,0,0,1.02,0,0,0,0.003114,0,0,0,3,0,1.01,3,0,1,1,0,0.001571,3.04,0.006456,9,clean
1,0,0.001328,0,0,0,0,0,0,0,0,0,0,1,0,0,21,0,1,1,0,0,0,0,0,clean
0,0,0.012202,0.00581,0,0,0,0,0,0,0,0.002979,0,2,0,2.02,91,2.05,5,0,0,0.004493,10.46,0.02471,36,clean
0,0,0.006914,0.002991,0,0,0,0,0,0,0,0,0,1,0,0,28,0,2,1,0,0,1.08,0.002341,0,clean
0,0,0.233167,0.061936,0,2.02,0,0,0,0.032847,0,0,0,1,0,0,6,0,6,1,1,0,2.02,0.009791,9,buggy
0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,66,0,25,5,1,0,0,0,41,buggy
0,0,0.010399,0.027674,0,2.02,0,0,0,0.026506,0,0.018086,6,3,0,1.01,21,2.06,1,1,0,0.009752,3.3,0.03839,57,buggy
1,0,0.025303,0.041069,0,1.01,0,0,0,0.019848,0,0,0,1,0,0,36,0,5,5,0,0,0,0,0,clean
0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,10,clean
0,0,0.095195,0.001158,0,0,0,0,0,0,0,0,0,1,0,0,6,0,2,1,0,0,0,0,0,clean
0,0,0.002278,0,0,0,0,0,0,0,0,0,1,2,0,0,55,0,3,2,0,0,2.02,0.009791,23,clean
0,0,0.000341,0,0,0,0,0,0,0,0,0,0,2,0,0,6,0,0,0,0,0,1.1,0.027723,22,clean
0,0,0.00101,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,clean
0,0,0.279639,0,0,0,0,1,0,0,0,0,0,1,0,0,66,0,17,0,0,0,0,0,0,clean
0,0,0.011992,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,2.02,0.009791,17,clean
0,0,0.002598,0,0,0,0,0,0,0,0,0.002283,1,2,0,0,0,1.01,0,0,0,0,1.01,0.001915,2,clean
0,0,0.002466,0,0,0,0,0,0,0,0,0,0,1,0,0,66,0,6,6,0,0,2.04,0.009791,18,clean
0,0,0.004773,0,0,0,0,1,0,0,0,0,0,1,0,0,3,0,1,1,0,0,0,0,9,clean
8,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,91,0,11,11,0,0,1.02,0.005924,26,clean
1,0,0.002087,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,2.02,0.009791,9,clean
0,0,0.000271,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,2.02,0.009791,10,clean
0,0,0.019879,0.018552,0,0,0,0,0,0,1.01,0.018086,6,3,0.017524,1.01,66,2.06,2,2,0,0.009752,3.3,0.03839,57,buggy
1,0,0.516933,0,0,0,4,1,0,0,1.01,0,8,2,0.000845,0,28,0,4,0,1,0,2.02,0.009791,63,clean
3,0,0.021313,0,0,1.01,0,0,0,0.002334,0,0,0,1,0,0,15,0,2,1,0,0,1.01,0.005924,9,clean
0,0,0.098225,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,5,2,1,0,2.02,0.009791,9,clean
0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,21,0,2,2,1,0,0,0,14,clean
0,0,0.001328,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,2.03,0.033647,26,clean
10,0,0.006259,0,0,0,0,0,0,0,0,0,0,1,0,0,231,0,7,6,0,0,0,0,0,clean
