@relation 'columba-weka.filters.unsupervised.attribute.Remove-R1,2-weka.filters.unsupervised.attribute.Remove-R2-3,12-13'

@attribute ns numeric
@attribute entropy numeric
@attribute la numeric
@attribute ld numeric
@attribute lt numeric
@attribute fix numeric
@attribute ndev numeric
@attribute pd numeric
@attribute npt numeric
@attribute sexp numeric
@attribute bug {1,0}

@data
1,0,0.86,0.3,50,0,2,0,1,19,0
1,0,0.137255,0.052288,153,0,2,9,1,219,0
1,0,0.07767,0,103,0,1,0,1,344,0
1,0,0.333333,0.244444,135,0,4,43,1,1917,1
1,0.652235,0.543624,0.369128,119.2,0,5,6,1,6390,1
1,0,0,0,146,0,1,0,1,8384,0
1,0.035668,1.801948,1.655844,154,0,5,20,1,8497,1
1,0,0.408163,0.102041,49,1,2,4,1,116,0
1,0.875331,0.012907,0.018439,81.35,0,7,624,0.4,12636,0
1,0,1.35514,1.088785,214,1,6,4,1,389,1
1,0,0.05036,0.007194,278,0,2,9,1,10145,0
1,0,0.013889,0.013889,144,1,2,21,1,6601,0
1,0,0.266667,0.066667,75,0,2,0,1,403,0
1,0,0.433333,0.1,30,0,2,0,1,324,0
1,0.928512,0.159888,0.430575,178.25,0,6,35,1,636,0
1,0,1.469136,0.888889,81,0,2,4,1,630,0
1,0,0.612957,0.282392,602,0,5,5,1,6282,1
1,0,0.059211,0.085526,152,0,4,15,1,424,0
1,0,0.046154,0.024615,325,0,3,14,1,418,1
1,0,0.117103,0.403698,649,1,5,8,1,417,1
1,0,0.087571,0.064972,354,0,5,1,1,416,1
1,0,0.029661,0.012712,236,0,3,32,1,413,0
1,0.037369,0.615741,0.550926,108,0,4,30,1,9850,0
1,0.998001,0.607843,0.137255,25.5,1,2,10,0.5,51,1
1,0,0,0,27.4,0,1,0,0.2,14033,0
1,0,2.438356,2.410959,73,1,3,6,1,14083,0
1,0,0.367347,0.22449,49,0,4,13,1,1756,0
1,0,0.519231,0.403846,104,1,2,20,1,15326,0
1,0,0,0,64.5,0,1,0,0.5,13861,0
1,0,0,0,6,0,1,0,1,5747,0
1,0,0,0,7,0,1,0,1,12554,0
1,0,0.655172,0.62069,29,0,2,0,1,52,0
1,0.918296,0.020833,0.029167,120,1,4,0,1,67,0
1,0.899744,0.441176,0.117647,17,0,2,0,0.5,56,0
1,0,0,0,29,0,1,0,0.25,43,0
1,0,0.395349,0,43,0,2,0,1,53,0
1,0.798289,0.625616,0.600985,20.3,0,4,36,0.6,13016,0
1,0,0,0.25,8,0,2,2,1,71,0
1,0,1,0.777778,9,0,2,0,1,54,0
1,0.928321,0.305085,0.016949,19.666667,0,1,4,0.666667,16866,0
1,0.899744,0.548387,0.064516,15.5,0,1,0,1,12554,0
1,0,0,0,19.090909,0,1,0,0.090909,12364,1
1,0,0.222222,0,9,0,2,0,1,57,0
1,0.925818,0.015152,0.078283,56.571429,0,2,115,0.428571,17156,0
1,0,0,0,8.25,0,1,0,0.25,16945,0
1,0,0,0.025641,19.5,1,2,2,1,13021,0
1,0,0,0,20,0,1,0,0.5,13016,0
1,0.908839,0.14876,0.165289,26.888889,0,6,1666,0.555556,16842,0
1,0.923722,0.013526,0.040577,44.36,0,6,209,0.52,12671,0
1,0,0,0,5,0,1,0,0.5,12671,0
1,0,0,0,14,0,1,0,1,12572,0
1,0,0.181818,0.181818,11,0,1,0,1,16843,0
1,0,0,0,5,0,1,0,1,12604,0
1,1,0.142857,0.142857,21,0,1,0,1,16972,0
1,0,0,0,11,0,1,0,1,12562,0
1,0,0,0,6,0,1,0,1,12597,0
1,0,0,0,10,0,1,0,1,12591,0
1,0,0,0,5,1,1,0,1,2235,0
1,0,0,0,10.333333,0,1,0,0.333333,16990,0
1,0.858396,2.107143,0.285714,9.333333,0,1,116,1,17131,0
1,0,0,0,4,0,1,0,1,16585,0
1,0,0,0,0,0,2,208,1,6583,0
1,0,0,0,51,0,1,0,0.142857,496,1
1,0.934425,1.789011,1.793709,56.930233,1,5,1857,0.232558,8971,1
1,0.93351,0.015827,0.015827,115.833333,0,3,24,0.166667,1198,1
1,0,0,0,155,0,1,0,1,2640,0
2,0.563508,0.09838,0.019676,48,0,4,2058,0.444444,16816,0
1,0.679817,0.050371,0.052224,99.012658,0,14,4030,0.208861,12188,1
1,0.941182,0.114878,0.045198,31.235294,0,4,778,0.588235,10621,0
1,0.39994,0.203026,0.319042,31.72,1,4,1402,0.36,8727,1
1,0.868533,1.484476,1.482162,109.506667,0,7,2944,0.373333,1466,1
1,0,0.111111,0.055556,36,1,1,5,1,2698,0
1,0,0,0,82.875,0,1,0,0.125,370,1
1,0.824852,0.192308,0.142308,37.142857,0,1,198,0.285714,1833,0
1,0.597095,0.044776,0.059701,44.666667,0,1,15,0.333333,2619,0
1,0,0.231481,1.787037,54,0,1,66,1,1833,0
1,0,0,0,153,0,1,0,1,2619,0
1,0,0,0,7,0,1,0,1,12479,0
1,0.744205,0.242424,0.239669,181.5,0,6,23,1,17146,1
1,0.94566,0.080357,0.017857,56,0,3,23,1,16871,0
1,0.706598,0.410774,0.333333,33,0,7,1583,0.888889,16809,1
1,0.671252,0.105735,0.067503,115.448276,0,9,2900,0.862069,428,1
1,0.456051,0.24812,0.015038,44.333333,0,2,62,0.666667,12644,0
1,0,0.555556,0,54,0,2,1,1,35,0
1,0,0.029412,0.029412,34,1,1,1,1,10629,1
1,0,0,0,17.666667,0,1,0,0.111111,10460,1
1,0,0,0,0,0,2,30,0.5,43,0
1,0,0,0,0,1,7,632,0.666667,17011,0
1,0,0,0,10,0,1,0,0.5,12644,0
1,0.78134,0.843866,0.371747,67.25,0,6,69,1,9854,0
1,0.667312,0.701633,0.643662,101.093023,1,6,1958,0.604651,8654,1
1,0,0,0,7.5,0,1,0,0.5,4997,1
1,0,0,0,32.9,0,1,0,0.1,16902,1
1,0.731099,0.054966,0.034716,122,0,7,2309,0.588235,2309,1
1,0,0,0,26,1,1,0,1,13019,0
1,0,0.009709,0.009709,103,1,1,19,1,10660,0
1,0.461646,0.34413,0.214575,61.75,1,2,32,0.75,10583,0
1,0,0,0,37.888889,0,1,0,0.111111,10408,1
1,0,0,0.087805,205,0,3,85,1,1527,0
1,0,0.019048,0.066667,105,1,1,4,1,2598,0
1,0.660854,1.268229,1.322917,38.4,0,5,87,0.9,60,1
1,0,0,0,70.142857,0,1,0,0.142857,39,1
1,0.576459,1.652361,1.459227,71.692308,1,5,282,0.461538,8582,1
1,0,0.021277,0.021277,47,0,3,1,1,127,0
1,0,0.082353,0,255,0,4,65,1,10360,0
1,0,0.05303,0.022727,264,1,2,31,1,213,1
1,0,0.003861,0.003861,259,0,2,63,1,96,1
1,0.995979,0.167857,0.071429,140,1,2,54,1,2842,0
1,0,0,0,104.5,0,1,0,0.25,39,1
1,0.728409,0.513466,0.272338,107.378378,0,3,374,0.405405,1468,0
1,0,0,0,8,1,1,0,1,2597,0
1,0,0,0,11,1,1,0,0.5,2600,1
1,0.923867,0.072886,0.51312,49,1,4,313,0.428571,4506,0
1,0,0.071429,0,28,1,1,1,1,10499,0
1,0,0.415094,0.54717,53,0,3,34,1,2029,0
1,0.781424,1.562802,1.562802,103.5,1,4,143,1,1390,1
1,0.696034,0.250831,0.287375,66.888889,0,4,306,0.888889,5262,1
1,0,0.215385,0.092308,65,1,2,166,1,5558,0
1,0.679272,0.39759,0.542169,33.2,1,3,866,0.8,5557,0
2,0.696579,0.399183,0.489101,48.933333,0,7,2941,0.8,16326,1
1,0,0.285714,0.163265,49,0,3,89,1,1529,1
1,0.882789,0.015763,0.020923,108.755102,1,13,6576,0.561224,11520,0
1,0.937382,0.023104,0.020142,76.727273,1,2,58,0.409091,4088,1
1,0,0,0,93.833333,0,1,0,0.166667,635,1
1,0,0.005051,0.005051,198,1,2,0,1,65,0
1,0,0.050505,0.065657,198,0,2,0,1,64,1
1,0,0.100503,0.452261,199,0,2,7,1,63,0
1,0.941062,0.054176,0.049959,99.784653,1,4,5643,0.272277,1422,1
1,0.832923,0.029448,0.031902,116.428571,0,7,93,0.571429,12562,0
1,0,1.650558,1.591078,269,0,6,23,1,76,0
1,0.96023,0.003484,0.013937,95.666667,1,5,40,1,8766,0
1,0,0,0.063973,297,0,4,6,1,385,0
1,0.904136,0.063697,0.043232,129.43617,0,6,6617,0.585106,126,1
1,0.948937,0.050072,0.095851,233,0,3,315,0.833333,310,0
1,0.9929,0.184557,0.125931,71.841176,0,3,9643,0.3,377,0
1,0,0.089172,0.238854,314,1,2,6,1,52,0
1,0,0,0,29,1,1,0,1,8610,0
1,0.917759,0.092593,0.087302,75.6,1,4,5,0.4,10504,1
1,0.853776,1.169657,0.892333,47.153846,0,4,1370,0.230769,10441,1
1,0,2.382353,2.352941,34,1,3,67,1,8609,0
1,0.965091,0.233358,0.34229,36.236842,0,8,310,0.096491,940,0
1,0,0,0,25.142857,0,1,0,0.142857,3736,0
1,0.979156,0.047101,0.028986,55.2,0,6,50,0.3,12582,0
1,0.918296,0.009009,0.004505,111,1,4,169,1,10322,0
1,0.63093,0.018868,0.018868,35.333333,0,4,1,0.666667,8799,1
1,0.918971,0.383721,0.52907,38.222222,0,4,1186,0.444444,304,1
1,0.621866,1.708879,1.711063,91.6,0,8,421,0.4,122,1
1,0,0,0,0,0,3,86,1,1520,0
1,0,0.005208,0.005208,384,0,3,28,1,475,0
1,0,0.002604,0.010417,384,1,2,0,1,62,0
1,0,0.020942,0.04712,382,0,2,0,1,59,0
1,0,0.02356,0.028796,382,0,2,7,1,56,0
1,0,0,0,146.5,0,1,0,0.25,362,1
1,0.975881,0.020163,0.148507,33.064103,0,8,215,0.089744,804,0
1,1,0.398577,0.149466,40.142857,0,3,21,0.142857,652,0
1,0,0,0,18.666667,0,1,0,0.333333,8702,1
1,0.878683,1.585748,1.576742,91.214286,0,9,744,0.392857,85,1
1,0,0,0,36,0,1,0,1,12616,0
1,0,0.034483,0.011494,87,1,3,32,1,10659,0
1,0.833562,0.101289,0.180479,43.44,0,6,57,0.16,697,0
1,0,0,0,33.5,0,1,0,0.5,10468,1
1,0.858688,0.052506,0.052506,38.090909,0,5,0,0.454545,17004,0
1,0,0,0,45.333333,0,1,0,0.333333,8795,1
1,0.439496,0.380282,0.485915,23.666667,0,3,686,0.333333,10468,0
1,0.727255,0.122969,0.144951,130.791667,0,9,3311,0.833333,16970,1
1,0,0,0,45,0,1,0,1,16871,0
1,0,1.681034,1.75,116,0,4,44,1,2057,0
1,0,0.020408,0.013605,147,1,3,3,1,131,0
1,0,0,0,106.2,0,1,0,0.2,375,1
1,0.903776,0.31016,0.459893,93.5,0,5,24,0.5,1984,0
1,0.859627,0.18622,0.188082,107.4,0,5,252,0.2,8455,1
1,0.849751,0.014706,0.127451,102,0,3,102,0.5,378,0
1,0.905853,0.011472,0.008604,298.857143,1,2,82,0.571429,2235,0
1,0,0.001459,0.000729,1371,1,2,2,1,2226,0
1,0,0.014599,0.014599,137,0,5,6,1,11411,0
1,0.413817,0.052632,0.044534,123.5,1,5,52,1,34,0
1,0.458686,0.121495,0.023364,107,1,2,449,1,15637,0
1,0,0,0,182,0,1,0,1,8799,1
1,0,0,0,16.2,0,3,356,0.6,369,0
1,0,0.131579,0.078947,38,0,2,141,1,1987,0
1,1,0.026087,0.026087,38.333333,1,3,66,0.666667,534,0
1,0,0,0,58,0,1,0,0.5,369,0
1,0.984417,0.038298,0.034043,47,0,4,42,0.8,12597,0
1,0,0.01,0.01,100,0,3,54,1,5919,0
1,0,0.129032,0.043011,93,0,1,0,1,370,0
1,0,0,0,0,0,1,0,1,5561,0
1,1,0,0.01227,81.5,0,3,37,1,2055,0
1,0,0.072289,0.253012,83,0,2,58,1,1986,0
1,0.531328,0.218927,0.298023,141.6,0,5,327,0.8,1976,1
1,0.103275,0.618644,0.008475,59,1,2,32,1,5561,0
1,0,0,0,47,0,1,0,0.333333,14621,0
1,0,0,0,6,0,1,0,1,97,0
1,0,0,0,52,0,1,0,0.125,386,1
1,0.7477,0.272941,0.289412,106.25,1,8,93,0.5,16424,0
1,0.840359,0.082988,0.024896,120.5,1,6,4,0.5,11350,0
1,0.985228,0.035461,0.113475,70.5,0,6,147,1,2046,0
1,0.873262,1.072864,1.35804,49.75,0,5,843,0.5625,8702,1
1,0.787127,0.142857,0.030612,49,1,3,167,1,64,0
1,0.591214,0.698816,0.698816,65.666667,0,5,1264,0.666667,15153,1
1,0,0,0,9,0,1,0,1,3745,0
1,0.669592,1.302326,0.953488,43,0,4,65,1,97,0
1,0,0.02,0.02,50,0,1,0,1,3991,0
1,0.734956,0.065521,0.064447,465.5,1,1,8,1,2596,0
1,0.818087,0.066456,0.066456,63.2,0,7,23,0.266667,16990,0
1,0,0,0,57.2,0,1,0,0.2,8782,1
1,0,0.052632,0.157895,19,0,3,18,1,2047,0
1,0,1.238095,0.809524,21,0,3,91,1,1989,0
1,0.597534,0.078538,0.226811,211,0,3,18,0.571429,3755,0
1,0.9997,0.06701,0.059278,194,0,2,84,1,382,0
1,0.970951,0.00458,0.003053,327.5,1,2,8,1,61,0
1,0.584507,0.640909,0.786364,73.333333,0,4,281,1,11353,0
1,0,0,0,156.4,0,1,0,0.2,587,1
1,0,0.025641,0,117,0,2,36,1,21,1
1,0.616508,0.387283,0.357418,57.666667,0,5,996,0.5,16902,1
1,0.791453,0.246067,0.280267,43.641791,1,10,17221,0.343284,10827,1
1,0,0,0,56,0,1,0,1,21,1
1,0,0,0,275,0,1,0,1,3844,1
1,0,0,0,8,0,1,0,1,10419,0
1,0,0,0,46,0,1,0,1,11356,1
1,0.983794,1,0.27,50,0,1,268,1,11356,0
1,0.739271,1.32967,1.181319,36.4,1,1,535,0.2,10320,0
1,0,0,0,26.25,1,1,0,0.25,8763,1
1,0,0.410256,0.435897,39,1,1,40,1,15651,0
1,0,0,0,32.166667,1,1,0,0.166667,8733,1
1,0,0,0,61.8,0,1,0,0.05,445,1
1,0.589764,0.249009,0.316416,105.083333,0,5,299,0.75,1211,1
1,1,0.023438,0.007813,128,0,2,62,1,452,0
1,0,0.162162,0.162162,37,0,1,9,1,949,0
1,0.903954,0.058372,0.061444,108.5,0,4,14,0.833333,12550,1
1,0.904674,0.049423,0.06425,70.038462,1,5,1685,0.384615,8759,1
1,0,0.008264,0.338843,121,0,3,85,1,353,0
1,0.143726,0.071661,0.087948,153.5,0,2,12,1,2760,0
1,0,0.125,0.161765,136,0,2,2,1,55,0
1,0.976021,0.006369,0.063694,157,1,3,11,1,49,0
1,0,0.130435,0,92,1,2,8,1,10557,0
1,0.93751,0.012522,0.016995,139.75,1,6,601,0.75,1130,1
1,0,0,0,0,0,1,0,1,1848,0
1,0,0.068376,0.068376,117,1,2,85,1,354,0
1,0,0,0,54.666667,0,1,0,0.333333,3799,1
2,0.566532,0.030233,0.06,134.375,0,5,297,0.375,17696,0
1,0,0,0,78.625,0,1,0,0.125,565,1
1,0,0.335664,0.433566,143,1,4,14,1,5467,0
1,0,0.048951,0.062937,143,0,2,1,1,54,1
1,0,0.020833,0.194444,144,0,2,12,1,53,0
1,1,0.013605,0,147,1,4,30,1,5566,0
1,0,0,0,0,0,2,32,1,58,0
1,0.289065,0.009852,0.009852,36.909091,0,5,275,0.545455,8782,1
1,0,0,0,45.333333,0,1,0,0.333333,8466,1
1,0.91289,0.026742,0.017723,104.309211,0,6,4018,0.368421,291,1
1,0,0.021277,0.015957,188,0,3,0,1,352,0
1,0,0.016043,0.085561,187,0,3,2,1,351,0
1,0,0.051813,0.072539,193,0,3,103,1,325,0
1,0,0.123711,0.525773,97,0,2,8,1,57,0
1,0,0,0,42,0,1,0,1,10477,0
1,0,0,0,21.5,0,1,0,0.5,287,0
1,0,0,0,29.5,0,1,0,0.25,543,1
1,0.981693,0.094118,0.588235,28.333333,0,4,110,1,1523,0
1,0.830798,0.050604,0.027751,204.2,1,2,53,0.4,2615,0
1,0,0,0,50.75,0,1,0,0.25,287,1
1,0.813336,0.169811,0.130189,53,0,6,2379,0.45,16831,0
1,0.604292,0.622137,0.10687,65.5,0,5,37,0.75,1667,0
1,0,0.103448,0.37931,29,0,3,0,1,9957,0
1,0,0,0.055556,36,1,3,5,1,1326,0
1,0.999411,0.258503,0.217687,73.5,0,2,40,1,37,0
1,0,0,0,40.333333,0,1,0,0.111111,10441,0
1,0.312336,0.053669,0.012048,456.5,0,2,0,0.25,16858,0
1,0.973917,0.015025,0.008347,359.4,0,2,203,0.6,16863,0
1,0.582758,0.208861,0.068565,29.625,1,7,10340,0.65625,33,1
1,0,0.184211,0,38,1,2,6,1,2236,0
1,0,0,0,39.333333,0,1,0,0.333333,17004,0
1,0.771949,0.054131,0.02849,117,1,6,5,0.5,1480,1
1,0,0,0.010417,96,0,1,6,1,10315,0
1,0.525419,0.017588,0.09799,39.8,0,5,812,0.7,10514,0
1,0,0,0,95,0,1,0,0.25,10204,0
1,0.770881,0.0625,0.071759,48,0,9,413,0.555556,12541,0
1,0,0,0,65,0,1,0,1,10589,0
1,0,0,0,77.1,0,1,0,0.1,15744,1
1,0.800302,0.050895,0.070688,265.25,0,2,705,0.875,16854,0
1,0.566446,0.283828,0.151815,75.75,1,2,49,0.75,13027,0
1,0.086968,1.68323,1.15528,80.5,0,4,164,1,11414,1
1,0,0,0,17,0,1,0,1,4555,0
1,0,0,0,5,0,1,0,1,9961,0
2,0.979289,0.146421,0.085683,32.928571,1,4,528,0.285714,14673,0
1,0,0.125,0.125,8,0,2,14,1,5226,0
2,0,0,0,26.5,0,1,0,0.25,17696,1
1,0.944849,0.043972,0.044579,67.624633,0,14,34886,0.296188,12029,1
1,0.546045,0.125539,0.218869,61.609375,0,10,5619,0.484375,11671,0
1,0,0.111111,0.055556,18,1,3,39,1,8608,1
1,0.980798,0.294118,0.54902,25.5,0,3,54,0.5,1197,0
1,0.527041,0.143382,0.029412,38.857143,1,2,65,0.428571,147,1
1,0,0,0,20,0,1,0,1,2659,1
1,0.999526,0.133333,0.3,45,0,4,88,0.5,1324,1
1,0,0.010417,0.03125,96,0,3,89,1,1528,0
1,0,0,0,31,0,1,0,1,591,1
1,0,0,0,0,0,4,325,0.5,10200,0
1,0,0.247059,0.458824,85,0,3,75,1,10068,0
1,0,0,0,48,1,1,0,1,12237,1
1,0,0.16,0.16,25,1,1,128,1,11688,0
1,0,0.117647,0.117647,17,1,2,0,1,1689,0
1,0,0,0,12,0,1,0,1,10565,0
1,0,0,0,3,0,1,0,1,15261,0
1,0,0,0,12,0,1,0,0.166667,15153,0
1,0,0,0,11,0,1,0,1,15164,0
1,0,0,0,6.714286,0,1,0,0.142857,14989,0
1,0,0,0,10,0,1,0,0.5,16831,0
1,0,0,0,10,0,1,0,1,16970,0
1,0,0,0,9,1,1,0,1,16424,0
1,0,0,0,15,0,1,0,0.25,14996,0
1,0.509559,0.527027,0.364865,24.666667,1,2,60,1,15874,1
1,0,0,0,4,1,1,0,1,15878,0
1,0,0,0,13.5,0,1,0,0.5,2340,0
1,0.973011,0.069817,0.055854,93.1,0,6,1022,0.7,16583,0
1,0,0,0,13.5,0,1,0,0.166667,15183,1
1,0.527766,0.3177,0.229955,82.625,0,9,1048,0.625,16766,1
2,0.19729,0.411376,0.300265,189,0,1,289,1,16897,1
1,0,0,0,12,0,1,0,1,16583,0
1,0,0,0,10,0,1,0,0.333333,17126,0
1,0,0,0,5.25,0,1,0,0.25,15621,0
1,0,0,0,4,0,1,0,1,15193,0
1,0,0,0,5,0,1,0,1,15635,0
2,0,0,0,21.5,0,1,0,0.25,16882,0
1,0,0,0,3,0,1,0,1,14432,0
1,0,0,0,9.25,0,1,0,0.25,14374,0
1,0.615529,3.783582,3.783582,44.666667,0,2,65,0.666667,14996,1
1,0,0,0,6,0,1,0,0.5,14463,0
1,0,0,0,21.6,1,1,0,0.2,15284,0
1,0.216674,0.214286,0.321429,7,0,1,120,0.5,15629,0
1,0,4.444444,4.222222,27,0,2,0,1,1361,1
1,0,0.259259,0.037037,27,0,1,70,1,1360,1
1,0,0.5,0,36,0,3,424,1,104,0
1,0,1.076923,0,13,0,1,1,1,1391,0
1,0,0,0,13,0,1,0,1,1362,1
1,0,0,0,37.5,0,1,0,0.5,392,1
1,0,0.114583,0.0625,96,1,3,6,1,7,0
1,0.480805,0.087873,0.056239,113.8,0,3,30,1,6106,1
1,0,0.2,4.88,25,0,2,34,1,396,0
1,0,0,0,78.25,0,1,0,0.25,2775,0
1,0,0.166667,0,60,0,2,154,1,6083,0
1,0,0,0,0,0,2,38,1,180,0
1,0,0,0,11,1,1,0,0.333333,4166,0
2,0.893723,0.251478,0.191026,39.178947,0,6,146,0.052632,7666,0
1,0,0.375,0.375,72,1,2,106,1,5548,0
1,0.843949,0.598684,0.006579,76,0,2,0,1,3420,0
1,0,0,0,37.666667,0,1,0,0.333333,396,1
1,0.341442,0.161765,0.147059,68,0,5,191,1,11186,0
1,0.79144,0.011132,0.012987,89.833333,0,5,314,0.666667,409,0
1,0.643585,0.718033,0.813115,33.888889,0,6,619,0.555556,1371,1
1,0.773262,0.216552,0.242759,36.25,0,6,199,0.4,672,0
1,0,0,0,13,0,1,0,1,6241,0
1,0.926162,0.021277,0.061036,172.333333,1,7,534,0.814815,527,0
1,0,0.157895,0.131579,38,1,2,7,1,355,1
1,0,0,0,16,0,1,0,0.333333,5029,1
1,0,0,0,36,1,1,0,0.5,15644,0
1,0,0,0,698.5,0,1,0,0.5,15770,1
1,0.800862,0.138288,0.103794,96.636364,0,7,1213,0.333333,1501,1
1,0,0.148936,0.070922,141,1,4,43,1,503,0
1,0,0.214286,0.117347,196,0,3,14,1,664,0
1,0,0.059113,0,203,1,3,2,1,292,0
1,0,0.005102,0,196,1,3,1,1,660,0
1,0,0.025641,0.005128,195,0,3,5,1,656,0
1,0,0,0,40,0,1,0,0.125,4983,0
1,0.829244,0.319672,0,40.666667,0,2,531,0.666667,6189,0
1,0.826008,0.213368,0.155527,129.666667,1,2,40,0.666667,3373,1
1,0,0.120968,0.032258,124,1,3,119,1,2267,0
1,0,0.008264,0.008264,121,0,3,0,1,12030,0
1,0.860629,0.030181,0.038229,142,0,8,366,1,12710,1
1,0,0,0,63,0,1,0,0.5,1576,1
1,0.770737,0.251082,0.30303,77,1,3,203,1,5391,0
1,0,0.025974,0,77,0,4,12,1,2078,0
1,0,0.146667,0.08,75,0,4,32,1,2038,0
1,0,0.169231,0.030769,65,0,4,24,1,44,0
1,0,0.457627,0.610169,59,0,3,7,1,2030,0
1,0,0.424242,0.030303,66,0,2,23,1,1416,0
1,0,0,0,56,0,1,0,1,10131,0
1,0,0,0,4,0,1,0,1,12340,0
1,0,0,0,0,0,2,1,1,1577,0
1,0,0,0,29,0,1,0,1,8880,0
1,0.413817,0.261438,0.130719,76.5,0,5,6,1,1532,1
1,0,0,0,22,0,1,0,1,1524,0
1,0,0,0,15.5,0,1,0,0.5,5825,0
1,0,0.236364,0,55,1,4,33,1,10690,0
1,0.437069,0.515504,0.107558,103.2,0,9,504,0.9,1500,1
1,0,0.566038,0.433962,53,0,4,4,1,1595,0
1,0,1.708333,0.819444,72,0,3,40,1,6555,0
1,0.765585,1.877228,1.665347,84.166667,0,6,1497,0.666667,440,0
1,0,0,0,7.5,0,1,0,0.5,1592,0
1,0.970951,0.049261,0.197044,101.5,0,5,46,1,639,0
1,0,0.028037,0.009346,107,0,2,34,1,474,0
1,0.910859,0.050517,0.030999,79.181818,0,6,20,0.181818,493,0
1,0.818581,0.156906,0.134807,100.555556,0,5,541,0.888889,5825,1
1,0,0.040323,0.040323,124,1,3,15,1,423,1
1,0.953412,0.589744,0.179487,39,0,5,346,0.6,464,0
1,0,0.109091,0,110,0,5,1,1,1647,0
1,0.929053,0.049844,0.046729,107,0,4,55,0.666667,1359,0
1,0.898639,0.031142,0.076125,72.25,0,4,122,0.75,1343,1
1,0.998364,0.057803,0.063584,86.5,0,4,0,0.5,1284,0
1,0,0.422414,0.637931,116,0,3,29,1,1199,0
1,0.569432,0.019048,0.001905,105,1,4,242,1,6361,0
1,0,0.473684,1.789474,19,0,2,39,1,1228,0
1,0,0,0.482759,29,0,2,44,1,220,0
1,0,0.090909,0.363636,33,0,2,51,1,70,0
1,0,0.037594,0.007519,133,0,5,0,1,134,0
1,0,0.030769,0.007692,130,0,5,259,1,133,0
1,0,0.044715,0.004065,246,0,4,2,1,21,0
1,0,0.095833,0,240,0,4,2,1,18,0
1,0.890458,0.019083,0.031513,129.818182,1,6,1376,0.613636,626,0
1,0.791103,0.088783,0.029117,349.166667,0,2,60,1,2696,1
1,0,0.06015,0.015038,133,0,5,140,1,81,0
1,0.789076,0.088542,0.083333,64,1,3,18,0.666667,47,0
1,0,0.014493,0.014493,69,0,2,79,1,9,0
1,0,0,0,62.840909,0,1,0,0.022727,2400,1
1,0,0,0,27.5,0,1,0,0.5,12710,0
1,0,0.007752,0.209302,64.5,0,2,20,0.5,8365,0
1,0,0,0,5,0,1,0,1,8323,1
1,0.380947,0.17027,0.048649,185,0,5,33,1,1911,0
1,0,0.076923,0.019231,104,1,2,33,1,183,1
1,0,0,0,20.5,0,1,0,0.5,6047,0
1,0.832367,0.243682,0.052347,61.555556,0,4,1094,0.888889,6619,0
1,0,0.644444,0.333333,45,1,1,19,1,15300,0
1,0,0,0,23,0,1,0,0.5,15028,1
1,0,0.554054,0.445946,74,1,1,8,1,15642,0
1,0,0,0,12.5,0,1,0,0.5,474,0
1,0,0,0,0,0,1,0,1,92,0
1,0.989993,0.130435,0.362319,34.5,0,1,0,0.5,99,0
1,0,0.904762,0.404762,42,0,1,0,1,93,0
1,0,0,0,0,0,1,0,1,92,0
1,0,0,0,0,0,1,0,1,92,0
1,0,0,0,0,0,1,0,1,92,0
1,0,0,0,0,0,1,0,1,92,0
1,0,0.177778,0,45,0,1,0,1,105,0
1,0.969372,1.71066,0,39.4,0,1,0,0.2,92,0
1,0,0,0,0,0,1,0,1,95,0
1,0,0.863014,0.027397,73,0,1,0,1,106,0
1,0,1.771429,0,35,0,1,0,1,95,0
1,0,0,0,0,0,1,0,1,97,0
1,0,1.806452,0,31,0,1,0,1,97,0
1,0.921897,0.354331,0.173228,31.75,0,3,44,1,573,0
1,0,0,0,10,1,1,0,1,8607,1
1,0,0.181818,0.272727,22,0,2,1,1,328,0
1,0,0,0,6,0,1,0,1,10349,0
1,0,0,0,11.25,0,1,0,0.125,14416,0
1,0,3.714286,3.714286,7,0,2,44,1,2035,0
1,0.902393,2.692308,2.384615,13,0,2,228,0.5,10349,0
1,0,0.052632,0.052632,19,0,1,17,1,6023,0
1,0.999571,0.19337,0.033149,90.5,0,3,88,1,5706,0
1,0,0,0,26,0,1,0,0.5,147,0
1,0,0,0,67,0,1,0,0.5,147,0
1,0.591673,0.173913,0.181159,69,0,2,0,0.5,432,0
1,0.806975,0.148061,0.130435,38.681818,1,8,252,0.318182,13523,0
1,0,0,0,14,1,1,0,1,15667,0
1,0,0,0,34.625,0,1,0,0.125,13248,1
1,0,0,0,17.333333,0,1,0,0.333333,13275,0
1,0.802706,0.019713,0.012545,111.6,1,3,120,1,3728,0
1,0,0,0,33,0,1,0,1,488,1
1,0,0.24,0.12,50,0,2,0,1,487,0
1,0.983539,0.070352,0.030151,66.333333,0,1,36,1,2724,0
1,0,0.589744,0.653846,78,0,2,34,1,398,0
1,0.129234,0.246377,0.15942,69,0,1,11,1,2727,0
1,0,0.082353,0.082353,85,0,2,1,1,3736,0
1,0.995292,1.054264,0.193798,64.5,0,2,68,0.5,401,0
1,0.266765,0.156627,0.373494,41.5,0,2,5,1,2752,0
1,0.918296,0.002037,0.013238,491,1,2,0,1,3484,0
1,0,0,0,1003,0,1,0,1,401,1
1,0,0,0,16.5,0,1,0,0.5,405,0
1,0,0,0,59,0,1,0,1,487,0
1,0,0,0,0,0,2,136,0.666667,3941,0
