@relation 'platform-weka.filters.unsupervised.attribute.Remove-R1,2-weka.filters.unsupervised.attribute.Remove-R3,12-13'

@attribute ns numeric
@attribute nm numeric
@attribute entropy numeric
@attribute la numeric
@attribute ld numeric
@attribute lt numeric
@attribute fix numeric
@attribute ndev numeric
@attribute pd numeric
@attribute npt numeric
@attribute sexp numeric
@attribute bug {1,0}

@data
2,2,0.463437,0.023929,0.011335,264.666667,1,5,36,0.666667,482,0
1,1,0,0.026604,0.004695,639,1,3,3,1,118,1
1,1,0,0.019449,0.014587,617,1,2,0,1,110,0
1,1,0,0.028369,0.015957,564,1,2,0,1,105,0
1,1,0,0.025,0.032143,560,0,2,1,1,98,1
1,1,0,0.003854,0.003854,519,0,2,3,1,59,0
1,1,0,0.003891,0.027237,514,0,2,0,1,57,0
1,1,0,0.073171,0.05765,451,1,2,1,1,20,0
1,1,0,0.00289,0.001445,692,1,5,1,1,547,0
2,4,0.928859,0.006098,0.004989,451,0,6,48,1,4665,1
1,1,0,0.014616,0.001218,821,1,5,1,1,482,0
2,2,0.974779,0.000666,0.038641,750.5,1,5,14,1,4377,1
1,1,0,0.007186,0.001198,835,1,5,2,1,476,0
2,2,1,0.00131,0.00131,763.5,1,5,2,1,4307,0
1,1,0,0.007212,0.001202,832,1,5,15,1,471,0
1,1,0,0.0193,0.007238,829,1,5,25,1,467,0
1,1,0,0.053463,0.006075,823,1,4,42,1,442,0
2,2,1,0.00136,0.017675,735.5,1,4,8,1,3509,1
2,3,0.921463,0.006701,0.006701,646.666667,1,4,12,0.333333,3391,0
2,3,0.992215,0.003094,0.002579,646.333333,1,4,184,1,3379,0
1,1,0,0.00119,0.00119,840,0,4,0,1,390,0
1,1,0,0.002381,0.002381,840,0,4,0,1,389,0
1,1,0,0.00119,0.00119,840,0,4,0,1,388,0
1,1,0,0.00119,0.00119,840,0,4,0,1,387,0
1,1,0,0.002381,0.004762,840,0,4,7,1,386,0
2,4,0.764723,0.071395,0.020197,354.833333,1,4,234,1,3029,1
1,1,0,0.00119,0,840,1,4,18,1,384,0
1,1,0,0.02503,0.013111,839,1,4,96,1,381,0
1,1,0,0.012005,0.002401,833,1,4,28,1,371,0
2,3,0.853726,0.010287,0.036275,461.75,1,4,71,1,2321,0
1,1,0,0.006039,0.025362,828,1,4,1,1,358,0
1,1,0,0.003623,0.001208,828,1,4,14,1,356,1
2,2,0.866726,0.051144,0.018843,743,1,4,40,1,2204,1
1,1,0,0.027228,0.027228,808,1,4,36,1,340,0
1,1,0,0.02104,0.068069,808,1,4,27,1,333,0
1,1,0,0.063041,0.080346,809,0,4,25,1,328,1
2,2,0.999923,0.043878,0.02477,706.5,1,4,36,0.5,1715,1
1,1,0,0.027062,0.021907,776,0,4,5,1,304,0
1,1,0,0.05799,0.007732,776,1,4,64,1,290,0
1,1,0,0.070845,0.064033,734,1,4,15,1,274,1
1,1,0,0.008208,0.004104,731,1,4,2,1,272,0
2,3,0.97285,0.091393,0.028394,375.666667,1,4,51,1,767,1
1,1,0,0.013774,0.023416,726,1,4,4,1,264,0
1,1,0,0.001379,0.001379,725,0,4,2,1,11,0
1,1,0,0.005517,0.001379,725,1,4,1,1,240,0
1,1,0,0.005533,0.002766,723,1,4,2,1,239,0
1,1,0,0.01683,0.01683,713,0,4,4,1,235,0
1,1,0,0.001403,0.001403,713,0,4,9,1,234,0
1,1,0,0.002805,0.002805,713,1,4,1,1,231,0
1,1,0,0.063114,0.026648,713,1,4,32,1,230,0
1,1,0,0.014184,0.004255,705,1,4,2,1,224,0
1,1,0.721928,0.011436,0.001271,393.5,1,4,1,1,211,0
1,1,0,0.015581,0.008499,706,0,4,0,1,9,1
1,1,0,0.019774,0.024011,708,1,4,14,1,209,0
1,1,0.205593,0.076142,0.002538,394,1,4,0,0.5,203,0
1,1,0,0.008439,0.025316,711,1,4,1,1,198,1
1,1,0,0.119611,0.104312,719,1,4,7,1,196,1
1,1,0,0,0.046283,713,0,4,1,1,193,0
1,1,0,0.004127,0.001376,727,0,4,2,1,186,0
1,1,0,0,0.001377,726,1,4,0,1,179,0
1,1,0,0.006878,0.005502,727,1,4,1,1,178,0
1,1,0,0.015152,0.013774,726,1,4,7,1,173,1
1,1,0,0.006993,0.001399,715,1,4,4,1,162,0
1,1,0,0.006954,0.001391,719,1,4,1,1,150,0
1,1,0,0.004184,0,717,1,4,0,1,149,0
1,1,0,0.002886,0.002886,693,1,4,0,1,2,1
1,1,0,0.001449,0.001449,690,1,3,0,1,139,0
1,1,0,0.03869,0.002976,672,1,3,2,1,123,0
1,1,0,0.054878,0.006098,656,1,3,1,1,119,1
1,1,0,0.001595,0.001595,627,0,3,0,1,113,0
1,1,0,0.00638,0.007974,627,0,3,1,1,112,0
1,1,0,0.025974,0.017857,616,1,2,0,1,109,0
1,1,0,0.014682,0.014682,613,1,2,1,1,108,0
1,1,0,0.175987,0.027961,608,1,2,3,1,107,1
1,1,0,0.012433,0.015986,563,1,2,0,1,106,0
1,1,0,0.042934,0.030411,559,1,2,1,1,101,0
1,1,0,0.037702,0.043088,557,1,2,4,1,99,1
1,1,0,0.021277,0.005319,564,1,2,0,1,96,0
1,1,0,0.003578,0.003578,559,0,2,0,1,95,0
1,1,0,0.048301,0.0161,559,1,2,1,1,94,0
1,1,0,0.001812,0.001812,552,1,2,1,1,93,0
1,1,0,0.005435,0.001812,552,1,2,0,1,92,0
1,1,0,0.014519,0.010889,551,1,2,1,1,91,1
1,1,0,0.005445,0.001815,551,0,2,0,1,89,0
1,1,0,0.003663,0.003663,546,0,2,0,1,83,0
1,1,0,0.021978,0.009158,546,1,2,0,1,82,0
1,1,0,0.157116,0.036969,541,1,2,4,1,81,1
1,1,0,0.188641,0.247465,493,0,2,1,1,76,1
1,1,0,0.007648,0.007648,523,0,2,1,1,67,0
1,1,0,0.021195,0.021195,519,1,2,0,1,62,0
1,1,0,0.028902,0.009634,519,1,2,0,1,58,0
1,1,0,0.058366,0.046693,514,1,2,1,1,56,0
1,1,0,0.021526,0.001957,511,1,2,0,1,54,0
1,1,0,0.009901,0.013861,505,1,2,0,1,52,0
1,1,0,0.007905,0.001976,506,0,2,1,1,51,0
1,1,0,0.017857,0.013889,504,0,2,0,1,49,1
1,1,0,0.011928,0,503,1,2,0,1,45,0
1,1,0,0.02004,0.012024,499,1,2,2,1,44,0
1,1,0,0.127016,0.028226,496,1,2,0,1,34,1
1,1,0,0.124197,0.109208,467,1,2,4,1,31,0
1,1,0,0.008734,0.002183,458,0,2,0,1,24,0
1,1,0,0.037281,0.02193,456,1,2,0,1,23,0
1,1,0,0.090508,0.072848,453,1,2,0,1,21,1
1,1,0,0.156951,0.152466,446,1,2,0,1,15,0
1,1,0,1.595506,1.379775,445,1,2,51,1,14,1
1,1,0,0.005362,0,373,1,1,0,1,338,1
1,1,0,0.015424,0.033419,389,1,1,0,1,326,0
1,1,0,0,0.005076,394,1,1,1,1,324,0
1,2,0.613547,0.144195,0,178,1,5,39,1,321,1
1,1,0,0.005277,0.007916,379,1,1,12,1,316,1
1,1,0,0.010526,0.010526,380,1,1,0,1,312,0
2,3,0.758802,0.103516,0.013672,128,1,2,33,0.75,332,0
1,1,0,0.058201,0.074074,378,1,1,0,1,305,1
1,1,0,0.091384,0.010444,383,1,1,1,1,303,0
1,2,0.956889,0.079295,0.002203,227,1,5,14,1,294,0
1,2,0.75344,0.025039,0.00313,213,0,1,72,1,289,0
1,1,0,0.002857,0.002857,350,1,1,2,1,286,0
1,1,0,0.025714,0.008571,350,1,1,27,1,284,0
2,3,0.736216,0.091765,0.002353,141.666667,1,5,7,1,368,1
1,1,0,0.003012,0.003012,332,0,1,1,1,273,0
1,3,0.997626,0.113821,0.087805,87.857143,0,1,35,0.571429,267,0
2,4,0.884027,0.064052,0.005229,95.625,0,5,0,0.25,336,0
1,1,0,0,0,0,0,1,0,1,216,0
1,1,0,2.087349,0,332,0,1,0,1,216,0
1,2,0.991076,0.134357,0.090211,260.5,1,5,113,1,336,0
1,1,0,0,0.076726,391,1,1,57,1,332,0
1,2,0.981714,0.115094,0.086792,265,1,5,107,1,331,0
1,1,0,0.016043,0.034759,374,1,1,55,1,327,0
2,2,1,0.014286,0.014286,70,0,3,29,1,4257,0
1,1,0,0.154762,0.154762,84,1,2,0,1,6,1
2,2,0.811278,0.026631,0.005326,375.5,1,1,10,1,2372,1
2,3,0.999901,0.041322,0.155992,322.666667,0,1,81,1,2057,0
1,1,0,0,0.108108,74,0,1,185,1,318,0
1,1,0,0.038462,0.038462,78,0,1,156,1,268,0
1,1,0,0.311688,0.298701,77,1,1,13,1,208,1
1,1,0.146094,0.142132,0.101523,394,1,4,0,1,201,1
1,1,0,0,0,66,1,1,0,1,199,1
1,1,0,0,0,10,1,1,0,1,468,0
1,1,0,0,0,7,1,1,0,1,357,0
1,2,0,0,0,0,1,3,141,1,4,0
1,1,0.492044,0.295539,0.035316,179.333333,1,2,6,1,311,1
1,1,0,0,0,0,0,1,0,1,216,0
1,1,0.691895,2.654822,0,98.5,0,1,0,0.5,216,0
2,5,0.573835,0.034542,0.034542,265.818182,0,10,1196,0.545455,4448,1
1,1,0,0.159341,0.049451,182,1,4,424,1,401,0
1,1,0,0.05988,0,167,1,3,13,1,219,0
1,1,0,0.006452,0,155,0,3,87,1,206,0
1,1,0,0.071429,0.038961,154,1,3,46,1,8,1
1,1,0,0.02,0.013333,150,0,2,0,1,84,0
1,1,0,0,0.020134,149,1,2,4,1,79,0
1,1,0,0.018634,0.018634,161,0,2,2,1,46,0
1,1,0,0.130435,0,161,0,2,0,1,32,0
1,2,0.863121,0.015244,0.027439,164,0,6,9,1,30,0
1,1,0,1.509317,1.068323,161,1,2,68,1,13,1
1,1,0,0,0.01626,123,0,1,43,1,317,0
1,1,0,0.076923,0.076923,26,1,1,7,1,304,0
1,1,0,0,0,26,1,1,0,1,295,0
1,1,0,0.00831,0.00831,361,1,1,6,1,302,0
1,1,0.97887,0.124352,0.088083,96.5,1,1,14,0.5,280,1
1,3,0.806457,0.028192,0.0199,201,0,3,142,1,33,0
1,1,0.973722,0.132107,0.280936,299,1,1,161,1,348,0
1,1,0.503378,0.338415,0.164634,32.8,0,4,184,0.5,77,0
2,2,0.835331,1.074074,0.024691,54,0,4,102,0.666667,103,0
1,1,0,0,0,0,1,2,41,1,3710,0
1,1,0.970951,0.005272,0.003515,284.5,1,1,0,0.5,3602,1
1,1,0,0.662338,0.038961,77,1,1,2,1,2596,1
1,1,0,0.027723,0.007921,505,1,2,0,1,2469,1
1,1,1,0.003704,0,270,1,2,205,1,2441,0
1,2,0.662487,0.138489,0.043165,185.333333,1,5,0,1,2360,1
1,1,0,0,0,0,1,2,248,1,106,0
1,2,0.991076,0.082902,0.010363,96.5,1,2,47,1,1851,1
1,1,0,0.13056,0.063128,348.5,1,1,27,1,1742,1
1,1,0,0.098315,0.025281,356,1,1,4,1,1655,0
1,1,1,1,1,1,1,4,134,1,2,0
1,1,0.811559,0.611413,0.505435,61.333333,0,4,111,0.333333,57,0
1,1,0.782444,0.084211,0.142105,95,1,2,929,1,4372,0
1,2,0.103275,0.065985,0.002788,538,1,2,973,1,4349,0
1,1,0.624876,0.421622,0.091892,37,1,4,1537,0.6,4214,0
1,1,0.981827,0.677966,3.559322,19.666667,1,2,67,0.666667,3951,1
1,2,0.957999,0.144033,0.013717,145.8,1,2,93,0.6,3625,1
1,1,0,0,0.728814,59,1,3,23,1,2256,0
1,1,0,0.394737,1.078947,38,1,3,5,1,2384,1
1,2,0.664694,0.051829,0.079268,82,1,5,331,0.75,1779,1
2,2,0.56651,0,0.0369,406.5,1,4,16,1,42,0
1,8,0.888573,0.069529,0.044598,124.482759,1,1,14,0.241379,246,1
1,4,0.787209,0.036932,0.042614,88,1,1,4,0.25,181,0
2,3,0.417989,0.896,0.472,41.666667,0,3,0,0.333333,148,0
1,1,0,0,0,45,1,1,0,1,2628,0
1,3,0.894343,0.054585,0.041485,152.666667,1,2,0,0.666667,3025,1
1,1,0,0.044025,0.031447,159,1,1,17,1,327,0
1,1,0,0.008255,0.001179,848,1,2,0,1,1911,1
1,1,0,0.8,0.2,5,0,1,451,1,2760,0
1,2,0.942157,0.035813,0.035813,90.75,0,1,513,0.5,1273,0
1,3,0.979252,0.029178,0.05305,94.25,0,1,129,0.75,1063,0
1,3,0,0,0,100.526316,1,1,0,0.017544,584,1
1,1,0,0.5,0,12,0,1,500,1,2969,0
1,1,0,0.153846,0.164835,91,0,1,136,1,1252,0
1,1,0,0.090226,0.090226,133,0,2,183,1,4140,0
1,1,0,0.022388,0.022388,134,0,1,16,1,2211,0
1,1,0,0.007463,0.007463,134,0,1,99,1,2169,0
1,2,0.828056,0.37931,0.413793,14.5,0,1,280,1,1275,0
1,1,0,0.238095,0.904762,21,1,1,315,1,4053,0
1,11,0.927323,0.032002,0.040183,159.846154,0,3,2549,0.846154,1943,1
1,1,0,0,0,0,0,1,7,1,2463,0
1,4,0.466966,0.069274,0.031285,127.857143,1,3,489,0.714286,2198,1
1,1,0,0.020833,0.020833,96,1,1,0,1,2065,0
1,1,0,0.104167,0.010417,96,1,1,17,1,2064,0
1,1,0,0.1,0.011111,90,0,1,0,1,1998,0
1,5,0.642849,0.305017,0.040803,124.583333,1,3,452,0.75,1979,1
1,1,0,0.006757,0.006757,148,1,1,8,1,2834,0
1,1,0,0,0,148,1,1,0,1,2775,1
1,1,0,0.189189,0.081081,148,1,1,22,1,2089,0
1,1,0,0.007353,0.007353,136,1,1,14,1,2016,0
1,1,0,0.125,0.080882,136,1,1,9,1,1885,0
1,3,0.40013,0.25809,0.055249,253.4,1,1,89,1,1822,1
1,1,0,0,0,62,1,1,0,1,1718,1
1,1,0,0.026667,0.013333,75,1,1,1,1,1596,0
1,1,0,0.189189,0.013514,74,1,1,5,1,1587,0
1,1,0,0.029412,0.029412,68,1,1,2,1,1573,0
1,1,0,0.176471,0.073529,68,1,1,136,1,1548,0
1,1,0,0.121212,0,66,0,1,49,1,1085,0
1,1,0,0.049803,0.038008,763,1,3,1,1,4420,0
1,1,0,0.107427,0.092838,754,1,3,274,1,113,0
1,1,0,0.001326,0.001326,754,0,3,1,1,4385,0
1,2,0.323632,0.006238,0.112289,320.6,1,3,0,0.4,4384,0
1,1,0,0.010576,0.009401,851,1,2,13,1,4182,1
1,8,0.745671,0.008085,0.011064,335.714286,0,5,1140,0.857143,4176,0
1,1,0,0.003529,0.004706,850,0,2,1,1,4112,0
1,1,0,0.002353,0.005882,850,1,2,28,1,4110,0
1,1,0,0.069249,0.039906,852,1,2,214,1,4062,0
1,2,0.997503,0.013667,0.005695,439,1,2,46,1,3947,0
1,1,0,0.002398,0.002398,834,0,2,4,1,3831,0
1,1,0,0.001199,0.001199,834,1,2,10,1,3813,0
1,1,0,0.011976,0.002395,835,1,2,2,1,3781,0
1,1,0,0.024096,0,415,1,2,22,1,3774,0
1,1,0,0.001217,0.006083,822,1,2,5,1,3771,0
1,1,0,0.006068,0,824,1,2,9,1,103,0
1,1,0,0.026764,0.010949,822,1,2,6,1,3751,1
1,2,0.392378,0.034896,0.02181,305.666667,1,2,46,1,3715,0
1,1,0,0.016089,0.014851,808,1,2,6,1,3672,1
1,1,0,0,0.003745,801,0,2,5,1,3639,0
1,1,0,0.006242,0,801,1,2,0,1,3636,0
1,1,0.180293,0.453001,0.00453,441.5,1,2,38,0.5,3635,0
1,2,0.485461,0.026906,0.001495,334.5,1,2,47,1,2979,0
1,1,0,0.003378,0,592,1,2,7,1,2931,0
1,1,0,0.027119,0,590,1,2,22,1,2890,0
1,1,0,0.01209,0,579,1,2,5,1,2849,0
1,1,0,0.011647,0.006656,300.5,1,2,75,1,2774,0
1,1,0,0.011686,0,599,1,2,13,1,2676,0
1,1,0,0.005042,0,595,1,2,6,1,2649,1
1,1,0,0.001686,0.001686,593,0,2,1,1,2614,0
1,1,0,0.204117,0.063465,583,1,2,3,1,2591,1
1,1,0,0.018116,0,552,1,2,2,1,2565,0
1,1,0,0.027523,0.011009,545,1,2,0,1,2563,1
1,1,0,0.001862,0.001862,537,0,2,2,1,2559,0
1,1,0,0.035382,0.024209,537,1,2,5,1,2546,0
1,1,0.43275,0.061254,0.002849,351,1,2,8,1,2489,1
1,1,0,0.009346,0.001869,535,1,2,0,1,2487,0
1,2,0.875254,0.021617,0.004404,499.6,1,2,22,0.8,2486,1
1,2,0.870721,0.070307,0.019113,293,1,2,44,0.6,2480,0
1,1,0,0.072106,0.041746,527,1,2,2,1,2475,0
1,1,0,0.016064,0.012048,498,1,2,1,1,2456,0
1,1,0.782444,0.071813,0.005386,278.5,1,2,0,0.5,2451,0
1,1,0,0.014583,0.014583,480,0,2,1,1,2434,0
1,1,0,0.008333,0,480,1,2,4,1,2433,0
1,1,0,0.112033,0.091286,482,1,2,7,1,2166,0
1,1,0,0.070968,0.004301,465,1,2,60,1,2144,0
1,2,0.846476,0.025377,0.001586,420.333333,1,2,297,1,2083,1
1,1,0,0.002273,0.002273,440,0,2,7,1,2026,0
1,2,0.970951,0.012924,0.015347,619,0,2,5,1,1955,1
1,1,0,0.006593,0,455,1,2,7,1,1861,0
1,1,0,0.006623,0.006623,453,1,1,1,1,1811,0
1,3,0.720858,0.128324,0.091755,300.8,1,1,120,1,1809,1
1,1,0,0.006667,0,450,1,1,9,1,1798,0
1,1,0,0.006696,0.006696,448,1,1,0,1,1760,0
1,1,0,0.013393,0,448,1,1,0,1,1751,0
1,1,0,0.015766,0.013514,444,1,1,0,1,1750,0
1,2,0.964079,0.038627,0,233,1,1,227,1,1748,0
1,1,0,0.098624,0.057339,436,1,1,1,1,1719,1
1,1,0,0.007092,0,423,1,1,1,1,1708,0
1,1,0,0.016627,0.007126,421,1,1,0,1,1698,1
1,2,0.506813,0.219766,0.023407,384.5,1,2,8,1,1695,1
1,3,0.96642,0.024975,0.02997,166.833333,1,1,0,0.5,1639,1
1,1,0.948848,0.093439,0.04175,251.5,1,1,12,1,1620,0
1,1,0,0.012461,0.034268,321,1,1,12,1,1586,1
1,1,0,0.009375,0,320,1,1,0,1,1529,0
1,1,0,0.006711,0.006711,298,1,1,1,1,1484,0
1,1,0,0.040134,0,299,1,1,0,1,1475,0
1,1,0,0.010274,0.006849,292,1,1,0,1,1474,0
1,1,0.787127,0.111111,0.02381,126,1,1,0,1,1450,1
1,1,0.650022,0.016529,0.008264,121,1,1,0,0.5,1443,0
1,1,0.892239,0.089552,0.007463,134,1,1,23,0.666667,1438,1
1,1,0,0.006135,0.006135,163,1,1,1,1,1421,0
1,4,0.782572,0.217808,0.056164,121.666667,1,1,229,1,1412,1
1,1,0,0.006369,0.006369,157,1,1,0,1,1358,0
1,4,0.737178,0.051913,0.051913,146.4,1,1,8,0.8,1357,0
1,4,0.438769,0.062574,0.030697,211.75,1,1,0,0.75,1351,0
1,1,0,0.006369,0.006369,157,1,1,0,1,1342,0
1,3,0.662097,0.041818,0.007273,183.333333,1,1,0,1,1307,0
1,1,0,0.031646,0.018987,158,1,1,0,1,1265,0
1,2,0.742216,0.050269,0.190305,92.833333,1,1,533,0.833333,1263,1
1,1,0,0.00641,0.00641,156,0,1,1,1,1214,0
1,1,0,0.025641,0.00641,156,1,1,47,1,1207,1
1,1,0,0.019481,0.019481,154,0,1,17,1,1086,0
1,1,0.926504,0.114583,0.002976,336,1,1,38,1,1034,1
1,1,0,0.077778,0,90,1,1,56,1,3799,0
1,2,0.733538,0.174863,0.010929,91.5,1,1,24,1,2660,0
1,5,0.818854,0.097778,0.048889,112.5,1,2,85,0.833333,2613,1
1,1,0,0,0.034483,58,1,1,35,1,1652,0
1,1,0,0.066667,0.033333,60,1,1,3,1,1456,1
1,2,0.562382,0.052139,0.164439,149.6,1,1,0,0.8,1448,1
1,2,0.954575,0.116448,0.010189,229,1,1,9,0.666667,1430,1
1,3,0.719122,0.0501,0.026052,124.75,1,1,4,0.5,1426,1
1,1,0.387743,0.064298,0.002538,591,1,2,350,1,4121,0
1,2,0.721928,0.022977,0.011988,500.5,1,2,385,1,4118,0
1,1,0,0.037736,0.001048,954,1,2,210,1,4056,0
1,4,0.723852,0.03363,0.002706,517.4,1,3,137,1,3945,0
1,1,0,0.006486,0,925,1,2,38,1,3830,0
1,1,1,0.001813,0.001813,551.5,1,3,88,0.5,3738,0
1,1,0,0.001086,0.004343,921,0,2,5,1,3082,0
1,1,0,0.010799,0.006479,926,1,2,0,1,2895,0
1,2,0.852405,0.00283,0.007357,883.5,1,2,82,1,2894,0
1,1,0,0.052973,0.00973,925,1,2,11,1,2656,0
1,1,0,0.012222,0.006667,900,1,2,2,1,2615,0
1,2,0.552495,0.028415,0.014208,457.5,1,2,186,1,2572,0
1,1,0,0.013468,0.002245,891,1,2,6,1,2545,0
1,1,0,0.001134,0.002268,882,0,2,0,1,2455,0
1,1,0,0.001133,0.001133,883,1,2,7,1,2453,0
1,2,0.980834,0.006129,0,652.666667,1,2,14,0.666667,2262,0
1,1,0.963231,0.079395,0.042533,529,1,2,54,1,2259,0
1,1,0,0.001155,0.001155,866,1,2,16,1,2249,1
1,1,0,0.016166,0.013857,866,1,2,12,1,2210,0
1,1,0,0.001153,0.001153,867,1,2,76,1,2188,0
1,1,0,0.010369,0.001152,868,1,2,14,1,2069,0
1,1,0,0.006952,0.069525,863,1,2,3,1,2020,0
1,1,0,0.001126,0.001126,888,1,2,0,1,2013,1
1,1,0,0.006757,0.010135,888,1,2,0,1,2012,0
1,1,0,0.08465,0.020316,886,1,2,7,1,2008,0
1,2,0.872697,0.043968,0.021421,443.5,1,2,4,1,1947,1
1,1,0,0.005896,0.001179,848,1,2,2,1,1917,0
1,1,0,0.094675,0.043787,845,1,2,0,1,1910,1
1,2,0.769193,0.013216,0.03713,794.5,1,2,3,1,1908,1
1,1,0,0.032807,0.032807,823,1,2,0,1,1894,1
1,1,0,0.00122,0.00122,820,1,2,2,1,1893,0
1,1,0,0.00122,0.00122,820,1,2,0,1,1882,0
1,1,0,0.001235,0.001235,810,1,2,7,1,1877,0
1,1,0,0.002469,0.002469,810,1,2,3,1,1858,0
1,1,0,0.004938,0.012346,810,1,2,0,1,1847,0
1,1,0,0.001233,0.001233,811,1,2,0,1,1846,0
1,1,0,0.019729,0.008631,811,1,2,0,1,1845,1
1,1,0,0.031133,0.006227,803,1,2,0,1,1844,1
1,1,0,0.012658,0,790,1,2,4,1,1836,0
1,1,0,0.017766,0.03934,788,1,1,3,1,1832,0
1,1,0,0.013784,0.013784,798,1,1,7,1,1810,0
1,1,0,0.086902,0.027708,794,1,1,1,1,1780,1
1,1,0,0.026247,0.013123,762,1,1,1,1,1775,0
1,1,0,0.111111,0.085979,756,1,1,2,1,1768,1
1,1,0,0.090054,0.010753,744,1,1,3,1,1767,0
1,1,0,0.016129,0.002933,682,1,1,0,1,1703,1
1,1,0,0.007396,0.007396,676,1,1,0,1,1702,1
1,1,0,0.035503,0.023669,676,1,1,1,1,1697,1
1,1,0,0.004478,0.00597,670,1,1,0,1,1684,0
1,1,0,0.00149,0.00149,671,0,1,2,1,1666,0
1,1,0,0.087928,0.014903,671,1,1,2,1,1650,1
1,1,0,0.117647,0.075851,646,1,1,4,1,1643,0
1,1,0,0.006689,0.006689,598,0,1,3,1,1588,0
1,1,0,0.080268,0.073579,598,1,1,0,1,1578,0
1,1,0,0.004992,0.001664,601,1,1,2,1,1576,0
1,1,0,0.006678,0.001669,599,1,1,2,1,1570,0
1,1,0,0.098993,0.036913,596,1,1,5,1,1549,0
1,1,0,0.008741,0.001748,572,0,1,0,1,1530,0
1,1,0,0.003503,0.001751,571,1,1,0,1,1527,0
1,1,0,0.008757,0.001751,571,0,1,1,1,1526,0
1,1,0,0.042179,0.047452,569,1,1,4,1,1505,1
1,1,0,0.007018,0.007018,570,0,1,2,1,1496,0
1,1,0,0.008772,0.003509,570,1,1,0,1,1486,0
1,1,0,0.01406,0.003515,569,1,1,0,1,1485,0
1,1,0,0.033628,0.026549,565,1,1,2,1,1483,0
1,1,0,0.135472,0.074866,561,1,1,18,1,1468,1
1,1,0,0.005319,0.005319,564,1,1,0,1,1402,0
1,1,0,0.040925,0,562,1,1,1,1,1397,1
1,1,0,0.010969,0,547,0,1,2,1,1388,0
1,1,0,0.001828,0.001828,547,0,1,0,1,1347,0
1,1,0.026885,0.148629,0.323232,173.25,1,1,68,1,1340,1
1,1,0,0.001724,0.001724,580,1,1,4,1,1276,0
1,1,0,0.001724,0,580,1,1,0,1,1257,0
1,1,0,0,0.001724,580,0,1,0,1,1255,0
1,1,0.661307,0.211669,0.104478,245.666667,1,1,22,0.666667,1084,1
1,1,0,0.005964,0.003976,503,1,1,26,1,1000,0
1,2,0,0,0.030769,97.5,0,1,196,1,1606,0
1,1,0,0,0,446,1,1,0,1,2592,0
1,1,0,0.461538,0.153846,13,1,1,404,1,2470,0
1,1,0,0.002345,0,853,1,3,20,1,124,0
1,1,0,0.123596,0,178,1,2,4,1,2826,1
1,1,0.82453,0.265172,0.005277,379,1,2,89,1,2594,1
1,1,0,0,0,0,1,1,151,1,2442,0
2,2,0.168661,0.056,0.035429,437.5,1,4,75,1,2220,1
1,1,0,0.230769,0.230769,13,0,1,0,1,1420,0
1,1,0,0.02439,0.02439,123,0,1,95,1,1297,0
1,1,0,0.219512,0.780488,123,1,1,0,1,1087,0
1,2,0.999926,0.055453,0.127542,270.5,1,1,54,0.5,1012,0
1,1,0,0.035503,0.065089,169,0,2,28,1,4390,0
1,1,0.831799,0.132701,0.161137,70.333333,1,2,9,0.666667,2832,0
1,1,0,0.263473,0.269461,167,1,2,47,1,2776,1
1,1,0,0.272109,0.006803,147,1,2,7,1,2467,0
1,1,0,0.008,0.008,125,1,2,89,1,2266,0
1,1,0,0.024,0,125,1,2,47,1,2141,1
1,2,0.736199,0.313131,0.934343,66,1,2,15,0.666667,1856,0
1,1,0,0.046243,0.028902,173,1,1,25,1,1812,1
1,1,0,0.152047,0.02924,171,1,1,2,1,1717,0
1,2,0.918296,0.004489,0.002245,445.5,1,1,6,1,1700,1
1,2,0.873921,0.108434,0.012048,103.75,1,1,56,1,1554,1
1,2,0.925889,0.305136,0.057402,110.333333,1,1,18,0.666667,1500,1
1,2,0.40566,0.182825,0.010157,270.75,1,1,42,1,1473,1
1,2,0.930544,0.233161,0.207254,64.333333,1,1,255,0.666667,1213,1
1,1,0,0.032258,0.03871,155,1,1,33,1,1035,0
1,1,0,0.024,0,125,1,2,110,1,2199,0
1,1,0,0,0,18.5,1,1,0,0.5,2825,1
1,1,0,0,0,110,1,1,0,1,2457,0
1,1,0,0,0,41,1,1,0,1,1647,0
1,1,0,0,0,23,1,1,0,1,2263,0
1,1,0,0,0,18,1,1,0,1,3753,0
1,2,1,0.007353,0.007353,136,1,1,0,0.5,4312,0
1,2,0.969022,0.016293,0.016293,98.2,1,1,2447,0.6,4310,0
1,1,0,0,0,16,1,1,0,1,3775,1
1,1,0,0.181818,0.075758,66,1,1,87,1,1256,0
1,1,0,0.66129,0.983871,62,0,1,0,1,1088,1
1,1,0,0.057971,0.014493,69,1,1,17,1,3899,0
1,2,0.865717,0.20216,0.131173,129.6,1,2,111,0.8,3797,1
1,1,0,0.096774,0.096774,62,0,1,6,1,3752,0
1,2,0.83159,0.129699,0.007519,106.4,1,1,20,0.8,3644,1
1,1,0,0.05,0,60,1,1,5,1,3638,0
1,1,0,0,0,58,1,1,0,1,3633,1
1,1,0,0.045455,0.045455,22,0,1,95,1,1909,0
1,1,0,0,0,22,1,1,0,1,1427,0
1,1,0,0,0,13,1,1,0,1,1412,0
1,1,0,0.066265,0.066265,166,0,1,99,1,2170,1
1,1,0.503258,0.020492,0.028689,366,1,1,16,1,1418,1
1,1,0,0,0.005952,168,1,1,0,1,1279,0
