@relation data/M_multi_metrics_ML.csv-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Remove-R61-weka.filters.unsupervised.attribute.Remove-R41-weka.filters.unsupervised.attribute.Remove-R49-weka.filters.unsupervised.attribute.Remove-R48-weka.filters.unsupervised.attribute.Remove-R49-weka.filters.unsupervised.attribute.Remove-R28-weka.filters.unsupervised.attribute.Remove-R53-weka.filters.unsupervised.attribute.Remove-R40-weka.filters.unsupervised.attribute.Remove-R14-weka.filters.unsupervised.attribute.Remove-R6-weka.filters.unsupervised.attribute.Remove-R50-weka.filters.unsupervised.attribute.Remove-R32-weka.filters.unsupervised.attribute.Remove-R32-weka.filters.unsupervised.attribute.Remove-R16-weka.filters.unsupervised.attribute.Remove-R36-weka.filters.unsupervised.attribute.Remove-R43-weka.filters.unsupervised.attribute.Remove-R34-weka.filters.unsupervised.attribute.Remove-R31-weka.filters.unsupervised.attribute.Remove-R43-weka.filters.unsupervised.attribute.Remove-R21-weka.filters.unsupervised.attribute.Remove-R4-weka.filters.unsupervised.attribute.Remove-R31-weka.filters.unsupervised.attribute.Remove-R30-weka.filters.unsupervised.attribute.Remove-R7-weka.filters.unsupervised.attribute.Remove-R2

@attribute ck_oo_numberOfPrivateMethods numeric
@attribute LDHH_fanIn numeric
@attribute WCHU_numberOfPublicAttributes numeric
@attribute CvsWEntropy numeric
@attribute LDHH_numberOfPublicMethods numeric
@attribute LDHH_numberOfPrivateAttributes numeric
@attribute CvsEntropy numeric
@attribute LDHH_numberOfPublicAttributes numeric
@attribute WCHU_numberOfPrivateMethods numeric
@attribute ck_oo_numberOfPublicAttributes numeric
@attribute ck_oo_noc numeric
@attribute numberOfCriticalBugsFoundUntil: numeric
@attribute LDHH_numberOfPrivateMethods numeric
@attribute WCHU_numberOfPrivateAttributes numeric
@attribute CvsLogEntropy numeric
@attribute WCHU_noc numeric
@attribute LDHH_numberOfAttributesInherited numeric
@attribute ck_oo_fanOut numeric
@attribute ck_oo_numberOfLinesOfCode numeric
@attribute ck_oo_numberOfAttributesInherited numeric
@attribute ck_oo_dit numeric
@attribute ck_oo_fanIn numeric
@attribute LDHH_noc numeric
@attribute WCHU_dit numeric
@attribute ck_oo_lcom numeric
@attribute WCHU_numberOfAttributesInherited numeric
@attribute LDHH_numberOfLinesOfCode numeric
@attribute ck_oo_numberOfPrivateAttributes numeric
@attribute numberOfMajorBugsFoundUntil: numeric
@attribute WCHU_numberOfPublicMethods numeric
@attribute LDHH_dit numeric
@attribute WCHU_numberOfMethodsInherited numeric
@attribute LDHH_fanOut numeric
@attribute LDHH_numberOfMethodsInherited numeric
@attribute ck_oo_numberOfMethodsInherited numeric
@attribute ck_oo_numberOfPublicMethods numeric
@attribute class {buggy,clean}

@data
0,0.00603,0,0.083931,0,0.008269,19.2612,0,0,0,0,0,0,3.04,9.64504,0,0,3,31,0,1,2,0,0,6,0,0.015173,2,0,0,0,1.07,0.01169,0.001058,0,4,clean
0,0.001233,0,0.002307,0.000846,0,1.78572,0,0,0,0,0,0,0,0.052765,0,0.001023,10,166,1,1,0,0,0,55,1.01,0.002035,2,0,1.01,0,6.26,0.001686,0.011171,226,9,clean
0,0,0,0.005011,0,0,8.85146,0,0,0,0,0,0,0,9.34635,0,0,0,28,0,1,0,0,0,1,0,0.004528,1,0,0,0,3.11,0,0.012186,18,2,clean
0,0.019684,0,0.011383,0.007348,0.003264,9.8218,0,0,0,0,0,0,1.01,9.38967,0,0.003609,1,20,0,4,16,0,1.01,6,1.01,0.00814,1,0,3.04,0.002921,8.36,0.001436,0.020509,51,4,clean
0,0,0,0.001542,0,0,4.46389,0,0,0,0,0,0,0,9.17814,0,0,0,23,1,2,1,0,0,15,0,0,2,0,0,0,3.19,0,0.012186,28,5,clean
0,0,0,0.003069,0,0,1.49003,0,0,0,0,0,0,0,0.121386,0,0,2,35,0,1,2,0,0,36,0,0,4,0,0,0,0,0.012361,0,9,9,clean
0,0.016288,0,0.003576,0,0,4.81344,0,0,0,1,0,0,0,9.22957,0,0,1,54,0,1,4,0,0,120,0,0,4,0,0,0,1.01,0.005988,0.005924,9,11,clean
5,0.006874,0,0.008524,0,0,1.49003,0,0,0,0,0,0,0,0.121386,0,0,10,190,4,3,1,0,0,36,0,0.004384,4,0,0,0,1.1,0,0.027723,43,4,clean
0,0.001925,0,0.010569,0,0,9.18576,0,0,0,0,0,0,0,9.31033,0,0,0,16,1,1,1,0,0,21,0,0,1,0,0,0,2.02,0,0.009791,14,7,clean
0,0,0,0.002631,0,0,2.38141,0,0,0,0,0,0,0,9.07779,0,0,3,8,0,2,1,0,0,1,0,0,1,0,0,0,0,0,0,13,2,clean
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,2,1,0,0,6,0,0,0,0,0,0,0,0,0,22,1,clean
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,3,0,0,0,0,0,0,0,0,0,0,1.01,0.020279,0.051511,21,1,clean
9,0.001925,0,0.253433,0,0.000625,27.4251,0,5.06,0,0,0,0.013552,1.01,9.88745,0,0,16,293,0,1,2,0,0,55,0,0.048133,2,3,0,0,2.02,0.046727,0.009791,9,2,buggy
0,0,0,0.010632,0,0,5.34175,0,0,0,0,0,0,0,9.21479,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,clean
0,0,0,0.002022,0,0,2.38141,0,0,0,0,0,0,0,9.07779,0,0,0,11,0,1,1,0,0,1,0,0,2,1,0,0,0,0,0,0,2,buggy
0,0.006419,0,0.042586,0,0,18.8025,0,0,0,0,0,0,0,9.6251,0,0,8,58,0,1,3,0,0,78,0,0.003043,6,1,0,0,2.02,0.028026,0.009791,9,13,clean
0,0,0,0.001138,0,0,1.84703,0,0,0,0,0,0,0,9.09329,0,0,6,42,0,2,1,0,0,10,0,0,2,0,0,0,2.02,0,0.031562,32,4,clean
0,0,0,0.001328,0,0,1.84703,0,0,0,0,0,0,0,9.09329,0,0,4,49,0,2,1,0,0,1,0,0,2,0,0,0,2.02,0.008081,0.031562,32,2,clean
1,0,0,0.128868,0,0,16.1747,0,0,0,0,1,0,0,9.53121,0,0,2,41,0,1,0,0,0,36,0,0.007306,2,1,0,0,0,0.006246,0,0,8,clean
3,0.005815,0,0.123265,0.002107,0,16.1305,0,1.01,16,0,0,0.002741,0,9.66116,0,0,7,208,0,1,3,0,0,10,0,0.033268,0,2,1.01,0,2.02,0.015838,0.009791,9,2,clean
0,0,0,0.0024,0,0,3.32672,0,0,0,0,0,0,0,9.15394,0,0,0,43,0,3,1,0,0,15,0,0.006613,2,0,0,0,0,0,0,12,6,clean
0,0,0,0.002305,0,0,5.87331,0,0,1,0,0,0,0,9.21823,0,0,0,50,0,1,6,0,0,28,0,0.003043,1,0,0,0,2.02,0,0.009791,9,8,clean
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,22,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,9,0,clean
0,0,0,0.001328,0,0,1.84703,0,0,0,0,0,0,0,9.09329,0,0,0,3,0,2,0,0,0,0,0,0,1,0,0,0,2.03,0,0.033647,26,1,clean
0,0,0,0.001328,0,0,1.84703,0,0,0,0,0,0,0,9.09329,0,0,0,7,0,1,2,0,0,1,0,0,1,0,0,0,1.15,0,0.002024,0,2,clean
0,0,0,0.002046,0,0,1.49003,0,0,0,0,0,0,0,0.121386,0,0,1,9,0,2,1,0,0,6,0,0,0,0,0,0,1.1,0,0.027723,22,1,clean
0,0,0,0.004579,0,0,2.38141,0,0,0,0,0,0,0,9.07779,0,0,0,58,0,1,1,0,0,6,0,0.004384,1,0,0,0,0,0,0,0,3,clean
1,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,buggy
0,0.004101,0,0.063071,0.018552,0,15.1266,0,0,0,1,0,0,0,9.61627,1.01,0,16,132,0,1,2,0.002086,0,10,0,0.04047,0,1,1.02,0,0,0.045105,0,0,4,clean
0,0,0,0.002141,0,0,3.91697,0,0,0,0,0,0,0,9.15227,0,0,0,12,0,1,0,0,0,10,0,0,3,0,0,0,2.04,0,0.009791,18,5,clean
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,9,3,clean
1,0,0,0.115192,0.003411,0.00249,14.2973,0,1.02,0,0,0,0.002667,1.01,9.5382,0,0,7,119,0,1,2,0,0,55,0,0.011023,3,1,2.03,0,2.02,0.024117,0.009791,9,8,clean
0,0.007699,0,0.037673,0,0.010189,24.3342,0,0,0,0,1,0,1.01,9.84848,0,0,12,61,0,1,4,0,0,21,0,0.016242,2,1,0,0,0,0.009099,0,0,7,clean
5,0,0,0.01074,0,0,1.49003,0,0,0,0,0,0,0,0.121386,0,0,5,217,0,2,0,0,0,561,0,0.004384,7,0,0,0,0,0.029485,0,29,25,clean
0,0,0,0.002846,0,0,1.84703,0,0,0,0,0,0,0,9.09329,0,0,0,32,1,2,1,0,0,6,0,0,0,0,0,0,0,0,0,17,1,clean
0,0,0,0.003144,0,0,4.88878,0,0,0,0,0,0,0,9.22338,0,0,7,70,0,1,2,0,0,15,0,0.003167,6,0,0,0,1.01,0.007203,0.005924,9,6,clean
1,0.006419,0,0.005796,0,0,1.49003,0,0,0,0,0,0,0,0.121386,0,0,5,57,1,2,2,0,0,190,0,0.004384,1,0,0,0,0,0,0,27,19,clean
0,0.001665,1.01,0.01686,0.001104,0,8.59652,0,0,1,0,0,0,0,9.32,0,0,4,34,0,1,3,0,0,21,0,0.000984,1,0,1.03,0,0,0,0,0,7,clean
1,0,0,0.016135,0,0,9.13821,0,1.01,1,0,0,0.002741,0,9.43975,0,0,8,51,1,3,1,0,0,10,0,0.013498,0,1,0,0,2.02,0.012095,0.009791,19,4,clean
0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,clean
0,0.006874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,18,1,clean
0,0,0,0.041414,0,0,6.45512,0,0,0,0,0,0,0,0.209384,0,0,3,101,0,2,0,0,0,153,0,0.003043,9,0,0,0,2.06,0.002623,0.009791,37,18,clean
3,0,0,0.014404,0,0,6.86328,0,0,0,0,0,0,0,9.25516,0,0,2,134,0,1,1,0,0,28,0,0.002936,4,0,0,0,2.02,0.018159,0.009791,9,5,clean
6,0.01368,0,0.154618,0.026657,0.083027,12.4279,0,5.12,0,0,0,0.014561,8.14,9.58268,2.02,0,13,225,1,2,0,0.006911,0,66,0,0.119036,12,0,3.06,0,3.08,0.069897,0.007771,19,5,buggy
0,0,0,0.003009,0,0,6.7028,0,0,0,0,0,0,0,9.24064,0,0,4,23,0,1,1,0,0,21,0,0,2,0,0,0,2.02,0,0.009791,14,7,clean
0,0,0,0.084251,0,0,4.37354,0,0,0,0,0,0,0,0.108897,0,0,0,17,19,3,0,0,0,3,0,0,0,0,0,0,2.02,0,0.009791,76,1,clean
0,0.01572,0,0.02442,0.005965,0,9.43389,0,4.04,0,1,0,0.015014,0,9.38337,3.03,0,5,30,0,2,3,0.011215,1.01,3,0,0.017684,0,2,2.02,0.002266,1.04,0.012901,0.002778,4,1,clean
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,63,0,1,5,0,0,6,0,0,3,0,0,0,0,0,0,29,3,clean
0,0,0,0.001193,0,0,1.49003,0,0,0,0,0,0,0,0.121386,0,0,3,35,0,1,3,0,0,15,0,0.004384,2,0,0,0,0,0.013771,0,9,6,clean
0,0,0,0.004153,0,0,8.1666,0,0,0,0,0,0,0,9.28911,0,0,1,9,0,1,0,0,0,3,0,0,0,1,0,0,2.02,0.003519,0.009791,9,3,clean
0,0,0,0.015277,0,0,14.6179,0,0,0,0,1,0,0,9.49002,0,0,2,12,0,2,0,0,0,6,0,0,0,1,0,0,2.02,0,0.009791,17,0,clean
0,0.056662,0,0.004603,0,0,1.49003,0,0,0,0,0,0,0,0.121386,0,0,0,48,0,2,4,0,0,136,0,0,8,0,0,0,0,0,0,20,17,clean
1,0,0,0.001592,0.006611,0.005116,3.39209,0,1.01,0,0,0,0.005097,1.03,9.15904,0,0,1,39,0,1,4,0,0,45,0,0.00586,7,0,1.03,0,1.02,0.008081,0.005924,18,9,clean
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,57,0,1,0,0,0,10,0,0,0,0,0,0,0,0,0,9,0,clean
0,0,0,0.0037,0,0,7.20108,0,0,0,0,0,0,0,9.29306,0,0,5,47,0,3,1,0,0,6,0,0.003826,1,0,0,0,2.02,0.019468,0.009791,24,3,buggy
4,0.003191,0,0.014103,0.002325,0.002038,4.89334,0,0,1,0,0,0,1.01,9.24327,0,0,22,512,0,1,4,0,0,78,0,0.002779,103,0,1.01,0,3.11,0.01442,0.012165,51,9,buggy
1,0.032793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,0,1,3,0,0,1,0,0,1,0,0,0,0,0,0,9,1,clean
1,0,0,0.023777,0,0,10.4928,0,0,0,0,0,0,0,9.40392,0,0,3,142,1,2,2,0,0,10,0,0.003043,0,0,0,0,2.02,0.021494,0.009791,17,3,clean
2,0,0,0.005149,0,0,8.75899,0,0,0,0,0,0,0,9.33613,0,0,4,116,0,1,1,0,0,15,0,0.009685,4,0,0,0,0,0.016811,0,0,2,clean
1,0,0,0.003192,0,0,4.7898,0,0,0,0,0,0,0,9.21441,0,0,6,21,0,2,0,0,0,10,0,0.003576,1,1,0,0,2.04,0.006515,0.030118,6,4,clean
0,0.006419,0,0.002706,0,0,4.81344,0,0,0,0,0,0,0,9.22957,3.04,0,7,30,0,1,0,0.010534,0,3,0,0,1,0,0,0,0,0,0,0,3,clean
0,0,0,0.001518,0,0,1.84703,0,0,0,0,0,0,0,9.09329,0,0,0,6,0,1,1,0,0,1,0,0,1,0,0,0,1.01,0,0.005924,9,2,clean
0,0.049614,0,0.021405,0.005309,0.002306,5.9245,0,0,0,0,0,0,1.02,9.27239,0,0.005892,0,9,1,5,3,0,2.02,3,2.02,0.006056,0,0,2.07,0.003568,5.26,0.005628,0.016778,60,2,clean
2,0.002888,0,0.011213,0,0.002734,12.6094,0,0,0,0,1,0,1.02,9.44519,0,0,3,37,0,1,5,0,0,6,0,0.003043,4,1,0,0,2.02,0.004111,0.009791,9,2,buggy
2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,91,0,1,2,0,0,45,0,0,5,0,0,0,0,0,0,0,3,clean
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,1,2,0,0,1,0,0,2,0,0,0,0,0,0,9,1,buggy
0,0,0,0.001699,0,0,3.4091,0,0,0,2,0,0,0,9.16273,1.01,0,0,8,0,1,0,0,0,6,0,0,0,0,0,0,1.01,0,0.005924,13,4,clean
2,0.002706,0,0.027596,0.003348,0.003264,3.37801,0,0,0,0,0,0,1.01,9.16485,0,0,9,196,0,1,1,0,0,28,0,0.011097,5,0,1.01,0,0,0.004111,0,0,6,buggy
0,0,0,0.002125,0,0,5.25012,0,0,1,0,0,0,0,9.20025,0,0,2,55,0,1,2,0,0,15,0,0.003043,0,0,0,0,2.02,0,0.009791,9,6,clean
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,79,0,2,1,0,1.01,210,0,0,1,0,0,0.00092,2.26,0,0.008591,54,21,clean
4,0,0,0.00716,0.012529,0.012522,1.49003,0,2.03,0,0,0,0.030978,1.01,0.121386,0,0,2,190,0,1,1,0,0,91,0,0.037217,3,0,1.03,0,0,0.038692,0,0,7,clean
0,0.006419,0,0.001419,0,0,3.24474,0,0,1,0,0,0,0,9.14866,0,0,2,38,0,1,3,0,0,15,0,0,3,0,0,0,2.02,0,0.009791,9,6,clean
0,0,0,0.000341,0,0,1.49003,0,0,0,0,0,0,0,0.121386,0,0,0,6,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,2,clean
0,0,1.01,0,0,0,0,0.001616,0,23,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,clean
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,46,0,1,2,0,0,66,0,0,5,0,0,0,2.02,0,0.009791,9,12,clean
2,0.008372,0,0.070505,0,0.015114,14.923,0,0,0,6,0,0,4.04,9.63668,0,0,9,270,0,1,17,0,0,351,0,0.110511,9,4,0,0,0,0.049711,0,0,13,buggy
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,clean
0,0,0,0.000682,0,0,1.49003,0,0,0,0,0,0,0,0.121386,0,0,2,6,7,3,1,0,0,1,0,0,1,0,0,0,1.1,0,0.027723,39,2,clean
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,36,0,1,1,0,0,15,0,0,2,0,0,0,0,0,0,0,5,clean
1,0.007271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,1,2,0,0,1,0,0,2,0,0,0,0,0,0,9,1,clean
1,0,0,0.047571,0,0,2.57409,0,0,0,0,0,0,0,0.083944,0,0,1,255,0,2,0,0,0,861,0,0.003043,2,0,0,0,2.04,0.002623,0.009791,55,41,clean
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,32,0,1,1,0,0,15,0,0,2,0,0,0,0,0,0,0,4,clean
1,0.006332,0,0.010668,0,0.002482,12.9897,0,1.01,0,0,0,0.002532,1.01,9.47497,0,0,2,36,0,1,2,0,0,15,0,0.016113,1,0,0,0,0,0.007107,0,0,5,clean
19,0.011617,0,0.077994,0.006379,0.012679,10.3831,0,2.1,0,0,0,0.008061,2.04,9.43015,0,0,31,359,0,1,3,0,0,300,0,0.01724,13,0,1.03,0,2.02,0.019992,0.009791,10,6,clean
0,0.002888,0,0.028946,0.001496,0,9.64396,0,0,0,0,0,0,0,9.36684,0,0,0,15,0,1,2,0,3.04,10,0,0.003495,1,1,1.02,0.002893,3.48,0.003237,0.004826,0,5,clean
0,0,0,0.009705,0,0,4.15475,0,0,0,0,0,0,0,9.19857,0,0,4,74,0,1,1,0,0,10,0,0.011097,2,0,0,0,0,0.012361,0,0,5,buggy
16,0,0,0.003997,0,0,6.25082,0,0,0,0,0,0,0,9.28483,0,0,20,480,0,1,16,0,0,990,0,0,14,0,0,0,0,0.003794,0,0,24,clean
0,0,0,0.001138,0,0,1.84703,0,0,0,0,0,0,0,9.09329,0,0.003307,0,8,0,1,0,0,1.03,0,1.02,0.003576,0,0,0,0.00316,2.17,0.005988,0.008829,0,1,clean
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,132,3,2,3,0,0,153,0,0,10,1,0,0,0,0,0,14,18,buggy
0,0.050701,0,0.003862,0,0,6.94961,0,0,0,0,0,0,0,9.26602,0,0.005667,0,21,2,4,22,0,1.01,21,2.02,0,0,0,0,0.002921,14.21,0,0.030356,170,7,clean
0,0,0,0.002663,0,0,4.58293,0,0,0,0,0,0,0,9.17116,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2.02,0,0.009791,9,0,clean
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,197,4,3,1,0,0,703,0,0,15,0,0,0,0,0.009726,0,46,34,clean
0,0.056662,0,0.004022,0,0,8.86608,0,0,0,0,0,0,0,9.30588,0,0,2,31,0,1,6,0,0,1,0,0.001327,0,0,0,0,0,0,0,0,2,clean
0,0.032231,0,0.009474,0,0,5.94514,0,0,0,3,1,0,0,9.22122,1.01,0,1,47,0,1,8,0.001564,0,28,0,0.01023,4,1,0,0,2.04,0.002623,0.009791,18,8,clean
0,0,0,0.005637,0,0,8.75899,0,0,0,0,0,0,0,9.33613,0,0,4,64,0,1,1,0,0,1,0,0.003043,0,0,0,0,2.02,0.01004,0.009791,9,2,clean
0,0.035449,0,0.018519,0.003451,0.02038,6.35853,0,0,0,0,0,0,4.05,9.26124,0,0,13,74,1,2,9,0,2.02,36,0,0.014327,5,0,1.01,0.004493,3.03,0.014292,0.010996,11,9,clean
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,clean
0,0,0,0.011587,0,0.010189,7.47213,0,0,0,0,1,0,1.01,9.3062,0,0,1,26,0,1,1,0,0,1,0,0.00848,1,1,0,0,0,0.001968,0,0,2,clean
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,2,1,0,0,6,0,0,0,0,0,0,0,0,0,12,4,clean
0,0,1.08,0,0,0,0,0.014053,0,28,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,clean
0,0.024845,0,0.002216,0,0,1.49003,0,0,0,0,0,0,0,0.121386,0,0,5,30,4,3,1,0,0,6,0,0,4,0,0,0,1.1,0,0.027723,43,4,clean
3,0,0,0.044483,0.002991,0.00249,14.7562,0,1.01,0,0,1,0.002741,1.04,9.64364,0,0,19,199,1,3,1,0,1.01,91,0,0.023273,7,1,1.01,0.002921,4.06,0.031592,0.014863,21,9,buggy
0,0,0,0.001138,0,0,1.84703,0,0,0,0,0,0,0,9.09329,0,0,2,27,1,2,3,0,0,3,0,0,1,0,0,0,0,0,0,6,3,clean
14,0,0,0.000949,0,0,1.84703,0,0,0,0,0,0,0,9.09329,0,0,10,483,0,1,1,0,0,136,0,0,5,0,0,0,0,0.012361,0,0,3,clean
0,0,0,0.006878,0.018552,0,8.13314,0,1.01,0,0,0,0.019848,0,9.35282,0,0,5,60,0,1,2,0,0,6,0,0.036591,2,0,1.01,0,0,0.047727,0,0,4,clean
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,2,0,0,0,0,0,1,1,0,0,0,0,0,26,1,clean
7,0,0,0.002218,0,0,4.0537,0,0,0,0,0,0,0,9.19955,0,0,9,164,0,3,0,0,0,78,0,0.007599,7,0,0,0,0,0,0,14,6,clean
0,0,0,0.001138,0,0,1.84703,0,0,0,0,0,0,0,9.09329,0,0,2,57,0,1,1,0,0,3,0,0,3,0,0,0,0,0,0,0,3,clean
0,0,0,0.000949,0,0,1.84703,0,0,0,0,0,0,0,9.09329,0,0,4,34,0,1,0,0,0,21,0,0,0,0,0,0,1.01,0,0.005924,10,7,clean
0,0,0,0.099696,0.001158,0,16.189,0,0,0,0,0,0,0,9.58758,0,0,16,59,0,1,0,0,0,6,0,0.01314,1,1,1.01,0,2.02,0.016028,0.009791,11,4,buggy
0,0.051663,0,0.010189,0,0,8.80568,0,0,0,0,0,0,0,9.31926,0,0,1,57,0,1,11,0,0,120,0,0.005593,7,0,0,0,2.04,0,0.009791,18,16,clean
0,0,0,0.006846,0,0.003108,2.38141,0,0,0,0,0,0,1.01,9.07779,0,0,11,42,0,1,0,0,0,0,0,0.004384,2,0,0,0,0,0.003258,0,9,1,clean
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,clean
0,0,0,0.000949,0,0,1.84703,0,0,0,1,0,0,0,9.09329,0,0,0,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,clean
1,0.032117,0,0.012933,0.030681,0.025774,2.38141,0,1.01,0,0,0,0.019848,3.08,9.07779,0,0.018086,27,96,6,3,3,0,1.01,28,2.06,0.04419,3,0,3.05,0.009752,3.3,0.045724,0.03839,57,3,clean
1,0,0,0.001386,0,0,4.17741,0,0,0,1,0,0,0,9.19476,0,0,5,144,0,1,3,0,0,105,0,0,6,0,0,0,0,0,0,0,5,buggy
3,0,0,0.009788,0,0,5.39677,0,0,0,3,0,0,0,9.26485,0,0,23,238,0,1,16,0,0,36,0,0.023981,4,0,0,0,0,0.009083,0,0,6,buggy
0,0,0,0.00027,0,0,1.53097,0,0,0,0,1,0,0,0.07156,0,0,1,11,0,1,0,0,0,1,0,0,1,1,0,0,1.02,0,0.005924,18,2,clean
0,0,0,0.001328,0,0,1.84703,0,0,0,0,0,0,0,9.09329,0,0,2,13,1,2,0,0,0,3,0,0,2,0,0,0,0,0,0,15,1,clean
2,0.00987,0,0.299901,0.02053,0.025005,32.6127,0,3.11,0,0,3,0.015987,7.13,10.1712,0,0,19,170,0,1,2,0,0,136,0,0.050886,7,3,4.11,0,0,0.053431,0,0,15,clean
0,0.056662,0,0.010797,0,0,7.42519,0,0,0,0,0,0,0,9.25225,0,0,3,10,0,2,2,0,0,1,0,0.000984,1,0,0,0,2.02,0.017949,0.003725,7,1,clean
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,2,1,0,0,6,0,0,0,0,0,0,0,0,0,22,1,clean
0,0.019911,0,0.027888,0,0,13.6291,0,0,0,11,0,0,0,9.47343,1.01,0,7,78,0,1,18,0.013005,0,28,0,0.005354,0,0,0,0,2.02,0.00879,0.009791,9,4,clean
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,78,0,2,1,0,0,45,0,0.003043,6,0,0,0,2.06,0.035034,0.009791,35,4,clean
0,0,0,0.002373,0,0,3.4091,0,0,0,0,0,0,0,9.16273,0,0.003609,2,64,0,2,0,0,0,3,1.03,0,1,0,0,0,2.02,0.008081,0.031562,32,2,clean
0,0.059302,0,0.021409,0.009533,0.002734,7.39043,0,0,0,5,0,0,1.01,9.35739,5.05,0,16,194,0,1,57,0.016904,0,496,0,0.0155,1,0,3.03,0,1.01,0.019565,0.005924,9,32,clean
0,0,0,0.007559,0,0,7.52371,0,0,0,0,0,0,0,9.27294,0,0,1,21,0,1,1,0,0,3,0,0,0,0,0,0,0,0.005988,0,0,3,clean
0,0,0,0.003644,0,0.010189,9.63232,0,0,0,0,0,0,1.01,9.33773,0,0,1,12,0,1,1,0,0,1,0,0.010642,1,0,0,0,0,0,0,0,2,clean
1,0,0,0.036347,0,0.010189,8.95846,0,0,0,0,0,0,1.01,9.33124,0,0,5,55,0,1,1,0,0,6,0,0.002506,1,0,0,0,0,0.006183,0,0,3,clean
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,26,1,clean
0,0,0,0.002106,0,0,6.73823,0,0,0,0,0,0,0,9.26259,0,0,1,23,0,1,0,0,0,0,0,0.003043,2,0,0,0,0,0,0,0,1,clean
0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,clean
0,0.025853,0,0.056074,0.000375,0,16.2476,0,0,0,0,1,0,0,9.53611,0,0,12,78,0,1,2,0,0,6,0,0.003863,1,1,1.01,0,2.02,0.008025,0.009791,9,4,clean
0,0,0,0.007706,0,0,5.94514,0,0,0,0,1,0,0,9.22122,0,0,1,38,0,3,0,0,0,15,0,0.01023,3,1,0,0,2.08,0.002623,0.009791,52,6,clean
0,0.011227,0,0.008403,0,0,14.1427,0,0,0,0,1,0,0,9.51268,0,0,1,20,0,1,2,0,0,1,0,0.00226,1,1,0,0,0,0,0,0,1,clean
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,40,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,clean
0,0.013582,0,0.003613,0,0,4.81344,0,0,0,2,0,0,0,9.22957,0,0,6,64,2,2,1,0,0,21,0,0,0,0,0,0,1.01,0.005988,0.005924,25,7,clean
