@relation 'columba-weka.filters.unsupervised.attribute.Remove-R1,2-weka.filters.unsupervised.attribute.Remove-R2-3,5-6,10,12-14'

@attribute ns numeric
@attribute entropy numeric
@attribute lt numeric
@attribute fix numeric
@attribute ndev numeric
@attribute npt numeric
@attribute bug {1,0}

@data
1,0.925896,96.7,0,9,0.8,1
1,0,61,1,4,1,0
1,0,69,1,4,1,1
1,0.522559,70.5,0,5,1,1
1,0,54,1,4,1,0
1,0,50,0,3,1,0
1,0,36,0,2,1,0
1,0.783602,83.4,1,8,0.8,1
1,0.65504,121.034483,0,10,0.931034,1
1,0.400978,120.25,0,10,0.625,1
1,0.880036,134.411765,0,11,0.647059,1
1,0,196,1,7,1,0
1,0,226,1,7,1,1
1,0,221,1,6,1,0
1,0.557165,214.7,0,9,0.5,1
1,0.570601,72,1,4,1,0
1,0,153,1,4,1,0
1,0,0,0,1,1,0
1,0,29,0,1,1,0
1,0,23,0,4,1,1
1,0,22,0,4,1,0
1,0,266,0,2,1,0
1,0.944387,130,0,2,0.5,1
1,0,142,1,1,1,0
1,0.983802,111.333333,1,3,1,0
1,0,79.5,0,1,0.166667,1
1,0,7,0,1,1,0
1,0,48,0,1,0.5,0
1,0,148,1,1,1,1
1,0,145.4,0,1,0.2,1
1,0,90,0,3,1,0
1,0.19095,148,0,2,0.5,0
1,0,443,0,3,1,0
1,0,442,0,3,1,0
1,0,465,1,2,1,0
1,0,246,0,2,1,0
1,0,246,0,2,1,0
1,0.881291,230.5,0,1,0.5,0
1,0,62,0,2,1,0
1,0,61,1,1,1,0
1,0,20.5,0,1,0.25,1
1,0,326,1,2,1,0
1,0.563103,276,0,3,0.5,1
1,0.238256,208.666667,0,8,1,0
1,0.905818,157.75,1,3,0.75,0
1,0.537199,53.625,0,7,0.75,0
1,0.977418,167,0,2,1,0
1,0,304,1,2,1,0
1,0,302,1,2,1,0
1,0.463214,172,1,7,0.75,1
1,0.988699,171.5,1,1,0.5,0
1,0,25.5,1,1,0.5,0
1,0,212,1,6,1,0
1,0,212,1,6,1,0
1,0,212,1,6,1,1
1,0,209,1,6,1,0
1,0.93906,235.5,1,7,1,1
1,0,212,1,6,1,1
1,0,201,0,5,1,1
1,0,196,1,4,1,0
1,0,196,1,4,1,1
1,0,196,0,4,1,0
1,0,196,0,4,1,0
1,0,195,1,3,1,0
1,0,194,1,3,1,1
1,0,191,1,3,1,0
1,0.99806,119.5,0,3,1,1
1,0,168,1,2,1,0
1,0,168,1,2,1,0
1,0,215,0,1,1,1
1,0.834696,82.164384,0,11,0.30137,1
1,0.917066,56.5,1,5,0.25,0
1,0,87,1,1,1,0
1,0,70,0,1,1,0
1,0,336,1,5,1,0
1,0,335,0,5,1,0
1,0,332,1,5,1,1
1,0,247,0,4,1,0
1,0,248,1,3,1,0
1,0,247,1,3,1,1
1,0,171,0,3,1,0
1,0,183,1,3,1,0
1,0.976635,118.5,0,3,1,1
1,0,225,1,3,1,0
1,0.208181,230,0,5,1,1
1,0.619164,155.3,1,7,0.5,1
1,0.401473,165.25,1,8,0.75,1
1,0,254,1,2,1,0
1,0.687401,77.5,0,8,0.5,1
1,0,51.9375,0,1,0.0625,1
1,0.742737,38.535211,0,10,0.140845,0
1,0.865247,63.111111,1,6,0.222222,1
1,0,18,0,1,1,0
1,0,65,1,5,1,0
1,0.804789,43.444444,0,6,0.555556,1
1,0.946395,190,0,6,1,0
1,0.874754,41.933333,0,11,0.377778,0
1,0,67,0,4,1,0
1,0,81,0,4,1,1
1,0.774237,74.428571,0,7,1,0
1,0.901228,83.333333,0,2,1,0
1,0,26.5,0,1,0.5,1
1,0,33,1,1,1,0
1,0,10,0,1,1,0
1,0.721928,108,1,5,1,0
1,0,95,0,2,1,0
1,0,83,0,2,1,0
1,0,81,0,2,1,0
1,0,77,0,1,0.25,1
1,0.718339,92.333333,0,1,0.666667,0
1,0,102,1,5,1,0
1,0,98,1,5,1,1
1,0,81,1,5,1,1
1,0,79,1,5,1,0
1,0,77,0,4,1,1
1,0.438432,90.1875,0,6,0.6875,1
1,0.892008,79.333333,0,2,0.666667,1
1,0,0,0,2,1,0
1,0,56,1,2,1,0
1,0,56,0,2,1,1
1,0,75,1,7,1,0
1,0,74,1,7,1,1
1,0,73,1,7,1,1
1,0.719411,57.75,1,6,0.75,1
1,0,114,1,6,1,1
1,0,112,0,6,1,1
1,0,125,1,5,1,1
1,0,95,1,5,1,0
1,0,93,1,5,1,1
1,0,94,1,2,1,1
1,0,92,0,2,1,0
1,0,93,1,2,1,1
1,0,95,1,3,1,0
1,0,29,0,1,1,1
1,0,91,0,1,1,0
1,0,35,0,1,1,1
1,0.906184,179.2,0,12,1,0
1,0,251,1,4,1,0
1,0.457106,189.25,0,7,0.5,0
1,0.906735,108.25,0,9,0.75,0
1,0.976161,141.5,0,4,0.5,0
1,0.28317,226,0,4,1,0
1,0.59861,156.25,1,4,1,1
1,0,252,1,3,1,1
1,0,255,0,2,1,1
1,0,269,1,2,1,0
1,0,272,1,2,1,0
1,0.67828,88.2,0,1,0.6,1
1,0,272,1,1,1,1
1,0.468996,144.5,0,3,1,0
1,0,30.5,0,1,0.5,0
1,0,90.333333,0,2,0.666667,1
1,0,0,0,1,0.5,0
1,0,40,0,1,1,0
1,0.555105,45.939394,0,5,0.69697,1
1,0,182,1,5,1,0
1,0,227,0,5,1,0
1,0,230,0,5,1,0
1,0,234,1,4,1,0
1,0,232,1,4,1,0
1,0.810403,175.4,0,4,0.8,1
1,0.817111,89,0,2,0.416667,1
1,0.864974,239,1,1,0.333333,1
1,0.324903,243.25,1,1,0.5,1
1,0,49,1,5,1,0
1,0.61665,108.142857,1,5,0.714286,1
1,0,55,1,4,1,0
1,0.413817,146,0,4,1,1
1,0,40,0,3,1,0
1,0,45,0,2,1,1
1,0.781673,80,1,3,0.857143,1
1,0,51.416667,0,1,0.083333,1
1,0,33.333333,0,1,0.333333,0
1,0,60,0,1,0.5,0
1,0.680119,32.666667,0,6,1,1
1,0,16,0,1,1,0
1,0,100,1,3,1,0
1,0,97,0,2,1,0
1,0.587627,61.769231,0,5,0.692308,1
1,0,3,0,1,1,0
1,0,282,1,7,1,0
1,0,283,0,7,1,0
1,0.627519,102,0,9,0.8,1
1,0,212,0,7,1,0
1,0.321579,93.8,0,8,1,1
1,0.970951,202,1,7,1,0
1,0.833616,129.6,1,9,0.8,0
1,0,223,1,7,1,1
1,0.911342,149.5,1,6,1,1
1,0.562287,89.714286,1,8,0.857143,0
1,0.322757,135,1,6,1,0
1,0.997503,133,1,6,1,1
1,0,219,0,4,1,0
1,0,265,1,4,1,0
1,0,256,1,4,1,1
1,0,274,1,4,1,1
1,0,274,1,4,1,0
1,0.163861,199.5,0,4,1,0
1,0,244,0,4,1,0
1,0,260,0,4,1,0
1,0,276,0,4,1,1
1,0,245,1,4,1,0
1,0,225,0,4,1,0
1,0.57938,92.333333,0,4,1,0
1,0.642256,137,1,4,1,0
1,0.539126,96.5,0,3,0.5,1
1,0.30362,159.454545,0,4,0.727273,1
1,0.87112,98.333333,1,3,0.833333,1
1,0.379022,75.444444,0,2,1,0
1,0,244,0,2,1,0
1,0.70255,258.666667,0,2,1,1
1,0.488622,380.428571,0,3,1,1
1,0,260,1,1,1,0
1,0,250,0,1,1,0
1,0.758503,117.333333,0,1,1,0
1,0.217818,130.5,0,9,1,0
1,0,39,0,1,1,0
1,0,20,1,1,0.5,1
1,0,13,0,1,1,0
1,0,152,0,5,1,0
1,0,152,0,5,1,0
1,0.503258,338.5,1,6,1,0
1,0.297693,103,1,8,1,1
1,0.165427,211.5,0,8,1,1
1,0.402613,116.8,1,9,0.6,1
1,0.467442,117.857143,0,8,0.857143,1
1,0,176,1,4,1,0
1,0.786854,75.4,0,4,0.5,1
1,0,195,1,4,1,0
1,0.713857,157.333333,0,4,1,1
1,0.512185,82.666667,0,4,1,1
1,0.721928,271,1,4,1,0
1,0,283,1,4,1,0
1,0,283,0,4,1,0
1,0,294,1,4,1,0
1,0,298,1,2,1,0
1,0.556242,167.5,1,1,0.5,0
1,0.89771,135.6,1,1,0.2,1
1,0,271,1,1,1,1
1,0.338386,67.416667,0,9,0.583333,1
1,0.74638,89.666667,0,11,1,0
1,0,31,0,1,1,0
1,0.865888,112.666667,0,3,0.5,0
1,0,38,1,1,1,0
1,0.650022,88,0,8,0.5,0
1,0,62,0,3,1,1
1,0,55,1,1,1,0
1,0.741274,95.7,0,1,0.6,1
1,0.833502,34.166667,0,5,0.5,1
1,0.934068,46,1,5,0.5,0
1,0.908622,37.666667,0,5,0.166667,1
1,0.999812,43,0,2,0.25,0
1,0.792481,27.75,1,1,0.25,0
1,0.841761,46.25,0,3,0.5,0
1,0.996493,52.833333,0,2,0.033333,0
1,0.937765,54.512821,0,3,0.179487,1
1,0.996155,37.962963,0,1,0.074074,0
1,0,45.846154,0,1,0.038462,1
1,0.999236,43.5,0,3,0.333333,0
1,1,47,0,2,0.666667,0
1,0,15,0,1,1,0
2,0.950148,86,0,6,0.7,0
1,0,57,0,6,1,0
1,0,60,1,6,1,0
1,0,64,0,3,1,0
1,0,63,0,3,1,0
1,0,66,0,2,1,0
1,0,54,0,3,1,0
1,0.710656,140.5,0,4,0.75,0
1,0.897759,82,0,2,0.666667,0
1,0,51,0,1,0.5,0
1,0,38,0,1,1,0
1,0,0,0,2,1,0
1,0.434973,565,0,2,1,0
1,0.982389,296.4,0,1,0.6,0
1,0,1100,0,1,1,1
1,0,1064,0,1,1,0
1,0,0,0,2,0.25,0
1,0,60,0,1,1,0
1,0.707057,71.5,0,3,0.75,1
1,0,40,0,1,1,0
1,0,38.5,0,1,0.5,0
1,0.668742,82.75,1,4,1,0
1,0.668549,50.280992,0,11,0.132231,1
1,0.66021,82,0,5,0.75,0
1,0,35,0,1,1,0
1,0.999992,41,1,3,0.5,1
1,0,35,0,3,1,1
1,0.862187,58.837209,0,4,0.418605,1
1,0,37,1,1,1,1
1,0,37,0,1,0.5,1
1,0.775138,95.071429,1,5,0.428571,1
1,0.986006,44.909091,0,5,0.386364,1
1,0.999745,43.25,0,3,0.166667,0
1,0.607847,54.222222,0,9,0.555556,1
1,0.702988,76.75,0,9,0.625,0
1,0.925375,48.142857,0,5,0.571429,0
1,0.991118,60.25,0,1,0.5,0
1,0.774998,119.222222,0,4,0.888889,1
1,0.621417,120.888889,0,3,0.777778,1
1,0,47,0,2,1,0
1,0,44,1,1,1,0
1,0,26,0,1,1,1
1,0.541968,64.875,1,8,0.625,1
1,0,25.666667,0,1,0.333333,0
1,0,60,1,1,1,0
1,1,46.125,0,4,0.125,0
1,0.999346,41.166667,0,3,0.333333,0
1,0,41,1,1,1,0
1,0,34,0,4,1,0
1,0.987538,33.9,0,7,0.1,1
1,0,30,1,4,1,0
1,0,58,0,1,0.25,1
1,0,83.666667,0,2,1,0
1,0,50,0,1,1,0
1,0.966334,35.5,0,4,1,1
1,0,47,0,2,1,0
1,0.808611,45.588235,0,10,0.098039,1
1,0,42,0,2,1,0
1,0,44.111111,0,1,0.111111,1
1,0,116,1,6,1,0
1,0,114,0,5,1,1
1,0.639629,70.6,0,5,0.6,1
1,0.963398,46.698925,0,7,0.354839,0
1,0,88,0,3,1,1
1,0,31,0,1,1,0
1,0,57,1,5,1,1
1,0,79,1,2,1,0
1,0,81,0,3,1,0
1,0,40.166667,0,1,0.166667,1
1,0,34,0,1,1,1
1,1,36.666667,0,1,0.333333,0
1,0.874422,53.235294,1,6,0.323529,1
1,0,56,0,3,1,1
1,0,58,0,3,1,0
1,0.861353,50.4,0,4,1,0
1,0.912734,53,0,2,0.5,0
1,0.985228,53,0,2,0.5,0
1,0,23,0,4,1,0
1,0.863121,100,0,4,1,0
1,0.627766,13.666667,0,3,0.333333,0
1,0.553231,48.833333,0,2,1,0
1,0,24.5,0,1,0.5,1
1,0,61,0,1,1,0
1,0,52,0,4,1,0
1,0.565218,122.333333,0,6,1,1
1,0,41,0,4,1,0
1,0,34,0,4,1,0
1,0,34,1,4,1,1
1,0,25,1,4,1,1
1,0.726821,31,0,4,0.384615,0
1,0,39,0,4,1,0
1,0.724617,349.666667,1,6,1,0
1,0.744154,149.166667,1,6,0.833333,0
1,0.666914,183.333333,1,4,1,0
1,0.867614,66,1,3,0.333333,1
1,0,75,0,2,1,0
1,0.424087,177,1,4,0.75,0
1,0,81,0,2,1,1
1,0.754697,53.7,0,3,0.5,1
1,0.558765,239.4,0,3,1,0
1,0.695061,32.796296,0,4,0.185185,1
1,0,77,0,2,1,0
1,0,75,0,2,1,0
1,0,75,1,2,1,0
1,0.980834,93.333333,0,8,0.666667,0
1,0,57.333333,0,1,0.333333,0
1,0,107,0,2,1,0
1,0,107,0,2,1,0
1,0.635011,150.636364,1,1,0.818182,0
1,0,114,0,1,0.25,1
1,0,88,0,3,1,0
1,0,112,1,2,1,1
1,0,116,1,1,1,0
1,0,126,1,2,1,0
1,0,3,0,1,1,0
1,0,51,0,1,1,0
1,0,6,1,1,1,0
1,0.91076,66.2,0,4,0.4,1
1,0.954434,29,0,2,1,0
1,0.716086,123.666667,0,5,1,0
1,0,86,1,1,1,0
1,0,83,1,1,1,1
1,0,62,0,1,1,0
1,0,84,0,1,0.090909,1
1,0,144,1,4,1,0
1,0,140,0,4,1,0
1,0.308399,133.75,1,5,1,0
1,0,157,0,4,1,1
1,1,33.5,0,2,0.5,0
1,0,39.166667,0,1,0.166667,0
1,0.596744,175,0,3,1,0
1,0,20,1,1,1,1
1,0,46,1,1,1,0
1,0.883585,65.5,1,5,1,0
1,0.978928,101.666667,1,5,1,0
1,0,93,1,4,1,0
1,0.513588,96,0,2,1,1
1,0.975379,34.833333,1,4,0.166667,1
1,0.861646,48,0,2,1,0
1,0.607907,35.230769,0,4,0.230769,1
1,0,113,1,2,1,0
1,0,113,0,1,1,1
1,0,45,0,1,1,0
1,0,39,1,1,1,0
1,0.810143,59.6,1,5,0.8,0
1,0,24,1,2,1,0
1,0,20,0,1,1,1
1,0,10.5,0,1,0.5,0
1,0.980656,72.222222,0,10,0.296296,0
1,0,64,1,1,1,0
1,0,54,0,1,1,0
1,0.95209,103,0,2,1,1
1,0,42.666667,0,1,0.333333,1
1,0.49624,38,0,4,1,0
1,0,3,0,1,1,0
1,0,68.571429,0,1,0.071429,1
1,0.979393,36.5,0,11,0.178571,0
1,0.91464,106.047619,1,7,0.380952,1
1,0.680936,142.6,0,4,0.4,0
1,0.250894,102.2,0,4,0.6,1
1,0.804001,64,0,3,0.666667,0
1,0.89388,125.114286,0,3,0.2,1
1,0.761905,127.6875,1,2,0.25,1
1,0.822164,85.384615,0,1,0.307692,1
1,0,0,0,2,1,0
1,0,238,1,2,1,0
1,0.399887,169,1,2,1,0
1,0,84,1,1,1,1
1,0.813986,191.333333,1,5,1,1
1,0,155,1,2,1,0
1,0.952251,113.6,1,3,0.8,1
1,0,0,0,1,1,0
1,0,338,0,3,1,0
1,0.943114,189.25,0,2,0.75,0
1,0.176045,291,0,4,1,0
1,0,164,1,5,1,0
1,0,356,1,1,1,0
1,0,369,1,1,1,0
1,0.933748,238.833333,0,3,0.833333,0
1,0,640,1,3,1,1
1,0.067222,333,0,3,0.5,1
1,0.090262,457,0,2,1,1
1,0.693943,305.5,0,3,1,1
1,0.722743,68.653061,0,10,0.632653,1
1,0,136,0,1,1,0
1,0,39.5,0,1,0.5,1
1,0,140.5,0,1,0.5,1
1,0.537289,90.75,0,6,0.75,0
1,0,87,1,5,1,0
1,0.722594,144.888889,0,6,0.777778,1
1,0.195147,347.5,1,5,1,0
1,0.666737,144.142857,0,6,0.857143,0
1,0,84,0,3,1,0
1,0.972005,168.75,0,6,1,0
1,0.068703,280.5,1,3,1,0
1,0.802219,46.421053,0,3,0.368421,1
1,0.082595,59.428571,1,3,0.714286,1
1,0,112,1,1,1,0
1,0,167,0,1,1,0
1,0.904467,98.75,1,3,0.75,0
1,0.767578,56.959184,0,10,0.44898,1
1,0,127,1,3,1,0
1,0,129,0,3,1,0
1,0.840034,182.75,0,2,0.583333,0
1,0,37,0,1,0.5,0
1,0,151,1,4,1,0
1,0,134,0,3,1,1
1,0.322757,115.5,1,3,1,1
1,0.077501,121,0,5,1,1
1,0,134,1,3,1,1
1,0,134,1,3,1,1
1,0,26,1,1,1,0
1,0,239,0,1,0.2,1
1,0,47.5,0,1,0.25,1
1,0,57,0,1,1,0
1,1,47,1,6,0.833333,1
1,0,56,1,4,1,1
1,0.816421,84.151515,0,3,0.545455,0
1,0,43,1,4,1,0
1,0,44,1,4,1,0
1,1,47.111111,0,6,0.111111,0
1,0,51,1,3,1,0
1,0,42.142857,0,1,0.142857,1
1,0.982218,40.8,1,7,0.2,0
1,0,38,1,3,1,1
1,0.116003,143,0,6,0.5,1
1,0,33,1,5,1,1
1,0.942984,553.4,0,3,1,0
1,0.642794,200.75,0,2,0.875,0
1,0.687193,270.5,0,1,1,0
1,0.826074,336.333333,0,1,1,0
1,0,0,0,2,1,0
1,0,42,1,2,1,0
1,0,51,1,2,1,0
1,0,50,0,2,1,0
1,0,286,0,1,0.5,1
1,0,45,0,1,1,1
1,0.450742,59.52,0,10,0.36,1
1,0.739978,85.666667,1,8,0.666667,1
1,0.658536,53,0,3,0.666667,1
1,0,50,0,1,0.5,1
1,0,66,1,5,1,0
1,0.970951,57,1,5,1,0
1,0,61,0,4,1,0
1,0,52,0,5,1,0
1,0.444463,185.75,0,3,1,1
1,0,108,0,2,1,0
1,0,105,1,1,1,0
1,0,102,0,1,1,1
1,0,41,0,3,1,0
1,0,30,0,1,1,0
1,0,30,1,4,1,0
1,0,18,0,1,1,0
1,0,41,1,1,1,1
1,0,32,1,4,1,0
1,0.839009,185.857143,0,3,0.714286,0
1,0,32,0,2,1,0
1,0.965634,262.666667,1,2,1,0
1,0,21,0,1,1,0
1,0,33,0,1,1,0
1,0.793049,24,0,1,0.5,0
1,0,22.666667,0,1,0.333333,0
1,0,61.363636,0,1,0.090909,1
1,0.811551,87.7,0,10,0.6,0
1,0,51,1,4,1,0
1,0.319112,86.5,1,4,1,1
1,0,27,0,1,0.25,0
1,0.991076,37.5,0,2,0.5,0
1,0.3441,189.875,1,9,0.75,1
1,0.997357,150.5,1,4,0.5,1
1,0.999249,145.5,1,4,0.5,1
1,0.703789,101.933333,1,7,0.533333,1
1,0,143,1,1,1,0
1,1,111,0,3,0.5,0
1,0,94,1,2,1,0
1,0.439775,143.777778,0,1,1,0
1,0,110,0,5,1,0
1,0,104,1,5,1,0
1,0.877212,93.666667,0,11,0.222222,0
1,0.140335,206,0,7,1,1
1,0.879992,71.178571,1,7,0.535714,1
2,0.922593,60.493961,0,9,0.289855,1
1,0,91,1,5,1,0
1,0.613527,85.25,1,5,1,1
1,0,84,0,3,1,1
1,0,114,0,1,1,0
1,0.813572,70.321429,0,2,0.25,0
1,0.764205,78,0,1,1,0
1,0,154,1,5,1,0
1,0.855236,183.833333,0,7,1,1
1,0,154,1,4,1,0
1,0,119,1,4,1,1
1,0,116,1,4,1,0
1,0.045459,140,1,6,0.8,1
1,0.955161,240.428571,0,5,0.857143,0
1,0.664695,110,0,3,1,1
1,0.515947,137,0,2,1,0
1,0,130.25,0,1,0.25,1
1,0.53496,151.833333,0,1,0.666667,0
1,0.640383,132.272727,0,1,0.454545,0
1,0,15,1,1,1,0
1,0,65,0,2,1,0
1,0.993709,108.648649,0,5,0.324324,0
1,0,62.5,0,1,0.25,1
2,0.590937,56.129032,0,6,0.709677,0
1,0.66621,133.4,0,1,0.6,0
1,0,43,1,2,1,0
1,0,26,0,2,1,0
1,0,22,0,2,1,0
1,0,23,0,2,1,0
1,0,18,0,1,1,0
1,0,0,0,3,0.5,0
1,0,19,0,1,1,1
1,0,19,0,1,1,1
1,0,0,0,4,0.75,0
1,0,95,0,1,1,1
1,0,8,0,1,1,0
1,0,140,1,2,1,0
1,0,139,0,2,1,0
1,0.853637,60.8,1,5,0.333333,1
1,0.318301,62.142857,1,5,0.571429,0
1,0.968022,183.3,0,5,0.6,1
1,0,132,0,2,1,0
1,0,128,0,2,1,0
1,0,130.9375,0,1,0.0625,1
1,0,130,1,3,1,0
1,0,93,0,5,1,0
1,0,89,1,4,1,0
1,0.543564,91,1,2,1,0
1,0,79,0,1,1,0
1,0.736524,47.285714,0,7,0.857143,0
1,0.880055,110.833333,1,5,0.5,1
1,0,94,1,1,1,0
1,0.747631,89.666667,1,3,0.5,1
1,0.333088,131.333333,0,1,0.666667,1
1,0.943381,55.333333,0,2,0.666667,0
1,0.894107,26,1,4,1,0
1,0,23,0,1,1,0
1,0.608495,42.810811,0,3,0.189189,1
1,0,7.2,0,1,0.2,1
1,0,99,1,1,0.5,0
1,0,825,1,4,1,0
1,0,820,1,4,1,0
1,0.721928,659.5,1,10,1,0
1,0,799,1,4,1,0
1,0.684038,502.5,0,6,1,0
1,0,809,1,4,1,0
1,0,802,1,4,1,0
1,0,802,0,4,1,0
1,0,802,0,4,1,0
1,0,799,0,4,1,1
1,0,830,1,4,1,0
1,0,829,0,4,1,1
1,0,816,1,4,1,0
1,0,817,0,4,1,0
1,0,812,0,4,1,0
1,0,812,0,4,1,1
1,0,813,1,4,1,0
1,0,812,1,4,1,0
1,0,812,1,4,1,1
1,0,762,0,4,1,0
1,0.559076,103.64,0,10,0.44,1
1,0.835817,154.8,0,8,0.4,0
1,0.999142,570.5,1,9,1,0
1,0,741,1,4,1,0
1,0,665,0,4,1,0
1,1,400.5,1,6,1,0
1,0,585,0,3,1,1
1,0,580,1,3,1,0
1,0,578,1,3,1,0
1,0,509,1,3,1,0
1,0.043676,410.5,1,4,1,0
1,0,289.666667,0,1,0.333333,0
1,0,43,1,1,1,0
1,0,23,0,2,1,0
1,0,31.6,1,1,0.2,1
1,0,32,0,2,1,0
1,0.787123,43,0,6,0.5,1
1,0,54,0,3,1,0
1,1,23,1,2,0.5,1
1,0,155,0,1,1,0
1,0,8,0,1,1,0
1,0,147,0,3,1,0
1,0,145,0,3,1,0
1,0.953598,151.777778,1,7,0.555556,0
2,0.50723,60.826087,0,3,0.521739,1
1,0,152,0,3,1,0
1,0,65,1,3,1,0
1,0,80,0,3,1,0
1,0,78,0,3,1,0
1,1,38.5,0,3,1,1
1,0,59,0,3,1,0
1,0,59,0,3,1,0
1,0.766777,107.5,0,5,0.666667,1
1,0.679667,121.333333,0,2,1,0
1,0.284731,96.666667,0,2,0.833333,1
1,0,52,0,1,0.5,0
1,0,60,0,1,1,0
1,0.441552,216,1,10,1,0
1,0,130,1,2,1,1
1,0.503258,57,0,5,1,0
1,0.695248,104.538461,0,7,0.692308,0
1,0,56.142857,0,1,0.071429,1
1,0,14,1,1,1,0
1,0.707384,72.666667,0,6,1,1
1,0,9.666667,0,1,0.333333,0
1,0,74,0,2,1,0
1,0.94387,34,0,5,0.571429,1
1,0.945357,36,0,1,0.5,0
1,0.833078,52.717949,0,6,0.358974,1
1,0,48.333333,0,1,0.333333,0
1,0,56,1,2,1,0
1,0,50,0,1,1,1
1,0,56,1,2,1,0
1,0,51,0,1,1,0
1,0.99901,221,1,4,0.5,0
1,0,356,0,3,1,1
1,0,356,1,3,1,0
1,0,358,1,3,1,0
1,0.886541,210,1,4,1,1
1,0.918296,269.5,1,4,1,0
1,0,359,0,3,1,0
1,0,359,1,3,1,1
1,0,359,1,2,1,0
1,0,359,0,1,1,1
1,0,6,0,1,1,0
1,0,160,0,3,1,0
1,0.212322,181.666667,0,4,1,1
1,0,158,0,3,1,0
1,0,154,1,3,1,0
1,0.898515,115.5,1,4,0.75,1
1,0,124,1,2,1,1
1,0.372256,100,0,2,0.6,1
1,0,121,1,2,1,0
1,0,128,0,2,1,0
1,0,130,1,2,1,0
1,0.757335,116,0,4,0.8,1
1,0,38,1,2,1,0
1,0.850946,125,0,2,0.666667,1
1,0.622713,155,0,2,0.333333,1
1,0,98,0,2,1,0
1,0,78,1,4,1,0
1,0,40,0,1,1,1
1,0,50,1,2,1,0
1,0,49,1,2,1,1
1,0,37.333333,0,1,0.333333,1
1,0,187,0,3,1,0
1,0,188,0,3,1,0
1,0,142,0,3,1,0
1,0.905619,73.666667,1,3,1,1
1,0.600719,93.833333,0,4,0.666667,1
1,0.751661,106,0,5,0.8,1
1,0.071759,133.5,0,4,1,0
1,0,110,0,2,1,0
1,0.659248,94.666667,1,2,0.666667,1
1,0,210,0,2,1,0
1,0,209,0,2,1,0
1,0,142.142857,0,1,0.142857,1
1,0.836641,171.5,0,2,1,0
1,0,0,0,5,0.333333,0
1,0,6.5,0,1,0.25,0
1,0.846139,94.25,0,5,0.5,1
1,0,48,0,1,1,0
1,0.167027,42.5,0,4,1,0
1,0.677787,56.142857,0,5,0.357143,1
1,0,6,1,1,1,1
1,0,0,0,1,1,0
1,0.952603,62.086957,0,2,0.130435,0
1,0,4.666667,0,1,0.333333,0
1,0,0,0,1,1,0
1,0,1.153846,0,3,0.538462,0
1,0,8.6,0,1,0.1,1
1,0,73.666667,0,1,0.333333,1
1,0.703258,67.722222,0,5,0.611111,0
1,0.385823,64.875,0,2,0.625,1
1,0,0,0,1,1,0
1,0,0,0,1,1,0
1,0.927115,54.333333,0,1,0.333333,0
1,0,19,1,1,1,0
1,0.525855,51.3,0,4,0.8,1
1,0,23,0,4,1,0
1,0,0,0,1,1,0
1,0,6,0,1,1,0
1,0,6,0,1,1,0
1,0.281911,167.75,1,7,1,1
1,0,24.333333,0,1,0.333333,1
1,0.781513,104.75,1,2,0.75,0
1,0,55,0,2,1,0
1,0,0,1,2,1,0
2,0.86762,61.541667,0,2,0.5,1
1,0,154,1,2,1,0
1,0.450791,103,0,2,1,1
1,0.498918,106.2,0,1,0.8,0
1,0,40.5,0,1,0.5,0
1,0,103,0,4,1,1
1,0,100,1,4,1,0
1,0,95,1,4,1,0
1,0,93,1,4,1,0
1,0,77,1,4,1,0
1,0.863121,57.5,1,3,1,0
1,0,70,1,2,1,0
1,0,62,1,2,1,0
1,0.842783,102.449275,0,6,0.449275,1
1,0,62,0,2,1,1
1,0.616969,115.166667,0,4,0.5,0
1,0.495173,370.5,0,1,1,0
1,0.941031,220.4,0,1,0.8,0
1,0,174,1,4,1,0
1,0.659376,100.5,1,4,1,0
1,0,154,1,4,1,0
1,0,144,1,4,1,1
1,0,134,1,4,1,1
1,0,133,1,4,1,1
1,0,133,0,4,1,1
1,0,114,1,4,1,0
1,0.675484,236.2,1,5,0.6,1
1,0.334369,9.22449,1,4,0.122449,0
1,0,102,0,2,1,0
1,0,101,0,2,1,0
1,0.918296,97,0,4,0.5,0
1,0.187684,64,0,2,0.666667,0
1,0,118,0,3,1,0
1,0.994949,101,1,2,0.75,0
1,0,119,0,2,1,0
1,0.763235,149.75,0,2,1,0
1,0.741062,418.4,1,8,1,1
1,0.275561,174.333333,1,5,0.666667,1
1,0.879503,156.2,1,7,0.8,1
1,0,266,0,5,1,0
1,0,270,0,5,1,0
1,0,292,1,5,1,1
1,0.975169,363.333333,1,6,0.333333,1
1,0,256,1,5,1,0
1,0,255,1,5,1,0
1,0,272,1,5,1,1
1,0,272,0,5,1,1
1,0,255,1,5,1,0
1,0.713475,135.2,0,4,0.8,0
1,0.637826,121.5,0,4,1,0
1,0.60004,238.888889,1,6,0.888889,1
1,0.754851,150.5,0,4,0.75,0
1,0.965634,42,0,2,1,0
1,0,35.5,0,1,0.125,1
1,0,39,1,1,1,0
1,0.960314,96.666667,0,6,0.5,0
1,0.940167,154.6,0,10,0.933333,1
1,0.799091,144,1,6,1,0
1,0.955092,102.5,1,4,1,1
1,0.664099,112,0,4,0.75,0
1,0.863121,140.5,1,2,0.5,0
1,0.881921,181.9,0,7,0.5,1
1,0,50,1,1,1,0
1,0,73,0,3,1,1
1,0.839578,80.5,0,3,0.833333,0
1,0,56,0,2,1,0
