@relation 'postgres-weka.filters.unsupervised.attribute.Remove-R1,2-weka.filters.unsupervised.attribute.Remove-R3-weka.filters.unsupervised.attribute.Remove-R11'

@attribute ns numeric
@attribute nm numeric
@attribute entropy numeric
@attribute la numeric
@attribute ld numeric
@attribute lt numeric
@attribute fix numeric
@attribute ndev numeric
@attribute pd numeric
@attribute npt numeric
@attribute rexp numeric
@attribute sexp numeric
@attribute bug {1,0}

@data
1,1,0,0.068627,0.068627,102,1,1,1,1,8,4,0
1,1,0,0.480392,0.333333,102,0,1,1,1,7,3,1
1,1,0,0.033708,0.033708,89,0,1,24,1,6,2,0
1,1,0,0,0,89,0,1,0,1,4,1,1
1,2,0.453716,0.018182,0.109091,82.5,0,6,610,1,4025.9997,504,0
1,1,0,0,0,148,0,1,0,1,4967.475587,1176,0
2,6,0.842798,0.016232,0.004754,1078.125,0,16,377,0.5,4721.581165,24719,0
1,1,0,0.005423,0.009761,922,0,8,0,1,4981.666026,16684,0
1,1,0,0.001843,0.001229,1628,1,14,112,1,326,280,0
1,1,0,0.078562,0.197071,250.333333,1,2,998,1,4568.110173,361,0
1,3,0.515273,0.004252,0.005952,392,1,2,630,1,4281.356746,260,0
1,1,0,0,0,312,0,1,0,0.5,2596.933333,73,0
1,4,0.698726,0.013443,0.001867,446.333333,0,4,458,0.666667,5028.464163,838,0
1,1,0,0,0.12426,676,0,4,36,1,4822.451859,589,0
1,1,0,0,0,30,0,1,0,0.5,2596.933333,73,0
1,1,0,0.089172,0.126327,942,1,4,45,1,5032.023681,1171,0
1,1,0.133368,0.194416,0.139607,483.5,1,4,16,0.5,221.692857,469,0
9,109,0.800052,0.083189,0.067368,499.716475,0,21,33016,0.429119,5570.984341,31406,1
1,1,0,0.010941,0.013129,914,1,4,2,1,4925.120013,808,0
1,8,0.840404,0.003254,0.031453,345.75,0,5,1604,0.5,455.333333,77,0
3,4,0.318309,0.010922,0.051375,353.142857,0,10,467,0.571429,454.166667,633,1
1,2,0.318215,0.035971,0.038849,695,1,3,32,0.5,4369.835073,440,0
1,1,0,0.10199,0.003731,804,1,2,83,1,4881.060678,758,0
1,1,0,0.012179,0.002706,739,1,2,72,1,5446.201529,751,0
1,1,0.041049,0.336957,0.275815,368,1,2,305,1,5181.719797,675,1
1,1,0,0.02695,0.031206,705,1,2,297,1,3345.420238,177,1
1,1,0,0.036585,0.020325,984,1,4,627,1,5034.023681,1173,0
1,1,0,0.18866,0.138144,970,1,4,178,1,223.692857,471,0
1,1,0,0.089267,0.126461,941,1,4,359,1,5033.023681,1172,0
1,1,0,0.555556,0.111111,9,1,3,1638,1,223.692857,471,0
2,4,0.916964,0.003381,0.003381,961.25,1,8,146,0.75,3401.05873,380,1
4,10,0.80585,0.005725,0.005725,1286.181818,1,12,377,0.909091,5177.673171,14742,0
1,1,0,0.591904,0.202407,914,0,4,27,1,5608.125589,1398,1
1,1,0.216397,0.021563,0.01752,371,1,2,20,1,5625.404595,727,1
1,2,0,0,0,292,0,1,0,0.333333,5265.67381,189,0
1,1,0,1.227642,0.455285,123,0,2,58,1,2891.333333,44,1
6,60,0.923084,0.002216,0.02542,439.227679,0,7,20586,0.334821,3705.666667,4092,1
4,7,0.745517,0.02545,0.03048,621.3125,0,5,204,0.4375,3685.833333,3776,1
8,70,0.893762,0.046437,0.046312,233.857143,0,7,337,0.007264,2713,2988,1
1,2,0,0,0,14.666667,0,1,0,0.333333,2894.333333,47,0
1,1,0,0,0,37,0,1,0,0.333333,1444,10,0
1,1,0,0,0,37,0,1,0,0.333333,1444,10,0
1,1,0,0,0.002882,694,0,2,1,1,5566.274892,573,0
1,1,0,0.008333,0.008333,360,0,2,89,1,5126.16013,1353,0
7,18,0.98087,0.00293,0.00306,698.181818,0,14,2392,0.636364,5448.781301,24199,0
1,1,0,0.005571,0.005571,359,0,2,369,1,5582.732745,893,0
1,1,0,0.008357,0.013928,359,1,2,22,1,3657.002381,202,0
1,11,0.931002,0.018962,0.016592,281.266667,1,9,2872,0.733333,5105.395887,666,1
1,1,1,0.003717,0.003717,269,0,2,124,1,5527.488636,576,0
7,87,0.814054,0.023347,0.019705,198.631679,1,16,6365,0.022901,5226.982179,18007,1
1,1,0,0.015625,0.004261,704,1,2,78,1,4335.889483,805,0
1,1,0,0,0,135,0,1,0,0.333333,4858.896429,333,1
1,1,0,0.007937,0.001587,630,1,2,55,1,5031.310694,1275,0
1,1,0,0.007987,0.001597,626,1,2,12,1,5151.993021,686,0
1,5,0.791918,0.019837,0.016797,416.733333,0,6,2672,0.866667,5134.163853,680,1
1,1,0,0.024116,0.061093,622,0,2,256,1,4447.177581,542,0
1,1,0.918296,0.008287,0.004144,362,1,2,1002,1,4367.353039,432,0
1,1,0,0.003135,0,638,0,2,50,1,5533.863822,902,0
4,17,0.833583,0.006719,0.014373,611.25,0,13,1488,0.678571,4278.356746,10502,1
6,31,0.970081,0.004494,0.004494,518.0625,1,15,10617,0.6875,4083.572222,10346,0
2,2,0.672295,0.018329,0.009164,927.5,0,3,40,1,3449.615873,6107,0
3,5,0.854054,0.003531,0.003378,930.428571,0,9,237,1,2628.238095,4511,0
1,1,0,0.020144,0,695,0,2,56,1,5565.900144,572,1
2,3,0.998714,0.095205,0.059589,486.666667,1,5,9,0.666667,2829.683333,324,0
1,2,0.413817,0.015737,0.018598,349.5,1,2,277,1,2818.316667,142,0
1,1,0,0.007937,0.001587,630,1,2,63,1,5032.310694,1276,0
1,1,0,0,0.002717,368,1,5,26,1,5204.466949,945,0
5,11,1,0.013078,0.013078,152.928571,0,5,2746,0.785714,4108.033791,14280,0
1,1,0,0.04618,0.010076,1191,1,2,11,1,3404.465873,227,1
1,1,0.650022,0.073671,0.071256,414,0,2,41,1,3273.761905,172,0
1,1,0,0.153285,0.094891,137,1,1,4,1,4815.55,341,0
1,1,0,0.046141,0.010067,1192,1,2,80,1,3405.465873,228,0
1,1,0,0.000672,0.008059,1489,0,9,10,1,66,6,0
4,26,0.846199,0.012039,0.022056,963.329897,0,22,2888,0.350515,196,189,1
1,1,0,0.159153,0.230874,1464,1,7,22,1,26.560598,52,0
1,1,0,0.001318,0.001318,1517,1,6,38,1,29.828463,50,1
1,1,0.629249,0.011456,0.001348,742,0,6,159,1,4843.73694,1257,0
1,1,0,0.004118,0.000686,1457,0,6,3,1,22.783874,47,0
1,1,0,0.021521,0.025108,1394,1,6,151,1,20.940584,45,0
1,2,0.907696,0.016257,0.012302,1138,1,7,102,1,5071.923223,1191,0
2,2,0.83263,0.028076,0.002808,1306,1,15,92,0.666667,4989.48127,1814,0
1,1,0,0.052015,0.042491,1365,0,6,89,1,25.397222,42,0
1,1,0,0.00074,0.001479,1352,0,6,0,1,4842.309796,1565,0
5,39,0.880229,0.008477,0.013304,977.989247,1,18,8190,0.451613,4870.608848,23530,1
1,1,0,0.012491,0.008817,1361,0,5,10,1,5093.721315,1088,0
1,1,0,0.029455,0.027982,1358,1,5,2,1,5114.604016,1082,1
1,1,0,0.008082,0.00147,1361,0,5,49,1,5139.987868,984,0
1,1,0,0.006617,0.000827,1209,1,4,22,1,20.366667,26,0
4,53,0.99003,0.010313,0.00303,267.482759,0,14,5104,0.327586,4950.394203,14240,0
2,2,0.923838,0.001747,0.014265,687,0,11,24,0.6,447.783333,710,0
2,5,0.836453,0.025625,0.028473,983.4,1,12,63,0.8,441,702,1
4,6,0.629363,0.028815,0.03438,1010.75,1,14,128,0.625,5021.167377,17209,1
1,1,0,0.058824,0.030588,1275,0,4,3,1,16.333333,17,0
1,1,0,0.003981,0.003981,1256,0,4,0,1,3927.757287,1119,0
1,1,0,0.036508,0.035714,1260,0,4,0,1,3926.757287,1118,0
1,1,0,0.005556,0.001587,1260,0,4,131,1,3925.757287,1117,0
3,6,0.766675,0.032676,0.045099,529,0,8,212,0.857143,4484.195366,15185,1
5,20,0.79488,0.005763,0.013639,679,0,13,1107,0.913043,4467.98981,15578,0
4,21,0.803372,0.014344,0.024659,677.228571,1,14,1716,0.385714,4291.154806,15112,1
4,23,0.855426,0.01663,0.010602,791.924528,0,16,2663,0.509434,4081.569081,14821,1
1,1,0,0.002351,0.002351,1276,0,4,4,1,4448.746481,478,0
2,8,0.500113,0.007062,0.0256,755.222222,0,13,296,0.888889,386.5,368,0
1,1,0,0.003903,0.007026,1281,0,3,29,1,4381.893937,443,0
6,29,0.775134,0.046712,0.038912,624.388889,0,15,5507,0.574074,4055.379654,12549,1
1,1,0,0.018917,0.051591,1163,0,3,88,1,33,9,0
1,1,0,0.002532,0,1185,1,3,14,1,1,1,0
3,25,0.805858,0.042606,0.031241,680.661765,0,12,1401,0.132353,4398.117063,11551,1
3,28,0.828603,0.02671,0.032833,539.454545,0,12,4707,0.348485,4347.213492,11482,1
2,6,0.984174,0.005159,0.004901,646.166667,0,8,489,1,4123.725794,7658,0
4,18,0.755013,0.037728,0.036168,831.702703,1,12,2382,0.648649,4248.075397,10587,1
5,19,0.931066,0.005604,0.002375,831.157895,0,12,18,0.052632,5358.439655,18440,0
4,18,0.954335,0.003423,0.006717,844.945946,0,11,1479,0.864865,5320.439655,12782,0
1,1,0,0.020495,0.005124,1171,0,2,19,1,3647.42619,213,0
1,1,0,0.000867,0.000867,1153,0,2,0,1,3660.853571,199,0
1,1,0,0.00346,0.00346,1156,1,2,1,1,3632.159524,194,0
5,17,0.677737,0.054435,0.036363,633.277778,1,12,641,0.5,3278.910714,7738,1
3,28,0.855887,0.027166,0.041827,519.084746,0,12,4723,0.576271,3208.895238,7059,1
1,1,0,0.024295,0.012539,1276,1,5,1947,1,5119.604016,1087,0
1,1,0,0.015385,0.047863,1170,0,3,538,1,35,11,0
1,1,0,0.002513,0,1194,1,3,448,1,3,3,0
1,1,0,0.024352,0.016496,1273,1,5,1614,1,5118.604016,1086,0
1,1,0,0.018949,0.05168,1161,0,3,205,1,34,10,0
1,1,0,0.002536,0,1183,1,3,115,1,2,2,0
1,1,0,0.038869,0,1415,1,7,1924,1,32.546612,58,0
1,1,0,0.020999,0.015206,1381,1,5,1162,1,5117.604016,1085,0
1,1,0,0.020999,0.015206,1381,1,5,811,1,5116.604016,1084,0
1,1,0,0.112,0,1375,0,5,632,1,37.880952,32,0
1,1,0.242292,0.024653,0.013867,649,1,5,573,1,18.233333,21,0
1,2,0.918296,0.00354,0.003097,1130,1,9,77,1,4840.37837,1265,0
1,1,0,0.038855,0.000682,1467,1,7,1219,1,30.546612,56,0
1,1,0,0.001396,0.001396,1433,1,6,823,1,22.163492,44,0
1,2,0.883223,0.015673,0.011754,1148.5,1,7,1677,1,5075.923223,1195,0
1,1,0,0.031469,0.030769,1430,1,5,457,1,5115.604016,1083,0
1,1,0,0.108863,0.000698,1433,0,5,278,1,36.880952,31,0
1,1,0,0.040773,0.000715,1398,1,7,762,1,29.546612,55,0
1,1,0,0.001466,0.001466,1364,1,6,366,1,21.163492,43,0
1,2,0.877437,0.016547,0.012075,1118,1,7,691,1,5073.923223,1193,0
1,1,0,0.038102,0.000668,1496,1,7,239,1,28.546612,54,0
1,1,0,0.001368,0.001368,1462,1,6,95,1,30.828463,51,0
1,3,0.879203,0.020446,0.016729,107.6,0,6,823,0.6,5149.236468,1360,1
1,1,0.335185,0.689831,0.294915,590,1,2,105,1,5179.673171,682,1
1,1,0.312774,1.56711,0.128174,413.5,1,2,349,1,4922.363709,606,1
1,1,0,0.066667,0.066667,15,1,4,492,1,20.233333,23,0
1,1,0.225648,0.322414,0.458621,580,1,3,255,1,4381.282984,797,1
1,1,0,0,0,77.5,0,1,0,0.5,4812.694048,340,1
1,1,0,0.113654,0,1267,0,5,1768,1,40.880952,35,0
3,4,0.812667,0.003427,0.003583,1284,0,18,216,0.8,4841.309796,28264,1
1,1,0,0.013294,0.000739,1354,0,5,93,1,35.880952,30,0
5,9,0.792788,0.011989,0.005837,396.1875,1,15,2161,0.625,4747.614089,16342,1
1,1,0,0.112,0,1375,0,5,983,1,38.880952,33,0
1,1,0,0.121643,0,1266,0,5,1435,1,39.880952,34,0
1,1,0.242292,0.025953,0.014599,616.5,1,5,409,1,16.233333,19,1
1,1,0,0.155212,0.014672,1295,0,3,11,1,36,12,1
1,1,0,0.023689,0.006768,1182,1,4,1217,1,22.233333,25,0
1,1,0,0.027234,0.006809,1175,1,4,884,1,21.233333,24,0
1,1,0,0.024143,0.01324,1284,1,4,432,1,20.233333,23,0
1,1,0.138157,0.232182,0.070536,680.5,1,5,107,1,57.3,29,0
1,1,0.21451,0.055844,0.001299,770,1,6,112,1,28.883658,49,1
1,1,0,0.068776,0.002751,1454,0,6,5,1,21.783874,46,0
1,1,0,0.001685,0,1187,1,3,2,1,4,4,0
1,1,0,0.039786,0,1307,1,7,2709,1,34.546612,60,0
1,1,0,0.042081,0,1307,1,7,2376,1,33.546612,59,0
1,1,0,0.039576,0,1415,1,7,1573,1,31.546612,57,0
1,1,0,0.005452,0,1284,1,4,250,1,21.366667,27,0
1,1,0,0.038051,0.000668,1498,1,7,10,1,27.546612,53,0
1,1,0,0.001688,0,1185,1,3,117,1,5,5,0
1,1,0,0.058462,0.027692,325,0,3,41,1,5234.906421,740,0
1,1,0,0.006079,0.006079,329,1,6,1022,1,5032.705551,1346,0
4,9,0.670977,0.017629,0.020259,1172.333333,1,16,1019,0.75,5144.179851,17349,1
1,1,0,0.75,0.213362,464,1,4,79,1,4465.404588,915,1
1,1,0,0.064417,0.02454,326,1,3,22,1,5564.48956,738,0
2,8,0.799107,0.032131,0.027815,496.47619,0,11,718,0.809524,3377.520238,5604,1
1,1,0,0.019417,0.003236,309,1,3,22,1,5545.590321,729,0
1,2,0.864974,0.002653,0.002653,628.333333,1,7,372,0.666667,5279.849355,1337,0
1,1,0,0.006466,0.006466,464,1,5,34,1,100.564971,4,0
1,1,0,0.006466,0.006466,464,1,4,65,1,4361.362077,935,0
1,1,0,0.033435,0.00304,329,1,3,57,1,5533.478685,903,1
1,1,0,0.006154,0.006154,325,1,3,114,1,4511.857875,769,0
1,1,0,0.009231,0.009231,325,0,3,3,1,5459.556474,752,1
1,1,0,0.018462,0.018462,325,1,3,16,1,5444.201529,749,1
1,1,0,0.058462,0.027692,325,0,3,19,1,5233.906421,739,0
1,1,0,0.006557,0.006557,305,1,2,0,1,549.466667,20,0
1,1,0,0,0,263,0,1,0,1,4981.170815,613,0
1,1,0,0.006154,0.006154,325,1,3,174,1,4512.857875,770,0
1,1,0,0.009231,0.009231,325,0,3,60,1,5460.556474,753,0
1,1,0,0.021538,0.021538,325,1,3,57,1,3403.05873,224,0
1,1,0,0.018462,0.018462,325,1,3,57,1,5445.201529,750,0
1,1,0,0.006369,0.006369,471,1,6,630,1,5037.705551,1347,0
1,1,0,0.007042,0.007042,426,1,6,228,1,5282.849355,1340,0
1,1,0,0.036093,0.014862,471,1,6,12,1,330.5,3,1
1,1,0,0.303571,0.272321,224,1,2,26,1,4346.804471,444,1
4,17,0.874981,0.017846,0.023239,755.444444,0,13,858,0.666667,4977.483702,16597,0
4,8,0.915522,0.012382,0.031378,710.7,1,12,361,0.8,4722.563342,15546,0
3,7,0.939568,0.002882,0.004102,820.090909,0,14,1075,0.545455,471.333333,681,1
1,1,0,0.004505,0.013514,222,0,2,1,1,5458.419948,1019,0
1,1,0,1.198198,0.554054,222,1,2,3,1,5458.012764,1018,1
1,1,0,0.413534,0.082707,133,0,2,171,1,4181.197752,940,0
1,1,0,0,0,118,0,1,0,1,5149.211508,587,1
1,1,0,0.008929,0.008929,224,1,3,1279,1,4945.785338,1121,0
1,1,0,0.205357,0.25,112,1,2,38,1,2760.714286,164,0
1,2,0,0,0,58.5,0,1,0,0.5,5224.550182,1004,0
1,1,0,0.420732,0.262195,164,0,2,216,1,4747.534511,1274,0
1,1,0,1.056604,0.264151,53,0,2,1,1,5085.993298,1164,0
1,1,0,0.375,0.3,40,0,2,548,1,5071.354631,1159,0
1,1,0,0.138889,0.111111,36,0,2,0,1,5018.56049,866,0
2,2,0.811278,0.078603,0.008734,114.5,1,7,158,1,5017.56049,5569,0
1,1,0,0.225806,0.129032,31,1,2,547,1,5544.475169,728,1
1,1,0,0,0,24,0,1,0,1,3708.666667,94,0
1,1,0,0.032258,0.032258,31,1,2,50,1,5241.955339,741,0
1,1,0,1.25,0.875,96,0,2,1,1,3655.002381,200,0
1,1,0,0.012048,0.024096,83,1,2,194,1,265,2,0
2,2,0.650022,0.011419,0.008157,306.5,1,3,33,1,4336.333333,2164,1
1,1,0,0.096386,0.084337,83,0,2,242,1,1167.333333,4,1
3,9,0.954164,0.008823,0.008967,363.894737,0,6,273,0.526316,3700.333333,5688,1
2,2,0.680018,0.058981,0.482574,93.25,0,3,634,1,3679.333333,1773,0
1,1,0,0,0,73,0,1,0,1,3672.416667,102,0
4,10,0.428401,0.095887,0.011206,671.428571,1,13,376,0.666667,2951.513095,6916,1
4,21,0.760289,0.052729,0.059616,537.675676,0,12,1048,0.405405,2572.466667,5346,1
4,21,0.996259,0.005047,0.005047,375.227273,0,14,6125,0.439394,5180.646229,23764,0
10,106,0.801243,0.187981,0.162745,314.446847,0,17,30843,0.264865,4806.732143,16048,1
1,1,0,0.02381,0.047619,84,0,2,267,1,2680.116667,98,0
2,3,0.967421,0.034884,0.031008,86,1,2,120,0.333333,5116.877381,881,0
2,3,0.969724,0.014,0.01,100,0,2,0,0.6,5167.591667,818,0
5,18,0.809367,0.034632,0.038554,537.285714,0,11,4845,0.357143,1463.166667,2035,1
1,1,0,0.019157,0,261,0,1,0,1,3709.5,101,1
1,1,0,0.004202,0.004202,238,1,3,1,1,5188.673171,683,0
1,1,0,0.693277,0.52521,238,1,3,136,1,4329.546825,347,0
1,1,0,0.033333,0.016667,240,1,3,72,1,2819.316667,143,0
1,1,0,0.011321,0.015094,265,0,3,0,1,1850.833333,29,0
1,1,0,0.003745,0.003745,267,1,3,37,1,1849.833333,28,0
4,7,0.98559,0.016468,0.017383,109.3,0,6,1100,0.7,99,89,0
1,1,0,0,0,257,0,1,0,1,3708.5,100,0
1,1,0,0.016173,0,371,1,3,331,1,27,14,0
1,1,0,0.003261,0.003261,920,0,4,297,1,122.1,55,0
4,26,0.904693,0.008167,0.008391,681.388235,1,19,6892,0.482353,5010.733797,20196,1
7,14,0.908886,0.004227,0.002785,1182.941176,1,17,1262,0.705882,5034.410138,21222,1
1,1,0.591673,0.005271,0.005271,664,1,4,605,1,3954.752301,1116,0
1,1,0,0.026261,0.019958,952,1,2,51,1,4190.658159,941,0
1,1,0,0,0,948,1,1,0,1,27,14,1
1,1,0,0.015556,0.015556,450,1,5,181,1,1,1,0
1,1,0,0.0625,0.022321,448,0,4,96,1,5045.267958,1245,0
1,1,0,0.010417,0.010417,384,0,4,39,1,5678.976788,1494,0
1,1,0.276195,0.047619,0,220.5,1,4,50,0.5,296.5,19,1
9,114,0.814036,0.111926,0.095704,405.357401,0,16,24060,0.350181,4884.683544,22879,1
1,1,0,0.005525,0.005525,362,0,1,4,1,5229.750866,502,0
1,1,0,0.015556,0.015556,450,1,5,246,1,2,2,0
1,1,0.896038,0.024038,0.014423,208,1,2,399,1,4338.282984,795,0
1,1,0,0.385714,0.128571,70,0,3,2114,1,5050.267958,1250,0
1,1,0,0.385714,0.128571,70,0,3,1682,1,5049.267958,1249,0
1,1,0,0.380282,0.126761,71,0,3,1557,1,5048.267958,1248,0
1,1,0,0.411765,0.147059,68,0,3,1124,1,5047.267958,1247,0
1,1,0,0.411765,0.147059,68,0,3,823,1,5046.267958,1246,0
1,1,0,0,0,135.333333,0,1,0,0.333333,293.321429,438,1
1,3,0.96023,0.019841,0.019841,84,1,3,1101,1,5153.74191,951,0
10,122,0.878011,0.037296,0.035888,555.452675,0,21,46495,0.547325,4314.112593,33189,1
1,1,0,0,0,224.333333,0,1,0,0.333333,293.321429,438,1
1,1,0.761436,0.0391,0.004739,281.333333,1,5,2749,0.666667,5048.67542,1221,0
1,1,0,0.010504,0.006303,476,0,4,165,1,5133.987868,980,0
1,1,0,0,0,144,0,1,0,1,4764.9137,1283,0
1,1,0.72676,0.883812,0.221497,459.6,0,5,555,0.2,4764.9137,1283,1
1,1,0,0,0,87,0,1,0,1,226.895238,477,0
1,1,0,0.034286,0.011429,350,1,5,18,1,212.982323,551,0
4,43,0.833741,0.004543,0.003357,762.096552,0,19,12931,0.358621,460.783333,630,1
1,5,0.930055,0.019995,0.019337,316.75,1,5,4023,0.416667,5032.853916,924,1
1,1,0,0.004348,0.004348,230,1,2,9,1,5031.782686,843,0
1,1,0,0.017391,0.017391,230,1,1,1,1,295.297619,439,0
1,1,0,0.028653,0.008596,349,1,5,923,1,214.982323,553,0
1,1,0,0.031519,0.008596,349,1,5,849,1,213.982323,552,0
1,1,0,0.005903,0.003542,847,1,5,0,1,4765.9137,1284,0
4,16,0.819892,0.015449,0.024841,886.521739,0,19,4111,0.608696,5036.125914,25117,0
1,1,0.736188,0.07461,0.033408,299.333333,0,4,42,0.333333,226.895238,477,0
1,1,0.543564,0.010152,0.010152,394,1,4,126,0.5,309.028571,139,0
1,1,0.82821,0.042923,0.013921,287.333333,1,5,2130,1,5045.67542,1218,0
1,1,0,0,0,0,0,2,136,1,5266.711905,175,0
6,38,0.850015,0.02413,0.024028,273.981481,0,9,798,0.055556,4870.85,9870,1
1,1,0,0,0,196,0,1,0,1,37,1,0
1,1,0,1,1,0,0,3,187,1,5084.508806,1186,0
4,14,0.383312,0.055457,0.025009,1301.076923,1,17,962,0.423077,5013.167377,17201,1
1,1,0,0.050633,0.044304,158,1,2,114,1,5157.762138,662,0
1,1,0,0.018987,0.012658,158,0,2,0,1,4364.469003,525,0
1,1,0,0.018987,0,158,0,2,9,1,4359.469003,521,0
1,1,0,0.032468,0,154,0,2,0,1,4033.593967,497,0
1,1,0,0.245033,0.311258,151,1,2,112,1,4030.593967,494,1
3,16,0.638044,0.123633,0.094309,557.34375,0,12,1426,0.5625,4101.424603,9887,1
4,15,0.650633,0.037166,0.02563,545.416667,0,11,1161,0.166667,3711.030159,8840,1
1,1,0,0.051724,0.005747,174,1,2,4,1,5189.673171,684,0
1,1,0,0,0,176,0,1,0,1,5155.142857,588,1
1,1,0,0.052632,0.046053,152,1,2,1078,1,5160.762138,665,0
1,1,0,0.019737,0,152,0,2,964,1,4362.469003,524,0
1,1,0,0.04,0.026667,150,1,2,933,1,3951.494073,513,0
1,1,0,0.03268,0,153,0,2,878,1,4036.593967,500,0
1,1,0,0.34,0.546667,150,1,2,878,1,4032.593967,496,0
1,1,0,0.052288,0.045752,153,1,2,753,1,5159.762138,664,0
1,1,0,0.019608,0,153,0,2,639,1,4361.469003,523,0
1,1,0,0.039735,0.02649,151,1,2,608,1,3950.494073,512,0
1,1,0,0.032468,0,154,0,2,553,1,4035.593967,499,0
1,1,0,0.245033,0.317881,151,1,2,553,1,4031.593967,495,0
1,1,0,0.052288,0.045752,153,1,2,501,1,5158.762138,663,0
1,1,0,0.019608,0,153,0,2,387,1,4360.469003,522,0
1,1,0,0.039735,0.02649,151,1,2,356,1,3949.494073,511,0
1,1,0,0.032468,0,154,0,2,301,1,4034.593967,498,0
1,1,0,0.245033,0.311258,151,1,2,301,1,4029.593967,493,0
1,2,0.044482,0.105448,0.309315,189.666667,1,3,241,0.666667,4353.615337,784,0
1,1,0,0.012658,0.016878,1422,0,3,4,1,3886.940079,392,0
1,1,0,0.102456,0.134737,1425,0,3,7,1,2668.135714,123,0
1,1,0,0.535027,0.059753,1456,1,3,50,1,3922.277561,390,0
1,1,0,0.254753,0.231939,789,0,3,1,1,2690.716667,103,0
1,1,0,0.002714,0.009229,1842,1,3,67,1,4268.003968,263,0
1,1,0,0,0.001079,1853,1,3,3,1,3645.977778,212,0
1,1,0,0.002695,0.001078,1855,1,3,0,1,5623.404595,725,1
1,1,0,0.001079,0,1853,1,3,7,1,5618.404595,723,0
1,2,0.419921,0.018757,0.006431,933,1,3,244,1,2455.666667,162,0
1,1,0,0.000987,0.000987,1013,1,3,0,1,4324.546825,346,0
1,1,0,0.026654,0.011846,1013,1,3,55,1,4323.546825,345,1
1,1,0,0.262948,0.138446,1004,0,3,10,1,2533.333333,110,1
1,1,0,1.004242,0.801697,943,0,3,3,1,4906.484524,327,0
1,1,0,0.025608,0.020487,781,1,3,1,1,2688.116667,102,0
1,1,0,0.809463,0.319693,782,0,3,33,1,4257.249603,284,1
1,1,0,0,0,531,0,1,0,1,673.053175,58,1
1,1,0,0.014543,0,1444,1,3,246,1,4282.671861,609,0
1,1,0,0.002713,0.009224,1843,1,3,247,1,4269.003968,264,0
1,1,0.429533,0.072034,0.014124,236,0,3,269,1,237.766667,365,0
1,4,0.841728,0.046533,0.038157,268.625,0,4,960,0.75,4861.414474,739,0
1,1,0.72858,0.023088,0.02886,231,0,3,427,1,199.716667,291,0
4,16,0.825921,0.009149,0.012562,417.333333,0,14,3144,0.333333,5007.423943,17596,1
4,11,0.931491,0.003312,0.007763,460.047619,0,15,3698,0.619048,4438.350375,10762,0
1,1,0,0.178571,0,1680,1,3,64,1,5087.52518,636,0
1,1,0,0.014543,0,1444,1,3,93,1,4281.671861,608,0
2,9,0.65456,0.037558,0.012519,649.666667,0,11,202,0.266667,2887.338095,6450,1
2,2,0.077599,0.274984,0.208148,523.666667,1,8,123,0.666667,4241.611508,14014,0
1,2,1,0.001604,0.001604,623.5,0,5,251,1,398.2613,26,0
1,1,0.868266,0.064691,0.021728,337.5,0,3,134,0.666667,5026.568243,721,1
1,3,0.878347,0.006826,0.005461,488.333333,0,4,122,0.666667,5154.163853,683,0
1,1,0,0,0,368.333333,0,1,0,0.333333,4360.615337,790,1
1,1,0,0.019417,0.019417,103,1,5,287,1,5143.12894,1345,0
1,1,0,0.011494,0.011494,87,1,5,1149,1,5145.12894,1347,0
1,1,0,0.019417,0.019417,103,1,5,365,1,5144.12894,1346,0
1,1,0,0.002825,0.002825,354,0,4,9,1,5245.957994,1331,0
1,1,0.970951,0.019108,0.012739,392.5,0,4,106,1,190.433333,352,0
1,1,0,0.032164,0.020468,342,0,4,529,1,193.433333,355,0
1,1,0.581321,0.026941,0.030111,315.5,0,3,346,0.5,238.166667,367,0
1,1,0.918296,0.010165,0.005083,393.5,0,4,0,0.5,192.433333,354,0
3,10,0.853296,0.024426,0.026077,432.785714,0,10,2729,0.5,65,92,0
1,1,0,0,0,265,0,1,0,0.333333,4360.615337,790,0
1,1,0.998196,0.03662,0.019718,355,0,4,2054,0.5,196.433333,358,0
1,1,0.999526,0.033025,0.018494,378.5,0,4,1164,0.5,198.433333,360,0
1,1,0,0.021378,0.014252,421,0,3,529,1,194.433333,356,0
1,1,0.612952,0.360248,0.332298,107.333333,0,1,60,0.333333,1513.5,38,0
1,1,0,0,0,113,0,1,0,0.333333,1403.916667,35,0
1,1,0,0,0,262,0,2,0,1,3705,96,0
1,1,0,0.805344,0.076336,262,1,2,111,1,3704,95,0
1,1,0,0,0,140,0,1,0,1,3706,97,0
2,4,0.903119,0.016327,0.014286,122.5,1,10,328,0.75,4819.55,4518,0
1,1,0,0,0,95,0,1,0,0.5,1435.816667,43,0
1,1,0,0.062201,0.08134,209,0,2,364,1,3474.644841,219,0
1,2,0,0,0,113.5,0,1,0,0.166667,5244.166667,242,1
1,1,0,0.09589,0.164384,73,0,3,1060,1,4030.9997,509,0
1,1,0,0,0,204,0,1,0,0.142857,5044.332526,832,0
1,1,0.266765,0.275362,0.078905,310.5,0,1,2,0.5,5034.464163,840,1
1,1,1,0.005666,0.005666,353,0,2,66,0.5,4309.907788,1738,0
1,1,0.426229,0.036827,0.060907,353,1,2,664,0.5,5054.630119,1189,0
4,14,0.861796,0.014348,0.030111,1137.268293,0,18,2416,0.487805,5225.590238,21525,1
1,1,0,0,0,97,0,1,0,1,3716,98,0
