@relation 'mozilla-weka.filters.unsupervised.attribute.Remove-R1,2-weka.filters.unsupervised.attribute.Remove-R1-3,12-13'

@attribute entropy numeric
@attribute la numeric
@attribute ld numeric
@attribute lt numeric
@attribute fix numeric
@attribute ndev numeric
@attribute pd numeric
@attribute npt numeric
@attribute sexp numeric
@attribute bug {1,0}

@data
0.537195,0,0.048387,294.5,0,59,1357,1,48,0
1,0.056225,0,747,1,16,2,0.5,48,0
0,0,0.002245,356.4,0,27,1,0.4,1902,1
0,0.070144,0.016187,556,1,21,1,1,1,0
0,0.035573,0.12253,253,1,1,7,1,136,0
1,0.193392,0.002417,1241,1,19,24,0.5,5,0
0.826746,0.444444,0.280193,103.5,1,8,460,1,3,0
0.946395,0.005453,0.005453,489,0,21,45,0.666667,404,0
0.918296,0.0003,0.00015,3337.5,1,28,3,1,124,0
0.93544,0.002245,0.003143,1076.533333,0,154,1289,0.683333,984,1
0.446471,0.098901,0.016484,45.5,0,15,433,1,561,0
0.881788,0.016764,0.012154,280.705882,0,66,557,0.882353,89,1
0,0.029851,0.014925,134,0,9,16,1,1,0
0.899634,0.008729,0.007021,439.166667,0,33,44,0.416667,344,0
1,0.061728,0.111111,81,1,2,4,0.5,198,0
0.957698,0.006064,0.009096,659.666667,0,33,15,0.666667,466,0
0.718706,0.020687,0.009758,366,1,27,381,0.571429,853,0
0,0,0.007115,1265,1,16,2,1,48,0
0,0.020134,0,447,1,54,3,1,40,0
0.980315,0.006997,0.006361,524,0,37,18,1,13,0
0.148097,0.014188,0.076195,475.75,1,62,230,1,187,0
0.54428,0.041139,0.003692,316,1,67,1091,1,2129,0
0.807416,0.021963,0.023048,728.263441,0,248,20913,0.655914,3883,0
0.512709,0.045319,0.006686,673,1,34,139,1,982,0
0,0.005258,0,1902,1,18,182,1,19,0
0,0.000129,0.001158,7774,0,105,563,1,650,0
0.684038,0.002401,0.003469,1874,0,31,1162,0.5,705,0
0.604941,0.005212,0.005886,4077.25,0,127,2118,1,1408,0
0.701878,0.002547,0.004052,2159.25,0,80,2331,1,736,0
0.471437,0.011354,0.014158,1812.916667,0,137,5921,1,1234,0
0.655499,0.003037,0.000539,2268.222222,0,129,4276,0.888889,1281,0
0.90495,0.000977,0.000879,1706.333333,0,109,2766,0.666667,702,0
0.796791,0.001439,0.001953,3243,0,103,1380,1,1039,0
0.681606,0.002718,0.005121,2259.714286,0,117,3299,1,1081,0
0.722032,0.004677,0.009223,1710.666667,0,113,3762,1,1050,0
0.216397,0.018171,0.005782,2421.5,0,74,875,1,519,0
0.660993,0.01903,0.026951,2687.428571,0,125,2565,1,967,0
0.456241,0.027568,0.012368,2118.4,0,110,2154,1,960,0
0.758923,0.011725,0.020895,2181,0,117,2564,0.857143,955,0
0.651011,0.012862,0.02096,2099.2,0,128,3653,0.9,948,0
0.63106,0.147068,0.391567,1297.153846,0,100,5111,0.769231,516,0
0.547836,0.003013,0.008236,2010.111111,0,135,5344,0.722222,896,0
0.254684,0.041996,0.017514,1770,0,55,900,0.666667,472,0
0.769888,0.007331,0.007514,1818.777778,0,113,2587,0.666667,851,0
0.692681,0.003461,0.002933,1992,0,144,5540,0.736842,867,0
0.672604,0.010908,0.010836,3483.75,0,108,916,0.75,449,0
1,0.000522,0.000522,1915.5,0,52,227,1,340,0
0.522665,0.001982,0.002252,3700,0,101,355,1,710,0
0.834323,0.006424,0.000207,1206.5,0,73,452,0.75,297,0
0.623337,0.01645,0.019158,3262.333333,0,121,907,0.833333,689,0
0.82839,0.008427,0.006437,2848,0,119,1024,1,648,0
0,0.000235,0,8520,0,91,89,1,221,0
0,0.05,0.016667,60,0,20,145,1,2687,0
0,0.000987,0,1013,0,59,141,1,8,0
0.662543,0.033252,0.049187,1045.888889,1,178,839,0.777778,40,0
0.708545,0.007495,0.006634,2821,0,189,447,0.857143,8,0
0,0.000637,0.000637,156.9,1,46,603,0.5,209,0
0,0,0.000908,4405,0,66,219,1,43,0
0,0.001588,0.000454,4408,0,66,216,1,39,0
0,0,0,0,1,1,119,1,135,0
0.820179,0.019936,0.004386,627,0,94,275,1,55,0
0.684038,0.002925,0.00065,1538.5,0,70,641,1,105,0
0.899744,0.064407,0,147.5,1,19,1007,1,38,0
0.559075,0.000441,0.036518,1294.857143,1,206,2824,0.642857,1029,0
0.503258,0.004117,0.00262,1336,1,101,800,1,35,0
0.69991,0.035645,0.004817,259.5,1,29,891,1,267,0
0,0.012987,0.051948,77,0,8,426,1,31,0
0,0,0,0,1,12,1080,1,113,0
0.833895,0.047125,0.034589,274.957447,1,69,3165,0.765957,487,0
0.719312,0.049728,0.170163,183.857143,0,38,1467,0.857143,3318,0
0.593352,0.044088,0.044088,124.75,0,68,81,0.75,596,0
0.807077,0.005761,0.004744,590.2,0,53,1019,1,50,0
0.95893,0.07476,0.050632,394.170213,1,28,42335,0.638298,1839,0
0.759424,0.160666,0.037978,558.278481,0,117,1216,0.35443,1517,1
0.83266,0.056507,0.056507,125.142857,0,7,505,0.357143,182,0
0.762697,0.199118,0.097792,360.424658,1,118,2685,0.219178,166,1
0.729343,0.190184,0,81.5,0,2,120,0.5,217,0
0,0,0,81.111111,0,1,0,0.111111,9,0
0.757519,0.043593,0.044566,411,0,166,5480,0.7,3915,1
0.521549,0.000185,0.005535,1084,1,60,392,1,40,0
0.578701,0.105335,0.009576,243.666667,1,5,70,0.333333,42,0
0.726886,0.160639,0.047098,198.166667,1,50,467,1,406,0
0.677005,0.036152,0.02195,309.8,1,34,255,0.8,79,0
1,0.00266,0.00266,376,0,7,96,0.5,56,0
0.626502,0.015209,0.005432,460.25,1,7,376,0.375,54,0
1,0.023622,0.023622,42.333333,0,17,1050,0.833333,23,0
0.927455,0.002692,0.002692,619.066667,1,67,1050,0.666667,16,1
0.791803,0.031211,0.017871,305.615385,1,34,427,0.769231,1048,1
0,2.75,0,28,1,7,0,1,726,0
0,0,0,0,1,7,5,1,725,0
0.999981,0.239891,0.121988,133.545455,1,15,265,0.036364,110,0
0.63916,0.015265,0.032565,110.629139,1,156,15346,0.430464,364,1
0,0,0,28,0,6,197,1,1,0
0,0.035714,0.035714,28,1,9,475,1,3,0
0.582168,0.018519,0.592593,27,1,10,286,0.5,19,0
0.819507,0.432448,0.235161,221.125,1,16,258,0.375,9,1
0.770955,0.030282,0.000855,584.5,1,41,53,0.6,35,1
0.557507,0.926264,0.15844,136.75,0,1,102,0.166667,21,0
0,0.013093,0.003273,611,1,35,3,1,14,0
0.873876,0.013012,0.015463,589.222222,1,106,647,0.666667,1230,0
0.342424,0.057481,0.006355,346.2,1,26,88,0.5,1023,0
0.674677,0.025189,0.002159,694.75,1,101,146,0.875,1172,0
0.713001,0.226138,0.04242,128.24,0,5,584,0.2,28,0
0.690623,0.075949,0.04557,131.666667,1,5,82,0.333333,125,0
1,0.024554,0.024554,448,1,3,0,0.5,46,0
0.668881,0.085267,0.015136,247.75,1,11,690,0.3125,423,0
0.892918,0.004864,0.036136,159.888889,0,7,402,0.555556,369,0
0.868737,0.052324,0.010465,541.5,0,49,347,0.583333,52,0
0.867361,0.376584,0.125819,152.6,1,7,524,0.533333,249,0
0.048969,0.309204,0.825233,483.5,1,36,24,1,942,1
0.412014,0.122851,0.147769,304.529412,1,47,332,0.588235,876,1
0.729198,0.026162,0.00548,808.142857,1,95,236,0.428571,68,0
0.68466,0.068231,0.04452,229.611111,1,38,559,0.388889,28,1
0.935711,0.038081,0.003046,656.5,1,21,52,1,997,0
0.791866,0.028158,0.001073,621.5,1,52,26,0.666667,840,0
0.816586,0.005361,0.001229,1989.555556,1,105,294,0.555556,116,1
0.889461,0.071084,0.00579,345.444444,1,46,757,0.666667,74,1
0,0.019527,0,973,1,15,11,1,12,0
0.481453,0.456491,0.001427,467.333333,1,14,173,0.666667,11,1
0.642599,0.070704,0.008838,436.428571,1,59,278,0.857143,379,1
0.57421,0.09157,0.008595,232.692308,1,14,550,0.538462,570,0
0.124765,0.031008,0.005233,645,1,52,59,0.5,479,1
0.890366,0.121951,0.004205,297.25,1,11,60,0.75,306,0
0.736399,0.018042,0.203809,427.571429,1,10,50,0.428571,218,0
0.982161,0.077682,0.006165,270.333333,1,10,4,0.333333,211,0
0.705872,0.037349,0.012651,332,1,10,10,0.1,483,0
0.671266,0.086276,0.016145,247.75,1,11,144,0.0625,455,0
0.830965,0.013312,0.007204,1064.166667,1,66,79,0.666667,414,0
0.307752,0.035336,0.035131,811.25,1,51,62,0.25,216,0
0.592526,0.463366,0.127723,168.333333,0,1,24,0.083333,33,0
0.978919,0.028336,0.061693,557.6,0,6,193,0.4,195,0
0.811808,0.071283,0.02444,98.2,0,5,74,0.2,60,0
0.813895,0.09589,0.045662,146,0,5,310,0.333333,50,0
1,0.196226,0.003774,265,0,5,70,0.5,4,0
0.759705,0.298105,0.024124,248.714286,1,5,188,0.285714,19,0
0.754884,0.007479,0.032116,284.125,1,7,362,0.3125,213,0
1,0.413249,0.126183,317,0,6,40,0.5,197,0
0.886993,0.045712,0.018889,529.4,0,6,110,0.4,190,0
0.96637,0.001539,0.00139,875.869565,1,189,8872,1,2218,0
0,0.330508,0.330508,118,1,4,1,1,23,0
0.271805,0.299505,0.344059,67.333333,0,6,107,0.833333,18,0
0.803579,0.035638,0,820.75,1,42,31,1,1058,0
0.729847,0.004241,0,786,1,42,25,1,999,0
0.864974,0.004762,0.004762,350,1,21,0,0.333333,3,0
0.864974,0.004762,0.004762,350,1,20,15,0.666667,987,0
0,0.011976,0.076347,668,1,12,5,1,904,1
0.530074,0.026049,0.023362,604.625,1,54,351,1,846,0
0.684038,0.013004,0.0013,384.5,1,12,10,0.5,823,0
0.775468,0.004188,0.005444,597,1,42,0,0.5,812,0
0.696888,0.023736,0.004747,397.888889,1,43,522,0.777778,775,0
0.569193,0.042271,0.007252,371.230769,1,52,0,0.076923,755,0
0.569193,0.007431,0.043312,362.307692,1,52,0,0.153846,27,0
0.767741,0.008978,0.00171,584.75,1,36,309,1,677,0
0.652185,0.038509,0.011038,509.625,0,42,425,0.5,451,1
0.598004,0.109253,0.013006,448.5,0,34,595,0.833333,443,1
0.455746,0.082215,0.036353,596,1,34,2,1,353,0
0.991076,0.012121,0.001515,330,1,9,126,0.5,88,1
0,0.113537,0.017467,229,1,14,5,1,78,1
0.642015,0.024788,0.024788,275.666667,1,15,524,1,74,1
0.634893,0.089055,0.012916,183.875,1,23,1683,0.875,66,1
0.792188,0.041724,0.005044,363.5,1,51,626,1,263,1
0.996317,0.021103,0.017018,734.5,1,32,38,1,15,0
0,0.021978,0.005495,546,1,3,33,1,9,0
0.858029,0.099672,0.099672,159.179104,1,38,4316,0.343284,1139,1
0.490072,0.016383,0.010712,396.75,1,29,554,0.875,97,0
0.434376,0.200345,0.003454,115.8,1,17,669,1,86,0
0.707466,0.042614,0.019886,176,1,4,8,0.25,99,0
0.710367,0.033797,0.008304,575.333333,1,79,210,0.555556,731,0
0.558207,0.186726,0.27677,237.894737,1,12,410,0.315789,588,1
0.837619,0.017687,0.010259,645.765625,1,111,1402,0.28125,1527,1
0.544377,0.061139,0.532191,196.272727,0,1,154,0.181818,44,0
0.768684,0.118613,0.091342,243.48,0,8,395,0.24,153,0
0.817056,0.029341,0.040494,149.435897,0,9,510,0.153846,110,0
0.809691,0.027368,0.009123,712.5,0,6,64,0.5,68,0
0.915415,0.017094,0.02849,117,1,5,294,0.5,272,0
0.955711,0.007493,0.00562,457.571429,1,37,482,1,22,1
0.404497,0.229721,0.113838,209.571429,1,14,119,0.857143,916,1
0.862075,0.047767,0.064558,157.282051,1,9,1843,0.358974,359,0
0,0,0,0,0,1,0,1,231,0
0,0,0,0,0,1,0,1,313,0
0,0.037037,1.592593,27,0,1,0,1,254,0
0,2.044444,0,45,1,1,0,1,231,0
0,0,0,0,1,2,14,0.5,157,0
0.46637,0.313984,0.005277,189.5,1,12,149,1,11,1
0.671884,0.073753,0.056761,307.333333,1,46,916,1,201,0
0.815638,0.018182,0.010606,440,1,39,20,1,695,1
0.611952,0.03459,0,640.142857,1,27,990,0.714286,16,1
0,0,0,0,1,1,0,1,1006,0
0,0.072993,0,137,1,2,10,1,34,0
0.70809,0.065359,0.015523,408,1,18,101,1,22,1
0.449794,0.107886,0.004838,413.4,1,16,493,1,706,0
0.786523,0.240661,0.058175,272.166667,0,42,478,0.5,9,0
0.631805,0.07537,0.043704,600,1,69,0,0.111111,539,1
0.655727,0.083847,0.050349,608.25,1,69,65,0.375,518,0
0.849035,0.072524,0.027429,358.5,1,25,301,1,88,1
0,0,0.044081,794,1,4,0,1,993,0
0,0.011043,0.01227,815,1,4,0,1,991,0
0.328571,0.022946,0.018505,450.333333,1,40,123,1,58,0
0.786004,0.03132,0,447,1,39,77,0.666667,53,0
0.468996,0.008115,0.00437,801,1,46,2,0.5,7,0
0.668881,0.015756,0.088761,238,1,11,0,0.0625,439,0
0.671402,0.045195,0.010179,818.666667,1,51,101,1,1504,0
0.652687,0.079562,0.022183,375.666667,1,43,530,0.888889,939,0
0.357619,0.179699,0.078195,266,1,13,176,1,1043,0
0.284766,0.518139,0.116719,253.6,1,17,262,0.8,104,1
0,0.416667,0.008333,360,1,1,70,1,69,1
0.816306,0.018868,0.009936,407.136364,1,62,751,0.681818,1028,1
0.823231,0.017077,0.008979,258.181818,1,53,2010,0.590909,968,0
0.760545,0.004321,0.019827,655.666667,1,42,34,0.5,463,1
0.636534,0.084762,0.012444,354.916667,1,56,569,0.666667,280,1
0.566573,0.063866,0.015126,79.333333,1,13,30,0.066667,967,1
0.462077,0.047341,0.07481,106.9375,0,14,0,0.3125,952,0
0,0.133333,0.066667,15,1,1,39,1,920,0
0,0,0,13,1,1,0,1,820,0
0.507935,0.182081,0.023121,173,1,1,84,1,995,0
0.487815,0.066356,0.003492,214.75,1,15,43,0.75,130,0
0.835956,1.723077,0,21.666667,1,1,0,0.166667,806,1
1,0.003906,0.003906,256,0,5,82,0.5,109,0
0.603886,0.00463,0.033951,259.2,0,6,154,0.6,124,0
0.980419,0.123932,0.09188,117,1,4,244,0.5,239,0
0.582011,0.153951,0.106948,489.333333,1,8,582,0.333333,179,0
0.783361,0.416494,0.463738,150.8125,1,10,1992,0.375,142,0
0.78009,0.027496,0.014047,223.066667,1,10,351,0.4,378,0
1,0.02439,0.005226,574,1,10,22,0.5,6,0
1,0.004132,0.002066,484,1,10,26,0.5,4,0
0.7554,0.113106,0.061041,208.875,1,7,128,0.375,397,0
0.851316,0.00435,0.003288,1254.7,1,212,3591,0.658333,1132,1
0.706908,0.040816,0,294,0,5,72,0.5,40,0
0.692462,0.030928,0.028757,614.333333,1,6,156,0.333333,253,0
0.959148,0.002928,0.001464,341.5,0,6,42,0.5,197,0
0,0.053476,0.055258,561,0,10,71,1,42,0
0,0.117647,0.117647,17,0,3,64,1,201,0
0.707996,0.082272,0.053083,495.6875,1,117,389,0.34375,639,1
1,0.001074,0,931,1,7,0,0.5,331,0
1,0.000999,0.004995,1001,0,6,70,0.5,10,0
0.981073,0.022781,0.021995,636.5,1,6,190,0.5,64,0
1,0.015521,0.045455,902,1,4,44,0.5,81,0
1,0.079395,0.028355,529,0,3,40,0.5,77,0
1,0.003331,0.003331,600.5,1,12,329,1,557,0
0.535313,0.114452,0.342386,515.5,1,7,56,0.25,329,0
0,0.54,0.18,100,0,4,20,1,203,0
0,0,0,161,1,1,0,1,219,0
0.692846,0.527602,0.512217,144.130435,1,15,1549,0.347826,301,1
0,0,0,41,1,1,0,1,236,0
0,0,0,55,1,1,0,0.5,301,0
1,0.00578,0.00578,173,1,4,0,0.25,44,0
0,0,3.647059,102,0,5,20,1,205,0
0,0,3.111111,18,0,5,20,1,209,0
0,0,0,0,0,1,0,0.5,16,0
0.421817,0.017241,0.258621,77.333333,0,5,80,0.666667,209,0
0,0.009346,0.018692,107,0,2,30,1,191,0
0,0,0,0,0,1,0,0.5,18,0
0,0.034483,0.034483,29,0,2,30,1,213,0
0.603929,0.01154,0.013408,356.928571,1,108,1098,0.380952,1974,0
0.479832,0.053659,0.087805,205,1,1,24,0.5,172,0
0.999142,0.031707,0.039024,205,1,4,30,1,181,0
0.961017,0.026718,0.021374,327.5,1,4,86,0.5,4,0
1,0.025641,0.004274,234,1,5,2,0.5,181,0
1,0.013158,0.013158,76,0,1,0,0.5,73,0
0.764051,0.109612,0.035413,84.714286,1,7,1526,0.5,195,0
0.999473,0.142857,0.077381,84,0,4,68,1,217,0
1,0.008081,0.00404,247.5,0,5,42,0.5,131,0
0.838718,0.034091,0.035124,161.333333,0,6,416,0.5,266,0
0.5,2.466667,0,15,0,3,0,0.25,119,0
0.96516,2.829787,0,23.5,1,1,0,0.25,27,0
1,0,0.009709,103,1,4,232,0.5,403,0
0,0.038462,0.025641,78,0,3,34,1,193,0
0.966466,0.129032,0.129032,23.25,0,3,118,1,227,0
0.790335,1.247525,0.732673,20.2,0,4,0,0.1,32,0
0,0,0,0,0,1,0,0.5,34,0
0,0.012658,0.012658,79,1,2,7,1,383,0
0.971798,0.221122,0.00495,303,1,7,51,1,194,0
0,0,0,67.75,1,2,76,0.75,199,0
1,0.008969,0.006726,446,0,3,0,0.5,44,0
1,0,0.015625,384,1,3,0,0.5,36,0
0.999692,0.001133,0.060589,588.666667,0,38,46,0.666667,36,0
0,0,0,0,0,1,0,0.5,233,0
1,0.033333,0.033333,30,1,2,0,0.5,34,0
0,0,0,239.5,1,3,68,1,162,0
0,0,0,0,0,1,0,0.5,33,0
1,3.466667,0,15,1,1,0,0.5,33,0
0,0,0,0,0,1,0,0.5,33,0
0,3.071429,0,14,1,1,0,1,35,0
0,1.310811,0.135135,74,1,3,0,1,39,0
0,0.380952,0.047619,21,1,3,0,1,39,0
0.962087,0.186667,0.186667,18.75,0,4,156,0.75,243,0
0,0,0,0,0,1,0,1,10,0
0.87777,2.39726,0,36.5,0,1,0,0.5,10,0
0,0,0,0,0,1,0,1,10,0
0,0.007143,0.007143,140,0,4,32,1,69,0
0,0.045455,0,22,0,3,30,1,1,0
0.813206,0.085351,0.095376,364.367769,0,163,43525,0.475207,3039,0
0,0,0,0,0,3,63,1,125,0
1,0.038462,0.038462,364,1,8,0,0.5,551,0
1,0.014837,0.011869,337,1,8,10,0.5,521,0
1,0.022013,0.025157,318,1,8,14,0.5,487,0
1,0.011628,0.005814,172,1,4,6,0.5,16,0
0.873769,0.006699,0.006502,741.348315,1,192,1425,0.606742,9134,1
1,0.023346,0.015564,257,1,5,74,0.5,274,0
1,0.004049,0,247,1,4,50,0.5,18,0
0,0.025547,0.00365,274,1,8,129,1,40,0
0,0,0.026316,19,0,6,37,1,249,0
1,0.0625,0.0625,16,0,2,86,0.5,4,0
0,0,0,0,0,3,64,1,251,0
0,0,0,145,1,1,0,1,247,0
0,0,0,119,1,1,0,1,523,0
0,0,0,30.333333,1,1,0,0.333333,549,0
0,0,0,19.666667,1,1,0,0.333333,253,0
0.242292,0.03038,0.001266,395,1,12,12,1,154,0
0.478149,0.020395,0.009064,280.818182,1,39,713,0.727273,311,0
0.860964,0.003715,0.002477,403.75,1,36,333,0.75,149,0
0,0.070423,0.042254,71,1,2,0,1,934,0
0.501802,0.184615,0.067179,195,1,3,85,0.3,21,1
0,0,0,6.75,1,1,0,0.25,734,1
0.218627,1.202586,0.068966,46.4,1,1,70,0.8,825,1
0,0.285714,0,14,1,3,1106,1,65,0
0,0,0,9,1,1,0,1,734,1
0.423366,0.052017,0.048832,314,1,33,98,1,31,0
0.999046,0.031285,0.030168,895,1,36,39,1,24,0
0.999624,0.154748,0.160434,113.784314,1,24,25730,0.627451,251,0
0,0.013029,0.013029,307,1,12,22,1,27,0
0,0.02589,0.016181,309,1,11,0,1,11,0
0,0.091205,0.013029,307,1,10,17,1,13,0
0,0.036913,0.006711,298,1,10,0,1,3,0
0,0.003425,0.003425,292,1,10,0,1,2,0
0,0.027397,0.017123,292,1,10,73,1,1,0
0,0.006897,0.013793,290,1,9,20,1,4,0
0.591673,0.004284,0.01371,583.5,1,27,43,1,10,0
0,0.003436,0.003436,291,1,8,4,1,13,0
0.862702,0.004462,0.015771,1115.02439,1,215,2663,0.634146,51,1
0.853145,0.013441,0.005914,310,1,25,121,0.666667,7,1
0.863121,0.027322,0.010929,183,1,4,53,1,4,0
0,0,0,243,1,1,0,1,118,1
0,0.012945,0.012945,309,1,13,122,1,28,0
0,0.012945,0.012945,309,1,13,123,1,29,0
0.314683,0.047774,0.047774,460.5,1,33,822,1,34,0
0,0.009646,0.009646,311,1,15,544,1,17,0
0,0.166667,0.066667,30,1,5,608,1,34,0
0.383884,0.001921,0.009604,882.73913,1,247,2666,0.76087,3876,1
0,0.019802,0.017327,808,1,11,116,1,8,0
0,0.066265,0,830,1,8,61,1,144,0
0,0.024814,0.003722,806,1,8,0,1,29,0
0,0.001372,0.002743,729,1,4,0,1,1072,1
0,0.00137,0,730,1,4,0,1,1071,0
0,0.00411,0.00274,730,1,4,0,1,1051,0
0,0.002743,0.002743,729,1,4,0,1,1050,0
0,0.002743,0.002743,729,1,4,14,1,1049,0
0,0.002743,0.002743,729,1,4,39,1,16,0
0.524834,0.011002,0.007001,857,1,57,345,0.571429,1121,0
0.883054,0.007215,0.014154,1178.170213,0,222,9519,0.382979,1295,1
0,0.019729,0.017263,811,1,12,449,1,18,0
0.831088,0.042414,0.018488,459.75,1,37,73,0.75,190,0
0.719022,0.043445,0.008534,322.25,1,21,78,1,1071,0
0,0.001468,0.022026,681,1,12,0,1,168,0
0,0.021708,0.001447,691,1,12,5,1,167,0
0,0.045124,0.002911,687,1,12,0,1,1033,0
0,0.002981,0.052161,671,0,12,0,1,1032,0
0,0.050798,0.002903,689,1,12,4,1,1031,0
0.863121,0.00579,0,604.5,1,15,17,1,149,0
0,0.001422,0.001422,703,1,12,0,1,808,0
0,0.006211,0.004658,644,1,12,3,1,105,0
0,0.049767,0.034215,643,1,12,7,1,101,0
0,0.056548,0.013393,672,1,11,13,1,66,1
0,0.006079,0.006079,658,1,11,4,1,688,0
0,0.016287,0.016287,614,1,7,13,1,29,0
0.602431,0.024502,0.027565,326.5,1,7,222,1,74,1
0.623405,0.058712,0.011364,264,1,15,99,1,42,1
0,0,0.013136,609,1,6,2,1,38,0
0.970951,0,0.00516,484.5,1,7,71,1,26,0
0,0.004777,0.001592,628,1,5,26,1,12,0
0.687747,0.024366,0.009903,748.655172,1,116,1635,0.413793,231,1
0.765448,0.038596,0.023684,285,1,2,35,0.75,50,0
0,0.275605,0.238361,537,1,2,15,1,46,1
0.970951,0.003623,0.005435,276,1,2,0,1,44,0
0.602431,0.023952,0.026946,334,1,7,835,1,78,0
0,0.004777,0.001592,628,1,5,222,1,13,0
0.602431,0.023952,0.026946,334,1,7,835,1,76,0
0.699772,0.027419,0.002419,620,1,19,852,1,109,0
0,0.056548,0.013393,672,1,11,388,1,68,0
0,0.001538,0.001538,650,1,11,371,1,42,0
0.918296,0.003315,0.003315,452.5,1,10,1,1,924,0
0.979869,0.086957,0.007905,126.5,1,9,21,1,910,0
0,0.015152,0,66,1,9,0,1,729,0
0,0,0.030769,65,1,9,0,1,728,0
0.62357,0.053221,0.009804,357,1,12,12,0.5,727,1
0.903807,0.15709,0.384152,107.9,1,16,2651,0.2,100,1
0.735509,0.084058,0.042029,345,0,12,555,1,34,0
0.843117,0.063213,0.138156,204.6,0,53,17451,0.6,31,0
0.506004,0.014759,0.010823,508.166667,1,46,114,0.666667,186,0
0,0.003731,0.003731,536,1,10,20,1,70,0
0.88519,0.018739,0.013629,195.666667,1,10,764,0.666667,62,0
0,0.040741,0.003704,540,1,9,37,1,11,0
0,0.003824,0.001912,523,1,6,62,1,26,0
0,0.009597,0,521,1,5,173,1,1,0
0,0.005803,0.015474,517,1,3,1,1,1,0
0.95467,0.001291,0.001319,1239.611765,1,270,5771,0.611765,2370,0
0,0.273764,0.015209,526,1,1,10,1,45,0
0,0.003731,0.003731,536,1,10,719,1,71,0
0.836641,0.012216,0.013962,286.5,1,10,1770,1,65,0
0,0.009259,0,540,1,9,630,1,22,0
0,0.040968,0.003724,537,1,9,630,1,13,0
0.60932,0.029208,0.019985,433.666667,1,15,0,0.333333,180,0
0.843706,0.003426,0.006317,609.108696,0,224,7920,0.804348,191,0
0.881291,0.01421,0.003552,281.5,1,8,1409,1,6,0
0,0.027027,0,37,1,4,1002,1,22,0
0,0,0.005222,383,1,13,70,1,7,0
0.501564,0.020182,0.017016,505.4,1,100,73,1,1390,0
0,0.00266,0.00266,376,1,12,11,1,123,0
0,0.026596,0.013298,376,1,12,0,1,119,0
0.978449,0.021668,0.009751,461.5,1,36,0,0.5,828,1
0.778262,0.018293,0.015244,328,1,36,391,0.666667,821,0
0,0.027174,0.016304,368,1,11,73,1,27,0
0,0.016393,0.010929,366,1,9,18,1,5,0
0.918296,0.001527,0.001527,982,1,25,107,1,215,1
0,0.00274,0.00274,365,1,8,0,1,4,1
0.671977,0.064242,0.079198,326.888889,1,36,726,0.444444,371,1
0.965636,0.028205,0.001282,390,1,29,167,1,28,0
0,0.003135,0.003135,319,1,3,0,1,1070,0
0.276195,0.020772,0,505.5,1,34,618,1,75,0
0,0.027174,0.016304,368,1,11,272,1,28,0
0,0,0.153846,13,1,7,70,1,7,0
0,0,0,9,1,1,0,1,766,1
0,0,0,29.5,1,1,0,0.25,125,1
0.68582,0.018727,0.001248,200.25,1,13,362,0.5,38,0
0,0,0,259.666667,1,1,0,0.333333,125,1
0.704601,0.043979,0.002094,260.454545,1,40,2433,0.818182,55,0
0.817689,0.024413,0.010329,213,1,24,1282,0.7,23,0
0,0.017094,0.017094,117,1,9,1,1,538,0
0,0.042735,0.042735,117,1,9,125,1,537,0
0.405977,0.061224,0.039456,367.5,1,12,246,1,44,0
0.713117,0.015639,0.026933,313.909091,1,38,214,0.727273,108,1
0,0.011765,0,85,0,8,0,1,24,0
0,0.011765,0.011765,85,0,8,0,1,23,0
0,0.047059,0.023529,85,1,8,9,1,60,0
0,0.073171,0.085366,82,1,7,0,1,17,0
0,0.012048,0.012048,83,1,7,162,1,16,0
0.678679,0.028682,0.024806,258,1,16,942,1,99,1
0.918296,0.029412,0.029412,51,1,8,538,1,31,0
0.858459,0.013489,0.018099,1112.712871,1,281,9564,0.415842,205,1
0,0,0,35.666667,1,1,0,0.333333,24,0
0.86983,0.006126,0.006208,854.468271,1,363,18150,0.332604,2339,1
0.863121,0.047619,0.077381,84,1,6,418,1,25,0
0.808595,0.010796,0.018893,185.25,1,17,60,0.25,10,1
0,0.006623,0.019868,151,1,3,270,1,6,0
1,0.035714,0.035714,84,1,6,60,0.5,37,1
0.303949,0.007322,0.015863,91.055556,1,6,44,0.166667,42,1
0.168661,0.27957,0.150538,46.5,1,1,16,0.5,156,0
0,0,0,42.5,1,1,0,0.5,154,1
0.955864,0.002279,0.002279,636.05618,1,274,45651,0.640449,1925,0
0,0,0,13,1,1,0,0.5,167,0
0,0.018519,0.027778,108,1,3,654,1,84,1
0,0.009174,0,109,1,2,0,1,5,0
0.918296,0.009375,0.009375,320,1,15,439,1,2,0
0,0.00303,0.00303,330,1,6,785,1,17,0
0,0.010526,0.010526,95,1,6,1,1,110,0
0.57286,0.047889,0.008021,353.25,1,49,1668,0.75,741,0
0,0.019512,0,205,1,3,0,1,992,0
0.650022,0.018349,0.018349,163.5,1,2,12,1,126,0
0,0.01005,0.01005,199,1,2,4,1,121,0
0.995253,0.131206,0,141,1,9,0,1,914,1
0,0.005587,0.005587,179,1,1,0,1,911,0
0,0.070175,0.035088,171,1,1,0,1,908,0
0,0,0,167,1,1,0,1,905,1
0,0.075862,0.034483,145,1,9,16,1,1,0
0,0.027972,0.006993,143,1,8,0,1,15,0
0.651953,0.022632,0.007318,614.916667,1,69,486,0.833333,232,0
