@relation 'data/M_multi_metrics_ML.csv-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Remove-R1-6,8-15,18,20-21,24-26,28,30,33,35-47,49-50,52-53,55,57-61'

@attribute CvsWEntropy numeric
@attribute ck_oo_noc numeric
@attribute numberOfCriticalBugsFoundUntil: numeric
@attribute LDHH_numberOfPrivateMethods numeric
@attribute WCHU_noc numeric
@attribute LDHH_numberOfAttributesInherited numeric
@attribute ck_oo_numberOfAttributesInherited numeric
@attribute ck_oo_dit numeric
@attribute LDHH_noc numeric
@attribute WCHU_dit numeric
@attribute WCHU_numberOfAttributesInherited numeric
@attribute LDHH_dit numeric
@attribute WCHU_numberOfMethodsInherited numeric
@attribute LDHH_numberOfMethodsInherited numeric
@attribute ck_oo_numberOfMethodsInherited numeric
@attribute class {buggy,clean}

@data
0.001364,0,0,0,0,0,0,2,0,0,0,0,1.1,0.027723,22,clean
0.006478,1,0,0,0,0,0,2,0,0,0,0,1.1,0.027723,22,clean
0,5,0,0,0,0,0,2,0,0,0,0,0,0,11,clean
0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,buggy
0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,clean
0.074056,0,0,0.003987,0,0,0,1,0,0,0,0,6.12,0.018294,13,clean
0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,clean
0.00019,0,0,0,0,0,0,1,0,0,0,0,0,0,0,clean
0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,clean
0.032952,0,0,0.002741,0,0,0,1,0,0,0,0,1.01,0.005924,9,clean
0.007015,2,0,0,3.04,0,0,1,0.012098,0,0,0,1.01,0.005924,9,clean
0.278352,0,0,0.023845,0,0,0,1,0,0,0,0,0,0,0,clean
0,0,0,0,0,0,0,2,0,0,0,0,1.1,0.027723,22,clean
0.000949,0,0,0,0,0,0,1,0,0,0,0,1.01,0.005924,9,clean
0.002586,0,0,0,0,0.003307,13,2,0,1.01,1.02,0.00316,1.1,0.002905,95,clean
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,buggy
0.00952,0,0,0,0,0,0,1,0,0,0,0,2.02,0.009791,9,clean
0.004387,0,0,0,0,0,0,1,0,0,0,0,1.01,0.005924,9,clean
0.002709,0,1,0,0,0,0,1,0,0,0,0,2.02,0.009791,9,clean
0.261072,3,1,0.004659,2.02,0.001023,1,2,0.002086,1.01,1.01,0.000255,3.03,0.010674,10,buggy
0.390923,0,1,0,0,0,0,1,0,0,0,0,0,0,0,clean
0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,clean
0.001518,0,0,0,0,0,4,3,0,0,0,0,1.01,0.005924,23,clean
0.010005,0,0,0.00318,0,0,0,1,0,0,0,0,1.01,0.005924,9,buggy
0,0,0,0,0,0,0,3,0,0,0,0,0,0,14,clean
0,0,0,0,0,0,0,1,0,0,0,0,1.01,0.005924,9,clean
0.042207,0,0,0,0,0,0,1,0,0,0,0,2.02,0.009791,9,clean
0.330227,0,0,0,0,0,0,2,0,0,0,0,2.02,0.009791,12,clean
0,0,0,0,0,0,0,2,0,0,0,0,2.02,0.009791,15,clean
0,1,0,0,0,0,0,1,0,0,0,0,0,0,9,clean
0.007474,0,1,0,0,0.003609,3,4,0,1.01,1.01,0.002921,8.51,0.021069,75,clean
0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,clean
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,buggy
0.027778,0,0,0.020576,0,0,0,1,0,0,0,0,1.01,0.005924,9,clean
0.221929,0,0,0.004666,0,0,0,1,0,0,0,0,0,0,0,buggy
0.003362,0,0,0,0,0,0,1,0,0,0,0,2.02,0.009791,9,clean
0.000682,0,0,0,0,0,0,2,0,0,0,0,1.1,0.027723,22,clean
0.148083,0,0,0.004409,0,0,1,2,0,0,0,0,3.08,0.007771,19,buggy
0.005114,0,0,0,0,0,0,2,0,0,0,0,1.1,0.027723,22,clean
0,0,0,0,0,0,0,2,0,0,0,0,0,0,10,clean
0.007954,3,1,0,0,0,0,1,0,0,0,0,3.29,0.011815,9,clean
0.000809,0,0,0.004366,0,0,0,2,0,1.01,0,0.002266,1.09,0.002778,18,clean
0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,clean
0.001966,0,0,0,0,0,0,1,0,0,0,0,0,0,0,clean
0.001328,6,0,0,0,0,0,1,0,0,0,0,2.03,0.033647,25,clean
0.003263,0,0,0,0,0,0,3,0,0,0,0,0,0,10,buggy
0.005945,0,1,0,0,0,0,1,0,0,0,0,0,0,0,clean
0,1,0,0,0,0,0,1,0,0,0,0,0,0,9,clean
0.004615,1,0,0,0,0.001023,4,1,0,0,1.04,0,3.66,0.010674,66,clean
0.002539,0,0,0,0,0,0,1,0,0,0,0,2.04,0.009791,18,clean
0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,clean
0.000682,0,0,0,0,0,0,2,0,0,0,0,1.1,0.027723,22,clean
0.016455,0,0,0,0,0,0,1,0,0,0,0,0,0,0,clean
0,0,0,0,0,0,0,2,0,0,0,0,1.01,0.003931,11,clean
0.001121,0,0,0,0,0,8,4,0,1.01,0,0.002921,4.09,0.014863,47,clean
0.008824,0,0,0,0,0,0,1,0,0,0,0,0,0,0,clean
0.003418,0,0,0,0,0,0,1,0,0,0,0,2.04,0.009791,18,clean
0.460828,0,1,0,0,0,0,1,0,0,0,0,2.02,0.009791,9,clean
0.147691,0,0,0.00318,0,0,1,2,0,0,0,0,3.08,0.007771,19,buggy
0.001814,0,0,0,0,0,0,1,0,0,0,0,2.02,0.009791,11,clean
0.023224,0,0,0.002596,0,0,0,1,0,3.04,0,0.004202,3.48,0.007549,0,clean
0.001364,0,0,0,0,0,0,2,0,0,0,0,1.1,0.027723,22,buggy
0.003754,0,0,0,0,0,0,1,0,0,0,0,1.01,0.005924,9,clean
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,clean
0,0,0,0,0,0,1,3,0,0,0,0,1.01,0.051511,21,clean
0.009047,0,0,0,0,0,0,1,0,0,0,0,0,0,0,clean
0.022473,0,0,0,0,0,0,1,0,0,0,0,2.02,0.009791,9,clean
0.107189,0,0,0.00718,0,0,0,1,0,0,0,0,2.02,0.009791,9,clean
0.022159,0,0,0.002324,0,0,0,2,0,0,0,0,1.02,0.002731,3,clean
0.209219,0,1,0.00918,0,0,0,1,0,0,0,0,4.15,0.014863,22,clean
0.035003,0,0,0.0012,0,0,0,1,0,0,0,0,3.09,0.010674,9,buggy
0.007995,0,1,0,0,0,0,1,0,0,0,0,0,0,0,clean
0.02983,0,1,0,0,0,0,1,0,0,0,0,2.02,0.009791,9,clean
0.036568,4,0,0,1.01,0,0,1,0.001309,0,0,0,2.02,0.009791,9,clean
0.002557,0,0,0,0,0,0,2,0,0,0,0,1.01,0.003931,19,clean
0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,buggy
0.000949,0,0,0,0,0,0,2,0,0,0,0,0,0,1,clean
0.004111,0,0,0,0,0,4,4,0,0,0,0,1.1,0.027723,45,clean
0.002087,0,0,0,0,0,0,3,0,0,0,0,0,0,14,buggy
0.002537,0,0,0,0,0,5,3,0,0,0,0,1.01,0.005924,32,clean
0.001256,1,0,0,0,0,0,1,0,0,0,0,2.02,0.009791,9,clean
0.047883,0,0,0,0,0,2,2,0,0,0,0,2.02,0.009791,18,clean
0.001875,0,0,0,0,0,0,2,0,0,0,0,1.1,0.027723,22,clean
0.000271,0,0,0,0,0,0,1,0,0,0,0,2.02,0.009791,10,clean
0.002368,1,0,0,0,0,0,1,0,0,0,0,0,0,0,clean
0.01264,1,0,0,0,0,0,1,0,0,0,0,0,0,0,clean
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,clean
0.001508,0,0,0,0,0,0,1,0,0,0,0,1.02,0.005924,18,clean
0.039268,0,0,0,0,0,5,3,0,0,0,0,2.02,0.009791,26,clean
0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,buggy
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,clean
0.002959,0,0,0,0,0,0,2,0,0,0,0,1.1,0.027723,22,clean
0.001399,5,0,0,3.04,0,0,1,0.010534,0,0,0,1.01,0.005924,9,clean
0.001763,0,0,0,0,0,0,1,0,0,0,0,2.02,0.009791,9,clean
0.06335,0,1,0,0,0,0,1,0,0,0,0,3.09,0.011059,9,clean
0.000949,0,0,0,0,0,0,1,0,0,0,0,0,0,0,clean
0.051524,0,0,0,0,0,0,1,0,1.01,0,0.001502,3.15,0.012592,0,clean
0.002152,0,0,0,0,0,0,1,0,0,0,0,2.02,0.009791,9,clean
0,0,0,0,0,0,1,2,0,0,0,0,0,0,14,buggy
0.003921,1,0,0,0,0,1,2,0,0,0,0,0,0,4,buggy
0.013289,0,0,0,0,0,0,1,0,0,0,0,0,0,0,clean
0.002625,0,0,0,0,0,0,1,0,0,0,0,3.05,0.037515,26,clean
0.012534,0,0,0,0,0,1,2,0,0,0,0,1.02,0.002667,19,clean
0,0,0,0,0,0,0,1,0,0,0,0,0,0,18,buggy
0.004931,0,0,0,0,0,0,2,0,0,0,0,7.11,0.021593,31,clean
0.000949,0,0,0,0,0,0,1,0,0,0,0,1.01,0.005924,9,clean
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,buggy
0.018898,0,0,0,0,0,0,1,0,0,0,0,0,0,0,clean
0,0,0,0.019848,0,0.01548,6,3,0,1.01,1.05,0.009752,2.28,0.036351,57,clean
0.004472,0,0,0,0,0,0,2,0,0,0,0,2.02,0.009791,15,clean
0.089183,0,0,0.001169,0,0.008317,18,4,0,1.01,2.02,0.008626,4.07,0.041367,54,clean
0.000746,0,0,0,0,0,0,1,0,0,0,0,2.02,0.009791,9,clean
0,0,0,0,0,0,0,1,0,0,0,0,2.02,0.009791,9,clean
0.000818,0,0,0,0,0,0,1,0,0,0,0,2.02,0.009791,9,clean
0,0,0,0,0,0,0,1,0,0,0,0,2.02,0.009791,9,clean
0,0,0,0,0,0,0,1,0,0,0,0,2.02,0.009791,9,clean
0.002923,0,0,0,0,0,0,1,0,0,0,0,2.09,0.00624,0,clean
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,buggy
0.02402,0,1,0,0,0,1,2,0,0,0,0,1.07,0.001058,2,clean
0.006575,0,0,0,0,0,0,1,0,0,0,0,1.01,0.005924,9,clean
0.006836,0,0,0,0,0,0,1,0,0,0,0,0,0,9,clean
0.705362,0,0,0.005088,0,0,0,1,0,0,0,0,0,0,0,clean
0.016248,0,0,0,0,0.005462,8,3,0,0,2.02,0,4.21,0.057037,28,clean
0,0,0,0,0,0,4,3,0,0,0,0,1.1,0.027723,43,clean
0.03306,0,0,0,0,0.007705,8,2,0,1.01,3.08,0.001435,4.15,0.011868,22,clean
0.001814,1,0,0,1.01,0,0,1,0.0262,0,0,0,1.01,0.005924,9,clean
0.000559,0,0,0,0,0,0,1,0,0,0,0,0,0,0,clean
0.037904,2,1,0.004366,1.01,0,0,1,0.002706,0,0,0,1.01,0.005924,9,clean
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,clean
0.01608,0,0,0,0,0,0,1,0,0,0,0,0,0,0,clean
0.664612,0,0,0,0,0,12,3,0,0,0,0,2.02,0.009791,70,clean
0.007468,1,0,0,0,0,0,1,0,0,0,0,1.01,0.005924,9,clean
0.020509,0,0,0,0,0,0,1,0,0,0,0,2.02,0.009791,9,clean
0.082371,0,0,0,0,0,0,2,0,0,0,0,2.06,0.009791,37,clean
0.637473,0,0,0,0,0,0,1,0,0,0,0,2.02,0.009791,9,clean
0.00753,0,0,0,0,0.002283,1,2,0,0,1.01,0,1.01,0.001915,2,buggy
0.001415,0,0,0,0,0,0,1,0,0,0,0,2.1,0.009791,45,clean
0.01658,0,0,0,0,0,0,1,0,0,0,0,2.02,0.009791,9,clean
0.001536,0,0,0,0,0,0,2,0,0,0,0,1.03,0.002731,6,clean
0.001023,0,0,0,0,0,1,3,0,0,0,0,2.11,0.030524,28,clean
0.129811,0,0,0.002774,0,0,1,3,0,1.01,0,0.000255,5.14,0.01536,21,clean
0.001193,0,0,0,0,0,0,2,0,0,0,0,0,0,12,clean
0.004262,0,0,0,0,0,4,2,0,0,0,0,0,0,20,buggy
0.010253,0,0,0,0,0,0,1,0,0,0,0,2.02,0.009791,9,clean
0.03329,0,0,0,0,0,0,1,0,0,0,0,0,0,0,buggy
0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,buggy
0.186232,2,0,0,0,0,8,2,0,0,0,0,2.02,0.009791,63,clean
0.101112,0,0,0.001742,0,0,0,1,0,0,0,0,0,0,0,buggy
0.010107,0,0,0,0,0,0,1,0,0,0,0,2.02,0.009791,9,clean
0.073963,0,1,0.001676,0,0.005462,8,2,0,0,2.02,0,3.05,0.054697,26,buggy
0.032064,0,1,0,0,0,0,1,0,0,0,0,2.02,0.009791,9,clean
0.001081,0,0,0,0,0,0,1,0,0,0,0,1.01,0.005924,9,clean
0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,clean
0.001668,0,0,0,0,0,0,1,0,0,0,0,1.01,0.005924,11,clean
0.021191,1,0,0,0,0,0,2,0,1.01,0,0.002921,4.04,0.014863,17,buggy
0.021673,0,0,0.005306,0,0,0,1,0,0,0,0,0,0,0,clean
0.01836,0,1,0,0,0,0,2,0,0,0,0,2.02,0.009791,16,clean
1.1509,0,0,0,0,0,0,1,0,0,0,0,2.02,0.009791,9,clean
0.032776,0,0,0,0,0,0,1,0,0,0,0,2.02,0.009791,9,clean
0,0,0,0,0,0,1,2,0,0,0,0,0,0,17,clean
0.044528,0,0,0.002667,0,0,0,1,0,0,0,0,1.01,0.005924,9,clean
0,1,0,0,0,0,0,1,0,0,0,0,0,0,9,clean
0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,clean
0.011236,1,0,0,0,0,0,1,0,0,0,0,0,0,0,clean
0.040118,0,0,0,0,0,0,2,0,0,0,0,8.12,0.022649,31,clean
0.001328,4,0,0,2.02,0,0,2,0.013005,0,0,0,2.02,0.009791,16,clean
0,0,0,0,0,0,0,1,0,0,0,0,0,0,13,clean
0.001328,3,0,0,0,0,0,1,0,0,0,0,1.02,0.005924,18,clean
0,0,0,0,0,0,4,3,0,0,0,0,1.1,0.027723,43,clean
0.001705,0,0,0,0,0,0,2,0,0,0,0,0,0,12,clean
0.022169,0,0,0,0,0,1,2,0,0,0,0,2.02,0.009791,23,clean
0.005285,0,0,0,0,0,4,3,0,0,0,0,1.1,0.027723,43,clean
0.001094,0,0,0,0,0,0,1,0,0,0,0,2.02,0.009791,9,clean
0.011163,0,1,0,0,0,21,2,0,0,0,0,3.03,0.012023,55,clean
0.052441,0,0,0.021373,0,0,0,2,0,0,0,0,3.04,0.010996,17,clean
0,0,0,0,0,0,0,1,0,0,0,0,2.02,0.009791,9,clean
0.001138,0,0,0,0,0,0,2,0,0,0,0,2.02,0.009791,19,clean
0.010406,0,0,0,0,0,0,1,0,0,0,0,2.02,0.009791,9,clean
0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,clean
0.000949,0,0,0,0,0,0,1,0,0,0,0,0,0,0,clean
0.027474,0,0,0,0,0,0,1,0,0,0,0,2.02,0.009791,9,clean
0.10124,4,1,0.011053,3.03,0,0,2,0.010534,1.01,0,0.008626,1.02,0.010786,2,buggy
0.053127,0,0,0,0,0,0,1,0,0,0,0,0,0,0,clean
0.016181,1,1,0,0,0,0,1,0,0,0,0,2.04,0.009791,18,clean
0,0,0,0,0,0,0,1,0,0,0,0,0,0,18,clean
0.001323,0,0,0,0,0,0,1,0,0,0,0,0,0,0,buggy
0.296452,0,0,0,0,0.000722,0,2,0,0,1.07,0,3.26,0.011815,46,clean
0.001191,0,0,0,0,0,0,1,0,0,0,0,2.02,0.009791,9,clean
0.007879,0,1,0,0,0,0,4,0,0,0,0,2.1,0.009791,71,clean
0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,buggy
0.000949,0,0,0,0,0.002283,1,2,0,0,1.01,0,1.01,0.001915,2,buggy
0.000949,0,0,0,0,0,0,2,0,0,0,0,1.01,0.005924,15,clean
0.009388,0,0,0,0,0,0,1,0,0,0,0,1.01,0.005924,9,clean
0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,buggy
0,0,0,0,0,0,0,2,0,0,0,0,1.1,0.027723,22,buggy
0.001183,0,0,0,0,0,0,1,0,0,0,0,0,0,0,clean
0,0,0,0,0,0,4,2,0,0,0,0,0,0,17,clean
0.003069,0,0,0,0,0,4,3,0,0,0,0,1.1,0.027723,43,clean
0,0,0,0,0,0,0,2,0,0,0,0,0,0,16,clean
0.002003,0,0,0,0,0,0,1,0,0,0,0,0,0,0,clean
0.001273,0,0,0,0,0,0,1,0,0,0,0,0,0,0,clean
0.001342,0,0,0,0,0,0,1,0,0,0,0,0,0,0,clean
0.007548,0,0,0,0,0,0,1,0,0,0,0,2.04,0.009791,18,clean
0.00358,0,0,0,0,0,4,3,0,0,0,0,1.1,0.027723,43,clean
0.003875,0,0,0,0,0,0,1,0,0,0,0,0,0,0,clean
0.002216,0,0,0,0,0,4,3,0,0,0,0,1.1,0.027723,43,clean
0.021619,0,0,0.022889,0,0,0,1,0,0,0,0,0,0,9,buggy
0,0,0,0,0,0,0,2,0,0,0,0,0,0,17,buggy
0.004839,0,0,0,0,0,0,1,0,0,0,0,1.01,0.005924,9,buggy
0,0,0,0,0,0,0,4,0,0,0,0,0,0,21,clean
0.004262,0,0,0,0,0,4,3,0,0,0,0,1.1,0.027723,43,clean
0.167798,0,0,0,0,0,0,1,0,0,0,0,4.13,0.014188,51,buggy
0.001442,0,0,0,0,0,0,1,0,0,0,0,2.02,0.009791,9,clean
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,clean
0.002331,0,0,0,0,0,0,1,0,0,0,0,2.04,0.009791,18,clean
0.004488,0,0,0,0,0,0,2,0,0,0,0,1.01,0.005924,13,clean
0.003143,0,0,0,0,0,3,2,0,0,0,0,1.01,0.005924,14,clean
0.004363,0,0,0,0,0,0,1,0,0,0,0,1.02,0.005924,19,clean
0.001328,0,0,0,0,0,1,2,0,0,0,0,0,0,19,clean
0,0,0,0,0,0,3,2,0,0,0,0,0,0,8,clean
0.329234,0,4,0.001843,0,0.030844,25,4,0,2.02,2.02,0.006657,8.3,0.019174,78,clean
0.001193,0,0,0,0,0,0,1,0,0,0,0,0,0,0,clean
0.003452,0,0,0,0,0,0,1,0,0,0,0,0,0,0,clean
0.001705,0,0,0,0,0,4,3,0,0,0,0,1.1,0.027723,43,clean
0.00613,0,0,0,0,0,0,2,0,0,0,0,1.01,0.005924,13,clean
0.027024,0,0,0,0,0,6,3,0,1.01,0,0.002921,4.09,0.014863,38,clean
0.064723,0,0,0.010825,0,0,0,1,0,0,0,0,3.06,0.010932,14,clean
0.009661,0,0,0,0,0,0,1,0,0,0,0,2.02,0.008265,15,clean
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,clean
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,buggy
0.024252,0,0,0,0,0,0,1,0,0,0,0,2.02,0.009791,9,clean
0.001266,0,0,0,0,0,0,1,0,0,0,0,2.02,0.009791,9,clean
0,0,0,0,0,0,0,1,0,0,0,0,2.02,0.009791,9,clean
0,0,0,0,0,0,0,1,0,0,0,0,2.02,0.009791,9,clean
0,0,0,0,0,0,0,1,0,0,0,0,2.02,0.009791,9,clean
0.000273,0,0,0,0,0,0,1,0,0,0,0,2.02,0.009791,9,clean
0,0,0,0,0,0,0,1,0,0,0,0,2.02,0.009791,9,clean
0,0,0,0,0,0,0,1,0,0,0,0,2.02,0.009791,9,clean
0,0,0,0,0,0,0,1,0,0,0,0,2.02,0.009791,9,clean
0,0,0,0,0,0,0,2,0,0,0,0,0,0,14,buggy
0.106289,0,0,0.000269,0,0,0,1,0,0,0,0,0,0,0,buggy
0.02233,0,0,0,0,0,0,1,0,0,0,0,2.02,0.009791,9,clean
0.006982,1,0,0,3.06,0,0,1,0.012246,0,0,0,1.01,0.005924,9,clean
0.002168,0,0,0,0,0,0,1,0,0,0,0,0,0,0,clean
0.031583,0,0,0,0,0,0,2,0,0,0,0,2.02,0.009791,16,clean
0.008524,0,0,0,0,0.005646,9,3,0,0,2.02,0,5.16,0.022121,42,clean
0.000949,0,0,0,0,0,3,2,0,0,0,0,1.01,0.005924,14,clean
0.001875,0,0,0,0,0,0,2,0,0,0,0,0,0,20,clean
0.001554,7,0,0,4.05,0,0,1,0.012406,0,0,0,2.02,0.009791,9,clean
0.006137,0,0,0,0,0,4,3,0,0,0,0,1.1,0.027723,43,buggy
0.031978,0,0,0,0,0,0,2,0,0,0,0,6.21,0.020781,42,buggy
0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,clean
0.002334,0,0,0,0,0,0,2,0,0,0,0,2.04,0.009791,19,clean
0.00273,0,0,0,0,0,0,1,0,0,0,0,2.02,0.009791,9,clean
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,buggy
0.004537,0,0,0,0,0,0,1,0,0,0,0,1.01,0.005924,9,clean
0.002387,0,0,0,0,0,0,2,0,0,0,0,0,0,20,clean
0.005188,0,0,0,0,0,0,1,0,0,0,0,2.02,0.009791,14,clean
0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,clean
0.123109,0,0,0.008355,0,0,0,1,0,0,0,0,0,0,0,buggy
0.001518,0,0,0,0,0,0,1,0,0,0,0,0,0,0,clean
0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,clean
0.062606,0,1,0,0,0,0,1,0,0,0,0,2.02,0.009791,9,clean
0.16453,0,1,0,0,0,0,1,0,0,0,0,0,0,0,clean
0.001364,0,0,0,0,0,0,1,0,0,0,0,0,0,0,clean
0.023909,0,0,0,0,0,0,1,0,0,0,0,2.02,0.009791,9,clean
0.004161,0,0,0,0,0,0,1,0,0,0,0,2.02,0.009791,9,clean
0.003239,0,0,0,0,0,0,2,0,0,0,0,1.1,0.027723,22,clean
0.000852,0,0,0,0,0,0,1,0,0,0,0,0,0,18,clean
0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,clean
0.001023,0,0,0,0,0,0,2,0,0,0,0,1.1,0.027723,22,clean
0,0,0,0,0,0,0,2,0,0,0,0,0,0,13,clean
0.003263,0,0,0,0,0,4,2,0,0,0,0,2.02,0.009791,17,clean
0.038513,0,0,0.003114,0,0,0,2,0,0,0,0,8.12,0.022649,31,clean
0.001081,0,0,0,0,0,0,1,0,0,0,0,0,0,0,clean
0.00019,0,0,0,0,0,1,1,0,0,0,0,1.02,0.005924,26,clean
0.001227,0,0,0,0,0,0,1,0,0,0,0,2.02,0.009791,9,clean
0.001471,0,0,0,0,0,0,1,0,0,0,0,1.01,0.005924,9,clean
0.029467,0,0,0.006294,0,0,0,1,0,0,0,0,2.02,0.009791,9,buggy
0,0,0,0,0,0,0,3,0,0,0,0,0,0,24,clean
0.028473,0,0,0,0,0,0,2,0,0,0,0,2.02,0.009791,16,clean
0.015684,2,0,0,1.01,0,4,3,0.004,0,0,0,0,0,36,buggy
0.001604,0,0,0,0,0.003609,0,2,0,0,1.03,0,3.04,0.034292,32,clean
0.006451,0,0,0,0,0,0,1,0,0,0,0,1.01,0.005924,9,clean
0,0,0,0,0,0,0,2,0,0,0,0,1.01,0.003931,11,clean
0.001763,0,0,0,0,0,0,1,0,0,0,0,0,0,0,clean
0.013645,0,0,0,0,0,0,1,0,0,0,0,0,0,0,clean
0.002444,0,0,0,0,0,0,1,0,0,0,0,2.02,0.009791,9,clean
0.001328,0,0,0,0,0,0,2,0,0,0,0,2.03,0.033647,26,clean
0.023022,0,0,0,0,0,6,2,0,0,0,0,3.19,0.012186,45,clean
0.000949,0,0,0,0,0,0,1,0,0,0,0,1.01,0.005924,9,buggy
0,0,0,0,0,0,0,2,0,0,0,0,0,0,10,clean
0.053979,0,0,0,0,0,2,2,0,0,0,0,2.02,0.009791,14,clean
0.001265,0,0,0,0,0,0,2,0,0,0,0,2.02,0.009791,11,clean
0.038678,0,0,0.004409,0,0,0,1,0,0,0,0,0,0,0,clean
0.001308,3,0,0,1.02,0,0,1,0.003737,0,0,0,1.01,0.005924,9,clean
0.014347,0,1,0,0,0,0,2,0,0,0,0,0,0,5,buggy
0.030532,0,0,0,0,0,1,2,0,0,0,0,2.02,0.009791,17,clean
0.016543,13,0,0,7.17,0,0,1,0.035224,0,0,0,2.03,0.008591,31,clean
0.006989,0,0,0,1.01,0,0,2,0.00377,0,0,0,0,0,29,clean
0.005424,0,0,0,0,0,1,2,0,0,0,0,2.02,0.009791,17,clean
0.043558,0,0,0,0,0,0,1,0,0,0,0,2.02,0.009791,9,clean
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,clean
0,0,0,0,0,0,1,3,0,0,0,0,1.1,0.027723,28,clean
0.007672,0,1,0,0,0,0,3,0,0,0,0,2.08,0.009791,52,clean
0.010983,0,0,0,0,0,0,1,0,0,0,0,3.11,0.012186,18,clean
0.013423,0,0,0,0,0,0,1,0,0,0,0,0,0,0,clean
0.142129,0,1,0.005999,0,0.00453,0,2,0,2.02,2.05,0.003841,10.46,0.02471,36,clean
0.004475,4,0,0,0,0,0,2,0,1.01,0,0.001864,2.06,0.009791,14,buggy
0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,clean
0.016031,0,0,0,0,0,8,2,0,0,0,0,2.02,0.009791,63,clean
0.003689,0,0,0,0,0,0,1,0,0,0,0,2.02,0.009791,14,clean
0.005796,0,0,0,0,0,0,2,0,0,0,0,1.1,0.027723,22,buggy
0.001072,15,0,0,0,0,0,1,0,0,0,0,1.05,0.005924,51,clean
0.01143,0,0,0,0,0,9,2,0,0,0,0,2.04,0.009791,30,clean
0.008494,0,0,0,0,0,0,1,0,0,0,0,2.02,0.009791,9,clean
0.005663,0,0,0,1.02,0,0,1,0.002601,0,0,0,0,0,0,clean
0.084452,3,1,0.006294,3.03,0,0,1,0.024521,0,0,0,3.1,0.011322,31,buggy
0.001297,0,0,0,0,0,0,2,0,0,0,0,2.02,0.009791,11,clean
0.007842,0,0,0,0,0,1,2,0,0,0,0,0,0,27,clean
0.001138,0,0,0,0,0.003307,18,3,0,1.01,1.02,0.00316,1.1,0.002905,119,clean
0.006769,0,0,0,0,0,0,1,0,0,0,0,2.04,0.009791,18,clean
0.000949,0,0,0,0,0,0,1,0,0,0,0,1.01,0.005924,9,clean
0,0,0,0,0,0,0,1,0,0,0,0,2.02,0.009791,9,clean
0,0,0,0,0,0,0,2,0,0,0,0,0,0,10,clean
0.01861,0,0,0.002324,0,0,0,1,0,0,0,0,0,0,0,buggy
0.003353,2,0,0,0,0,0,1,0,0,0,0,1.07,0.001058,0,clean
0,5,0,0,1.01,0,0,1,0.018545,0,0,0,0,0,0,clean
0.0973,0,0,0,0,0,1,2,0,0,0,0,1.02,0.002395,17,buggy
0.22492,0,0,0.015146,0,0,0,1,0,0,0,0,0,0,0,buggy
0.001023,0,0,0,0,0,0,2,0,0,0,0,1.1,0.027723,22,clean
0,0,0,0,0,0,1,3,0,0,0,0,1.01,0.051511,21,clean
0.009742,8,1,0,1.01,0,0,2,0.004498,0,0,0,2.06,0.009791,35,clean
0,1,0,0,0,0,0,1,0,0,0,0,0,0,9,clean
0.000136,0,0,0,0,0,0,1,0,0,0,0,2.02,0.009791,9,clean
0,2,0,0,1.02,0,0,1,0.013005,0,0,0,0,0,0,clean
0,0,0,0,0,0,0,1,0,0,0,0,0,0,10,clean
0.003231,0,0,0,0,0,0,1,0,0,0,0,0,0,0,clean
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,clean
0.002927,0,0,0,0,0,0,1,0,0,0,0,2.02,0.009791,9,clean
0.020182,0,0,0,0,0,0,2,0,0,0,0,0,0,5,clean
