@relation data/M_multi_metrics_LC.csv-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Remove-R4-weka.filters.unsupervised.attribute.Remove-R40-weka.filters.unsupervised.attribute.Remove-R59-weka.filters.unsupervised.attribute.Remove-R47-weka.filters.unsupervised.attribute.Remove-R39-weka.filters.unsupervised.attribute.Remove-R55-weka.filters.unsupervised.attribute.Remove-R46-weka.filters.unsupervised.attribute.Remove-R23-weka.filters.unsupervised.attribute.Remove-R17-weka.filters.unsupervised.attribute.Remove-R13-weka.filters.unsupervised.attribute.Remove-R24-weka.filters.unsupervised.attribute.Remove-R49-weka.filters.unsupervised.attribute.Remove-R35-weka.filters.unsupervised.attribute.Remove-R8-weka.filters.unsupervised.attribute.Remove-R5-weka.filters.unsupervised.attribute.Remove-R26-weka.filters.unsupervised.attribute.Remove-R39-weka.filters.unsupervised.attribute.Remove-R27-weka.filters.unsupervised.attribute.Remove-R29-weka.filters.unsupervised.attribute.Remove-R2-weka.filters.unsupervised.attribute.Remove-R9-weka.filters.unsupervised.attribute.Remove-R34-weka.filters.unsupervised.attribute.Remove-R28-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Remove-R14-weka.filters.unsupervised.attribute.Remove-R24-weka.filters.unsupervised.attribute.Remove-R3

@attribute LDHH_fanIn numeric
@attribute WCHU_numberOfPublicAttributes numeric
@attribute LDHH_numberOfPublicMethods numeric
@attribute LDHH_numberOfPrivateAttributes numeric
@attribute CvsEntropy numeric
@attribute LDHH_numberOfPublicAttributes numeric
@attribute ck_oo_numberOfPublicAttributes numeric
@attribute ck_oo_noc numeric
@attribute numberOfCriticalBugsFoundUntil: numeric
@attribute LDHH_numberOfPrivateMethods numeric
@attribute WCHU_numberOfPrivateAttributes numeric
@attribute CvsLogEntropy numeric
@attribute LDHH_numberOfAttributesInherited numeric
@attribute ck_oo_fanOut numeric
@attribute ck_oo_numberOfLinesOfCode numeric
@attribute ck_oo_numberOfAttributesInherited numeric
@attribute ck_oo_dit numeric
@attribute ck_oo_fanIn numeric
@attribute LDHH_noc numeric
@attribute WCHU_dit numeric
@attribute WCHU_numberOfAttributesInherited numeric
@attribute LDHH_wmc numeric
@attribute WCHU_fanOut numeric
@attribute numberOfHighPriorityBugsFoundUntil: numeric
@attribute ck_oo_numberOfPrivateAttributes numeric
@attribute numberOfMajorBugsFoundUntil: numeric
@attribute WCHU_numberOfPublicMethods numeric
@attribute LDHH_dit numeric
@attribute LDHH_fanOut numeric
@attribute LDHH_numberOfMethodsInherited numeric
@attribute LDHH_rfc numeric
@attribute ck_oo_numberOfMethodsInherited numeric
@attribute ck_oo_numberOfPublicMethods numeric
@attribute CvsExpEntropy numeric
@attribute class {buggy,clean}

@data
0.119088,0,0.001757,0,2.82217,0,0,0,0,0,0,0.076062,0,3,12,0,2,71,0,0,0,0.001616,1.02,0,0,0,1.01,0,0.00273,0.010398,0.001985,15,3,0.006748,clean
0,0,0,0,0,0,8,0,0,0,0,0,0,0,13,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,0,clean
0,0,0,0,2.35,0,0,2,0,0,0,0.074005,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0.01129,0,21,1,0.025429,clean
0.001001,0,0,0,1.45008,0,2,0,0,0,0,0.034425,0,4,86,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.010398,0,18,4,0.000188,clean
0.042276,0,0,0,2.29636,0,0,0,0,0,0,0.078901,0,0,14,0,2,5,0,1.01,0,0,0,0,2,0,0,0.000639,0,0.011007,0,19,2,0.049305,clean
0,1.09,0,0.001062,0.788836,0.001811,9,0,0,0,1.14,0.038216,0,1,17,0,1,1,0,0,0,0.00445,0,0,0,0,0,0,0,0,0,9,2,0.039402,buggy
0.001066,0,0,0,5.42599,0,1,0,0,0,0,0.245446,0,0,4,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0.010398,0,21,0,0.108156,clean
0,0,0,0,4.9693,0,0,0,0,0,0,0.33567,0,26,269,0,1,1,0,0,0,0.044743,1.01,0,5,0,0,0,0.004723,0,0,9,5,0.288668,clean
0.002716,0,0.0022,0,4.01909,0,1,0,0,0,0,0.28374,0,2,10,1,3,4,0,0,0,0,0,0,0,0,1.01,0,0,0.017159,0,16,2,0.221425,clean
0,0,0,0,1.64243,0,0,0,0,0,0,0.041874,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.010398,0,9,0,0.001163,clean
0.005755,0,0.007045,0.001056,13.5448,0,0,1,0,0.000589,1.04,0.453825,0.000769,3,98,0,2,9,0.00089,1.01,1.01,0.00555,3.03,0,6,0,2.04,0.001152,0.003803,0.009344,0.007098,24,10,0.17475,clean
0,0,0,0,0.792859,0,7,0,0,0,0,0.042456,0,3,32,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0.045793,clean
0,0,0.015802,0,4.66519,0,0,0,0,0,0,3.39625,0,7,151,0,2,1,0,1.01,0,0.014478,2.02,0,10,0,1.02,0.006823,0.00542,0.021972,0.019225,16,9,0.189983,clean
0.003183,1.01,0.001409,0.001597,7.52307,0.003514,1,0,0,0.001785,1.04,0.226735,0,12,163,0,1,1,0,0,0,0.004467,3.04,0,4,0,1.06,0,0.006915,0.010398,0.009437,9,2,0.069843,clean
0,0,0,0,4.04759,0,0,0,0,0,0,0.102943,0,4,35,14,2,0,0,0,0,0,0,0,2,0,0,0,0,0.010398,0,15,2,0.006757,clean
0.001304,0,0.001156,0,4.12294,0,1,0,0,0,0,0.218393,0,2,14,0,1,3,0,0,0,0.001098,0,0,0,0,1.01,0,0,0.010398,0.001055,10,4,0.108978,clean
0.048452,0,0.001757,0,2.82217,0,0,0,0,0,0,0.076062,0,3,12,0,2,44,0,0,0,0.001616,1.02,0,0,0,1.01,0,0.00273,0.010398,0.001985,15,3,0.006748,clean
0,0,0,0,1.64243,0,0,0,0,0,0,0.041874,0.027046,1,7,15,4,0,0,1.01,6.09,0,0,0,0,0,0,0.00165,0,0.05882,0,80,1,0.001163,clean
0,0,0,0,0.792859,0,0,1,0,0,0,0.042456,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0.045793,clean
0,0,0,0,2.67407,0,0,0,0,0,0,0.065057,0,4,29,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0.010398,0,47,4,0.001185,clean
0,0,0,0,1.31187,0,6,0,0,0,0,0.028841,0,2,75,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.023042,0,21,13,0.000011,clean
0,0,0,0,0.792859,0,7,0,0,0,0,0.042456,0,5,26,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,0.045793,clean
0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,15,2,0,clean
0,0,0,0,1.43177,0,0,0,0,0,0,0.03126,0,8,183,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0.010398,0,9,0,0.000009,clean
0,0,0,0,2.86107,0,0,0,0,0,0,0.072646,0,3,115,0,1,1,0,0,0,0,1.01,0,4,0,0,0,0.003144,0.010398,0,9,12,0.001874,clean
0,0,0,0,1.23854,0,0,0,0,0,0,0.145898,0,2,11,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,2,0.106899,clean
0,0,0,0,2.88097,0,0,0,0,0,0,0.187772,0,3,26,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0.010398,0,9,1,0.108062,clean
0,0,0,0.002246,4.23089,0,0,0,0,0,1.04,0.132413,0.002052,9,66,11,2,0,0,0,1.05,0.003264,0,0,0,0,0,0,0,0.010213,0.003446,33,3,0.043124,clean
0,0,0,0,4.08464,0,0,1,0,0,0,0.111471,0,2,7,2,3,0,0.002203,1.01,0,0.001312,0,0,0,0,0,0.00165,0,0.006006,0.001243,42,2,0.010393,clean
0,0,0,0,6.26449,0,0,0,0,0,0,0.275728,0,11,137,0,1,5,0,0,0,0,2.03,0,8,0,0,0,0.00283,0.010398,0.000989,32,6,0.126799,clean
0.002279,0,0.00184,0,8.56136,0,0,0,0,0,0,0.233121,0,6,53,1,2,2,0,0,0,0.002724,2.02,0,1,0,2.02,0,0.004493,0.010398,0.002765,13,3,0.026065,clean
0.001697,0,0.002501,0.0028,3.00249,0,0,0,0,0,1.01,0.096298,0,5,154,0,1,3,0,0,0,0.002983,0,0,11,0,1.01,0,0,0.00831,0.003086,9,14,0.036651,clean
0,0,0,0,1.25878,0,0,0,0,0,0,0.027544,0,15,199,0,1,1,0,0,0,0,2.02,0,10,0,0,0,0.00542,0,0,0,11,0.000009,clean
0,0,0,0,1.35264,0,0,0,0,0,0,0.101164,0,1,345,6,2,0,0,0,0,0,0,0,8,0,0,0,0,0,0,35,1,0.099579,clean
0,0,0,0,1.35264,0,0,0,0,0,0,0.101164,0,1,1131,6,2,0,0,0,0,0,0,0,17,0,0,0,0,0,0,35,1,0.099579,clean
0,0,0,0,4.65286,0,1,0,0,0,0,0.2271,0,6,52,0,1,1,0,0,0,0,1.01,0,0,0,0,0,0.00273,0.010398,0,9,3,0.108089,clean
0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0,clean
0.018753,0,0.016745,0,10.4552,0,0,0,0,0,0,0.312237,0,7,170,0,3,10,0,0,0,0.015449,1.01,0,2,0,2.02,0,0.001313,0.021972,0.02026,44,11,0.102246,buggy
0,0,0,0.013591,0,0,0,0,0,0,1.01,0,0,4,33,1,3,1,0,0,0,0.014478,2.02,0,2,0,0,0,0.02301,0.024375,0.019225,16,5,0,clean
0.004795,1.03,0.005638,0.004134,4.8362,0.000994,3,1,0,0.001428,2.04,0.258121,0,4,38,11,2,2,0.000734,0,0,0.006137,3.03,0,4,0,2.02,0,0.009448,0.010213,0.007992,33,4,0.142609,clean
0,0,0,0,3.14666,0,0,0,0,0,0,0.188199,0,2,49,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.010398,0,10,3,0.106929,clean
0,0,0,0.001713,3.78532,0,0,4,0,0,1.01,0.220687,0,1,23,0,2,4,0,0,0,0.001779,1.01,0,1,0,0,0,0.000976,0.00831,0.001365,23,8,0.121571,clean
0,0,0,0,5.25817,0,0,0,0,0,0,0.142268,0,0,24,0,1,1,0,0,0,0,0,0,4,0,0,0,0,0.010398,0,9,8,0.011956,clean
0,0,0,0,1.64243,0,0,0,0,0,0,0.041874,0.003039,1,11,1,2,0,0,0,1.01,0,0,0,0,0,0,0,0,0.012964,0,19,0,0.001163,clean
0,0,0,0,0,0,0,0,0,0,0,0,0,4,18,0,3,1,0,0,0,0,0,0,2,0,0,0,0,0,0,24,2,0,clean
0,0,0,0,2.99495,0,1,0,0,0,0,0.074035,0,4,19,0,3,1,0,0,0,0,1.01,0,0,0,0,0,0.001313,0.010398,0,12,2,0.001685,clean
0,0,0.001637,0.0018,4.46352,0,0,1,0,0.001287,1.03,0.12145,0.001517,3,24,3,2,0,0,1.01,1.03,0.001624,2.04,0,0,0,1.04,0.000816,0.005496,0.010098,0.001591,23,0,0.010322,clean
0.004333,0,0.0027,0,6.08433,0,0,0,0,0,0,0.151484,0,1,30,0,2,2,0,0,0,0.002587,1.01,0,2,0,2.02,0,0.00106,0.010398,0.00302,15,6,0.007179,clean
0,0,0,0,1.50087,0,7,0,0,0,0,3.20079,0,13,268,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,48,14,0.073119,clean
0.029142,0,0.016745,0.001173,10.4963,0,0,1,0,0,1.01,0.313174,0,7,36,0,3,20,0.001521,0,0,0.016653,0,0,0,0,2.02,0,0,0.021972,0.021361,44,10,0.103685,clean
0.094521,0,0,0,8.85763,0,0,16,0,0,0,0.205876,0,7,84,0,1,99,0.035524,0,0,0,0,0,1,0,0,0,0,0.010398,0,27,11,0.001503,clean
0.028935,0,0.003046,0.000783,16.2091,0,0,0,0,0.000966,1.12,0.585738,0.011062,3,49,16,3,11,0,1.02,3.16,0.017883,3.04,0,0,0,4.2,0,0.022652,0.029353,0.022853,104,6,0.232305,buggy
0,0,0,0,4.11562,0,0,0,0,0,0,0.099935,0,3,23,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0.010398,0,12,6,0.0014,clean
0,0,0,0,2.76873,0,1,0,0,0,0,0.137154,0,3,57,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0.041644,0,27,2,0.113602,clean
0.016949,0,0.0022,0,5.30545,0,0,4,0,0,0,0.325349,0,0,28,1,3,10,0.002905,0,0,0,1.01,0,0,0,1.01,0,0.020279,0.005149,0.021679,16,6,0.237195,clean
0,0,0,0,2.88097,0,0,0,0,0,0,0.187772,0,4,44,0,1,2,0,0,0,0,1.01,0,0,0,0,0,0.001313,0.010398,0,9,1,0.108062,clean
0,0,0,0,2.99256,0,0,0,0,0,0,0.079697,0,0,26,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0.010398,0,31,3,0.005456,clean
0,0,0,0,4.7258,0,0,0,0,0,0,0.231331,0,8,168,0,1,4,0,0,0,0.000971,0,0,0,0,0,0,0,0.010398,0,9,0,0.108276,clean
0,0,0,0,3.85212,0,0,0,0,0,0,0.205541,0,16,53,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.010398,0,9,2,0.107064,clean
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,clean
0.004333,1.01,0.005326,0.003893,19.4885,0.002652,1,0,0,0,2.02,0.563933,0.027046,7,267,2,2,3,0,0,5.06,0.006371,5.05,0,8,0,3.05,0,0.013756,0.05882,0.010619,58,20,0.140551,clean
0,0,0,0,2.60998,0,0,1,0,0,0,0.070158,0,1,25,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.010398,0,10,1,0.006189,clean
0,0,0,0,2.67407,0,6,0,0,0,0,0.065057,0,2,75,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.011467,0,19,13,0.001185,clean
0,0,0,0,1.35264,0,0,0,0,0,0,0.101164,0,2,9,15,4,1,0,0,0,0,0,0,0,0,0,0,0,0.027761,0,80,1,0.099579,clean
0.03915,0,0,0.001062,2.62836,0,0,0,0,0,1.01,0.206049,0,17,226,0,1,5,0,0,0,0.00445,1.01,0,8,0,0,0,0.00604,0,0.006784,18,10,0.160434,clean
0,0,0.00274,0,7.70696,0,0,0,0,0.000928,0,0.212649,0,12,206,0,1,0,0,0,0,0.005677,4.05,0,0,0,1.02,0,0.009826,0.010398,0.007065,9,3,0.054778,clean
0,0,0,0,5.06827,0,1,0,0,0,0,0.30133,0,10,37,0,1,1,0,0,0,0,2.02,0,0,0,0,0,0.02301,0.010398,0,10,2,0.207983,clean
0,0,0,0,0,0,0,0,0,0,0,0,0,4,38,1,3,1,0,0,0,0,2.02,0,1,0,0,0,0.02301,0.024375,0,16,2,0,clean
0,0,0,0,8.939,0,0,0,0,0,0,0.359523,0,2,115,0,3,1,0,1.01,0,0.001306,3.03,0,4,0,0,0.00406,0.00729,0.013377,0.00131,17,7,0.161567,clean
0,0,0,0,2.52248,0,11,1,0,0,0,0.05565,0,23,822,36,1,1,0,0,0,0,1.01,0,24,0,0,0,0.00273,0.010398,0,9,30,0.000026,clean
0,0,0,0,4.06683,0,0,0,0,0,0,0.097162,0,6,35,1,3,1,0,0,0,0,0,0,2,0,0,0,0,0.010398,0,44,6,0.001258,clean
0.008957,0,0,0.000783,4.70954,0,0,0,0,0,2.08,0.127247,0,5,126,0,1,13,0,0,0,0,1.02,0,8,0,0,0,0.001313,0.010398,0.00165,9,5,0.021855,clean
0.008587,0,0,0,1.18032,0,1,0,0,0,0,0.049488,0,1,45,0,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,9,6,0.043934,clean
0,0,0,0,1.64243,0,0,0,0,0,0,0.041874,0.003039,3,16,1,2,2,0,0,1.01,0,0,0,0,0,0,0,0,0.012964,0,19,0,0.001163,clean
0.03915,0,0,0,4.35401,0,0,0,0,0,0,3.45233,0,25,469,0,1,3,0,0,0,0,1.01,0,10,0,0,0,0.020279,0,0.026009,9,17,0.2911,buggy
0.008587,2.26,0.006204,0,3.17313,0.005303,6,0,0,0,0,0.136571,0,2,13,0,1,1,0,0,0,0.00785,1.15,0,0,0,1.02,0,0,0,0.00431,9,1,0.120185,buggy
0,0,0,0,1.64243,0,4,0,0,0,0,0.041874,0,0,12,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0.010398,0,9,0,0.001163,clean
0,0,0,0,4.11562,0,0,0,0,0,0,0.099935,0,3,22,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.010398,0,12,5,0.0014,clean
0,0,0,0,4.10317,0,0,0,0,0,0,0.279074,0,2,32,1,3,1,0,0,0,0,1.01,0,3,0,0,0,0.00273,0.022288,0.019225,16,2,0.208732,buggy
0,0,0,0,0,0,0,0,0,0,0,0,0,5,19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.010398,0,10,1,0,clean
0,0,0,0,1.35264,0,0,0,0,0,0,0.101164,0,1,644,6,2,0,0,0,0,0,0,0,12,0,0,0,0,0,0,35,1,0.099579,clean
0,0,0,0,0,0,0,0,0,0,0,0,0,1,66,1,3,2,0,0,0,0,0,0,9,0,0,0,0,0.012366,0.019225,16,2,0,clean
0.001697,0,0.002501,0.0028,2.40151,0,0,0,0,0,1.02,0.074362,0,7,60,0,1,2,0,0,0,0.002983,0,0,2,0,1.04,0,0,0.00831,0.003086,9,6,0.022518,clean
0.015664,0,0.016745,0,7.83578,0,0,0,0,0,0,0.247252,0,6,98,0,3,7,0,0,0,0.015449,0,0,2,0,2.02,0,0,0.021972,0.02026,44,12,0.10083,clean
0.006184,0,0,0,5.48549,0,0,0,0,0,0,0.159005,0,9,166,0,1,20,0,0,0,0.001098,3.03,0,0,0,0,0,0.006733,0.010398,0.00291,9,13,0.048005,clean
0.04129,0,0,0,3.69563,0,0,0,0,0,0,0.158247,0,2,79,0,2,4,0,0,0,0.041513,0,0,11,0,0,0,0,0.00831,0.041832,15,0,0.12715,clean
0,0,0,0,3.05437,0,0,0,0,0,0,0.136055,0,7,81,0,1,1,0,0,0,0,3.03,0,2,0,0,0,0.02407,0.010398,0.019225,15,8,0.100458,clean
0,0,0,0,0,0,0,0,0,0,0,0,0,4,19,0,2,1,0,0,0,0,3.03,0,2,0,0,0,0.007029,0.010398,0,15,3,0,clean
0,0,0,0,2.6029,0,0,0,0,0,0,0.068167,0.003039,1,16,1,2,1,0,0,1.01,0.00069,0,0,0,0,0,0,0,0.012964,0,19,0,0.003407,clean
0,0,0,0,7.36559,0,4,0,0,0,0,0.361464,0,11,58,0,1,1,0,0,0,0.001861,5.1,0,1,0,0,0,0.029742,0.010398,0.00195,10,2,0.212374,clean
0,0,0.029129,0,7.22218,0,0,0,0,0,0,0.182153,0.023233,13,88,2,3,3,0,0,1.02,0.030266,2.03,0,2,0,1.01,0,0.031902,0.038159,0.03351,49,8,0.018353,clean
0.001933,1.01,0.003717,0.005146,0,0.000661,1,0,0,0,3.04,0,0,13,176,0,1,3,0,0,0,0.014995,5.08,0,5,0,1.02,0,0.009437,0.010398,0.014936,9,9,0,clean
0.00432,0,0,0.001471,11.4058,0,0,0,0,0,1.01,0.471706,0,6,185,0,1,4,0,0,0,0.01275,2.02,0,4,0,0,0,0.002955,0.010398,0.035976,9,0,0.322137,clean
0,0,0,0,1.31187,0,7,0,0,0,0,0.028841,0,3,947,36,1,1,0,0,0,0,0,0,2,0,0,0,0,0.010398,0,9,5,0.000011,clean
0,0,0,0,1.43177,0,0,0,0,0,0,0.03126,0.010885,8,102,2,2,1,0,0,2.02,0,0,0,0,0,0,0,0,0.027347,0,27,14,0.000009,clean
0,0,0,0,2.67407,0,0,0,0,0,0,0.065057,0,2,7,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0.010398,0,45,2,0.001185,clean
0,0,0,0,2.76004,0,0,0,0,0,0,0.137482,0,3,19,3,4,0,0,0,0,0,1.01,0,0,0,0,0,0.020279,0.005149,0.019225,22,2,0.115025,clean
0,0,0.001757,0,6.50047,0,0,0,0,0,0,0.159885,0,5,17,0,2,1,0,0,0,0.001616,2.04,0,1,0,1.01,0,0.03332,0.010398,0.001985,15,3,0.007053,clean
0,0,0,0,2.83909,0,0,0,0,0,0,0.078839,0,5,51,0,1,1,0,0,0,0,2.02,0,3,0,0,0,0.005046,0.010398,0,9,2,0.011542,clean
0.117339,1.01,0.005218,0,11.9647,0.001811,1,7,0,0,0,3.59951,0,5,64,0,1,69,0.003673,0,0,0.011807,3.05,0,0,0,4.08,0,0.008112,0.010398,0.013983,9,17,0.218627,buggy
0,0,0.001637,0,3.28866,0,0,0,0,0,0,0.087698,0,0,18,0,1,7,0,0,0,0,0,0,4,0,1.01,0,0,0.00831,0,9,5,0.005271,clean
0,0,0,0,3.46561,0,0,0,0,0,0,0.155112,0,2,45,1,3,1,0,0,0,0,1.01,0,4,0,0,0,0.00273,0.022288,0,16,2,0.115967,buggy
0,0,0,0,2.6029,0,0,2,0,0,0,0.068167,0,7,107,0,3,1,0,1.01,0,0,0,0,4,0,0,0.00406,0,0.013377,0,17,6,0.003407,clean
0,0,0,0,4.08464,0,0,0,0,0,0,0.111471,0,2,7,2,4,0,0,1.02,0,0.001312,0,0,0,0,0,0.00165,0,0.006006,0.001243,44,2,0.010393,clean
0,0,0,0,2.5984,0,3,0,0,0,0,0.17608,0,1,225,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.010398,0,9,1,0.106916,clean
0.001027,0,0,0,1.64243,0,0,0,0,0,0,0.041874,0,4,135,0,3,2,0,0,0,0,1.01,0,11,0,0,0,0.001313,0.010398,0,24,4,0.001163,clean
0.046699,0,0,0,1.17515,0,0,4,0,0,0,0.040252,0,0,0,0,1,26,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0.020379,clean
0,0,0,0,1.43177,0,4,0,0,0,0,0.03126,0,12,188,0,1,0,0,0,0,0,2.02,0,0,0,0,0,0.005979,0.010398,0,9,2,0.000009,clean
0,0,0.003231,0,3.6986,0,0,1,0,0,0,0.221084,0,2,11,0,2,0,0,0,0,0.002933,0,0,0,0,1.01,0,0,0.01129,0.002984,21,3,0.129997,clean
0.045183,0,0,0.027692,9.68386,0,0,0,0,0,1.01,3.56135,0,9,90,0,2,20,0,0,0,0.039611,1.01,0,5,0,0,0,0.001313,0.010398,0.030608,39,10,0.262809,clean
0.003936,1.03,0.007137,0.007396,9.37718,0.000994,0,0,0,0.001428,3.08,0.332374,0.000847,2,62,1,3,1,0,0,1.18,0.007441,1.01,0,3,0,3.09,0,0.001759,0.012366,0.007974,16,7,0.182565,buggy
0.002237,0,0,0.010257,25.5769,0,0,0,0,0.005465,6.07,0.926117,0,15,332,0,1,3,0,0,0,0.044893,5.09,0,11,0,0,0,0.055021,0.010398,0.045473,9,0,0.425781,buggy
0,0,0,0,0,0,8,0,0,0,0,0,0,3,30,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,clean
0,1.01,0.003137,0,4.52366,0.001468,1,0,0,0,0,0.12928,0,3,16,2,2,0,0,0,0,0.003155,2.02,0,0,0,1.02,0,0.004754,0.004949,0.002921,39,4,0.024729,clean
0.105082,7.14,0.017618,0.026853,39.6054,0.006303,3,4,0,0.056109,13.4,4.4516,0,28,2630,0,1,66,0.013319,0,0,0.10022,13.32,0,45,0,13.34,0,0.05365,0.010398,0.103692,9,55,0.535071,buggy
0,0,0,0,2.74289,0,7,0,0,0,0,0.069929,0,5,32,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0.010398,0,9,3,0.004366,clean
0,0,0,0,2.99495,0,1,0,0,0,0,0.074035,0,4,19,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0.010398,0,12,2,0.001685,clean
0.010711,0,0.000841,0.001056,4.50602,0,0,0,0,0,1.02,0.113095,0.000769,2,9,2,3,0,0,1.01,1.02,0.000892,1.01,0,0,0,1.02,0.001152,0.000845,0.014314,0.000991,27,3,0.003958,clean
0.0043,0,0,0.001254,8.43595,0,0,0,0,0,1.01,0.240385,0.010885,4,97,2,2,4,0,0,2.02,0,0,0,5,0,0,0,0,0.027347,0,27,14,0.063745,clean
0,0,0,0,2.67407,0,0,0,0,0,0,0.065057,0,3,18,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0.010398,0,9,5,0.001185,clean
0,0,0,0,1.29819,0,0,0,0,0,0,0.042298,0,1,18,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0.005149,0,9,4,0.016693,clean
0.003788,0,0,0,4.2341,0,0,0,0,0,0,0.170244,0.000847,2,32,1,3,10,0,0,1.18,0.001616,1.02,0,2,0,0,0,0.00273,0.024375,0.001985,16,2,0.106043,clean
0.04646,0,0.002703,0,8.08193,0,0,42,0,0,0,0.290392,0,1,10,0,2,4,0.054308,0,0,0.00445,0,0,0,0,1.01,0,0,0.012366,0.006784,13,2,0.157777,buggy
0.004773,0,0.0016,0,11.1794,0,0,0,0,0,0,0.406381,0,4,30,0,2,7,0,0,0,0.001655,0,0,0,0,2.02,0,0,0.010398,0.00166,39,7,0.13632,clean
0.023219,1.03,0,0.000387,10.3086,0.000452,0,0,0,0,1.01,0.246981,0,3,37,0,1,16,0,0,0,0.000912,1.01,0,2,0,0,0,0.00106,0.010398,0.000989,18,10,0.005489,clean
0,0,0,0,3.81886,0,0,0,0,0,0,0.209658,0,2,45,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0.010398,0,9,0,0.108135,clean
0.004544,0,0,0,1.09884,0,0,0,0,0,0,0.029128,0,0,3,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0.038662,0,27,1,0.001572,clean
0,0,0,0,1.45269,0,0,3,0,0,0,0.038994,0,4,26,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.00831,0,13,4,0.002539,clean
0,0,0,0,1.17515,0,0,0,0,0,0,0.040252,0,0,73,0,2,2,0,0,0,0,0,0,7,0,0,0,0,0,0,13,4,0.020379,clean
0.011789,0,0,0,4.31109,0,0,12,0,0,0,0.113686,0,0,0,0,1,18,0.050297,0,0,0,0,0,0,0,0,0,0,0.010398,0,9,2,0.015482,clean
0.03915,0,0.029129,0.027692,7.41088,0,0,5,0,0,1.01,0.17215,0,12,76,0,2,13,0.033026,0,0,0.030266,2.04,0,0,0,1.02,0,0.03059,0.010398,0.030608,39,8,0.001354,clean
0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,0,2,0,0,0,0,0,2.02,0,2,0,0,0,0.005716,0.010398,0,15,3,0,clean
0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.010398,0,15,2,0,clean
0,0,0,0,4.83343,0,0,0,0,0,0,0.237672,0.010885,7,102,2,2,1,0,0,2.02,0,0,0,0,0,0,0,0,0.027347,0,27,14,0.110802,clean
0.006004,0,0,0,0,0,2,1,0,0,0,0,0,0,16,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0.010398,0,9,5,0,clean
0,0,0,0,0.792859,0,0,1,0,0,0,0.042456,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0.045793,clean
0,0,0.001637,0,3.28866,0,0,3,0,0,0,0.087698,0,3,28,2,3,0,0.003946,0,0,0.001624,1.01,0,0,0,1.03,0,0.001763,0.037859,0.001591,55,9,0.005271,clean
0,0,0,0,3.81886,0,0,0,0,0,0,0.209658,0,5,88,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0.01379,0,33,7,0.108135,clean
