@relation data/M_multi_metrics_ML.csv-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Remove-R61-weka.filters.unsupervised.attribute.Remove-R41-weka.filters.unsupervised.attribute.Remove-R49-weka.filters.unsupervised.attribute.Remove-R48-weka.filters.unsupervised.attribute.Remove-R49-weka.filters.unsupervised.attribute.Remove-R28-weka.filters.unsupervised.attribute.Remove-R53-weka.filters.unsupervised.attribute.Remove-R40-weka.filters.unsupervised.attribute.Remove-R14-weka.filters.unsupervised.attribute.Remove-R6-weka.filters.unsupervised.attribute.Remove-R50-weka.filters.unsupervised.attribute.Remove-R32-weka.filters.unsupervised.attribute.Remove-R32-weka.filters.unsupervised.attribute.Remove-R16-weka.filters.unsupervised.attribute.Remove-R36-weka.filters.unsupervised.attribute.Remove-R43-weka.filters.unsupervised.attribute.Remove-R34-weka.filters.unsupervised.attribute.Remove-R31-weka.filters.unsupervised.attribute.Remove-R43-weka.filters.unsupervised.attribute.Remove-R21-weka.filters.unsupervised.attribute.Remove-R4-weka.filters.unsupervised.attribute.Remove-R31-weka.filters.unsupervised.attribute.Remove-R30-weka.filters.unsupervised.attribute.Remove-R7-weka.filters.unsupervised.attribute.Remove-R2-weka.filters.unsupervised.attribute.Remove-R8-weka.filters.unsupervised.attribute.Remove-R13-weka.filters.unsupervised.attribute.Remove-R23-weka.filters.unsupervised.attribute.Remove-R24-weka.filters.unsupervised.attribute.Remove-R26-weka.filters.unsupervised.attribute.Remove-R15-weka.filters.unsupervised.attribute.Remove-R24-weka.filters.unsupervised.attribute.Remove-R20-weka.filters.unsupervised.attribute.Remove-R24-weka.filters.unsupervised.attribute.Remove-R8-weka.filters.unsupervised.attribute.Remove-R7-weka.filters.unsupervised.attribute.Remove-R2-weka.filters.unsupervised.attribute.Remove-R12

@attribute ck_oo_numberOfPrivateMethods numeric
@attribute WCHU_numberOfPublicAttributes numeric
@attribute CvsWEntropy numeric
@attribute LDHH_numberOfPublicMethods numeric
@attribute LDHH_numberOfPrivateAttributes numeric
@attribute ck_oo_numberOfPublicAttributes numeric
@attribute ck_oo_noc numeric
@attribute numberOfCriticalBugsFoundUntil: numeric
@attribute LDHH_numberOfPrivateMethods numeric
@attribute CvsLogEntropy numeric
@attribute WCHU_noc numeric
@attribute ck_oo_numberOfLinesOfCode numeric
@attribute ck_oo_numberOfAttributesInherited numeric
@attribute ck_oo_dit numeric
@attribute ck_oo_fanIn numeric
@attribute WCHU_dit numeric
@attribute WCHU_numberOfAttributesInherited numeric
@attribute ck_oo_numberOfPrivateAttributes numeric
@attribute LDHH_dit numeric
@attribute LDHH_fanOut numeric
@attribute LDHH_numberOfMethodsInherited numeric
@attribute ck_oo_numberOfMethodsInherited numeric
@attribute ck_oo_numberOfPublicMethods numeric
@attribute class {buggy,clean}

@data
0,0,0.003629,0,0,0,4,0,0,9.22957,3.03,0,0,1,7,0,0,0,0,0,0.005924,9,4,clean
0,0,0.010621,0,0,0,0,1,0,9.22122,0,49,0,2,0,0,0,4,0,0.002623,0.009791,39,8,clean
0,0,0.00313,0,0,1,0,0,0,0.076061,0,43,8,2,2,0,0,0,0,0,0.009791,63,2,clean
0,0,0.000136,0,0,2,0,0,0,0.040996,0,10,0,1,2,0,0,0,0,0,0.009791,9,3,clean
1,0,0,0,0,0,0,0,0,0,0,34,0,1,0,0,0,3,0,0,0,0,2,clean
0,0,0.012818,0,0,0,0,1,0,9.22122,0,65,0,2,0,0,0,5,0,0.002623,0.009791,33,10,clean
0,0,0.00358,0,0,0,0,0,0,0.121386,0,26,0,1,4,0,0,6,0,0,0,15,7,clean
3,0,0.003203,0,0,0,0,0,0,9.21468,0,79,0,1,1,0,0,1,0,0,0,0,3,clean
0,0,0.019375,0,0,0,0,0,0,9.42693,0,109,1,2,1,0,0,0,0,0.021494,0.009791,17,2,clean
0,0,0.001518,0,0,0,0,0,0,9.09329,0,3,0,1,0,0,0,0,0,0,0.009791,9,2,clean
1,0,0.008906,0,0,0,0,0,0.00318,9.16485,0,54,0,1,0,0,0,2,0,0.003393,0,0,5,buggy
0,0,0.002106,0,0,0,0,0,0,9.19476,0,46,0,1,1,0,0,1,0,0,0.005924,11,9,clean
0,0,0.27699,0.00211,0.005922,0,0,0,0.00289,9.7593,0,257,0,1,19,0,0,9,0,0.020763,0,0,16,buggy
0,0,0.004091,0,0,0,0,0,0,0.121386,0,55,0,2,5,0,0,3,0,0,0.02416,37,6,clean
1,0,0.000949,0,0,0,0,0,0,9.09329,0,29,0,1,1,0,0,1,0,0,0,0,1,clean
0,0,0.007779,0,0,0,0,0,0,9.29024,0,14,0,3,4,2.02,1.01,2,0.00349,0,0.020011,50,4,clean
0,0,0.001162,0,0,0,0,0,0,9.18069,0,42,0,1,2,0,0,1,0,0.003794,0.005924,9,5,clean
0,0,0.000341,0.009123,0,0,0,0,0,0.121386,0,9,0,2,1,0,0,0,0,0,0,21,1,clean
0,0,0,0,0,2,0,0,0,0,0,3,0,1,0,0,0,1,0,0,0,0,1,clean
0,0,0.001885,0.002991,0,0,0,0,0,9.20611,0,15,0,4,2,1.01,1.01,0,0.002921,0.003409,0.014863,51,5,clean
0,0,0.002881,0,0,0,0,0,0,9.29227,0,6,0,1,0,0,0,0,0,0,0,0,2,clean
0,0,0.030706,0,0.007034,0,0,0,0,9.60603,0,12,0,1,3,0,0,0,0,0.003519,0.009791,9,1,clean
1,0,0.000679,0,0,0,0,0,0,0.040996,0,55,0,1,0,0,0,0,0,0,0.009791,9,1,clean
0,0,0.007842,0,0,0,40,0,0,0.121386,3.13,39,4,2,35,0,0,0,0,0,0.027723,30,9,clean
0,0,0,0,0,0,0,0,0,0,0,24,0,1,1,0,0,4,0,0,0,9,3,clean
0,0,0.00583,0,0,0,0,0,0,9.19476,0,65,0,1,6,0,0,2,0,0.016473,0.005924,9,9,clean
0,0,0.002336,0,0,0,0,0,0,9.17116,0,10,0,1,3,0,0,3,0,0,0.009791,18,3,clean
2,0,0,0,0,0,0,0,0,0,0,120,0,1,1,0,0,4,0,0,0,9,4,buggy
1,0,0.050781,0,0,0,0,0,0,0.236153,0,56,0,1,0,0,0,1,0,0.018159,0.009791,9,1,clean
0,0,0,0,0,0,0,0,0,0,0,66,0,1,0,0,0,0,0,0,0.009791,9,1,clean
0,0,0.006135,0,0,0,0,1,0,9.41768,0,21,0,1,1,0,0,1,0,0.01004,0.009791,9,2,clean
0,0,0.001023,0,0,0,0,0,0,0.121386,0,9,0,2,1,0,0,0,0,0.009726,0.027723,22,1,clean
7,0,0.022094,0,0,0,0,0,0,9.43276,0,295,0,2,3,0,0,8,0,0.018691,0,4,12,clean
0,0,0.001364,0,0,0,0,0,0,0.121386,0,23,0,2,1,0,0,1,0,0.009726,0.027723,22,1,clean
0,0,0.001705,0,0,0,0,0,0,0.121386,0,29,5,4,1,0,0,1,0,0,0.036351,47,3,clean
1,1.01,0.027532,0,0,1,0,0,0.019848,9.07779,0,61,0,1,6,0,0,1,0,0.020279,0,0,5,buggy
0,0,0.001587,0,0,0,0,0,0,9.22447,0,9,0,1,6,0,0,2,0,0,0.005924,9,3,clean
0,0,0.003699,0,0,0,0,0,0,9.25609,0,55,0,1,8,0,0,4,0,0,0.009791,9,9,clean
0,0,0.000949,0,0,0,0,0,0,9.09329,0,14,3,4,3,0,0,1,0,0,0.005924,75,4,clean
0,0,0,0,0,0,0,0,0,0,0,132,0,1,2,0,0,8,0,0,0,9,16,clean
0,0,0.001501,0,0,0,0,0,0,9.13106,0,3,0,1,0,0,0,1,0,0,0.037515,25,1,clean
5,0,0.001985,0.006379,0.010189,0,0,0,0.005394,8.95641,0,313,0,1,3,0,0,11,0,0.012361,0,9,8,buggy
0,0,0,0,0,0,0,0,0,0,0,28,0,1,1,0,0,1,0,0,0,0,3,clean
2,0,0,0.004374,0,0,0,0,0.004366,0,0,20,0,2,0,1.01,0,1,0.002266,0,0.002778,4,0,clean
0,0,0.027017,0.002616,0,0,0,0,0,9.47744,0,63,0,1,1,0,0,4,0,0.024301,0,0,3,clean
0,0,0.010156,0,0,0,0,1,0,9.22122,0,49,0,4,0,0,0,4,0,0.002623,0.009791,71,8,clean
0,0,0.007004,0,0,0,0,0,0,9.18913,0,3,0,2,1,0,0,1,0,0,0.037515,26,1,clean
0,0,0,0,0,0,0,0,0,0,0,9,0,1,2,0,0,0,0,0,0,9,2,clean
0,0,0.003644,0,0.010189,0,0,0,0,9.33773,0,13,0,1,1,0,0,1,0,0,0,0,2,clean
0,0,0.001694,0,0,0,0,0,0,9.13338,0,3,0,2,3,0,0,1,0,0,0.009791,23,1,clean
0,0,0.019934,0.047,0.050464,0,0,0,0,9.5042,0,58,0,1,1,0,0,3,0,0.022027,0,0,5,clean
0,0,0.001138,0,0,0,0,0,0,9.09329,0,33,0,2,1,0,0,2,0,0,0.031562,32,4,clean
14,0,0.002633,0,0,0,0,0,0,9.18766,0,484,0,1,3,0,0,19,0,0.015284,0,0,7,clean
0,0,0.002331,0,0,0,0,0,0,9.15227,0,13,0,1,2,0,0,3,0,0,0.009791,18,3,clean
1,0,0.005617,0,0,0,0,0,0,0.176682,0,53,0,1,0,0,0,6,0,0.007874,0,0,3,clean
0,0,0.001763,0,0,0,0,0,0,9.17116,0,3,0,2,3,0,0,1,0,0,0.009791,23,1,clean
0,0,0.003358,0.029128,0,0,15,0,0,9.31996,4.07,84,0,1,32,0,0,7,0,0.028305,0.005924,9,18,clean
0,0,0.003975,0,0,0,0,0,0,9.19857,0,20,0,1,1,0,0,5,0,0,0,0,3,clean
1,0,0,0,0.045459,0,0,0,0,0,0,21,0,1,1,0,0,1,0,0,0,9,1,clean
0,0,0.002323,0,0,0,0,1,0,9.18121,0,16,0,1,0,0,0,1,0,0,0.009791,9,4,clean
0,0,0.006527,0,0,0,0,1,0,9.26997,0,24,0,1,2,0,0,1,0,0,0,0,5,clean
1,0,0.001328,0,0,0,0,0,0,9.09329,0,40,0,1,1,0,0,2,0,0,0,9,5,clean
1,0,0,0,0,0,0,0,0,0,0,65,0,1,2,0,0,3,0,0,0,9,4,clean
0,0,0.001019,0,0,0,0,0,0,9.14866,0,26,0,1,0,0,0,1,0,0,0.005924,9,4,clean
0,0,0.005085,0,0,0,2,0,0,9.16285,0,13,0,2,2,0,0,0,0,0,0.002667,7,0,clean
0,0,0.001708,0,0,0,0,0,0,9.09329,0,29,2,4,2,0,0,2,0,0,0.005924,170,9,clean
0,0,0.004933,0,0,0,0,0,0,9.09329,0,15,0,1,1,0,0,2,0,0.016473,0.005924,9,6,clean
0,0,0.0021,0,0,0,0,0,0,0.024721,0,0,0,1,0,0,0,0,0,0,0.009791,9,0,clean
0,0,0.001763,0,0,0,0,0,0,9.17116,0,3,0,2,3,0,0,1,0,0,0.009791,23,1,clean
1,0,0.040692,0,0,0,0,0,0.001095,9.60145,0,104,0,1,1,0,0,0,0,0.009964,0.009791,10,4,clean
2,0,0.00233,0,0,0,0,0,0,9.25903,0,19,0,1,0,0,0,1,0,0.004111,0.009791,9,0,clean
4,0,0.040041,0,0,2,0,0,0,9.50018,0,220,0,1,0,0,0,10,0,0.007173,0,0,4,buggy
0,0,0,0,0,2,0,0,0,0,0,3,0,1,0,0,0,1,0,0,0,0,1,clean
7,0,0.342944,0.013692,0.009769,0,0,2,0.011968,9.76897,0,989,0,1,35,0,4.42,18,0,0.092739,0.015189,27,50,buggy
0,0,0.036482,0.004374,0,0,0,0,0,9.27316,0,9,0,2,0,1.01,0,0,0.002266,0.00569,0.002778,4,1,clean
7,0,0.005062,0,0,6,0,0,0,0.028424,0,272,0,1,7,0,0,9,0,0.018159,0,0,13,clean
0,0,0,0,0,12,0,0,0,0,0,3,0,1,0,0,0,1,0,0,0,0,1,clean
0,0,0.000271,0,0,1,0,0,0,0.040996,0,3,0,1,0,0,0,0,0,0,0.009791,10,1,clean
0,0,0,0,0,12,0,0,0,0,0,3,0,1,0,0,0,1,0,0,0,0,1,clean
0,0,0.055476,0.002241,0,0,0,0,0,9.70643,0,70,0,2,0,0,3.09,1,0,0.006775,0.014287,13,5,clean
0,0,0.001981,0,0.010189,0,0,0,0,9.25922,0,15,4,2,0,0,0,0,0,0,0.005924,17,5,clean
10,0,0,0.025519,0.005116,0,0,0,0.039933,0,0,389,0,1,19,0,0,14,0,0.084378,0.005924,9,21,clean
0,0,0.001328,0,0,0,1,0,0,9.09329,0,0,0,1,5,0,0,0,0,0,0.005924,9,5,clean
0,0,0.010938,0,0,0,2,0,0,9.07779,0,59,0,1,0,0,0,0,0,0.02421,0,0,3,buggy
0,0,0.000949,0,0,0,0,0,0,9.09329,0,4,0,1,0,0,0,0,0,0,0,0,1,clean
4,0,0,0.018908,0.010189,0,0,0,0,0,0,184,0,3,2,0,0,5,0,0,0,14,8,clean
0,0,0.00362,0,0,0,0,0,0,9.18898,0,98,0,1,1,0,0,3,0,0.018159,0,0,3,clean
0,0,0,0,0,0,0,0,0,0,0,77,0,1,6,0,0,7,0,0,0,18,17,clean
2,0,0.008748,0,0,0,0,0,0,9.36622,0,313,0,1,8,0,0,16,0,0.009977,0,0,13,clean
0,0,0.004904,0,0,0,0,0,0,0.056702,0,29,0,1,8,0,0,7,0,0.005488,0.009791,18,8,clean
1,0,0.016339,0,0.012522,0,0,0,0.002596,9.17185,0,98,0,1,1,0,0,2,0,0.014181,0.009791,9,5,clean
5,0,0.113054,0,0.005498,0,0,0,0.003545,9.73836,0,164,0,1,4,0,0,9,0,0.017418,0.009791,9,2,buggy
0,0,0.007665,0,0,0,0,0,0,9.35863,0,64,0,1,0,0,0,1,0,0.006073,0.009791,9,3,clean
2,0,0.005114,0.028263,0.041439,0,1,0,0,0.121386,0,209,0,1,28,0,0,14,0,0.027214,0,9,27,buggy
0,0,0,0,0,2,0,0,0,0,0,3,0,1,0,0,0,1,0,0,0,0,1,clean
0,0,0.047937,0.003194,0.004547,0,0,0,0.000299,9.59783,0,18,0,2,1,1.01,0,1,0.001571,0.016297,0.004479,7,3,clean
0,0,0.001023,0,0,0,0,0,0,0.121386,0,12,0,1,0,0,0,1,0,0,0,12,4,clean
0,0,0,0.012529,0,0,0,0,0,0,0,67,0,2,0,0,0,5,0,0,0.010786,26,7,buggy
0,0,0,0,0,0,0,0,0,0,0,49,0,3,0,0,0,4,0,0,0,52,8,clean
3,0,0.003625,0,0,0,0,0,0,0.080386,0,45,0,2,1,0,0,0,0,0.01992,0.009791,45,3,clean
0,0,0.041098,0.004842,0,0,0,0,0,9.49785,0,19,0,1,4,0,0,0,0,0.004996,0.009791,9,2,buggy
0,0,0.016998,0,0.041675,0,1,0,0.043693,9.22338,1.01,59,0,1,4,0,0,5,0,0.065056,0.005924,9,2,clean
1,0,0.75359,0.002991,0,0,0,0,0,9.76435,0,124,0,2,3,1.01,0,5,0.002921,0.03649,0.014863,17,8,buggy
0,0,0.000136,0,0,2,0,0,0,0.040996,0,7,0,1,0,0,0,0,0,0,0.009791,9,2,clean
0,0,0,0,0,3,0,0,0,0,0,3,0,1,0,0,0,1,0,0,0,0,1,clean
2,0,0.019077,0,0,0,0,0,0,0.155909,0,60,0,1,0,0,0,2,0,0.006183,0,0,2,clean
0,0,0.014822,0,0,0,0,1,0,9.22122,0,76,0,1,1,0,0,6,0,0.002623,0.009791,18,12,clean
0,0,0.002557,0,0,0,0,0,0,0.121386,0,45,4,3,1,0,0,4,0,0,0.027723,43,4,clean
0,0,0.001534,0,0,0,0,0,0,0.121386,0,31,1,2,0,0,0,0,0,0.019133,0,13,2,clean
0,0,0.007162,0,0,0,2,1,0,9.22122,0,37,0,1,2,0,0,3,0,0.002623,0.009791,18,6,clean
0,0,0.003839,0,0,0,0,0,0,9.19857,0,30,3,2,0,0,1.01,3,0,0,0.005924,14,5,clean
0,1.01,0,0,0.012522,1,0,0,0.011131,0,0,3,0,1,0,0,0,1,0,0.014181,0,9,1,clean
1,0,0.01239,0.045144,0.046253,0,1,1,0,9.21468,0,164,0,1,6,0,0,7,0,0.008826,0,0,12,clean
0,0,0.002898,0,0,0,0,0,0,0.121386,0,29,0,2,1,0,0,1,0,0.006771,0.003931,11,2,clean
0,0,0.002046,0.005405,0,0,5,0,0,0.121386,2.04,26,0,1,2,0,0,0,0,0.004908,0,9,2,clean
0,0,0.013842,0,0.000957,0,0,0,0,9.49271,0,24,0,1,1,0,0,0,0,0.010722,0.009791,9,2,clean
0,0,0.013471,0,0,0,0,0,0,0.05825,0,21,0,1,1,0,0,1,0,0,0.009791,9,7,clean
3,0,0.007494,0,0.002878,0,0,0,0,9.22338,0,92,0,1,3,0,0,13,0,0,0.005924,9,5,clean
2,3.04,0.011815,0,0,5,0,1,0.007238,0.200359,0,47,0,1,0,0,0,0,0,0.002142,0.005924,9,1,clean
0,0,0.010472,0.003194,0,0,3,0,0,9.2306,1.02,47,0,1,2,0,0,3,0,0.003794,0,0,6,clean
0,0,0.012393,0.001852,0,0,0,0,0.000594,0.036869,0,58,1,1,1,0,1.01,6,0,0.001686,0.010674,65,4,clean
0,0,0.000682,0,0,0,0,0,0,0.121386,0,6,7,3,1,0,0,1,0,0,0.027723,39,2,clean
1,0,0.005895,0,0,1,0,0,0,0.099416,0,102,0,2,1,0,0,0,0,0,0.009791,45,3,clean
0,0,0.001614,0.000846,0.000625,0,0,0,0,9.20025,0,6,0,1,0,0,0,2,0,0,0,0,2,clean
0,0,0.015513,0.003006,0.003108,0,0,0,0,0.121386,0,21,5,5,1,1.02,1.01,0,0.001232,0.003258,0.029762,53,1,clean
0,0,0.006348,0.002722,0,0,0,0,0,9.13106,0,13,0,1,0,0,0,1,0,0,0,0,4,clean
0,0,0.098357,0.000774,0.001218,0,0,0,0,9.4069,0,31,0,1,0,0,0,2,0,0,0,0,6,buggy
0,0,0.010582,0.002722,0,0,3,0,0,9.2306,0,115,0,1,3,0,0,1,0,0.008911,0.009791,9,11,clean
0,0,0.001328,0,0,0,0,0,0,9.09329,0,3,0,2,0,0,0,1,0,0,0.033647,26,1,clean
0,0,0.004205,0.003194,0,0,17,0,0,9.2306,3.03,16,0,1,1,0,0,0,0,0,0.005924,9,8,clean
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,0,clean
0,0,0,0,0,0,0,0,0,0,0,20,0,1,1,0,0,3,0,0,0,0,4,clean
0,0,0.001183,0,0,0,0,0,0,9.15318,0,12,0,1,0,0,0,0,0,0,0.009791,9,4,clean
0,0,0.001323,0,0,0,0,0,0,8.95641,0,45,0,1,1,0,0,1,0,0,0,9,2,clean
0,0,0.001708,0,0,0,0,0,0,9.21441,0,38,0,1,1,0,0,3,0,0,0,0,7,clean
0,0,0.002216,0.018552,0,0,2,0,0,0.121386,0,45,0,1,50,0,0,0,0,0.020279,0.027723,18,8,clean
0,0,0.01301,0,0.003264,0,0,0,0,9.2306,0,22,0,1,1,0,0,1,0,0.003393,0.005924,19,7,clean
0,0,0,0,0,0,0,0,0,0,0,6,0,1,1,0,0,0,0,0,0,0,2,clean
0,0,0.003409,0,0,0,0,0,0,0.121386,0,39,0,1,1,0,0,1,0,0.027214,0,9,8,clean
0,0,0.03912,0.006675,0.007905,0,0,0,0.011529,9.49936,0,70,0,1,3,0,0,2,0,0.011453,0.009791,9,7,clean
4,0,0.137177,0.001439,0.015447,0,0,1,0.003559,9.77005,0,213,0,1,1,0,0,2,0,0.025014,0.009791,10,2,clean
0,0,0.002046,0,0,0,0,0,0,0.121386,0,31,4,3,1,0,0,3,0,0,0.027723,43,3,clean
0,0,0.001884,0,0,0,0,0,0,9.17814,0,31,0,3,2,0,0,0,0,0,0.009791,24,6,clean
0,0,0.014633,0,0,0,0,0,0,0.031835,0,57,0,1,1,0,0,7,0,0,0.009791,9,15,clean
0,0,0.003829,0,0,0,0,0,0,9.20025,0,157,0,1,2,0,0,1,0,0,0,0,6,clean
0,0,0.009826,0,0,0,2,0,0,9.25819,1.01,47,0,2,4,0,0,1,0,0.016473,0,2,4,clean
1,0,0,0,0,0,0,0,0,0,0,40,4,3,1,0,0,2,0,0.012361,0.027723,43,3,clean
2,0,0.138546,0.007108,0.004796,0,0,1,0,9.98607,0,399,0,2,3,1.01,0,4,0.000467,0.029648,0.015713,17,14,buggy
0,0,0.007694,0,0,0,1,0,0,9.38268,0,56,0,1,4,0,0,0,0,0.01004,0.009791,9,5,clean
0,0,0.002619,0,0,0,0,0,0,9.19681,0,9,0,1,0,0,0,0,0,0,0,0,1,clean
3,0,0.022884,0.00416,0,0,0,1,0,9.34266,0,59,0,1,9,0,0,4,0,0.004405,0.009791,9,4,clean
0,0,0.000949,0,0,0,0,0,0,9.09329,0,44,0,1,2,0,0,3,0,0,0,0,3,clean
1,0,0.051041,0,0,0,0,0,0.002198,9.39234,0,65,0,1,0,0,0,2,0,0.007507,0,0,3,clean
0,0,0.000949,0,0.010189,0,0,0,0,9.09329,0,41,0,1,1,0,0,2,0,0,0,0,4,buggy
2,0,0.033607,0,0,0,0,1,0,9.5546,0,77,0,2,0,0,0,0,0,0.018819,0.009791,16,7,clean
0,0,0.037862,0,0,0,0,0,0,0.209384,0,96,0,2,4,0,0,8,0,0.002623,0.009791,37,16,clean
2,0,0.001328,0,0,0,2,0,0,9.09329,1.01,50,0,1,0,0,0,0,0,0,0.005924,10,1,clean
0,0,0.001708,0.007824,0.00884,0,0,0,0,9.09329,0,345,0,1,26,0,0,38,0,0.036751,0.009791,18,80,clean
0,0,0.002728,0,0,0,1,0,0,0.121386,1.01,3,1,3,1,0,0,0,0,0,0.027723,28,1,clean
4,0,0,0,0,0,0,0,0,0,0,114,0,1,1,0,0,3,0,0,0,9,9,buggy
1,0,0.045836,0,0,0,0,0,0,0.277237,0,48,0,1,0,1.01,0,3,0.000467,0.005795,0.001058,0,0,clean
0,0,0.07716,0,0,0,0,1,0,9.72524,0,68,0,1,3,0,0,3,0,0.017285,0,0,2,buggy
2,0,0.002329,0,0,0,0,0,0,9.19612,0,90,0,1,1,0,0,6,0,0,0,0,4,clean
0,0,0.004412,0,0,0,0,0,0,9.19743,0,15,0,3,1,0,0,0,0,0,0.002667,9,2,clean
0,0,0.000949,0,0,0,0,0,0,9.09329,0,6,0,1,0,0,0,0,0,0,0,9,1,clean
2,0,0,0,0,1,0,0,0,0,0,104,0,1,0,0,0,2,0,0.021944,0.009791,9,7,clean
3,0,0.088395,0,0,0,0,0,0,9.39369,0,35,0,1,0,0,0,2,0,0.004111,0.009791,9,1,clean
0,0,0.042999,0.0039,0.002306,0,2,0,0,9.49362,0,106,0,2,3,0,0,3,0,0.003393,0.014101,27,14,clean
0,0,0.011133,0,0,0,12,0,0,9.34078,1.03,9,0,1,52,0,0,0,0,0,0.009791,9,14,clean
1,0,0.006961,0.049407,0,0,0,0,0.029667,9.2488,0,132,0,1,2,0,0,0,0,0.005548,0,0,2,clean
2,0,0.010046,0,0.010189,0,0,0,0,9.35538,0,114,0,1,0,0,0,8,0,0.021568,0,0,1,clean
0,0,0.007853,0.003672,0,0,0,0,0,9.43591,0,27,0,1,1,0,0,0,0,0.006246,0.006534,0,5,clean
0,0,0.011971,0.002991,0.002734,0,0,0,0.002774,9.28597,0,16,0,1,1,0,0,1,0,0.003409,0,0,3,clean
0,0,0.003279,0,0.010189,0,0,0,0,9.29066,0,15,0,1,1,0,0,0,0,0,0,0,4,clean
0,0,0.004412,0,0,0,0,0,0,9.33474,0,25,0,2,0,0,0,0,0,0.003393,0.022649,31,6,clean
0,0,0,0,0,0,0,0,0,0,0,29,0,1,0,1.01,1.04,0,0.001864,0,0.003867,0,2,clean
0,0,0.002321,0,0,0,0,0,0,9.15318,0,7,0,1,0,0,0,0,0,0,0,0,2,clean
0,0,0.002387,0,0,0,0,0,0,0.121386,0,10,0,1,1,0,0,1,0,0,0,0,3,clean
0,0,0.000682,0,0,0,1,0,0,0.121386,0,3,1,3,1,1.01,1.01,0,0.021023,0,0.083371,15,1,clean
0,0,0.000949,0,0,0,0,0,0,9.09329,0,17,0,1,2,0,0,1,0,0,0,9,4,clean
0,0,0.003119,0,0,0,1,0,0,9.29513,0,11,0,1,1,0,0,0,0,0,0.009791,9,4,clean
0,0,0.001476,0,0,0,0,0,0,9.15318,0,11,0,1,1,0,0,0,0,0.009834,0.010674,9,1,clean
0,0,0.018201,0,0,0,0,0,0,9.23498,0,78,0,1,7,0,0,10,0,0,0.009791,9,20,clean
0,0,0.001313,0,0,0,0,1,0,9.15318,0,3,0,1,3,0,0,0,0,0,0,0,2,clean
15,1.01,1.90771,0.013225,0.039498,1,0,2,0.017267,10.1836,0,1448,0,3,5,1.01,1.03,50,0.002921,0.043309,0.002341,14,16,buggy
0,0,0,0,0,9,0,0,0,0,0,3,0,1,0,0,0,1,0,0,0,0,1,clean
0,0,0.001364,0,0,0,0,0,0,0.121386,0,3,0,3,4,0,0,0,0,0,0.027723,26,1,clean
2,0,0.426385,0.019928,0.008598,0,0,3,0.016428,9.96602,0,350,0,2,7,1.01,0,2,0.000467,0.054699,0.016695,17,14,buggy
0,0,0,0,0,0,0,0,0,0,0,12,0,2,0,0,0,0,0,0,0,12,2,clean
0,0,0.001518,0,0,0,0,0,0,9.09329,0,18,0,1,0,0,0,1,0,0,0,0,2,clean
6,0,0.066894,0.008127,0.0271,0,0,0,0.023845,9.21468,0,195,0,1,6,0,0,6,0,0.044789,0,9,8,clean
0,0,0.050768,0,0,0,0,0,0,0.030655,0,5,17,2,0,0,0,1,0,0,0,12,1,clean
0,0,0.001873,0,0,0,0,0,0,9.20494,0,15,0,2,3,0,0,3,0,0,0.009791,22,5,clean
1,0,0.006911,0,0,1,0,0,0,0.080386,0,96,0,2,1,0,0,0,0,0,0.009791,45,3,clean
0,0,0.001694,0,0,0,0,0,0,9.13338,0,3,0,2,4,0,0,1,0,0,0.009791,23,1,clean
5,0,0.005458,0,0,0,0,0,0,9.22338,0,263,0,1,1,0,0,12,0,0.003409,0,0,5,clean
0,0,0.014401,0,0,0,0,1,0,9.22122,0,70,0,2,0,0,0,6,0,0.002623,0.009791,33,12,clean
0,0,0,0,0,0,0,0,0,0,0,31,0,1,1,0,0,1,0,0,0,9,2,buggy
0,0,0,0,0,6,0,0,0,0,0,8,0,1,1,0,0,0,0,0,0,9,1,clean
1,0,0.078553,0.004487,0.001377,0,0,0,0.002324,0.070476,0,107,0,1,12,0,0,4,0,0.008663,0.014799,13,11,clean
0,0,0.003069,0.018552,0,0,49,0,0,0.121386,3.15,7,0,1,2,0,0,0,0,0.020279,0.027723,18,1,clean
0,0,0.004432,0,0,0,0,0,0,0.121386,0,62,0,1,1,0,0,0,0,0,0,9,2,clean
0,0,0.006545,0,0,0,0,0,0,9.41205,0,79,0,1,0,0,0,0,0,0.006246,0.009791,9,6,clean
0,0,0.000271,0,0,0,0,0,0,0.040996,0,22,0,1,2,0,0,1,0,0,0.037515,26,1,clean
0,0,0.018516,0.002616,0.012646,0,0,1,0,9.37372,0,29,0,1,1,1.01,1.04,3,0.001864,0.007828,0.003867,0,6,clean
0,0,0.008156,0,0,0,0,0,0,9.25909,0,21,0,2,0,0,0,0,0,0,0.009791,16,7,clean
10,0,0.065991,0.010713,0.013667,0,0,3,0.002774,9.25922,0,569,0,1,1,0,0,6,0,0.032759,0.005924,9,14,buggy
1,0,0.015814,0.002616,0.002456,0,0,0,0.002596,9.34832,0,20,0,1,1,3.04,0,2,0.004202,0.023026,0.007549,0,4,clean
0,0,0,0,0,0,0,1,0,0,0,8,0,1,0,0,0,2,0,0,0.009791,9,2,clean
0,0,0.007767,0,0,0,0,2,0,9.53675,0,37,0,1,0,0,0,0,0,0.013449,0.009791,9,1,clean
0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,4,1,clean
