@relation mydataframe
@attribute nm numeric
@attribute nf numeric
@attribute la numeric
@attribute lt numeric
@attribute fix numeric
@attribute npt numeric
@attribute rexp numeric
@attribute sexp numeric
@attribute bug {'1','0'}
@data
1,1,0.005297,944,1,1,72,68,'0'
1,1,0,899,1,1,58,55,'0'
1,1,0.00333,901,1,1,57,54,'0'
1,1,0.006667,900,1,1,56,53,'1'
1,2,0.116303,481.5,1,1,43.5,54,'1'
1,2,0.094845,485,1,1,300,347,'1'
1,1,0.002395,835,1,1,1,1,'0'
1,1,0.004819,830,1,1,43,32,'0'
1,2,0.026824,466,1,1,11,11,'0'
1,1,0.00122,820,1,1,20,19,'0'
1,1,0.00122,820,1,1,19,18,'1'
1,1,0.063337,821,1,1,133,122,'1'
1,1,0.001232,812,1,1,11,10,'1'
1,1,0.00915,765,1,1,100,92,'0'
1,1,0.002635,759,1,1,24.5,32,'0'
1,1,0.009223,759,1,1,18.5,26,'1'
1,1,0.001323,756,1,1,151,147,'0'
1,2,0.012987,808.5,1,1,64,63,'1'
1,1,0.001326,754,0,1,144,137,'0'
1,1,0.001326,754,0,1,143,136,'0'
1,1,0.001326,754,1,1,140,133,'0'
1,2,0.009314,1020,1,1,2,2,'1'
1,1,0.047106,743,1,1,127,122,'1'
1,1,0.001368,731,1,1,126,121,'0'
1,2,0.146015,746.5,1,1,2,2,'1'
1,1,0.010558,663,1,1,91,87,'0'
1,2,0.00209,478.5,1,1,89,85,'0'
1,1,0.007645,654,1,1,72,68,'0'
1,1,0.004587,654,1,1,71,67,'1'
2,3,0.019002,280.666667,1,0.666667,44,43,'1'
1,1,0.00157,637,1,1,31,29,'0'
1,1,0.001572,636,0,1,26,24,'1'
1,1,0.001572,636,0,1,35.833333,50,'0'
1,1,0.012579,636,1,1,45.5,56,'1'
1,1,0.004785,627,1,1,13,13,'0'
1,1,0.0128,625,1,1,80,93,'1'
1,1,0.001616,619,1,1,34.5,38,'1'
1,3,0.018248,456.666667,0,1,35.833333,76,'1'
1,1,0.067323,609,1,1,31.833333,72,'1'
1,1,0.011925,587,0,1,28.5,29,'1'
1,2,0.025893,560,1,1,98,82,'0'
1,1,0.003413,586,1,1,89,73,'1'
1,1,0.008547,585,1,1,86,70,'1'
1,1,0.001718,582,0,1,354.166667,489,'0'
1,1,0.001745,573,1,1,22,21,'1'
1,1,0.010471,573,1,1,12,12,'0'
1,1,0.001748,572,0,1,11,11,'0'
1,1,0.001748,572,0,1,10,10,'0'
1,1,0.003497,572,1,1,9,9,'0'
1,2,0.014085,461.5,1,0.5,5,5,'1'
1,1,0,561,0,1,64,62,'0'
1,1,0.008757,571,0,1,427,474,'0'
1,1,0.005435,552,0,1,417,458,'0'
1,1,0.005435,552,0,1,418,455,'1'
1,1,0.002123,471,0,1,381,413,'0'
1,1,0.006424,467,1,1,377,409,'1'
1,1,0.008969,446,1,1,360,392,'1'
1,1,0.03271,428,1,1,330.5,359,'1'
1,1,0.045024,422,0,1,317,345,'0'
1,1,0.005195,385,1,1,259,286,'0'
1,1,0.010899,367,0,1,185,212,'0'
1,1,0,365,0,1,168,195,'0'
1,1,0.002793,358,0,1,157.5,168,'0'
1,1,0.002793,358,0,1,156.5,167,'0'
1,3,0.009346,178.333333,1,0.333333,138,135,'0'
1,1,0.003106,322,0,1,80,80,'0'
1,1,0.003106,322,0,1,79,79,'0'
1,2,0.005348,187,0,1,56,56,'0'
1,1,0,320,1,1,33,33,'0'
1,1,0.003077,325,0,1,2,2,'0'
1,1,0.003077,325,0,1,1,1,'0'
1,2,0.032828,198,1,1,188.5,234,'1'
1,1,0.003333,300,0,1,182,182,'0'
1,1,0.003333,300,0,1,181,181,'0'
1,1,0.00678,295,0,1,169,169,'1'
1,1,0.020979,286,0,1,75,75,'1'
1,1,0.003521,284,0,1,74,74,'0'
1,1,0.003521,284,0,1,73,73,'0'
1,1,0.003521,284,0,1,70,70,'0'
1,1,0.003534,283,1,1,66,66,'1'
1,1,0.003534,283,0,1,64,64,'1'
1,1,0.008951,782,1,1,132,128,'0'
1,1,0.001751,571,1,1,4,4,'0'
1,1,0.001295,772,0,1,240,458,'0'
1,1,0.001295,772,0,1,29,29,'0'
1,1,0.001295,772,0,1,215,380,'0'
1,1,0.007772,772,1,1,114,107,'0'
1,1,0.001305,766,0,1,238.166667,379,'0'
1,2,0.001689,592,1,1,111,104,'0'
1,1,0.003916,766,1,1,11,11,'0'
1,1,0.009235,758,1,1,450.25,521,'0'
1,1,0.001326,754,0,1,279,278,'0'
1,7,0.051817,581.714286,0,1,94,89,'0'
1,2,0.008122,985,1,0.5,222.25,304,'0'
1,1,0.08149,859,0,1,155,242,'0'
1,1,0.026699,824,0,1,122.75,209,'0'
1,1,0.014724,815,0,1,121.75,208,'0'
1,1,0.012151,823,0,1,120.75,207,'0'
1,1,0.001057,946,0,1,351,320,'0'
1,1,0.004246,942,1,1,134,92,'0'
1,1,0.007431,942,1,1,114,76,'0'
1,1,0.001066,938,0,1,409,217,'0'
1,1,0.001099,910,0,1,48,33,'0'
1,1,0.001099,910,0,1,11,7,'0'
1,1,0.001099,910,1,1,9,6,'0'
1,1,0.001099,910,0,1,188.533333,560,'0'
1,2,0.00177,565,1,1,52,42,'0'
1,1,0.001099,910,0,1,191.9,539,'0'
1,1,0.001099,910,1,1,11,10,'0'
1,1,0.004396,910,1,1,10,9,'0'
1,1,0.0011,909,1,1,191.583333,521,'0'
1,1,0.0011,909,0,1,225.45,502,'0'
1,1,0.001101,908,0,1,239,457,'0'
1,1,0.001101,908,0,1,28,28,'0'
1,1,0.001101,908,1,1,577,515,'0'
1,1,0.001101,908,0,1,216,381,'0'
1,1,0.006593,910,1,1,132,125,'0'
1,1,0.001103,907,0,1,71,71,'0'
1,2,0.005652,1238.5,1,1,120,113,'0'
1,1,0.004415,906,1,1,116,109,'0'
1,1,0.025499,902,1,1,62,80,'0'
2,2,0.001311,763,1,1,505,491,'0'
1,1,0.007246,966,1,1,495,443,'0'
1,1,0.001032,969,1,1,53,53,'0'
1,2,0.00987,962.5,1,1,159,153,'0'
4,11,0.112818,171.636364,0,0.909091,57.166667,84,'0'
1,1,0.005656,884,1,1,110,74,'0'
1,5,0.030233,522.6,1,1,402,212,'0'
2,7,0.024078,735.714286,1,1,11,11,'0'
1,1,0.016185,865,1,1,163.833333,175,'0'
1,1,0.001157,864,1,1,153.833333,165,'0'
1,1,0.003472,864,1,1,100.583333,96,'0'
2,2,0.015837,442,1,1,851,935,'0'
1,1,0.012012,666,1,1,66.961111,183,'0'
1,1,0.003021,662,1,1,1,1,'0'
1,4,0.002153,928.75,1,1,510,258,'0'
1,1,0.002999,667,1,1,215,143,'0'
1,2,0.004159,1563,1,1,949.75,1005,'0'
1,1,0.002188,457,1,1,41,24,'0'
1,3,0.036697,72.666667,1,1,40,40,'0'
1,1,0,0,0,1,53,49,'0'
1,1,1.688889,45,0,1,53,49,'0'
1,1,0,0,0,1,53,49,'0'
1,1,2.030303,33,0,1,56,52,'0'
3,9,0.030031,469.888889,1,1,361,350,'1'
1,1,0.004866,822,1,1,943.166667,931,'0'
1,1,0.026764,822,1,1,945.666667,923,'0'
5,9,0.003873,573.777778,1,0.666667,932.333333,1440,'1'
1,1,0.002398,834,1,1,7,4,'0'
1,1,0.001199,834,1,1,4,1,'0'
1,1,0.013205,833,1,1,806.833333,738,'0'
1,1,0.003623,828,1,1,804.833333,736,'1'
2,3,0.002541,524.666667,1,1,22.821429,38,'0'
3,15,0.005259,646.466667,1,0.066667,64.5,71,'1'
1,1,0.004587,436,1,1,204.8,506,'0'
1,1,0.013793,435,1,1,69,47,'0'
1,1,0.002304,434,1,1,242.416667,460,'0'
1,1,0.002299,435,1,1,321,306,'1'
1,1,0.05977,435,1,1,271,277,'0'
1,1,0.00232,431,1,1,313,298,'0'
1,1,0.006928,433,1,1,18,13,'0'
1,1,0.00463,432,1,1,114,109,'0'
1,1,0.00232,431,0,1,92,88,'0'
1,1,0.02093,430,1,1,48,44,'1'
1,1,0.002331,429,1,1,45,42,'1'
1,3,0.009772,204.666667,1,1,41,39,'1'
1,1,0.03856,389,0,1,49.166667,53,'0'
1,1,0.002571,389,0,1,48.166667,52,'0'
1,1,0.020566,389,0,1,47.166667,51,'1'
1,1,0.017949,390,1,1,46.166667,50,'1'
1,1,0.026042,384,0,1,45.166667,49,'1'
1,1,0.015789,380,0,1,44.166667,48,'0'
1,1,0.010667,375,1,1,43.166667,47,'0'
1,1,0.258667,375,0,1,42.166667,46,'1'
1,1,0.074534,322,0,1,41.5,45,'0'
1,2,0,258.5,0,1,17.5,25,'0'
1,3,0.176817,169.666667,0,1,248.166667,416,'0'
1,1,0.025463,432,1,1,316,301,'0'
1,1,0.00232,431,1,1,314,299,'0'
1,1,0.025581,430,1,1,280,146,'0'
1,1,0.009302,430,1,1,218.616667,585,'0'
1,1,0.013953,430,1,1,70,48,'0'
1,1,0.002326,430,1,1,322,307,'0'
1,4,0.015854,410,1,0.75,125.132936,429,'0'
1,1,0,416,1,1,349,223,'0'
1,1,0.026036,845,1,1,946.666667,924,'0'
1,1,0.002398,834,1,1,6,3,'0'
1,1,0.001199,834,1,1,5,2,'0'
1,1,0.013189,834,1,1,807.833333,739,'0'
1,1,0.003619,829,1,1,805.833333,737,'0'
1,1,0.333333,21,1,1,965.833333,968,'0'
2,14,0.011152,192.142857,1,0.785714,871.333333,1315,'1'
1,1,0.461538,13,1,1,462,307,'1'
1,1,0.076923,13,1,1,33,27,'0'
1,1,0,15,1,1,1,1,'0'
1,1,0,0,0,1,56,52,'0'
1,1,2.304348,23,0,1,56,52,'0'
1,1,0,15,1,1,2,2,'0'
1,1,0.4,15,1,1,463,308,'0'
1,2,0.0025,200,1,1,2,2,'1'
1,1,0,0,0,1,54,50,'0'
1,1,0.25,8,1,1,717,500,'0'
2,3,0.008073,330.333333,1,0.666667,62,47,'1'
1,2,0.17069,290,1,0.5,59,44,'1'
1,2,0.015595,256.5,1,1,56,41,'1'
1,1,0.027778,72,1,1,76.083333,149,'1'
1,1,0.042857,70,1,1,22,17,'1'
1,1,0.015625,64,1,1,298,345,'1'
1,2,0.27853,517,1,1,297,344,'1'
1,1,0.012048,83,1,1,16,15,'1'
1,1,0.012048,83,1,1,15,14,'1'
1,1,0.024691,81,1,1,21,20,'0'
1,1,0.1125,80,0,1,321,349,'0'
1,1,0.013333,75,1,1,166,163,'0'
1,1,0.028169,71,0,1,6,6,'1'
1,1,0,46,0,1,24,24,'0'
1,1,0.042553,47,1,1,15,15,'0'
1,1,0.777778,81,0,1,16,16,'0'
1,1,0.012195,82,1,1,278,277,'0'
1,11,0.020166,229.909091,1,0.909091,117.75,204,'0'
2,8,0.013711,419.375,0,1,129,128,'0'
1,1,0.25,8,1,1,716,499,'0'
1,2,0.021786,459,1,1,4,4,'0'
1,3,0,44.666667,1,0.333333,9,9,'1'
1,2,0.034615,260,0,1,172,172,'1'
1,2,0.156522,230,0,1,27,27,'1'
1,1,0.006494,154,0,1,19,19,'0'
1,1,0.019608,51,1,1,528,247,'0'
1,1,0,20,1,1,381,189,'1'
1,2,0,39,0,1,38.5,43,'1'
1,1,0.013699,73,1,1,35.5,40,'0'
1,1,0.013699,73,1,1,34.5,39,'0'
1,1,0,73,0,1,33.5,38,'1'
1,2,0.095455,550,1,1,457,303,'1'
1,2,0,252,1,1,347,221,'0'
3,15,0.008193,642.8,1,0.266667,154,150,'1'
1,1,0.060345,116,1,1,93,83,'0'
1,1,0.008696,115,0,1,190.1,524,'0'
1,1,0.097345,113,1,1,211.666667,479,'1'
1,1,0.045455,110,1,1,304,341,'0'
1,1,0.009434,106,1,1,27,25,'0'
1,1,0.012821,78,0,1,50.166667,54,'0'
1,7,0.172956,363.428571,0,1,54,50,'0'
2,7,0.005296,323.714286,1,0.857143,291,284,'0'
1,1,0,88,1,1,349,223,'0'
1,1,0,0,1,1,17,17,'0'
1,1,0,0,0,1,22,22,'0'
1,2,1.325926,135,0,0.5,22,22,'0'
2,2,0,17,1,1,25,24,'1'
1,1,0,34,0,1,32.833333,73,'0'
1,1,0,0,0,1,39.166667,49,'0'
1,1,0.235294,34,1,1,19,14,'0'
1,3,0.055556,24,1,1,16,11,'0'
1,1,0.225806,31,0,1,17,17,'1'
1,1,0.44,25,1,1,1,1,'1'
1,1,0.153846,13,0,1,83,83,'0'
1,15,0.761748,80.866667,0,0.533333,66,66,'0'
1,2,0.522727,44,0,1,59,55,'0'
1,10,0.323626,305.6,0,1,258.166667,426,'0'
1,1,0,0,0,1,59,55,'0'
1,1,2.268293,41,0,1,61,57,'0'
1,1,0,0,0,1,5,5,'0'
1,1,1.790698,43,1,1,6,6,'0'
1,1,0,0,0,1,12,8,'0'
1,1,0.264175,776,0,1,61,57,'0'
1,1,0.047749,733,1,1,14,10,'0'
1,1,2.25452,719,1,1,13,9,'0'
1,1,0.45,20,1,1,217.580952,588,'0'
1,1,0.45,20,1,1,94,84,'1'
1,1,0.111111,18,1,1,186.933333,514,'1'
1,5,0.004634,388.4,1,0.8,252.583333,275,'1'
1,1,0.066667,15,0,1,245.583333,265,'0'
2,3,0.00936,641,1,1,244.583333,280,'1'
1,2,0.003401,294,1,1,225.083333,246,'1'
1,3,0.02381,154,1,1,209.416667,230,'1'
1,2,0.006169,810.5,1,1,174.083333,195,'1'
1,1,0,18,0,1,129,126,'0'
1,1,0,0,1,1,45.166667,131,'0'
1,1,0.00149,1342,0,1,464.25,535,'0'
1,1,0.013393,1344,1,1,171,257,'0'
1,1,0.002242,1338,0,1,60.666667,148,'0'
1,1,1.957303,1335,1,1,45.166667,131,'0'
1,1,0.027211,147,1,1,7,2,'0'
2,2,0.024727,687.5,1,0.5,486,470,'1'
2,2,0.039416,685,1,0.5,475,459,'1'
2,3,0.151207,524.666667,1,1,426,414,'1'
2,2,0.01542,648.5,1,0.5,388,377,'1'
2,2,0.103744,641,1,1,384,373,'1'
1,1,0.002857,350,1,1,966,945,'0'
1,2,0.047319,317,1,1,943.666667,926,'1'
1,1,0.002985,335,1,1,939.666667,919,'0'
1,1,0.02994,334,1,1,936.333333,913,'1'
1,1,0.00578,346,1,1,936.333333,911,'0'
1,1,0.002849,351,1,1,66,30,'0'
1,2,0.055723,332,1,1,793.833333,781,'1'
1,1,0.003067,326,1,1,356.833333,359,'0'
1,1,0.285276,326,1,1,807,718,'1'
2,7,0.032154,222.142857,1,0.714286,799.333333,1058,'1'
1,2,0.031496,317.5,1,1,349.166667,323,'0'
1,1,0.076655,287,1,1,263.988095,787,'1'
1,1,0.00369,271,1,1,760,538,'0'
1,1,0.01476,271,1,1,326,208,'0'
3,5,0.005018,1195.8,1,0.6,483,472,'1'
2,3,0.044155,664.333333,1,1,183,176,'1'
1,4,0.008333,660,1,1,385,198,'1'
3,5,0.002683,596.4,1,1,58,58,'1'
1,1,0.207237,304,1,1,44,33,'1'
1,3,0.031056,536.666667,1,0.666667,43,32,'1'
1,1,0.003247,308,1,1,230,130,'0'
1,2,0.001457,686.5,1,1,254,186,'1'
1,1,0.003247,308,1,1,227,166,'0'
1,2,0.044164,317,1,1,200,148,'0'
1,1,0.016393,305,1,1,191,139,'1'
2,4,0.093251,485.25,1,0.75,51,51,'1'
2,4,0.007837,478.5,1,0.75,255,302,'1'
1,2,0.019264,285.5,1,1,2,2,'0'
1,1,0.023411,299,1,1,132.666667,149,'0'
2,3,0.008621,541.333333,1,1,96.583333,106,'1'
1,1,0.013289,301,1,1,89.583333,88,'0'
1,1,0.003322,301,1,1,9.5,10,'1'
1,1,0.003472,288,1,1,385.5,381,'1'
1,1,0.041667,288,1,1,381.5,378,'1'
1,1,0.010753,279,1,1,103.833333,132,'1'
1,1,0.149733,187,1,1,235.583333,256,'1'
1,1,0.02924,171,1,1,225.833333,244,'1'
1,1,0.012048,166,1,1,228,229,'0'
1,1,0.126506,166,1,1,189,182,'0'
1,1,0.006024,166,1,1,69,87,'0'
1,2,0.020305,197,1,1,126,119,'0'
1,1,0.011905,168,1,1,159.333333,176,'0'
1,1,0.030488,164,1,1,120.333333,138,'1'
1,2,0.010033,448.5,1,1,110.333333,129,'1'
1,1,0.04321,162,1,1,57.5,68,'1'
1,1,0.0625,160,1,1,64,83,'1'
1,1,0.734694,147,1,1,63.5,75,'1'
1,1,0.006494,154,1,1,47.5,52,'1'
1,1,0.006494,154,1,1,65,62,'0'
1,1,0.071429,154,1,1,55,52,'1'
1,1,0.006579,152,1,1,284,283,'0'
1,1,0.085526,152,1,1,240,241,'0'
1,1,0.020548,146,1,1,10,10,'0'
1,1,0.013793,145,1,1,36.5,42,'1'
1,2,0.036036,222,1,1,73,58,'1'
1,1,0,139,1,1,11,11,'0'
1,1,0.021277,141,1,1,61,59,'1'
1,1,0.007092,141,1,1,428,475,'0'
1,1,0.147826,115,0,1,359,391,'0'
1,1,0.084337,83,1,1,154.5,165,'0'
1,2,0.084967,76.5,1,1,154,151,'0'
1,1,0.12987,77,1,1,62,62,'1'
1,1,0.041667,72,1,1,9,9,'1'
1,1,0.211765,85,0,1,85,85,'0'
1,2,0.322148,149,0,1,22,22,'0'
1,1,0.086093,151,1,1,274,273,'0'
1,1,0.023952,167,1,1,187.566667,515,'0'
1,1,0.012048,166,1,1,229,230,'0'
1,1,0.126506,166,1,1,190,183,'0'
1,1,0.006024,166,1,1,70,88,'0'
1,2,0.020305,197,1,1,128,121,'0'
2,4,0.008171,1040.25,1,1,17,17,'0'
1,1,0.045752,306,1,1,169,121,'0'
1,1,0.0033,303,1,1,228,167,'0'
1,1,0.016502,303,1,1,192,140,'0'
1,4,0.010825,554.25,1,1,26.733333,72,'0'
1,1,0.023179,302,1,1,133.666667,150,'0'
1,1,0.00369,271,1,1,761,539,'0'
1,1,0.014815,270,1,1,327,209,'0'
1,1,0.060811,296,1,1,1030.833333,1073,'0'
1,1,0.034483,290,1,1,937.333333,914,'0'
1,1,0.003472,288,1,1,937.333333,912,'0'
1,1,0.003472,288,1,1,67,31,'0'
4,6,0.01372,1069,1,0.833333,1027.5,1701,'1'
1,1,0.003089,1295,1,1,1023,1082,'0'
1,2,0.109649,798,1,1,565,255,'0'
3,5,0.028571,889,1,0.8,525,509,'1'
2,5,0.007794,590.2,1,0.6,515,499,'1'
1,1,0.001581,1265,1,1,961.666667,980,'0'
1,1,0.007109,1266,1,1,974.333333,958,'0'
1,1,0.001603,1248,1,1,79,25,'0'
2,2,0.076634,1063.5,1,1,930.333333,1374,'1'
3,6,0.008275,684.833333,1,0.833333,822.5,1279,'0'
1,1,0.000764,1309,1,1,87,41,'0'
2,8,0.021847,429.125,1,0.75,811.833333,1243,'1'
1,1,0.000762,1312,1,1,791.333333,782,'0'
3,7,0.030233,491.428571,1,0.857143,760.333333,1189,'1'
1,1,0.017611,1306,1,1,761.333333,751,'1'
2,11,0.011468,523.181818,1,0.818182,760.333333,1143,'1'
1,1,0.003879,1289,1,1,800,733,'0'
1,1,0.143634,1288,1,1,808,719,'1'
1,1,0.013699,1241,1,1,788.833333,695,'0'
2,3,0.042442,573.333333,1,1,798,1022,'1'
1,1,0.013147,1217,1,1,784.5,640,'0'
3,3,0.002495,935.333333,1,1,10.859524,35,'0'
2,2,0.064948,1008.5,1,0.5,269.654762,972,'1'
3,3,0.003657,820.333333,1,1,794.5,843,'1'
1,1,0.001738,1151,1,1,759,537,'1'
1,1,0.002609,1150,1,1,755,533,'0'
1,1,0.026087,1150,1,1,728,509,'0'
1,1,0.006092,1149,1,1,268.757143,785,'1'
1,2,0.018401,706.5,1,1,258.995238,780,'1'
3,6,0.019839,705.666667,1,0.666667,255.995238,956,'1'
1,1,0.002708,1108,1,1,242.614286,768,'0'
1,1,0.00722,1108,1,1,578.5,388,'0'
2,4,0.009155,846.5,1,1,562,541,'1'
1,1,0.028777,1112,1,1,518,349,'1'
1,1,0.000909,1100,1,1,509,344,'0'
2,3,0.004665,786,1,0.666667,455,440,'1'
1,1,0.000964,1037,1,1,328,210,'0'
1,1,0.005792,1036,1,1,310,195,'0'
1,2,0.001181,846.5,1,1,294,192,'1'
1,3,0.026217,445,1,1,268,181,'1'
2,3,0.012928,1315,1,1,199,143,'1'
1,1,0.002812,1067,1,1,145,101,'1'
1,1,0.009363,1068,1,1,129,90,'0'
1,1,0.018832,1062,1,1,127,88,'0'
1,1,0.000943,1061,1,1,119,80,'0'
2,2,0.037599,691.5,1,1,105,102,'0'
1,1,0.002836,1058,1,1,100,69,'1'
2,3,0.022967,537,1,1,77,75,'1'
2,3,0.005294,1322.333333,1,1,52,51,'1'
1,1,0.222936,1090,1,1,46,35,'1'
1,2,0.001122,891,1,1,24,19,'0'
1,1,0.008435,1067,1,1,6,6,'1'
1,1,0.048826,1065,1,1,207,154,'0'
2,4,0.011533,520.25,1,1,126,121,'1'
1,1,0.019029,1051,1,1,190,138,'1'
1,1,0.030593,1046,1,1,65,49,'0'
1,1,0.00767,1043,1,1,57,42,'0'
3,13,0.01268,624.846154,1,0.769231,234,289,'1'
1,1,0.001967,1017,1,1,39,29,'0'
1,4,0.010762,557.5,1,1,22.733333,68,'1'
1,2,0.00149,671,1,1,178.333333,190,'0'
1,1,0.020428,1028,1,1,157.833333,169,'1'
1,2,0.001747,572.5,1,1,143.333333,157,'0'
1,1,0.000971,1030,1,1,122.666667,142,'0'
1,1,0,1029,1,1,118.166667,136,'0'
1,1,0.020388,1030,1,1,40,24,'0'
1,1,0.035363,1018,1,1,35,21,'1'
1,1,0.009852,1015,1,1,111,105,'0'
1,1,0.007905,1012,1,1,108.583333,102,'1'
1,1,0.022772,1010,1,1,105.583333,100,'1'
1,1,0.006897,1015,1,1,91.583333,90,'1'
1,1,0.007874,1016,1,1,123.941667,405,'0'
1,1,0.007882,1015,1,1,90.5,84,'0'
1,1,0.000988,1012,1,1,137.652381,403,'0'
1,1,0.002967,1011,1,1,11.75,20,'0'
1,3,0.004376,761.666667,1,1,152.114286,396,'1'
1,1,0.000997,1003,1,1,15,14,'0'
1,1,0.000997,1003,1,1,8,7,'0'
1,1,0.001996,1002,1,1,6,5,'0'
1,1,0.004985,1003,0,1,193.1,527,'0'
1,1,0.002991,1003,1,1,3,3,'0'
1,1,0.005988,1002,1,1,12.5,14,'0'
1,1,0.000997,1003,1,1,188.616667,512,'1'
1,1,0.000997,1003,1,1,29,42,'0'
1,1,0.000998,1002,1,1,26,39,'0'
1,1,0.003992,1002,1,1,24,37,'1'
1,1,0.002012,994,1,1,223.45,501,'0'
2,3,0.008906,524,1,0.666667,232.483333,372,'0'
1,1,0.00303,990,1,1,206.166667,476,'1'
1,1,0.000995,1005,1,1,19,13,'1'
1,1,0.000996,1004,1,1,5,5,'1'
2,3,0.014493,391,1,0.333333,238.833333,472,'1'
2,3,0.017021,391.666667,1,1,384.5,424,'1'
1,1,0.028571,910,1,1,11,8,'1'
2,4,0.031909,438.75,1,0.75,107.833333,152,'1'
1,1,0.002227,898,1,1,367.5,367,'0'
1,1,0.033445,897,1,1,251.166667,332,'1'
2,4,0.024404,430.25,1,1,96.833333,141,'1'
1,1,0.009009,888,1,1,609,545,'0'
1,1,0.00451,887,1,1,608,544,'0'
1,1,0.00224,893,1,1,291.166667,325,'0'
1,4,0.006258,599.25,1,0.75,289.75,320,'1'
1,1,0.001149,870,1,1,30,30,'0'
1,1,0.002283,876,1,1,581,519,'0'
1,1,0.001142,876,1,1,580,518,'0'
1,1,0.017281,868,1,1,253.583333,276,'1'
1,1,0.133098,849,1,1,246.583333,266,'1'
1,1,0.045564,834,1,1,273,278,'1'
1,1,0.002353,850,1,1,252.5,266,'0'
1,1,0.001227,815,1,1,230,231,'0'
1,1,0.002445,818,1,1,228,221,'1'
1,1,0.025413,787,1,1,187,180,'1'
1,2,0.002125,470.5,1,1,136,129,'0'
1,1,0.003871,775,1,1,168.166667,188,'1'
1,1,0.002587,773,1,1,100.333333,120,'0'
1,1,0.001295,772,1,1,63.333333,85,'0'
1,1,0.015544,772,1,1,97,92,'1'
1,2,0.0932,853,1,1,55.5,65,'1'
1,1,0.019883,855,1,1,310.5,366,'0'
1,4,0.008264,574.75,1,1,51.5,56,'1'
1,2,0.007692,845,1,1,3,3,'1'
1,1,0.004706,850,1,1,129,130,'1'
1,1,0.0366,847,1,1,276,295,'1'
1,1,0.002367,845,1,1,275,294,'0'
1,2,0.001191,839.5,1,1,133,126,'0'
1,1,0.00237,844,0,1,282,281,'1'
1,1,0.004728,846,1,1,281,280,'0'
1,1,0.00949,843,1,1,268,270,'1'
1,1,0.007151,839,1,1,241,242,'1'
1,1,0.023781,841,1,1,12,11,'1'
1,1,0.001181,847,1,1,114,106,'1'
1,1,0.001157,864,1,1,19,18,'0'
1,1,0.005787,864,1,1,15,14,'0'
1,1,0.067678,857,1,1,139,132,'1'
1,2,0.06357,818,1,1,53,52,'1'
1,1,0.005148,777,1,1,48,47,'1'
1,1,0.005148,777,1,1,136,129,'1'
1,1,0.07722,777,1,1,47,46,'1'
1,1,0.042213,687,1,1,108,103,'1'
1,5,0.095181,336.2,1,1,12,11,'1'
1,1,0.001513,661,1,1,45.5,55,'0'
1,1,0.054463,661,1,1,44.5,54,'1'
1,1,0.006079,658,0,1,90.5,116,'0'
1,1,0.003044,657,1,1,89.5,115,'0'
1,1,0.034954,658,1,1,83,107,'1'
1,1,0.00313,639,1,1,37.5,43,'0'
1,1,0.004687,640,1,1,35.5,41,'1'
1,1,0.034429,639,1,1,77,88,'1'
1,1,0.003306,605,1,1,28.5,34,'0'
1,1,0.001653,605,0,1,3,3,'0'
1,4,0.085631,516.75,0,1,27,27,'1'
1,1,0.011647,601,1,1,70,55,'0'
1,1,0.003361,595,1,1,14,14,'0'
1,1,0.001678,596,1,1,14,14,'1'
1,1,0.010274,584,1,1,20.5,28,'0'
1,1,0.001812,552,0,1,419,456,'1'
1,1,0.016304,552,0,1,399.5,436,'0'
1,1,0.010327,581,1,1,369,401,'1'
1,2,0.014463,484,1,1,365,397,'0'
1,1,0.005181,579,0,1,362,394,'0'
1,1,0,577,1,1,361,393,'0'
1,1,0.012,500,0,1,344,376,'1'
1,1,0.018145,496,1,1,335,364,'0'
1,1,0.002024,494,1,1,334,363,'0'
1,1,0.023013,478,1,1,224,251,'1'
1,1,0.008791,455,1,1,184,211,'0'
1,1,0.011013,454,0,1,181,208,'0'
1,1,0.006623,453,0,1,180,207,'1'
1,1,0.041943,453,1,1,173,200,'0'
1,1,0.012821,390,0,1,148,174,'0'
1,1,0.011494,348,1,1,49,49,'1'
1,1,0.004739,211,1,1,165,165,'0'
1,2,0.013158,190,1,1,141,141,'0'
1,1,0.029703,202,0,1,134,134,'0'
1,1,0.043689,206,0,1,112,112,'1'
1,1,0.005051,198,1,1,65,65,'0'
1,1,0.015306,196,1,1,43,43,'0'
1,1,0.010309,194,1,1,25,25,'0'
1,1,0.222656,256,0,1,85,85,'0'
1,1,0.024578,651,1,1,131,127,'0'
1,4,0.48043,325.75,0,1,65,61,'0'
1,1,0.028235,850,1,1,12,12,'0'
1,1,0.007018,855,1,1,273,272,'0'
1,1,0.00463,864,1,1,73,66,'0'
1,1,0.001253,798,1,1,120.666667,140,'0'
1,1,0.022585,797,1,1,42,26,'0'
1,1,0.010139,789,1,1,191.716667,540,'0'
1,1,0.002538,788,1,1,5,4,'0'
1,1,0.001271,787,1,1,213.45,491,'0'
1,1,0.003812,787,1,1,353.5,345,'0'
1,1,0.025413,787,1,1,188,181,'0'
1,2,0.002125,470.5,1,1,138,131,'0'
1,1,0.003871,775,1,1,167.166667,187,'0'
1,1,0.011261,888,1,1,163,157,'0'
1,1,0.007928,883,1,1,110,110,'0'
1,1,0.08655,855,1,1,101,101,'0'
1,1,0.019646,1018,1,1,128,89,'0'
1,1,0.003933,1017,1,1,120,81,'0'
