@relation mydataframe
@attribute ck_oo_numberOfPrivateMethods numeric
@attribute LDHH_lcom numeric
@attribute LDHH_fanIn numeric
@attribute WCHU_numberOfAttributes numeric
@attribute CvsWEntropy numeric
@attribute LDHH_numberOfPublicMethods numeric
@attribute LDHH_numberOfPrivateAttributes numeric
@attribute CvsEntropy numeric
@attribute LDHH_numberOfPublicAttributes numeric
@attribute WCHU_numberOfPrivateMethods numeric
@attribute ck_oo_numberOfPublicAttributes numeric
@attribute ck_oo_noc numeric
@attribute numberOfCriticalBugsFoundUntil. numeric
@attribute ck_oo_wmc numeric
@attribute LDHH_numberOfPrivateMethods numeric
@attribute WCHU_numberOfPrivateAttributes numeric
@attribute CvsLogEntropy numeric
@attribute WCHU_noc numeric
@attribute LDHH_numberOfAttributesInherited numeric
@attribute ck_oo_fanOut numeric
@attribute ck_oo_numberOfAttributesInherited numeric
@attribute ck_oo_dit numeric
@attribute ck_oo_fanIn numeric
@attribute LDHH_noc numeric
@attribute WCHU_dit numeric
@attribute ck_oo_lcom numeric
@attribute ck_oo_rfc numeric
@attribute LDHH_wmc numeric
@attribute WCHU_fanOut numeric
@attribute WCHU_lcom numeric
@attribute ck_oo_numberOfAttributes numeric
@attribute numberOfHighPriorityBugsFoundUntil. numeric
@attribute ck_oo_numberOfPrivateAttributes numeric
@attribute numberOfMajorBugsFoundUntil. numeric
@attribute WCHU_numberOfPublicMethods numeric
@attribute LDHH_dit numeric
@attribute WCHU_numberOfMethodsInherited numeric
@attribute LDHH_fanOut numeric
@attribute ck_oo_numberOfMethodsInherited numeric
@attribute ck_oo_numberOfPublicMethods numeric
@attribute bug {'1','0'}
@data
0,0,0,0,0.003978,0,0,7.95479,0,0,0,0,0,16,0,0,8.1394,0,0.001421,3,95,3,1,0,0,66,35,0,0,0,3,0,2,0,0,0,2.02,0,73,3,'0'
0,0,0,0,0.003965,0,0,6.71778,0,0,0,2,0,10,0,0,0.160128,0,0.043647,6,384,6,6,0,1.02,28,18,0,1.01,0,0,0,0,0,0,0.001409,4.05,0.000938,91,8,'0'
1,0,0.012802,0,0.001636,0,0,3.17525,0,0,0,0,0,13,0,0,0.085017,0,0,5,0,2,2,0,0,6,25,0,0,0,1,0,1,1,0,0,1.03,0,39,1,'0'
0,0,0,0,0.001695,0,0,1.06049,0,0,0,0,0,1,0,0,0.031629,0,0,0,11,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,47,1,'0'
0,0,0,0,0.002208,0,0,4.07501,0,0,0,0,0,5,0,0,0.097153,0,0,2,1,3,1,0,0,3,5,0,0,0,3,0,3,0,0,0,1.01,0,31,3,'0'
0,0.001347,0.01746,28.82,0.229668,0.001654,0.001778,36.059,0.021135,0,42,0,1,392,0,3.11,1.04934,0,0.002715,6,0,1,27,0,1.01,105,287,0.050147,2.02,2.6,218,2,1,3,2.05,0.001409,1.01,0.002042,8,14,'1'
1,0,0.001999,0,0.002365,0,0,3.9771,0,0,4,0,0,22,0,0,0.094053,0,0,1,0,1,2,0,0,21,11,0.001073,0,0,4,0,0,0,0,0,1.01,0,8,6,'0'
2,0.005488,0.020209,5.12,0.154854,0.005539,0.003273,30.7687,0.004649,1.01,18,0,2,174,0.000822,3.06,8.74434,0,0.04453,21,391,2,22,0,1.02,253,128,0.024876,6.09,5,23,2,5,3,3.04,0.001409,2.02,0.010811,31,21,'1'
1,0,0,0,0.003147,0,0,9.32465,0,0,0,0,0,19,0,0,0.218545,0,0,10,0,1,5,0,0,36,37,0.000954,1.01,0,3,0,3,0,0,0,1.01,0.000993,8,8,'0'
0,0,0.010167,0,0.012967,0,0,14.8017,0,0,3,0,1,32,0,0,0.356324,0,0.043647,17,380,3,1,0,1.02,21,63,0.000773,2.02,0,4,0,1,1,0,0.001409,2.02,0.002217,38,7,'1'
0,0,0,0,0.003761,0,0,6.92698,0,0,0,0,0,16,0,0,0.161994,0,0,6,38,3,1,0,0,66,33,0,0,0,2,0,0,0,0,0,1.03,0,119,8,'0'
0,0,0,0,0.086776,0,0,5.96416,0,0,0,18,0,3,0,0,0.14738,5.07,0,0,0,1,2,0.004704,0,3,3,0,0,0,0,0,0,0,0,0,1.01,0,8,3,'0'
0,0,0,0,0.003978,0,0,7.95479,0,0,0,0,0,27,0,0,8.1394,0,0.001421,3,95,3,1,0,0,91,51,0,0,0,5,0,3,0,0,0,3.05,0,73,5,'0'
0,0.000617,0.000855,0,0.002513,0,0,2.96868,0,0,2,6,0,19,0,0,0.066709,0,0.001421,7,95,2,10,0,0,120,38,0.000839,0,1.15,3,0,1,0,0,0,2.02,0,68,7,'0'
1,0.00116,0.006842,0,0.016978,0,0,9.21914,0,1.01,0,0,0,31,0.000673,0,8.16436,0,0.001421,6,95,3,2,0,0,153,60,0.001534,1.01,2.48,5,0,3,0,0,0,2.02,0.000548,73,6,'0'
1,0.003463,0,0,0.01602,0.004148,0,13.5885,0,0,1,2,0,40,0,0,0.34655,0,0.012734,8,39,1,2,0,0,153,78,0.006929,1.01,2.33,1,0,0,0,1.01,0,1.01,0.001764,8,15,'0'
0,0,0.010167,0,0.002635,0,0,7.98927,0,0,0,0,0,9,0,0,0.187307,0,0.043647,5,380,3,1,0,1.02,21,17,0,0,0,0,0,0,0,0,0.001409,2.02,0,38,7,'0'
0,0.000794,0.000838,0,0.006644,0.001029,0,9.47399,0,0,0,0,0,7,0,0,8.13707,0,0.021539,2,82,8,4,0,0,15,11,0.001929,0,1.05,1,0,1,0,1.01,0,16.42,0,319,5,'0'
2,0.002993,0,0,0.027208,0,0,8.57238,0,2.02,4,0,0,36,0.002777,0,8.1024,0,0,2,0,1,2,0,0,55,33,0.005555,1.01,2.22,4,0,0,0,0,0,1.01,0.00338,8,9,'0'
0,0,0.005627,0,0.000678,0,0,1.06049,0,0,1,0,0,3,0,0,0.031629,0,0,1,0,1,4,0,0,3,7,0,0,0,1,0,0,0,0,0,0,0,8,3,'0'
0,0,0.007096,0,0.005804,0,0,9.21914,0,0,1,0,0,36,0,0,8.16436,0,0.001421,7,95,2,7,0,0,136,66,0,0,0,8,0,4,0,0,0,2.02,0,68,7,'0'
0,0,0,0,0.003891,0,0,6.73444,0,0,0,0,0,14,0,0,8.07051,0,0.043647,4,397,7,1,0,1.02,3,22,0.008624,0,0,0,0,0,0,0,0.001409,6.09,0,124,3,'0'
0,0.000726,0,0,0.030835,0.000757,0,13.0996,0,0,8,1,0,36,0,0,0.381259,0,0.015465,9,141,2,5,0,0,36,47,0.020525,2.02,1.08,9,1,0,1,1.01,0,2.02,0.002217,35,9,'1'
6,0.003557,0.004501,3.04,0.884194,0.000847,0.000714,28.279,0,4.04,0,2,0,276,0.002697,1.01,0.764092,0,0,23,3,2,18,0,0,190,244,0.018262,5.09,4.71,12,1,2,1,1.02,0,3.03,0.005428,13,14,'1'
0,0,0.001008,0,0.023211,0,0,5.18073,0,0,0,0,0,32,0,0,0.120784,0,0,3,0,1,1,0,0,15,17,0.000695,0,0,3,0,3,0,0,0,1.01,0,8,6,'0'
7,0.002087,0.017659,2.04,0.259287,0.00227,0.001625,34.0926,0,2.04,0,0,1,79,0.001094,2.03,8.89712,1.01,0,11,5,3,3,0,1.01,91,111,0.044259,5.06,3.46,11,2,9,7,2.02,0,2.03,0.024582,21,6,'1'
0,0,0,0,0.007999,0,0,13.1641,0,0,0,0,0,21,0,0,8.24874,0,0,13,8,3,1,0,0,153,65,0,3.03,0,0,3,0,0,0,0,2.03,0.005804,46,15,'0'
5,0.001012,0,0,0.005519,0,0,1.26759,0,1.01,0,0,1,24,0.001464,0,0.035811,0,0,5,0,2,1,0,0,36,30,0.001437,1.01,1.08,2,0,2,1,0,0,0,0.001764,11,4,'0'
4,0.00989,0,1.01,0.116277,0.011342,0,25.6644,0,3.03,0,1,2,118,0.000915,0,8.57348,0,0.004526,31,69,7,3,0,0,465,241,0.023271,7.19,10.6,4,3,0,6,6.07,0,14.41,0.019462,240,22,'1'
0,0,0,0,0.002781,0,0,6.92698,0,0,0,0,0,9,0,0,0.161994,0,0.017706,4,37,5,2,0,0,6,12,0,0,0,0,0,0,0,0,0,4.04,0,88,1,'0'
0,0,0,0,0.004967,0,0,6.60309,0,0,0,0,0,4,0,0,0.168035,0,0.043647,2,387,7,1,0,1.02,6,12,0,0,0,0,0,0,0,0,0.001409,8.1,0,101,2,'0'
0,0,0,0,0.00847,0,0,13.7034,0,0,4,1,0,46,0,0,8.25014,0,0,13,18,2,2,0,0,15,104,0.000945,3.03,0,4,2,0,3,0,0,4.04,0.010964,62,2,'1'
1,0,0,0,0.009337,0,0,7.97103,0,0,0,0,0,19,0,0,0.198091,0,0,4,0,1,1,0,0,15,19,0,0,0,1,0,1,0,0,0,1.01,0,8,5,'0'
0,0,0.00099,0,0.002549,0,0,5.33714,0,0,0,5,0,0,0,0,0.1256,2.02,0,0,0,1,6,0.001013,0,1,2,0,0,0,0,0,0,0,0,0,1.01,0,8,2,'0'
19,0.026431,0.068126,3.13,0.342725,0.032512,0.00172,42.8108,0.001205,6.15,1,0,1,520,0.013569,3.12,9.11053,0,0,48,0,1,82,0,0,5356,632,0.05123,11.33,59.81,14,5,13,8,19.26,0,1.01,0.02536,8,83,'1'
0,0,0,0,0.015952,0,0,12.0762,0,0,2,0,3,53,0,0,0.291856,0,0.043647,9,415,6,1,0,1.02,15,87,0.002064,0,0,2,0,0,3,0,0.001409,7.1,0,117,6,'0'
0,0.004874,0,1.04,0.039472,0.005736,0,10.2069,0.006873,0,7,0,0,39,0,0,8.22695,0,0.013698,8,126,3,1,0,0,45,40,0.009388,1.01,1.24,7,2,0,0,1.03,0,3.06,0.005297,44,10,'0'
1,0,0,0,0.013532,0,0,6.9656,0,0,0,4,1,56,0,0,0.170848,0,0,11,18,2,7,0,0,136,81,0.000954,2.02,0,4,0,0,1,0,0,4.04,0.002489,62,2,'0'
0,0,0,1.02,0.004833,0,0,9.51627,0.000774,0,5,0,1,35,0,0,0.223586,0,0,7,0,1,1,0,0,21,36,0.001753,1.01,0,5,1,0,1,0,0,1.01,0.00073,8,0,'0'
0,0.001363,0,0,0.012449,0.001356,0,7.44972,0,0,1,0,0,55,0,0,0.172635,0,0.039372,1,40,3,9,0,1.02,91,17,0.00159,0,2.36,2,0,1,0,2.03,0.001409,14.2,0,71,13,'0'
0,0,0.011005,0,0.003226,0,0,7.2883,0,0,0,0,1,11,0,0,0.177191,0,0.043647,2,384,6,1,0,1.02,21,14,0,0,0,1,0,0,1,0,0.001409,5.06,0,79,7,'0'
0,0,0,1.01,0.02821,0,0.018394,1.29357,0,0,12,0,0,33,0,1.01,0.153793,0,0,8,0,1,1,0,0,6,25,0.020305,0,0,13,0,1,0,0,0,0,0,16,4,'1'
0,0,0,0,0.012806,0,0,12.0762,0,0,2,0,3,56,0,0,0.291856,0,0.043647,9,415,6,1,0,1.02,15,87,0.002064,0,0,2,0,0,3,0,0.001409,7.1,0,117,6,'0'
0,0,0.001049,0,0.068667,0,0,24.5715,0,0,7,3,2,100,0,0,8.54178,0,0.043647,15,384,4,4,0,1.02,120,119,0.023296,3.03,0,8,0,0,2,0,0.001409,5.06,0.003581,77,16,'1'
0,0.000794,0.011005,0,0.006325,0.001029,0,9.52046,0,0,0,1,0,6,0,0,8.13496,1.01,0.004526,1,69,7,3,0.01184,0,10,9,0.001929,0,1.04,1,1,1,0,1.01,0,12.33,0,229,4,'0'
0,0,0,0,0.003817,0,0,6.70304,0,0,0,0,0,5,0,0,8.10942,0,0,2,0,2,2,0,0,3,5,0,0,0,2,0,2,0,0,0,1.01,0,15,2,'0'
16,0.001443,0,0,0.098113,0,0,20.2507,0,2.05,0,0,1,191,0.001834,0,0.540612,0,0.029336,15,52,2,1,0,0,171,221,0.006586,4.08,2.8,10,0,10,3,0,0,3.03,0.008583,25,3,'0'
0,0,0.012802,1.02,0.036051,0,0.002809,3.80102,0,0,0,0,0,12,0,1.02,0.105192,0,0,3,0,2,2,0,0,1,18,0.000491,1.02,0,3,0,3,1,0,0,1.03,0.001022,39,1,'0'
0,0,0.007371,1.01,0.002058,0,0,4.66145,0.000774,0,1,1,0,1,0,0,0.1107,0,0,0,5,2,2,0,0,0,1,0,0,0,2,0,1,0,0,0,2.03,0,25,1,'0'
0,0.00961,0,2.05,0.05241,0.010888,0,10.2625,0,0,0,0,0,31,0,0,8.22522,0,0.031791,2,11,2,1,0,0,120,43,0.010712,2.02,5.17,5,2,0,0,4.13,0,5.09,0.0101,18,16,'1'
0,0,0,0,0.001843,0,0,3.58477,0,0,0,0,0,12,0,0,7.97924,0,0,2,0,2,1,0,0,28,13,0,0,0,7,0,7,0,0,0,0,0,25,7,'0'
0,0.022125,0.046409,2.02,0.13539,0.026313,0.000668,30.9896,0,0,1,2,4,216,0,1.01,8.71141,2.02,0.022229,51,68,4,28,0.01184,0,3081,442,0.02665,8.09,12.34,4,6,1,10,8.08,0,8.21,0.031934,200,67,'1'
1,0.003593,0.001887,0,0.160642,0.004915,0,29.0867,0,0,9,2,2,169,0,0,8.71483,0,0.015435,21,262,2,72,0,1.02,276,157,0.015577,3.04,2.45,12,0,0,2,3.03,0.001409,7.07,0.020503,80,19,'1'
0,0,0,0,0.003978,0,0,7.95479,0,0,0,0,0,35,0,0,8.1394,0,0.001421,3,95,3,1,0,0,120,65,0,0,0,7,0,4,0,0,0,3.05,0,73,7,'0'
16,0.002381,0,2.02,0.031475,0,0.002983,7.07936,0,2.02,0,0,0,157,0.001859,2.02,0.314409,0,0,16,0,1,2,0,0,351,306,0.025653,3.04,2.52,13,0,13,0,0,0,0,0.003868,8,9,'1'
0,0,0,0,0.002208,0,0,4.07501,0,0,1,0,0,3,0,0,0.097153,0,0.043647,1,400,5,1,0,1.02,1,4,0,0,0,1,0,0,0,0,0.001409,4.04,0,65,2,'0'
0,0,0,0,0.003927,0,0,6.94335,0,0,0,0,0,4,0,0,0.162444,0,0.043647,4,388,6,1,0,1.02,1,9,0.000868,1.04,0,0,0,0,0,0,0.001409,7.09,0.000909,81,2,'0'
0,0,0,0,0.002208,0,0,4.07501,0,0,1,0,0,1,0,0,0.097153,0,0,0,0,1,1,0,0,0,1,0,0,0,6,0,1,0,0,0,2.03,0,23,1,'0'
0,0,0,0,0,0,0,0,0,0,1,0,0,8,0,0,0,0,0.041451,4,389,6,1,0,1.02,3,13,0,1.01,0,1,0,0,0,0,0.001409,7.1,0.000909,83,3,'0'
1,0.012538,0.010167,2.03,0.300283,0.001945,0.000475,31.5924,0.001237,1.01,6,0,5,331,0.000376,1.02,8.78286,0,0,34,0,2,4,0,0,741,369,0.065084,8.17,13.16,7,10,1,11,1.01,0,7.11,0.028518,43,2,'1'
0,0.001203,0.002125,2.02,0.045523,0.001507,0,15.52,0.001368,0,3,0,0,25,0,0,8.30577,0,0.036614,6,69,5,1,0,0,10,31,0.005128,3.03,2.22,3,0,0,0,2.04,0,11.16,0.003423,54,3,'1'
0,0,0,0,0.002208,0,0,4.07501,0,0,0,0,0,5,0,0,0.097153,0,0.043647,2,386,8,1,0,1.02,3,10,0,0,0,0,0,0,0,0,0.001409,4.05,0,103,3,'0'
0,0.002513,0,1.01,0.009958,0.004094,0.002809,13.2788,0,0,1,0,0,51,0,1.01,8.21649,0,0,15,8,2,0,0,0,21,77,0.004053,3.04,1.06,2,0,1,1,1.01,0,2.03,0.006153,19,6,'1'
3,0.00093,0,3.03,0.126867,0.000627,0,17.7564,0.001581,0,19,0,0,50,0,1.06,8.31733,0,0,7,0,1,5,0,0,120,65,0.000922,3.03,2.54,28,0,6,0,2.04,0,1.01,0.001803,8,13,'0'
0,0.000617,0,0,0.004708,0.000844,0,6.84846,0,0,0,0,0,35,0,0,8.10896,0,0.001421,7,95,3,1,0,0,120,70,0.000839,0,1.16,7,0,4,0,1.01,0,2.02,0,73,7,'0'
0,0.000499,0,1.01,0.004637,0.001042,0,6.26221,0.000619,0,5,0,0,4,0,0,0.148552,0,0.001073,3,1,2,1,0,0,6,7,0.000898,0,1.04,5,0,0,0,1.01,0,2.02,0,11,4,'0'
0,0,0.010167,0,0.002208,0,0,4.07501,0,0,4,0,0,17,0,0,0.097153,0,0,1,0,1,3,0,0,10,11,0,0,0,4,0,0,0,0,0,1.01,0,8,5,'0'
2,0.002236,0.00298,1.02,0.024964,0,0.002621,12.2134,0,0,6,0,0,36,0,1.01,8.18913,0,0,12,1,2,2,0,0,91,50,0.003313,0,1.36,11,0,3,0,0,0,1.01,0,12,9,'0'
0,0.004719,0.006861,3.04,0.17442,0.00189,0.000484,17.1181,0.004698,0,6,9,0,88,0,1.02,0.456267,2.02,0.01461,10,52,3,25,0.001735,0,153,94,0.013139,4.08,5.08,11,0,2,1,3.04,0,6.07,0.003209,27,6,'1'
14,0.002791,0,3.03,0.114712,0.001307,0.002829,7.9636,0,3.07,0,0,0,86,0.003598,3.03,0.223501,0,0,10,0,2,1,0,0,153,66,0.007651,2.02,4.23,12,2,12,0,1.01,0,0,0.003833,11,4,'0'
0,0,0,0,0.002208,0,0,4.07501,0,0,1,0,0,5,0,0,0.097153,0,0,1,0,1,1,0,0,6,10,0,0,0,1,0,0,0,0,0,1.01,0,11,3,'0'
2,0.002901,0.000688,5.06,0.084661,0.001756,0,25.6173,0.005192,2.02,9,0,2,46,0.001691,0,8.5373,0,0,15,18,2,2,0,0,28,73,0.014685,6.11,3.32,9,2,0,5,2.03,0,4.04,0.017221,62,3,'0'
0,0,0,0,0.002208,0,0,4.07501,0,0,0,0,0,5,0,0,0.097153,0,0.043647,2,384,7,1,0,1.02,3,10,0,0,0,0,0,0,0,0,0.001409,4.05,0,99,3,'0'
1,0.007261,0.014961,0,0.045942,0,0.001552,16.2509,0,0,0,0,1,47,0,1.01,8.42968,0,0.00554,19,62,5,4,0,0,210,86,0.028071,3.03,2.39,2,2,1,2,0,0,9.25,0.005811,202,13,'0'
0,0,0,0,0.002474,0,0,2.57538,0,0,2,0,0,25,0,0,7.98269,0,0.009599,1,68,2,1,0,0,21,17,0,0,0,2,0,0,0,0,0,1.01,0,33,4,'0'
2,0,0,0,0,0,0,0,0,0,9,0,0,39,0,0,0,0,0,6,0,2,0,0,0,21,23,0,0,0,16,0,7,0,0,0,0,0,11,3,'0'
0,0.001051,0,4.05,0.035064,0.001756,0,21.221,0.004566,1.01,5,1,0,49,0.001088,0,8.41586,1.01,0.043647,12,392,5,1,0.001203,1.02,10,65,0.008679,4.04,1.04,5,1,0,2,1.01,0.001409,5.06,0.003305,93,4,'0'
0,0.009224,0.014496,1.02,0.009827,0.012242,0,1.15638,0,0,0,3,0,7,0,0,0.094512,0,0.014899,0,78,1,5,0,0,28,12,0.010781,0,1.25,6,1,0,1,1.02,0,0,0,8,4,'0'
0,0,0.004596,0,0.038892,0,0,20.4932,0,0,0,2,0,38,0,0,8.44318,0,0.043647,11,397,5,13,0,1.02,28,56,0.019062,0,0,1,1,1,1,0,0.001409,3.03,0,64,8,'0'
0,0.005653,0.006842,0,0.011791,0.005736,0,8.50122,0,0,3,6,0,54,0,0,8.11581,1.01,0,3,0,1,14,0,0,300,43,0.006713,0,2.9,4,2,0,0,1.03,0,1.01,0,8,23,'0'
0,0.001366,0.005686,0,0.006358,0.002091,0.000583,13.2396,0,0,5,2,0,11,0,1.01,8.22045,0,0.035574,3,28,2,26,0,1.02,28,15,0.009634,1.02,2.14,6,0,0,0,2.02,0.001409,2.02,0.008287,16,8,'0'
0,0.000472,0.01094,0,0.003395,0.000441,0,6.20089,0,0,10,3,0,16,0,0,0.147285,0,0.043647,2,380,3,2,0,1.02,55,25,0.000886,0,1.1,16,0,0,0,1.01,0.001409,2.02,0,46,11,'0'
0,0.011443,0.014536,2.03,0.214813,0.004682,0.000364,28.9486,0.001692,0,4,1,4,292,0,1.01,0.816568,0,0.009766,13,0,1,7,0,0,630,267,0.042956,2.02,16.14,5,1,1,10,2.02,0,1.01,0.001775,8,3,'1'
0,0.002843,0.01302,0,0.017553,0.002409,0,11.6167,0,0,0,2,2,94,0,0,0.298042,0,0.004526,23,52,4,11,0,0,190,150,0.008165,4.08,3.71,0,1,0,3,2.03,0,11.2,0.006604,141,14,'0'
1,0.000845,0,6.16,0.02066,0,0,14.1631,0.005253,1.01,15,0,1,52,0.00065,0,0.34242,0,0,3,0,1,2,0,0,3,59,0.00521,1.01,1.02,32,0,0,1,0,0,1.01,0.000798,8,2,'0'
6,0,0,0,0.002324,0,0,1.09529,0,0,10,1,0,78,0,0,0.073505,0,0,9,0,1,3,0,0,78,51,0.007818,0,0,10,1,0,0,0,0,0,0,8,1,'0'
0,0,0,1.01,0.024178,0,0,12.7023,0.001021,0,5,0,1,20,0,0,8.23331,0,0.043647,11,380,3,0,0,1.02,21,34,0.002929,2.03,0,5,1,0,2,0,0.001409,2.02,0.002194,38,7,'0'
1,0,0,0,0.002453,0,0,4.07501,0,0,0,0,0,2,0,0,0.097153,0,0,3,0,1,1,0,0,1,5,0,0,0,2,0,2,0,0,0,1.01,0,8,1,'0'
4,0.000876,0,1.01,0.022009,0,0,14.9973,0.000608,1.01,6,0,0,79,0.001163,0,8.32551,0,0.016601,16,12,1,3,0,0,36,116,0.011622,4.04,1.08,6,1,0,2,0,0,1.01,0.006033,11,4,'0'
0,0,0.001137,2.02,0.008837,0,0,9.44802,0,0,4,0,1,66,0,0,8.11401,0,0,6,0,1,6,0,0,105,81,0.003482,2.02,0,15,0,0,1,0,0,1.01,0.005361,8,13,'0'
0,0,0,0,0.002208,0,0,4.07501,0,0,2,0,0,4,0,0,0.097153,0,0.035574,0,28,2,3,0,1.02,6,4,0,0,0,3,0,1,0,0,0.001409,2.02,0,16,3,'0'
1,0,0.012802,0,0.001436,0,0,2.36846,0,0,0,0,0,12,0,0,0.058891,0,0,1,0,1,2,0,0,6,21,0,4.04,0,0,0,0,0,0,0,1.01,0.010072,8,3,'0'
0,0,0,0,0.005809,0,0,6.43425,0,0,0,2,0,15,0,0,0.192876,0,0.025373,3,68,2,1,0,0,6,13,0.003788,0,0,1,0,0,0,0,0,4.04,0,33,3,'1'
0,0.000726,0.000798,0,0.010448,0.000978,0,10.9911,0,0,0,2,1,44,0,0,0.266788,0,0,4,7,2,4,0,0,171,60,0.001023,2.02,1.19,3,0,0,1,1.01,0,4.07,0.002429,40,14,'0'
0,0,0,0,0.002208,0,0,4.07501,0,0,3,0,0,4,0,0,0.097153,0,0,0,0,2,1,0,0,1,2,0,0,0,3,0,0,0,0,0,1.01,0,11,1,'0'
0,0,0,0,0.003817,0,0,6.70304,0,0,0,3,0,14,0,0,8.10942,0,0,2,0,1,6,0,0,21,20,0,0,0,2,0,2,0,0,0,1.01,0,8,6,'0'
0,0,0,0,0.002208,0,0,4.07501,0,0,0,0,0,3,0,0,0.097153,0,0.025373,1,68,2,1,0,0,3,4,0,0,0,1,0,0,0,0,0,4.04,0,33,2,'0'
2,0,0,0,0.007112,0,0,4.13043,0,0,0,1,0,84,0,0,0.10854,0,0.032351,6,55,2,1,0,0,66,126,0,0,0,5,0,2,0,0,0,2.02,0,27,0,'0'
0,0,0,0,0.025331,0,0,7.25753,0,0,0,0,0,24,0,0,0.168437,0,0.001092,5,114,1,1,0,0,1,38,0,0,0,1,0,1,0,0,0,1.01,0,9,2,'0'
0,0.001552,0.000855,1.01,0.005545,0.000844,0,9.78944,0,0,0,1,0,18,0,0,0.226223,1.01,0.004526,4,52,4,2,0.01184,0,66,30,0.001793,3.03,2.22,2,0,0,0,1.01,0,9.16,0.002957,131,8,'0'
2,0.001289,0.013657,12.32,0.131827,0.000627,0,24.8471,0.017266,1.01,259,0,0,480,0,0,0.697371,0,0,1,0,1,3,0,0,55,281,0.021913,1.01,2.27,262,1,0,3,1.02,0,1.01,0.000893,8,9,'1'
1,0.009224,0,0,0.005233,0,0,2.2601,0,1.01,0,0,0,2,0.00526,0,0.159449,0,0,0,0,1,0,0,0,1,3,0.010781,0,1.01,0,1,0,0,0,0,0,0,8,1,'0'
0,0.000558,0,0,0.028426,0,0,14.7589,0,0,0,0,0,57,0,0,8.30467,0,0.001421,6,95,3,1,0,0,105,85,0.000681,0,1.14,3,0,2,0,0,0,3.05,0,73,5,'1'
0,0,0,0,0.005797,0,0,7.90701,0,0,0,0,0,35,0,0,0.187868,0,0.025373,5,68,2,1,0,0,10,30,0.001991,0,0,1,0,0,0,0,0,4.04,0,33,4,'1'
0,0,0,0,0.002389,0,0,5.04743,0,0,0,0,0,1,0,0,0.119848,0,0.01888,0,67,6,2,0,0,0,2,0,0,0,2,0,0,0,0,0,10.15,0,58,1,'1'
0,0,0,0,0.002516,0,0,6.93237,0,0,3,2,3,11,0,0,0.162632,0,0.043647,0,384,5,4,0,1.02,36,9,0.000804,0,0,3,0,0,3,0,0.001409,4.05,0,85,9,'0'
0,0,0.001277,0,0.000979,0,0,1.70656,0,0,0,0,0,8,0,0,0.038262,0,0.001939,2,2,1,3,0,0,15,9,0,0,0,2,0,2,0,0,0,1.01,0,10,6,'0'
12,0.000934,0,1.01,0.083417,0,0,17.5543,0,1.01,0,1,0,125,0.001009,0,8.3368,0,0.016601,29,34,3,2,0,0,171,278,0.002672,4.08,1.18,3,3,0,4,0,0,4.04,0.00371,78,1,'1'
0,0,0.031793,0,0.004789,0,0,6.00951,0,0,1,0,0,12,0,0,8.01008,0,0,5,0,1,33,0,0,15,30,0,0,0,2,0,1,0,0,0,0,0,0,6,'0'
3,0.024625,0.011022,6.09,0,0.008311,0,0,0.010318,6.1,7,1,1,188,0.016267,0,0,1.01,0.039883,22,406,3,4,0,1.02,1225,230,0.048666,4.09,25.26,7,0,0,3,1.01,0.001409,4.06,0.011948,20,9,'0'
0,0,0,0,0.00247,0,0,2.50899,0,0,0,3,0,17,0,0,7.95108,0,0.008439,5,61,4,0,0,0,6,24,0,0,0,0,0,0,0,0,0,4.04,0,45,2,'1'
0,0,0,0,0.004055,0,0,7.15525,0,0,1,0,0,16,0,0,0.175244,0,0.043647,4,385,6,0,0,1.02,10,16,0,1.01,0,2,0,0,0,0,0.001409,5.06,0.000996,79,5,'0'
0,0,0,0,0.002208,0,0,4.07501,0,0,0,0,0,4,0,0,0.097153,0,0,3,1,3,1,0,0,3,8,0,0,0,2,0,2,0,0,0,1.01,0,31,3,'0'
0,0,0,0,0.003978,0,0,7.95479,0,0,0,0,0,24,0,0,8.1394,0,0.001421,4,95,3,1,0,0,91,49,0,0,0,5,0,3,0,0,0,2.02,0,73,5,'0'
1,0,0.015401,0,0.004439,0,0,5.56106,0,0,4,0,0,30,0,0,0.129385,0,0,2,0,1,6,0,0,45,24,0.001073,0,0,4,0,0,0,0,0,1.02,0,16,9,'0'
0,0.000845,0,0,0.000729,0.000847,0,3.58431,0,0,2,0,0,6,0,0,0.085172,0,0.035941,1,396,7,1,0,0,10,8,0.000895,0,1.04,2,0,0,0,1.01,0,8.1,0,102,5,'0'
0,0,0,0,0.00106,0,0,1.78303,0,0,0,0,0,0,0,0,0.050948,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,1,'0'
0,0.008359,0.002047,1.05,0.012244,0.01145,0.000583,12.2036,0,0,1,0,0,17,0,1.01,8.26101,1.03,0.043647,3,386,6,2,0.000798,1.02,45,27,0.017619,0,3.35,6,0,1,0,3.05,0.001409,8.1,0,95,9,'0'
0,0,0.001072,0,0.00427,0,0,8.13317,0,0,1,0,0,2,0,0,0.191479,0,0.036902,0,35,4,8,0,1.02,1,2,0,0,0,2,0,1,0,0,0.001409,3.05,0,47,2,'0'
1,0,0.002572,14.4,0.013194,0,0,19.8025,0.024883,0,312,0,1,2,0,0,8.43364,0,0,1,0,1,6,0,0,1,3,0,0,0,313,1,1,1,0,0,0,0,0,1,'1'
