@relation mydataframe
@attribute ns numeric
@attribute nm numeric
@attribute entropy numeric
@attribute la numeric
@attribute ld numeric
@attribute lt numeric
@attribute fix numeric
@attribute pd numeric
@attribute rexp numeric
@attribute sexp numeric
@attribute bug {'1','0'}
@data
1,3,0.990692,0.046524,0.046524,79.434783,0,6627,3026.37619,434,'0'
1,1,0,0.5,0.5,6,0,393,3009.283333,411,'0'
2,2,0,0,0,6,1,0,2695.566667,1713,'0'
1,1,0,0,0,12.5,1,0,1738.375938,540,'0'
1,1,0,0,0,12.666667,1,0,4228.494444,476,'0'
1,1,0,0,0,9,1,0,4228.319444,471,'0'
1,1,0,0.052632,0,19,0,371,1692.943998,546,'0'
3,13,0.989437,0.018198,0.018198,115.684211,0,19,2550.706349,6768,'0'
2,16,1,0.003659,0.003659,273.305556,1,5357,2534.251984,4797,'1'
1,1,0,0,0,22,1,0,2075.666667,195,'1'
1,1,0.548629,0.051491,0.322493,369,1,62,1698.693434,544,'0'
1,1,0.548629,0.266517,0.042553,446.5,1,0,1740.375938,542,'0'
1,1,0.548629,0.051491,0.322493,369,1,1047,1738.375938,540,'0'
2,17,0.998643,0.041894,0.349727,32.294118,1,19,4379.897619,4180,'0'
1,1,0,0.063371,0.178707,789,1,23,2767.095238,394,'1'
1,1,0,0.076923,0.025641,78,1,0,2781.680952,361,'1'
2,3,0.753804,0.106145,0.032123,477.333333,1,134,2638.216667,1552,'1'
2,2,0.996486,0.051243,0.045968,663.5,1,2,2769.65,1237,'1'
1,1,0,0.191111,0.031111,225,1,7,1718.583333,818,'0'
1,1,0,0.009818,0.021038,713,1,10,1517,158,'0'
2,2,0.463437,0.023929,0.011335,264.666667,1,36,1269,482,'0'
1,1,0,0.026604,0.004695,639,1,3,1267.5,118,'1'
1,1,0,0.019449,0.014587,617,1,0,1253,110,'0'
1,1,0,0.028369,0.015957,564,1,0,1257.5,105,'0'
1,1,0,0.025,0.032143,560,0,1,1124,98,'1'
1,1,0,0.003854,0.003854,519,0,3,963.833333,59,'0'
1,1,0,0.003891,0.027237,514,0,0,963.833333,57,'0'
1,1,0,0.073171,0.05765,451,1,1,942.333333,20,'0'
1,1,0,0.00289,0.001445,692,1,1,1693.943998,547,'0'
2,4,0.928859,0.006098,0.004989,451,0,48,2745.315476,4665,'1'
1,1,0,0.014616,0.001218,821,1,1,4272.524206,482,'0'
2,2,0.974779,0.000666,0.038641,750.5,1,14,4265.969444,4377,'1'
1,1,0,0.007186,0.001198,835,1,2,4228.494444,476,'0'
2,2,1,0.00131,0.00131,763.5,1,2,4227.265873,4307,'0'
1,1,0,0.007212,0.001202,832,1,15,4228.319444,471,'0'
1,1,0,0.0193,0.007238,829,1,25,4257.166667,467,'0'
1,1,0,0.053463,0.006075,823,1,42,4437.634524,442,'0'
2,2,1,0.00136,0.017675,735.5,1,8,2968.97381,3509,'1'
2,3,0.921463,0.006701,0.006701,646.666667,1,12,2840.02619,3391,'0'
2,3,0.992215,0.003094,0.002579,646.333333,1,184,2846.2,3379,'0'
1,1,0,0.00119,0.00119,840,0,0,2718.759524,390,'0'
1,1,0,0.002381,0.002381,840,0,0,2717.759524,389,'0'
1,1,0,0.00119,0.00119,840,0,0,2716.759524,388,'0'
1,1,0,0.00119,0.00119,840,0,0,2715.759524,387,'0'
1,1,0,0.002381,0.004762,840,0,7,2704.759524,386,'0'
2,4,0.764723,0.071395,0.020197,354.833333,1,234,2743.221429,3029,'1'
1,1,0,0.00119,0,840,1,18,2734.142857,384,'0'
1,1,0,0.02503,0.013111,839,1,96,2537.554762,381,'0'
1,1,0,0.012005,0.002401,833,1,28,2868.314286,371,'0'
2,3,0.853726,0.010287,0.036275,461.75,1,71,2780.680952,2321,'0'
1,1,0,0.006039,0.025362,828,1,1,2776.680952,358,'0'
1,1,0,0.003623,0.001208,828,1,14,2776.930952,356,'1'
2,2,0.866726,0.051144,0.018843,743,1,40,2615.416667,2204,'1'
1,1,0,0.027228,0.027228,808,1,36,2592.983333,340,'0'
1,1,0,0.02104,0.068069,808,1,27,2673.65,333,'0'
1,1,0,0.063041,0.080346,809,0,25,2727.9,328,'1'
2,2,0.999923,0.043878,0.02477,706.5,1,36,2697.566667,1715,'1'
1,1,0,0.027062,0.021907,776,0,5,2620.833333,304,'0'
1,1,0,0.05799,0.007732,776,1,64,2618.516667,290,'0'
1,1,0,0.070845,0.064033,734,1,15,2766.983333,274,'1'
1,1,0,0.008208,0.004104,731,1,2,2325.55,272,'0'
2,3,0.97285,0.091393,0.028394,375.666667,1,51,2341.333333,767,'1'
1,1,0,0.013774,0.023416,726,1,4,2411.1,264,'0'
1,1,0,0.001379,0.001379,725,0,2,1343.833333,11,'0'
1,1,0,0.005517,0.001379,725,1,1,2606.833333,240,'0'
1,1,0,0.005533,0.002766,723,1,2,2621.333333,239,'0'
1,1,0,0.01683,0.01683,713,0,4,2427.5,235,'0'
1,1,0,0.001403,0.001403,713,0,9,2303.083333,234,'0'
1,1,0,0.002805,0.002805,713,1,1,2087.333333,231,'0'
1,1,0,0.063114,0.026648,713,1,32,2086.333333,230,'0'
1,1,0,0.014184,0.004255,705,1,2,2332.333333,224,'0'
1,1,0.721928,0.011436,0.001271,393.5,1,1,2226.666667,211,'0'
1,1,0,0.015581,0.008499,706,0,0,1276.666667,9,'1'
1,1,0,0.019774,0.024011,708,1,14,2218.666667,209,'0'
1,1,0.205593,0.076142,0.002538,394,1,0,2107.666667,203,'0'
1,1,0,0.008439,0.025316,711,1,1,2086.666667,198,'1'
1,1,0,0.119611,0.104312,719,1,7,2076.666667,196,'1'
1,1,0,0,0.046283,713,0,1,2003.666667,193,'0'
1,1,0,0.004127,0.001376,727,0,2,1888.583333,186,'0'
1,1,0,0,0.001377,726,1,0,1833.666667,179,'0'
1,1,0,0.006878,0.005502,727,1,1,1831.666667,178,'0'
1,1,0,0.015152,0.013774,726,1,7,1717.583333,173,'1'
1,1,0,0.006993,0.001399,715,1,4,1557.333333,162,'0'
1,1,0,0.006954,0.001391,719,1,1,1403.5,150,'0'
1,1,0,0.004184,0,717,1,0,1411.166667,149,'0'
1,1,0,0.002886,0.002886,693,1,0,900.75,2,'1'
1,1,0,0.001449,0.001449,690,1,0,1338,139,'0'
1,1,0,0.03869,0.002976,672,1,2,1277.333333,123,'0'
1,1,0,0.054878,0.006098,656,1,1,1266,119,'1'
1,1,0,0.001595,0.001595,627,0,0,1255,113,'0'
1,1,0,0.00638,0.007974,627,0,1,1254,112,'0'
1,1,0,0.025974,0.017857,616,1,0,1252,109,'0'
1,1,0,0.014682,0.014682,613,1,1,1251,108,'0'
1,1,0,0.175987,0.027961,608,1,3,1248.5,107,'1'
1,1,0,0.012433,0.015986,563,1,0,1258.5,106,'0'
1,1,0,0.042934,0.030411,559,1,1,1253.5,101,'0'
1,1,0,0.037702,0.043088,557,1,4,1253,99,'1'
1,1,0,0.021277,0.005319,564,1,0,1138.5,96,'0'
1,1,0,0.003578,0.003578,559,0,0,1137.5,95,'0'
1,1,0,0.048301,0.0161,559,1,1,1136.5,94,'0'
1,1,0,0.001812,0.001812,552,1,1,1138,93,'0'
1,1,0,0.005435,0.001812,552,1,0,1139,92,'0'
1,1,0,0.014519,0.010889,551,1,1,1138,91,'1'
1,1,0,0.005445,0.001815,551,0,0,1143.5,89,'0'
1,1,0,0.003663,0.003663,546,0,0,1137.5,83,'0'
1,1,0,0.021978,0.009158,546,1,0,1136.5,82,'0'
1,1,0,0.157116,0.036969,541,1,4,1135.5,81,'1'
1,1,0,0.188641,0.247465,493,0,1,1122.333333,76,'1'
1,1,0,0.007648,0.007648,523,0,1,1015.833333,67,'0'
1,1,0,0.021195,0.021195,519,1,0,966.833333,62,'0'
1,1,0,0.028902,0.009634,519,1,0,964.833333,58,'0'
1,1,0,0.058366,0.046693,514,1,1,962.833333,56,'0'
1,1,0,0.021526,0.001957,511,1,0,961.166667,54,'0'
1,1,0,0.009901,0.013861,505,1,0,958.166667,52,'0'
1,1,0,0.007905,0.001976,506,0,1,957.166667,51,'0'
1,1,0,0.017857,0.013889,504,0,0,955.5,49,'1'
1,1,0,0.011928,0,503,1,0,951.5,45,'0'
1,1,0,0.02004,0.012024,499,1,2,943.5,44,'0'
1,1,0,0.127016,0.028226,496,1,0,925,34,'1'
1,1,0,0.124197,0.109208,467,1,4,922,31,'0'
1,1,0,0.008734,0.002183,458,0,0,951.333333,24,'0'
1,1,0,0.037281,0.02193,456,1,0,946.333333,23,'0'
1,1,0,0.090508,0.072848,453,1,0,944.333333,21,'1'
1,1,0,0.156951,0.152466,446,1,0,937.333333,15,'0'
1,1,0,1.595506,1.379775,445,1,51,936.333333,14,'1'
1,1,0,0.005362,0,373,1,0,470.5,338,'1'
1,1,0,0.015424,0.033419,389,1,0,458.5,326,'0'
1,1,0,0,0.005076,394,1,1,456.5,324,'0'
1,2,0.613547,0.144195,0,178,1,39,453.5,321,'1'
1,1,0,0.005277,0.007916,379,1,12,445.5,316,'1'
1,1,0,0.010526,0.010526,380,1,0,441.5,312,'0'
2,3,0.758802,0.103516,0.013672,128,1,33,437.5,332,'0'
1,1,0,0.058201,0.074074,378,1,0,432.5,305,'1'
1,1,0,0.091384,0.010444,383,1,1,430.5,303,'0'
1,2,0.956889,0.079295,0.002203,227,1,14,427,294,'0'
1,2,0.75344,0.025039,0.00313,213,0,72,424.5,289,'0'
1,1,0,0.002857,0.002857,350,1,2,419.5,286,'0'
1,1,0,0.025714,0.008571,350,1,27,417.5,284,'0'
2,3,0.736216,0.091765,0.002353,141.666667,1,7,381,368,'1'
1,1,0,0.003012,0.003012,332,0,1,378,273,'0'
1,3,0.997626,0.113821,0.087805,87.857143,0,35,372,267,'0'
2,4,0.884027,0.064052,0.005229,95.625,0,0,343,336,'0'
1,1,0,0,0,0,0,0,280,216,'0'
1,1,0,2.087349,0,332,0,0,280,216,'0'
1,2,0.991076,0.134357,0.090211,260.5,1,113,468.5,336,'0'
1,1,0,0,0.076726,391,1,57,464.5,332,'0'
1,2,0.981714,0.115094,0.086792,265,1,107,463.5,331,'0'
1,1,0,0.016043,0.034759,374,1,55,459.5,327,'0'
2,2,1,0.014286,0.014286,70,0,29,4259.910714,4257,'0'
1,1,0,0.154762,0.154762,84,1,0,1706.65,6,'1'
2,2,0.811278,0.026631,0.005326,375.5,1,10,2857.021429,2372,'1'
2,3,0.999901,0.041322,0.155992,322.666667,0,81,2671.166667,2057,'0'
1,1,0,0,0.108108,74,0,185,2695.183333,318,'0'
1,1,0,0.038462,0.038462,78,0,156,2343.75,268,'0'
1,1,0,0.311688,0.298701,77,1,13,2219.5,208,'1'
1,1,0.146094,0.142132,0.101523,394,1,0,2090.666667,201,'1'
1,1,0,0,0,66,1,0,2087.666667,199,'1'
1,1,0,0,0,10,1,0,4258.166667,468,'0'
1,1,0,0,0,7,1,0,2777.930952,357,'0'
1,2,0,0,0,0,1,141,926.333333,4,'0'
1,1,0.492044,0.295539,0.035316,179.333333,1,6,440.5,311,'1'
1,1,0,0,0,0,0,0,280,216,'0'
1,1,0.691895,2.654822,0,98.5,0,0,280,216,'0'
2,5,0.573835,0.034542,0.034542,265.818182,0,1196,3971.84127,4448,'1'
1,1,0,0.159341,0.049451,182,1,424,2856.739286,401,'0'
1,1,0,0.05988,0,167,1,13,2277.666667,219,'0'
1,1,0,0.006452,0,155,0,87,2150.166667,206,'0'
1,1,0,0.071429,0.038961,154,1,46,784.5,8,'1'
1,1,0,0.02,0.013333,150,0,0,1138.5,84,'0'
1,1,0,0,0.020134,149,1,4,1133.5,79,'0'
1,1,0,0.018634,0.018634,161,0,2,952.5,46,'0'
1,1,0,0.130435,0,161,0,0,923,32,'0'
1,2,0.863121,0.015244,0.027439,164,0,9,921,30,'0'
1,1,0,1.509317,1.068323,161,1,68,935.333333,13,'1'
1,1,0,0,0.01626,123,0,43,449.5,317,'0'
1,1,0,0.076923,0.076923,26,1,7,431.5,304,'0'
1,1,0,0,0,26,1,0,428,295,'0'
1,1,0,0.00831,0.00831,361,1,6,429.5,302,'0'
1,1,0.97887,0.124352,0.088083,96.5,1,14,386.5,280,'1'
1,3,0.806457,0.028192,0.0199,201,0,142,1298.216667,33,'0'
1,1,0.973722,0.132107,0.280936,299,1,161,2457.55,348,'0'
1,1,0.503378,0.338415,0.164634,32.8,0,184,124,77,'0'
2,2,0.835331,1.074074,0.024691,54,0,102,110,103,'0'
1,1,0,0,0,0,1,41,4363.221429,3710,'0'
1,1,0.970951,0.005272,0.003515,284.5,1,0,3557.37619,3602,'1'
1,1,0,0.662338,0.038961,77,1,2,2714.557143,2596,'1'
1,1,0,0.027723,0.007921,505,1,0,2705.004762,2469,'1'
1,1,1,0.003704,0,270,1,205,2678.171429,2441,'0'
1,2,0.662487,0.138489,0.043165,185.333333,1,0,1670.733333,2360,'1'
1,1,0,0,0,0,1,248,1089.483333,106,'0'
1,2,0.991076,0.082902,0.010363,96.5,1,47,2587.033333,1851,'1'
1,1,0,0.13056,0.063128,348.5,1,27,2654.116667,1742,'1'
1,1,0,0.098315,0.025281,356,1,4,2644.5,1655,'0'
1,1,1,1,1,1,1,134,230,2,'0'
1,1,0.811559,0.611413,0.505435,61.333333,0,111,274,57,'0'
1,1,0.782444,0.084211,0.142105,95,1,929,1729.940152,4372,'0'
1,2,0.103275,0.065985,0.002788,538,1,973,1888.928824,4349,'0'
1,1,0.624876,0.421622,0.091892,37,1,1537,2504.41627,4214,'0'
1,1,0.981827,0.677966,3.559322,19.666667,1,67,4256.613095,3951,'1'
1,2,0.957999,0.144033,0.013717,145.8,1,93,4429.905952,3625,'1'
1,1,0,0,0.728814,59,1,23,2583.571429,2256,'0'
1,1,0,0.394737,1.078947,38,1,5,1693.266667,2384,'1'
1,2,0.664694,0.051829,0.079268,82,1,331,2684.780952,1779,'1'
2,2,0.56651,0,0.0369,406.5,1,16,1278.333333,42,'0'
1,8,0.888573,0.069529,0.044598,124.482759,1,14,2388.25,246,'1'
1,4,0.787209,0.036932,0.042614,88,1,4,2323.25,181,'0'
2,3,0.417989,0.896,0.472,41.666667,0,0,155,148,'0'
1,1,0,0,0,45,1,0,2765.602381,2628,'0'
1,3,0.894343,0.054585,0.041485,152.666667,1,0,2866.739286,3025,'1'
1,1,0,0.044025,0.031447,159,1,17,2579.733333,327,'0'
1,1,0,0.008255,0.001179,848,1,0,2721.747619,1911,'1'
1,1,0,0.8,0.2,5,0,451,2747.82619,2760,'0'
1,2,0.942157,0.035813,0.035813,90.75,0,513,2635.35,1273,'0'
1,3,0.979252,0.029178,0.05305,94.25,0,129,2826.883333,1063,'0'
1,3,0,0,0,100.526316,1,0,2416.216667,584,'1'
1,1,0,0.5,0,12,0,500,2848.747619,2969,'0'
1,1,0,0.153846,0.164835,91,0,136,2629.616667,1252,'0'
1,1,0,0.090226,0.090226,133,0,183,2742.133333,4140,'0'
1,1,0,0.022388,0.022388,134,0,16,2621.945238,2211,'0'
1,1,0,0.007463,0.007463,134,0,99,2724.678571,2169,'0'
1,2,0.828056,0.37931,0.413793,14.5,0,280,2637.35,1275,'0'
1,1,0,0.238095,0.904762,21,1,315,2742.219444,4053,'0'
1,11,0.927323,0.032002,0.040183,159.846154,0,2549,2755.264286,1943,'1'
1,1,0,0,0,0,0,7,2699.004762,2463,'0'
1,4,0.466966,0.069274,0.031285,127.857143,1,489,2647.783333,2198,'1'
1,1,0,0.020833,0.020833,96,1,0,2862.397619,2065,'0'
1,1,0,0.104167,0.010417,96,1,17,2861.397619,2064,'0'
1,1,0,0.1,0.011111,90,0,0,2844.021429,1998,'0'
1,5,0.642849,0.305017,0.040803,124.583333,1,452,2819.757143,1979,'1'
1,1,0,0.006757,0.006757,148,1,8,2785.864286,2834,'0'
1,1,0,0,0,148,1,0,2736.82381,2775,'1'
1,1,0,0.189189,0.081081,148,1,22,2872.980952,2089,'0'
1,1,0,0.007353,0.007353,136,1,14,2860.154762,2016,'0'
1,1,0,0.125,0.080882,136,1,9,2672.780952,1885,'0'
1,3,0.40013,0.25809,0.055249,253.4,1,89,2694.3,1822,'1'
1,1,0,0,0,62,1,0,2676.8,1718,'1'
1,1,0,0.026667,0.013333,75,1,1,2573.716667,1596,'0'
1,1,0,0.189189,0.013514,74,1,5,2564.866667,1587,'0'
1,1,0,0.029412,0.029412,68,1,2,2580.766667,1573,'0'
1,1,0,0.176471,0.073529,68,1,136,2566.316667,1548,'0'
1,1,0,0.121212,0,66,0,49,2841.8,1085,'0'
1,1,0,0.049803,0.038008,763,1,1,1398.837168,4420,'0'
1,1,0,0.107427,0.092838,754,1,274,2279.66723,113,'0'
1,1,0,0.001326,0.001326,754,0,1,1744.454293,4385,'0'
1,2,0.323632,0.006238,0.112289,320.6,1,0,1743.940152,4384,'0'
1,1,0,0.010576,0.009401,851,1,13,2506.829365,4182,'1'
1,8,0.745671,0.008085,0.011064,335.714286,0,1140,2522.397619,4176,'0'
1,1,0,0.003529,0.004706,850,0,1,2692.110317,4112,'0'
1,1,0,0.002353,0.005882,850,1,28,2738.996429,4110,'0'
1,1,0,0.069249,0.039906,852,1,214,2737.764286,4062,'0'
1,2,0.997503,0.013667,0.005695,439,1,46,4265.218254,3947,'0'
1,1,0,0.002398,0.002398,834,0,4,4224.319444,3831,'0'
1,1,0,0.001199,0.001199,834,1,10,4242.125794,3813,'0'
1,1,0,0.011976,0.002395,835,1,2,4254.166667,3781,'0'
1,1,0,0.024096,0,415,1,22,4270.484921,3774,'0'
1,1,0,0.001217,0.006083,822,1,5,4281.286905,3771,'0'
1,1,0,0.006068,0,824,1,9,2129.904762,103,'0'
1,1,0,0.026764,0.010949,822,1,6,4377.421429,3751,'1'
1,2,0.392378,0.034896,0.02181,305.666667,1,46,4368.221429,3715,'0'
1,1,0,0.016089,0.014851,808,1,6,4460.214286,3672,'1'
1,1,0,0,0.003745,801,0,5,4434.335714,3639,'0'
1,1,0,0.006242,0,801,1,0,4440.905952,3636,'0'
1,1,0.180293,0.453001,0.00453,441.5,1,38,4439.905952,3635,'0'
1,2,0.485461,0.026906,0.001495,334.5,1,47,2843.2,2979,'0'
1,1,0,0.003378,0,592,1,7,2815.6,2931,'0'
1,1,0,0.027119,0,590,1,22,2785.640476,2890,'0'
1,1,0,0.01209,0,579,1,5,2801.864286,2849,'0'
1,1,0,0.011647,0.006656,300.5,1,75,2735.82381,2774,'0'
1,1,0,0.011686,0,599,1,13,2685.383333,2676,'0'
1,1,0,0.005042,0,595,1,6,2745.104762,2649,'1'
1,1,0,0.001686,0.001686,593,0,1,2731.392857,2614,'0'
1,1,0,0.204117,0.063465,583,1,3,2709.557143,2591,'1'
1,1,0,0.018116,0,552,1,2,2713.928571,2565,'0'
1,1,0,0.027523,0.011009,545,1,0,2721.780952,2563,'1'
1,1,0,0.001862,0.001862,537,0,2,2717.780952,2559,'0'
1,1,0,0.035382,0.024209,537,1,5,2720.459524,2546,'0'
1,1,0.43275,0.061254,0.002849,351,1,8,2693.295238,2489,'1'
1,1,0,0.009346,0.001869,535,1,0,2696.071429,2487,'0'
1,2,0.875254,0.021617,0.004404,499.6,1,22,2695.071429,2486,'1'
1,2,0.870721,0.070307,0.019113,293,1,44,2693.038095,2480,'0'
1,1,0,0.072106,0.041746,527,1,2,2707.188095,2475,'0'
1,1,0,0.016064,0.012048,498,1,1,2692.004762,2456,'0'
1,1,0.782444,0.071813,0.005386,278.5,1,0,2688.171429,2451,'0'
1,1,0,0.014583,0.014583,480,0,1,2677.004762,2434,'0'
1,1,0,0.008333,0,480,1,4,2683.871429,2433,'0'
1,1,0,0.112033,0.091286,482,1,7,2721.678571,2166,'0'
1,1,0,0.070968,0.004301,465,1,60,2750.361905,2144,'0'
1,2,0.846476,0.025377,0.001586,420.333333,1,297,2868.030952,2083,'1'
1,1,0,0.002273,0.002273,440,0,7,2855.930952,2026,'0'
1,2,0.970951,0.012924,0.015347,619,0,5,2772.930952,1955,'1'
1,1,0,0.006593,0,455,1,7,2601.333333,1861,'0'
1,1,0,0.006623,0.006623,453,1,1,2693.3,1811,'0'
1,3,0.720858,0.128324,0.091755,300.8,1,120,2702.133333,1809,'1'
1,1,0,0.006667,0,450,1,9,2703.65,1798,'0'
1,1,0,0.006696,0.006696,448,1,0,2672.433333,1760,'0'
1,1,0,0.013393,0,448,1,0,2662.433333,1751,'0'
1,1,0,0.015766,0.013514,444,1,0,2661.433333,1750,'0'
1,2,0.964079,0.038627,0,233,1,227,2659.433333,1748,'0'
1,1,0,0.098624,0.057339,436,1,1,2677.8,1719,'1'
1,1,0,0.007092,0,423,1,1,2665.65,1708,'0'
1,1,0,0.016627,0.007126,421,1,0,2658.566667,1698,'1'
1,2,0.506813,0.219766,0.023407,384.5,1,8,2654.566667,1695,'1'
1,3,0.96642,0.024975,0.02997,166.833333,1,0,2627.866667,1639,'1'
1,1,0.948848,0.093439,0.04175,251.5,1,12,2608.866667,1620,'0'
1,1,0,0.012461,0.034268,321,1,12,2563.866667,1586,'1'
1,1,0,0.009375,0,320,1,0,2561.033333,1529,'0'
1,1,0,0.006711,0.006711,298,1,1,2707.1,1484,'0'
1,1,0,0.040134,0,299,1,0,2700.85,1475,'0'
1,1,0,0.010274,0.006849,292,1,0,2699.85,1474,'0'
1,1,0.787127,0.111111,0.02381,126,1,0,2702.983333,1450,'1'
1,1,0.650022,0.016529,0.008264,121,1,0,2695.983333,1443,'0'
1,1,0.892239,0.089552,0.007463,134,1,23,2689.983333,1438,'1'
1,1,0,0.006135,0.006135,163,1,1,2698.533333,1421,'0'
1,4,0.782572,0.217808,0.056164,121.666667,1,229,2694.783333,1412,'1'
1,1,0,0.006369,0.006369,157,1,0,2685.7,1358,'0'
1,4,0.737178,0.051913,0.051913,146.4,1,8,2684.7,1357,'0'
1,4,0.438769,0.062574,0.030697,211.75,1,0,2678.7,1351,'0'
1,1,0,0.006369,0.006369,157,1,0,2669.7,1342,'0'
1,3,0.662097,0.041818,0.007273,183.333333,1,0,2630.266667,1307,'0'
1,1,0,0.031646,0.018987,158,1,0,2629.516667,1265,'0'
1,2,0.742216,0.050269,0.190305,92.833333,1,533,2627.516667,1263,'1'
1,1,0,0.00641,0.00641,156,0,1,2647.983333,1214,'0'
1,1,0,0.025641,0.00641,156,1,47,2644.483333,1207,'1'
1,1,0,0.019481,0.019481,154,0,17,2842.8,1086,'0'
1,1,0.926504,0.114583,0.002976,336,1,38,2822.933333,1034,'1'
1,1,0,0.077778,0,90,1,56,4240.955159,3799,'0'
1,2,0.733538,0.174863,0.010929,91.5,1,24,2708.759524,2660,'0'
1,5,0.818854,0.097778,0.048889,112.5,1,85,2728.392857,2613,'1'
1,1,0,0,0.034483,58,1,35,2634.5,1652,'0'
1,1,0,0.066667,0.033333,60,1,3,2692.15,1456,'1'
1,2,0.562382,0.052139,0.164439,149.6,1,0,2700.983333,1448,'1'
1,2,0.954575,0.116448,0.010189,229,1,9,2698.15,1430,'1'
1,3,0.719122,0.0501,0.026052,124.75,1,4,2703.533333,1426,'1'
1,1,0.387743,0.064298,0.002538,591,1,350,2692.354762,4121,'0'
1,2,0.721928,0.022977,0.011988,500.5,1,385,2689.354762,4118,'0'
1,1,0,0.037736,0.001048,954,1,210,2745.219444,4056,'0'
1,4,0.723852,0.03363,0.002706,517.4,1,137,4263.218254,3945,'0'
1,1,0,0.006486,0,925,1,38,4223.319444,3830,'0'
1,1,1,0.001813,0.001813,551.5,1,88,4391.897619,3738,'0'
1,1,0,0.001086,0.004343,921,0,5,2961.040476,3082,'0'
1,1,0,0.010799,0.006479,926,1,0,2790.640476,2895,'0'
1,2,0.852405,0.00283,0.007357,883.5,1,82,2789.640476,2894,'0'
1,1,0,0.052973,0.00973,925,1,11,2712.409524,2656,'0'
1,1,0,0.012222,0.006667,900,1,2,2732.392857,2615,'0'
1,2,0.552495,0.028415,0.014208,457.5,1,186,2721.928571,2572,'0'
1,1,0,0.013468,0.002245,891,1,6,2718.459524,2545,'0'
1,1,0,0.001134,0.002268,882,0,0,2691.004762,2455,'0'
1,1,0,0.001133,0.001133,883,1,7,2689.004762,2453,'0'
1,2,0.980834,0.006129,0,652.666667,1,14,2533.554762,2262,'0'
1,1,0.963231,0.079395,0.042533,529,1,54,2530.554762,2259,'0'
1,1,0,0.001155,0.001155,866,1,16,2572.019048,2249,'1'
1,1,0,0.016166,0.013857,866,1,12,2624.802381,2210,'0'
1,1,0,0.001153,0.001153,867,1,76,2737.045238,2188,'0'
1,1,0,0.010369,0.001152,868,1,14,2866.397619,2069,'0'
1,1,0,0.006952,0.069525,863,1,3,2865.688095,2020,'0'
1,1,0,0.001126,0.001126,888,1,0,2861.021429,2013,'1'
1,1,0,0.006757,0.010135,888,1,0,2860.021429,2012,'0'
1,1,0,0.08465,0.020316,886,1,7,2854.021429,2008,'0'
1,2,0.872697,0.043968,0.021421,443.5,1,4,2763.097619,1947,'1'
1,1,0,0.005896,0.001179,848,1,2,2729.264286,1917,'0'
1,1,0,0.094675,0.043787,845,1,0,2714.747619,1910,'1'
1,2,0.769193,0.013216,0.03713,794.5,1,3,2712.747619,1908,'1'
1,1,0,0.032807,0.032807,823,1,0,2686.780952,1894,'1'
1,1,0,0.00122,0.00122,820,1,2,2685.780952,1893,'0'
1,1,0,0.00122,0.00122,820,1,0,2635.169048,1882,'0'
1,1,0,0.001235,0.001235,810,1,7,2626.169048,1877,'0'
1,1,0,0.002469,0.002469,810,1,3,2592.333333,1858,'0'
1,1,0,0.004938,0.012346,810,1,0,2597.983333,1847,'0'
1,1,0,0.001233,0.001233,811,1,0,2596.983333,1846,'0'
1,1,0,0.019729,0.008631,811,1,0,2595.983333,1845,'1'
1,1,0,0.031133,0.006227,803,1,0,2594.983333,1844,'1'
1,1,0,0.012658,0,790,1,4,2584.983333,1836,'0'
1,1,0,0.017766,0.03934,788,1,3,2661.683333,1832,'0'
1,1,0,0.013784,0.013784,798,1,7,2692.3,1810,'0'
1,1,0,0.086902,0.027708,794,1,1,2676.883333,1780,'1'
1,1,0,0.026247,0.013123,762,1,1,2668.766667,1775,'0'
1,1,0,0.111111,0.085979,756,1,2,2661.983333,1768,'1'
1,1,0,0.090054,0.010753,744,1,3,2687.483333,1767,'0'
1,1,0,0.016129,0.002933,682,1,0,2664.566667,1703,'1'
1,1,0,0.007396,0.007396,676,1,0,2662.566667,1702,'1'
1,1,0,0.035503,0.023669,676,1,1,2656.566667,1697,'1'
1,1,0,0.004478,0.00597,670,1,0,2647.7,1684,'0'
1,1,0,0.00149,0.00149,671,0,2,2629.7,1666,'0'
1,1,0,0.087928,0.014903,671,1,2,2633.05,1650,'1'
1,1,0,0.117647,0.075851,646,1,4,2629.366667,1643,'0'
1,1,0,0.006689,0.006689,598,0,3,2565.866667,1588,'0'
1,1,0,0.080268,0.073579,598,1,0,2581.066667,1578,'0'
1,1,0,0.004992,0.001664,601,1,2,2579.066667,1576,'0'
1,1,0,0.006678,0.001669,599,1,2,2577.766667,1570,'0'
1,1,0,0.098993,0.036913,596,1,5,2567.316667,1549,'0'
1,1,0,0.008741,0.001748,572,0,0,2562.033333,1530,'0'
1,1,0,0.003503,0.001751,571,1,0,2559.033333,1527,'0'
1,1,0,0.008757,0.001751,571,0,1,2558.033333,1526,'0'
1,1,0,0.042179,0.047452,569,1,4,2725.95,1505,'1'
1,1,0,0.007018,0.007018,570,0,2,2732.9,1496,'0'
1,1,0,0.008772,0.003509,570,1,0,2709.1,1486,'0'
1,1,0,0.01406,0.003515,569,1,0,2708.1,1485,'0'
1,1,0,0.033628,0.026549,565,1,2,2705.1,1483,'0'
1,1,0,0.135472,0.074866,561,1,18,2697.35,1468,'1'
1,1,0,0.005319,0.005319,564,1,0,2700.566667,1402,'0'
1,1,0,0.040925,0,562,1,1,2693.566667,1397,'1'
