@relation mydataframe
@attribute v.g. numeric
@attribute ev.g. numeric
@attribute iv.g. numeric
@attribute l numeric
@attribute d numeric
@attribute i numeric
@attribute e numeric
@attribute lOComment numeric
@attribute lOBlank numeric
@attribute locCodeAndComment numeric
@attribute uniq_Opnd numeric
@attribute total_Opnd numeric
@attribute bug {'1','0'}
@data
4,1,4,0.09,11.45,31.55,4134.89,2,4,0,19,29,'1'
9,7,5,0.03,31.5,31.5,31253.87,2,5,0,24,84,'1'
3,3,2,0.13,7.71,13.22,786.47,0,1,0,7,9,'1'
3,1,3,0.12,8.44,15.5,1103.61,0,1,0,8,15,'1'
1,1,1,0.33,3,14.99,134.92,0,0,0,5,5,'1'
7,7,3,0.08,12.44,14.9,2308.02,0,2,0,9,16,'1'
6,5,5,0.05,21.19,17.93,8053.08,4,3,0,13,29,'1'
5,1,4,0.05,18.28,45.69,15270.16,1,6,4,32,65,'1'
4,4,2,0.12,8.36,14.48,1011.33,0,2,0,7,9,'1'
14,7,9,0.05,19.42,105.18,39661.86,5,17,0,68,139,'1'
8,3,5,0.03,39.2,28.05,43117.5,1,8,0,22,69,'1'
20,15,7,0.02,49.48,44.83,109777.66,2,13,6,33,142,'1'
46,39,13,0.01,92.65,55.32,474915.53,19,20,4,43,332,'1'
8,7,5,0.05,20.46,38.11,15956.79,0,9,0,26,56,'1'
1,1,1,0,0,0,0,0,0,0,0,0,'1'
5,1,5,0.11,8.77,29.13,2239.77,0,2,0,13,19,'1'
2,1,2,0.16,6.19,37.53,1436.69,0,4,0,16,22,'1'
2,1,2,0.16,6.29,16.78,663.06,2,4,0,7,11,'1'
5,3,5,0.09,11.56,46.98,6272.78,0,5,0,27,48,'1'
2,1,2,0.19,5.2,24.06,650.51,0,3,0,10,13,'1'
2,1,2,0.16,6.4,23.46,960.75,3,3,0,10,16,'1'
1,1,1,0.4,2.5,12.68,79.25,0,1,0,4,4,'1'
5,1,5,0.11,9.38,53.18,4674.11,4,8,0,26,49,'1'
1,1,1,0.67,1.5,10.34,23.26,0,2,0,3,3,'1'
2,1,2,0.05,18.75,17.75,6239.78,0,4,0,8,25,'1'
1,1,1,0.67,1.5,5.33,12,0,1,0,1,1,'1'
1,1,1,0.67,1.5,10.34,23.26,0,2,0,3,3,'1'
2,1,1,0.33,3,13.29,119.59,5,3,0,5,6,'1'
1,1,1,0.67,1.5,5.33,12,0,1,0,1,1,'1'
7,4,5,0.04,26.05,30.79,20900.88,7,9,0,19,55,'1'
2,1,2,0.21,4.77,26.21,597.06,1,2,0,11,15,'1'
6,5,2,0,0,0,0,0,0,0,0,0,'1'
12,11,8,0.03,32.89,17.65,19091.41,16,1,0,9,37,'1'
10,9,3,0.05,21.47,29.14,13437.64,12,1,0,19,51,'1'
10,8,2,0.06,16.67,17.31,4807.35,0,2,0,12,25,'1'
6,4,5,0.08,12.04,44.34,6427.26,3,4,0,25,43,'1'
2,1,2,0.15,6.67,11.99,533.03,1,3,1,6,10,'1'
2,1,2,0.25,4,16.12,258.12,0,1,0,6,8,'1'
1,1,1,0.17,6,19.67,708.17,0,0,1,7,12,'1'
8,4,7,0.05,19.33,41.47,15501.67,5,7,0,27,58,'1'
4,3,3,0.1,10.21,26.37,2751.15,9,8,2,14,26,'1'
1,1,1,0.19,5.25,9.23,254.27,0,0,0,4,6,'1'
2,1,1,0.14,7.13,25.28,1283.11,1,4,0,12,19,'1'
1,1,1,0.5,2,9.83,39.3,0,0,0,3,3,'1'
6,6,2,0.05,21.18,22.04,9884.43,0,4,0,17,40,'1'
5,4,3,0,0,0,0,0,0,0,0,0,'1'
48,7,44,0.02,61.38,120.77,454986.89,2,30,0,87,445,'1'
5,1,3,0.06,16.84,33.2,9416.28,0,2,2,19,40,'1'
5,1,3,0.08,12.11,58.66,8599.93,0,2,2,37,56,'1'
5,1,3,0.08,12.46,23.85,3703.65,0,3,0,13,27,'1'
6,1,4,0.04,24.08,30.85,17885.11,2,6,0,19,61,'1'
4,1,4,0.1,10.31,36.01,3829.39,1,4,0,16,33,'1'
9,9,6,0,0,0,0,0,0,0,0,0,'1'
5,1,5,0.08,12.92,46.12,7702.88,0,6,0,26,48,'1'
2,1,1,0.08,12.38,48.82,7483.2,6,6,0,21,52,'1'
2,1,1,0.1,10.42,40.02,4346.47,4,5,0,19,36,'1'
1,1,1,0.5,2,7.75,31.02,1,0,0,2,2,'1'
5,5,4,0,0,0,0,0,0,0,0,0,'1'
4,1,1,0.08,12,21.15,3045.88,2,5,0,13,24,'1'
16,9,3,0,0,0,0,0,0,0,0,0,'1'
2,1,2,0,0,0,0,0,0,0,0,0,'1'
3,1,3,0,0,0,0,0,0,0,0,0,'1'
2,1,2,0,0,0,0,0,0,0,0,0,'1'
48,44,9,0.02,54.08,43.98,128628.57,23,7,0,36,177,'1'
1,1,1,0.5,2,9.83,39.3,0,0,0,3,3,'1'
2,1,1,0.35,2.88,43.37,360.86,0,4,0,13,15,'1'
2,1,2,0.15,6.87,29.74,1405.66,0,2,0,16,20,'1'
2,1,2,0.29,3.5,26.86,329.04,1,2,0,10,10,'1'
14,1,7,0.04,24.68,70.2,42742.56,4,8,4,40,141,'1'
1,1,1,0.22,4.5,28.44,576,1,2,0,10,15,'1'
8,8,3,0,0,0,0,0,0,0,0,0,'1'
5,1,4,0.05,21.8,40.03,19030.75,0,7,0,23,59,'1'
21,1,13,0.02,50.5,67.59,172381.62,2,24,1,56,202,'1'
18,3,2,0.02,48.84,35.48,84641.27,1,12,0,25,111,'1'
6,1,6,0.04,26.65,59.84,42509.17,6,18,0,39,99,'1'
10,1,5,0.03,35.93,39.43,50886.21,39,12,0,27,97,'1'
2,1,1,0.06,15.43,15.56,3702.86,0,3,0,7,24,'1'
2,1,1,0.04,23.33,12,6533.33,0,4,0,6,28,'1'
1,1,1,0.11,9.28,43.55,3751.16,1,7,0,16,27,'1'
13,4,13,0.03,33.44,73.75,82494.47,3,4,1,54,172,'1'
5,1,5,0.05,20.92,47.94,20985.24,3,9,0,26,68,'1'
4,1,4,0.06,17.75,53.37,16814.49,0,14,0,34,71,'1'
6,1,6,0.05,18.81,34.74,12294.54,2,10,2,24,43,'1'
7,4,3,0.03,35.22,31.59,39175.27,29,6,1,23,81,'1'
28,9,3,0.02,44.72,38.5,77011.02,0,20,0,38,103,'1'
46,46,18,0.02,50.51,74.15,189170.61,8,6,9,49,225,'1'
41,22,1,0.01,90.18,22.92,186362.34,0,1,0,14,101,'1'
13,13,13,0,0,0,0,0,0,0,0,0,'1'
2,1,2,0.12,8.36,13.88,969.43,0,3,0,7,13,'1'
15,15,1,0,0,0,0,0,0,0,0,0,'1'
15,13,2,0,0,0,0,0,0,0,0,0,'1'
9,9,5,0.03,38.56,23.73,35284.28,0,2,0,17,69,'1'
3,3,1,0.09,11,11.15,1348.86,0,2,0,6,12,'1'
1,1,1,0.4,2.5,7.86,49.13,0,1,0,2,2,'1'
2,1,2,0.12,8.57,14.31,1051.06,0,3,0,7,12,'1'
10,7,4,0.03,29,11.21,9425.91,0,3,0,7,29,'1'
1,1,1,0.4,2.5,7.86,49.13,0,1,0,2,2,'1'
11,5,3,0.03,34.3,15.1,17770.86,6,11,3,10,49,'1'
8,8,2,0.03,33,13.3,14482.46,0,2,0,11,33,'1'
5,5,1,0.05,19.17,13.87,5096.95,0,4,0,9,23,'1'
11,7,5,0,0,0,0,0,0,0,0,0,'1'
9,9,2,0.02,40.25,14.79,23958.35,0,2,0,12,46,'1'
10,10,2,0.05,21.6,18.92,8826.3,0,2,1,10,24,'1'
10,10,2,0.04,22.8,18.32,9525.53,0,3,1,10,24,'1'
17,7,1,0,0,0,0,0,0,0,0,0,'1'
3,1,2,0.08,11.77,41.03,5683.8,0,4,0,26,36,'1'
12,1,7,0.05,20.92,35.75,15645.96,0,21,0,19,53,'1'
2,1,2,0.08,13,19.61,3314.92,4,4,1,10,26,'1'
5,1,5,0.07,13.5,36.86,6717.49,0,3,0,14,42,'1'
10,10,10,0.07,15,24.97,5618.88,0,3,0,11,30,'1'
5,1,2,0.12,8.53,30.75,2238.01,0,2,0,16,21,'1'
15,1,3,0.05,21.18,65.95,29575.22,1,30,4,34,80,'1'
5,1,1,0.18,5.5,34.34,1038.78,0,0,0,10,10,'1'
13,13,13,0.06,18,28.38,9194.84,0,3,0,13,39,'1'
5,1,2,0.12,8.53,30.75,2238.01,0,2,0,16,21,'1'
3,1,2,0.12,8.13,20.53,1355.23,1,3,0,8,13,'1'
1,1,1,0.33,3,8,72,0,1,0,2,2,'1'
31,1,2,0.03,38.71,42.71,64005.25,0,13,0,31,100,'1'
2,1,2,0.05,19.79,30.84,12079.19,0,1,0,19,47,'1'
2,1,2,0.05,21.47,31.05,14318.8,0,1,0,19,51,'1'
2,1,2,0.29,3.5,17.97,220.18,0,2,0,6,6,'1'
2,1,2,0.19,5.4,22.03,642.29,0,3,0,10,12,'1'
3,1,3,0.1,10,21.09,2109.08,0,3,0,12,20,'1'
13,1,8,0.03,35.94,44.74,57786.5,25,15,7,40,115,'1'
13,1,8,0.02,40.33,42.7,69470.02,16,15,2,39,121,'1'
3,1,3,0.11,9,36.67,2970,0,4,0,20,30,'1'
1,1,1,0.14,7.25,53.57,2816.03,12,27,0,22,29,'1'
5,1,5,0.07,14,63.13,12372.78,19,25,0,32,64,'1'
9,9,2,0.05,20.9,36.31,15860.19,7,5,0,25,55,'1'
3,1,2,0.06,17.36,18.15,5467.5,0,3,0,14,27,'1'
19,5,10,0,0,0,0,0,0,0,0,0,'1'
2,1,2,0.1,9.97,30.39,3018.54,0,2,0,15,23,'1'
1,1,1,0.5,2,9.83,39.3,0,0,0,3,3,'1'
6,4,4,0,0,0,0,0,0,0,0,0,'1'
7,1,4,0,0,0,0,0,0,0,0,0,'1'
11,8,6,0,0,0,0,0,0,0,0,0,'1'
8,6,6,0,0,0,0,0,0,0,0,0,'1'
15,6,11,0,0,0,0,0,0,0,0,0,'1'
16,6,11,0,0,0,0,0,0,0,0,0,'1'
16,6,11,0,0,0,0,0,0,0,0,0,'1'
16,6,11,0,0,0,0,0,0,0,0,0,'1'
17,6,12,0,0,0,0,0,0,0,0,0,'1'
8,1,6,0,0,0,0,0,0,0,0,0,'1'
22,15,11,0.03,31.88,83.81,85162.8,4,9,0,73,179,'1'
15,12,5,0,0,0,0,0,0,0,0,0,'1'
23,21,11,0,0,0,0,0,0,0,0,0,'1'
20,18,9,0,0,0,0,0,0,0,0,0,'1'
21,19,10,0,0,0,0,0,0,0,0,0,'1'
23,21,11,0,0,0,0,0,0,0,0,0,'1'
21,19,10,0,0,0,0,0,0,0,0,0,'1'
5,3,3,0.09,11.7,18.17,2487.51,0,3,0,10,18,'1'
12,10,1,0,0,0,0,0,0,0,0,0,'1'
30,25,18,0.02,48.3,90.41,210905.61,107,11,2,65,273,'1'
11,1,11,0.05,20.38,38.48,15988.59,1,1,1,26,53,'1'
12,5,3,0,0,0,0,0,0,0,0,0,'1'
1,1,1,0.4,2.5,7.86,49.13,0,0,0,2,2,'1'
1,1,1,0.4,2.5,7.86,49.13,0,0,0,2,2,'1'
2,1,1,0.15,6.6,13.33,580.8,0,0,0,5,6,'1'
1,1,1,0.4,2.5,7.86,49.13,0,0,0,2,2,'1'
1,1,1,0.16,6.3,17.64,700.14,0,0,0,5,9,'1'
4,3,2,0.07,13.93,10.25,1987.63,0,3,0,7,13,'1'
1,1,1,0.33,3,11.07,99.66,0,0,0,4,4,'1'
4,3,3,0,0,0,0,0,0,0,0,0,'1'
10,7,3,0,0,0,0,0,0,0,0,0,'1'
7,7,4,0,0,0,0,0,0,0,0,0,'1'
6,4,4,0.06,17,20.98,6063.94,0,4,0,14,28,'1'
6,6,3,0.03,33,16.76,18255.01,0,5,0,14,42,'1'
1,1,1,0.16,6.3,17.64,700.14,0,0,0,5,9,'1'
4,3,2,0.1,10,23.5,2350.22,0,5,3,13,20,'1'
3,3,2,0.12,8.18,19.35,1295.38,0,2,0,11,15,'1'
4,3,2,0.07,14.54,18.06,3817.4,0,3,2,13,21,'1'
13,7,3,0,0,0,0,0,0,0,0,0,'1'
2,1,2,0,0,0,0,0,0,0,0,0,'1'
3,1,3,0,0,0,0,0,0,0,0,0,'1'
1,1,1,0.4,2.5,7.86,49.13,0,0,0,2,2,'1'
1,1,1,0.4,2.5,7.86,49.13,0,0,0,2,2,'1'
4,4,3,0.08,11.79,25.97,3607.05,4,3,0,14,22,'1'
5,1,5,0.13,7.67,32.7,1921.82,0,1,0,12,23,'1'
5,1,2,0.14,6.91,40.09,1912.37,0,0,0,16,17,'1'
6,1,1,0.19,5.31,43.22,1217.52,0,3,3,13,23,'1'
13,9,2,0,0,0,0,0,0,0,0,0,'1'
6,6,2,0.04,24.89,13.62,8437.37,0,4,0,9,28,'1'
3,1,1,0.05,18.2,9.16,3035.71,0,3,0,5,14,'1'
3,1,2,0.05,18.21,11.51,3817.59,0,4,0,7,17,'1'
27,25,6,0.02,48.38,43.7,102258.81,3,7,0,32,129,'1'
7,1,5,0.03,29.57,28.6,25007.5,0,4,0,21,69,'1'
15,11,6,0,0,0,0,0,0,0,0,0,'1'
12,4,3,0,0,0,0,0,0,0,0,0,'1'
10,6,5,0.02,58.95,23.58,81940.43,21,30,1,19,112,'1'
11,3,3,0.04,23.33,24.27,13211.18,7,6,1,18,35,'1'
2,1,2,0.16,6.13,10.73,402.59,0,0,0,4,7,'1'
1,1,1,0,0,0,0,0,0,0,0,0,'1'
1,1,1,0.4,2.5,7.86,49.13,0,0,0,2,2,'1'
8,8,2,0.04,24.28,13.66,8053.12,9,5,1,9,23,'1'
1,1,1,0,0,0,0,0,0,0,0,0,'1'
1,1,1,0,0,0,0,0,0,0,0,0,'1'
5,1,2,0.11,8.93,34.44,2743.17,0,0,0,20,21,'1'
1,1,1,0,0,0,0,0,0,0,0,0,'1'
5,1,2,0.05,19.86,27.24,10748.47,0,6,0,22,46,'1'
3,1,3,0.08,12.38,20.15,3085.52,0,3,0,8,22,'1'
1,1,1,0.14,7,19.58,959.45,0,2,1,7,14,'1'
2,1,2,0.17,5.79,16.59,555.43,0,2,0,7,9,'1'
29,17,14,0.03,33.8,36.86,42113.63,2,5,1,20,104,'1'
29,17,14,0.03,33.8,36.86,42113.63,2,5,1,20,104,'1'
17,15,7,0.02,50.14,30.36,76327.25,24,79,1,21,117,'1'
4,1,4,0.1,9.75,42.78,4066.59,0,5,0,20,39,'1'
4,1,4,0.13,7.44,99.13,5485.65,6,10,0,41,61,'1'
3,1,3,0.11,9,51.28,4153.55,0,4,1,20,45,'1'
3,1,3,0.11,9,51.28,4153.55,0,4,0,20,45,'1'
2,1,2,0.18,5.5,17.45,528,0,1,0,8,11,'1'
21,21,17,0.03,31.5,71.45,70891.35,13,15,5,46,138,'1'
3,3,3,0.07,14.17,45.47,9126.35,1,4,0,27,45,'1'
7,5,5,0.05,20.83,33.02,14320.27,5,6,0,20,49,'1'
3,1,3,0.11,9.19,28.84,2434.43,0,2,0,16,21,'1'
9,1,9,0.03,39.96,52.47,83764.27,13,17,0,34,143,'1'
9,1,9,0,0,0,0,0,0,0,0,0,'1'
4,1,2,0.1,9.78,19.01,1817.13,0,2,0,9,16,'1'
6,5,3,0,0,0,0,0,0,0,0,0,'1'
16,13,1,0,0,0,0,0,0,0,0,0,'1'
5,1,4,0.05,21.55,77.97,36210.9,0,14,0,49,132,'1'
8,7,1,0.04,25.26,31.38,20028.89,0,3,0,19,48,'1'
6,6,3,0.04,22.55,15.61,7932.88,0,2,0,11,31,'1'
3,1,2,0.12,8.57,15.95,1172.07,11,21,0,7,15,'1'
1,1,1,0.33,3,12.18,109.62,0,1,0,4,4,'1'
2,1,1,0.28,3.6,13.45,174.36,0,0,0,5,6,'1'
19,14,5,0,0,0,0,0,0,0,0,0,'1'
5,4,3,0,0,0,0,0,0,0,0,0,'1'
3,1,2,0.04,27.76,27.43,21148.47,0,3,0,17,59,'1'
6,4,4,0.03,36.14,22.6,29523.23,12,3,1,14,46,'1'
1,1,1,0.34,2.92,17.79,151.35,1,0,0,6,7,'1'
3,1,2,0.06,16.67,21.06,5848.95,4,3,0,12,25,'1'
4,3,1,0.03,33.41,28.38,31685.92,3,7,0,17,71,'1'
2,1,2,0.12,8.39,473.41,33357.64,2,3,0,104,291,'1'
2,1,2,0.4,2.5,24.91,155.67,0,0,0,6,6,'1'
3,1,3,0.12,8.34,87.9,6115.74,11,14,4,41,57,'1'
2,1,2,0.14,7.38,27.96,1524.47,0,3,0,13,24,'1'
12,1,6,0.02,47.5,60.06,135521.39,29,8,3,40,200,'1'
3,1,2,0.11,9.41,25.26,2236.6,0,4,0,11,23,'1'
1,1,1,0.11,9.38,37.1,3260.93,0,4,0,16,30,'1'
1,1,1,0.3,3.33,34.41,382.38,0,0,0,9,15,'1'
33,1,33,0.03,33.19,189.65,208853.8,20,29,0,54,448,'1'
15,5,12,0.04,27.87,43.37,33676.68,21,10,0,30,76,'1'
9,1,6,0.03,34.38,32.2,38058.37,7,9,1,21,76,'1'
1,1,1,0.45,2.23,429.87,2141.32,15,32,0,69,77,'1'
1,1,1,0.43,2.32,292.71,1575.46,5,22,0,50,58,'1'
1,1,1,0.49,2.02,413.59,1704.87,0,28,0,66,67,'1'
2,1,2,0.25,4.07,168.31,2790.02,9,21,0,49,57,'1'
7,5,4,0.07,14,37.95,7439.1,0,4,0,23,46,'1'
2,1,2,0.16,6.19,16.52,632.28,0,0,0,8,11,'1'
9,8,4,0.02,41.65,18.91,32799.55,0,8,0,17,59,'1'
10,9,5,0,0,0,0,0,0,0,0,0,'1'
3,1,3,0.11,9.43,31.03,2758.45,13,3,0,14,24,'1'
3,1,3,0.14,7.2,26.64,1381.08,0,1,0,10,18,'1'
1,1,1,0.2,4.9,12.44,298.63,0,3,1,5,7,'1'
3,1,3,0.11,8.94,50.5,4034.18,0,6,0,24,39,'1'
16,3,7,0,0,0,0,0,0,0,0,0,'1'
11,1,2,0.05,18.24,37.6,12508.38,0,1,0,25,57,'1'
7,7,2,0.05,19.46,24.27,9190.73,0,0,0,13,46,'1'
4,4,3,0.12,8.31,27.15,1876.27,0,2,0,16,19,'1'
9,5,2,0.04,24.57,21.17,12780.35,22,14,9,14,43,'1'
2,1,1,0.12,8.4,16.92,1193.92,1,2,0,10,12,'1'
10,10,5,0.06,15.79,30.92,7704.33,0,4,0,21,39,'1'
2,1,1,0.12,8.4,16.92,1193.92,1,1,0,10,12,'1'
2,1,1,0.12,8.4,16.92,1193.92,1,1,0,10,12,'1'
10,9,7,0.04,24.5,16.84,10109.84,0,5,0,10,35,'1'
4,4,3,0.04,23.75,10.41,5872.29,0,1,0,8,20,'1'
22,21,6,0.05,19.81,53.73,21095.36,0,7,7,35,73,'1'
3,3,1,0.07,15,12.23,2750.98,0,1,0,8,15,'1'
2,1,1,0.21,4.8,12.33,284.19,0,3,0,5,6,'1'
5,5,1,0.06,15.79,20.09,5005.15,0,5,0,14,26,'1'
15,14,15,0.04,23.5,64.09,35397.45,4,14,0,42,94,'1'
8,1,7,0.05,21.95,41.92,20203.6,6,9,0,22,69,'1'
6,4,5,0.06,16,46.35,11864.41,4,8,0,21,56,'1'
2,1,2,0.11,9.11,65.12,5400.68,7,13,0,28,51,'1'
7,1,5,0.05,18.79,42.38,14958.55,2,4,0,33,62,'1'
13,1,10,0.02,47.92,63.42,145652.41,65,19,0,51,188,'1'
13,1,13,0.03,29.9,122.22,109266.38,8,32,0,85,221,'1'
3,1,2,0.07,14.7,15.28,3302.55,0,4,0,10,21,'1'
9,1,4,0.04,27.69,18.77,14394.57,0,1,0,13,45,'1'
2,1,2,0.22,4.5,22.84,462.59,1,3,0,8,12,'1'
5,1,3,0.08,12.76,26,4237,0,12,0,17,31,'1'
14,8,9,0.03,38.14,80.84,117618.47,10,21,1,63,178,'1'
7,1,5,0.04,26.96,29.99,21794.71,3,3,1,23,62,'1'
19,12,18,0.06,17.22,151.54,44953.74,1,13,2,85,183,'1'
3,1,2,0.05,21.16,53,23735.14,5,4,0,37,87,'1'
9,4,7,0.03,36.58,56.37,75426.13,0,3,0,38,139,'1'
3,1,3,0,0,0,0,0,0,0,0,0,'1'
8,5,4,0.11,8.82,36.34,2829.06,4,9,1,17,25,'1'
33,30,11,0.01,113.47,21.37,275104.76,31,10,0,15,148,'1'
7,1,6,0.02,51.75,26.74,71619.26,13,4,0,22,99,'1'
4,1,2,0.06,16.35,20.71,5534.41,0,6,0,13,25,'1'
9,1,1,0.13,7.94,31.48,1985.29,0,8,0,17,18,'1'
15,10,14,0.05,20.43,72.72,30348.69,4,2,1,35,110,'1'
2,1,2,0.29,3.5,16.14,197.65,0,0,0,5,7,'1'
2,1,2,0.29,3.5,16.14,197.65,0,0,0,5,7,'1'
1,1,1,0.29,3.5,12.85,157.4,0,1,0,4,4,'1'
20,20,2,0.05,19,36.42,13146,36,8,0,17,38,'1'
2,1,1,0.21,4.67,8.54,186.03,0,0,0,3,4,'1'
5,5,1,0.07,14,10.8,2117.74,0,0,0,6,12,'1'
1,1,1,0.06,16.8,20.2,5700.03,7,6,0,10,24,'1'
14,1,12,0.06,16.99,63.14,18215.19,3,10,2,34,77,'1'
5,1,3,0.03,28.7,73.77,60777.9,17,14,0,54,155,'1'
2,1,2,0.07,15.13,16.57,3790.74,2,5,0,8,22,'1'
13,4,6,0.02,54.63,36.73,109584.95,16,9,0,32,152,'1'
75,63,42,0.01,99,80.58,789789.1,19,17,4,95,418,'1'
23,16,15,0.02,59.4,69.09,243786.81,81,17,0,60,264,'1'
4,1,3,0.07,13.56,40.7,7481.51,0,6,0,26,47,'1'
4,1,3,0.07,13.56,40.7,7481.51,0,6,0,26,47,'1'
15,10,7,0.02,50.25,19.8,50002.82,6,2,3,14,67,'1'
19,17,14,0.03,31.13,42.62,41287.63,20,14,3,24,83,'1'
6,6,3,0.03,30,17.66,15889.84,1,7,0,13,39,'1'
10,8,4,0.02,42.1,24.02,42555.56,1,8,0,21,68,'1'
3,1,3,0.09,11.7,45.3,6201.48,0,1,0,25,45,'1'
2,1,2,0.18,5.5,23.51,711.28,0,0,0,11,11,'1'
2,1,2,0.17,5.96,25.05,889.45,0,0,0,12,13,'1'
5,3,5,0.06,16,50.69,12975.52,0,2,0,31,62,'1'
3,1,3,0,0,0,0,0,0,0,0,0,'1'
2,1,2,0.23,4.44,21.15,417.83,0,0,0,9,10,'1'
6,1,6,0.16,6.22,49.26,1907.08,0,0,0,18,32,'1'
6,5,5,0.06,15.94,53.79,13658.79,1,2,0,31,76,'1'
2,1,2,0,0,0,0,0,0,0,0,0,'1'
7,1,4,0.05,19.9,31.01,12288.08,0,7,0,21,44,'1'
2,1,2,0.19,5.33,28.36,806.76,0,2,0,12,16,'1'
2,1,2,0.19,5.33,28.36,806.76,0,2,0,12,16,'1'
3,1,3,0.15,6.46,30.59,1277.15,0,3,0,13,21,'1'
3,1,3,0.15,6.46,30.59,1277.15,0,3,0,13,21,'1'
11,7,6,0,0,0,0,0,0,0,0,0,'1'
2,1,2,0.26,3.82,32.75,477.65,0,0,0,11,12,'1'
117,117,113,0.01,87.23,107.97,821500.74,17,13,2,57,452,'1'
7,1,5,0.05,19.5,28.15,10702.25,1,5,2,20,52,'1'
6,6,2,0.04,23.29,33.25,18041.8,0,1,0,17,44,'1'
11,9,11,0,0,0,0,0,0,0,0,0,'1'
3,1,3,0.07,14.46,67.75,14173.92,0,6,0,42,81,'1'
10,3,7,0,0,0,0,0,0,0,0,0,'1'
9,4,8,0.03,34.89,41.1,50039.05,0,21,0,38,102,'1'
2,1,2,0.15,6.79,33.26,1535.1,0,3,0,17,21,'1'
7,7,7,0,0,0,0,0,0,0,0,0,'1'
3,1,3,0.04,23.52,59.75,33064.71,0,9,0,42,104,'1'
4,4,3,0.04,25.41,59.95,38699.58,4,10,0,43,95,'1'
27,5,15,0.03,33.11,98.51,107986.84,19,16,2,74,196,'1'
16,13,5,0.02,55.39,48.29,148186.3,6,3,0,28,141,'1'
5,1,4,0.07,14.7,40.27,8702.49,0,1,0,30,49,'1'
3,1,1,0.08,12.27,27.56,4150.74,0,4,1,11,27,'1'
3,1,1,0.09,10.83,11.08,1300,0,3,0,6,13,'1'
11,10,7,0,0,0,0,0,0,0,0,0,'1'
11,3,10,0.04,23.82,56.28,31944.7,18,16,4,34,81,'1'
12,8,9,0.04,24.72,50.03,30580.56,0,15,0,36,89,'1'
8,3,5,0.03,29.42,17.68,15303.84,7,4,1,13,45,'1'
4,1,3,0.14,7.22,19.41,1012.42,9,3,0,9,13,'1'
10,1,2,0.02,63.34,37.52,150554.58,39,21,1,29,167,'1'
2,1,2,0.2,4.9,40.95,983.3,9,3,0,15,21,'1'
12,10,10,0.04,23.96,53.25,30572.25,1,6,1,39,89,'1'
2,1,2,0.22,4.5,38.07,770.85,4,3,0,14,18,'1'
2,1,2,0.13,7.67,72.63,4269.28,4,8,0,33,46,'1'
85,1,83,0.02,53.22,206.05,583632.03,4,13,0,95,632,'1'
3,1,3,0.06,15.43,26.51,6309.33,2,3,2,14,36,'1'
2,1,2,0,0,0,0,0,0,0,0,0,'1'
12,6,6,0.04,28.33,24,19266.67,0,4,1,15,50,'1'
1,1,1,0,0,0,0,0,0,0,0,0,'1'
6,4,3,0,0,0,0,0,0,0,0,0,'1'
18,12,8,0,0,0,0,0,0,0,0,0,'1'
20,12,16,0.02,55.4,60.05,184330.69,22,26,3,47,217,'1'
22,19,22,0.03,29.32,61.19,52596.82,0,3,11,44,129,'1'
49,40,49,0.03,38.33,135.04,198443.54,5,27,0,112,277,'1'
15,7,12,0.03,38.02,54.21,78368.98,0,16,3,48,146,'1'
5,4,3,0.03,28.83,56.72,47131.52,1,9,0,46,102,'1'
5,5,5,0.07,14.22,56.51,11431.28,1,11,0,36,64,'1'
17,11,17,0.03,39.25,65.42,100779.84,2,12,0,54,157,'1'
8,3,5,0.05,20.87,30.94,13476.01,1,6,0,23,48,'1'
5,1,5,0.1,10.42,37.67,4090.8,1,9,0,19,36,'1'
8,7,6,0.04,24,30.83,17758.95,1,10,0,21,56,'1'
2,1,2,0.16,6.25,36.54,1427.5,0,2,0,14,25,'1'
28,17,22,0.02,59.36,115.58,407298.3,34,29,4,94,360,'1'
13,1,7,0,0,0,0,0,0,0,0,0,'1'
2,1,2,0.07,14.32,37.55,7698.49,6,6,0,22,45,'1'
5,1,4,0.07,15.24,31.87,7396.91,0,4,0,17,37,'1'
3,1,3,0.06,15.84,27.6,6927.18,0,4,0,16,39,'1'
6,1,4,0.05,20.46,42.69,17874.58,1,9,0,27,65,'1'
7,1,4,0.03,37.78,29.9,42666.86,0,2,4,18,85,'1'
3,1,2,0.05,18.86,29.16,10370.51,0,3,1,14,44,'1'
68,17,12,0,214.5,37.09,1706686.76,34,58,0,34,561,'1'
14,3,11,0.03,32.65,55.53,59182.25,14,17,2,34,111,'1'
11,10,7,0,0,0,0,0,0,0,0,0,'1'
3,3,2,0,0,0,0,0,0,0,0,0,'1'
64,61,45,0.02,52.59,86.09,238097.56,6,17,10,66,267,'1'
3,3,2,0,0,0,0,0,0,0,0,0,'1'
6,1,5,0.06,16.1,38.25,9907.96,0,1,0,21,52,'1'
10,1,10,0.04,23.82,43.96,24952.52,0,1,5,34,81,'1'
7,4,7,0,0,0,0,0,0,0,0,0,'1'
36,25,30,0,0,0,0,0,0,0,0,0,'1'
3,1,3,0,0,0,0,0,0,0,0,0,'1'
24,20,3,0.05,21.35,63.92,29145.81,6,8,0,41,103,'1'
4,1,2,0.1,9.69,23.48,2205.47,0,2,0,13,21,'1'
21,16,10,0.03,38.04,54.64,79077.73,0,13,0,46,140,'1'
2,1,2,0.29,3.5,14.34,175.66,0,0,0,5,5,'1'
2,1,2,0.29,3.5,14.34,175.66,0,0,0,5,5,'1'
